held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,substrate_balanced,250,25,benzenethiol,0.92,0.92,0.4791666666666667,0.0
AgNP,substrate_balanced,225,50,"4np,pyridine",0.38,0.38,0.2878787878787879,0.0
Au,substrate_balanced,250,25,benzenethiol,0.96,0.96,0.4897959183673469,2.161741285817698e-06
AuNP,substrate_balanced,250,25,pyridine,1.0,1.0,1.0,0.0
PICO,substrate_balanced,200,75,"4np,benzenethiol,pyridine",0.8666666666666667,0.8666666666666667,0.8611111111111112,0.0
pSERS,substrate_balanced,200,75,"4np,benzenethiol,pyridine",1.0,1.0,1.0,0.0
