187.964	97.1111
190.563	100.222
193.16	88.4444
195.757	87.3333
198.354	86.8889
200.948	82.6667
203.543	83.1111
206.136	84.2222
208.729	85.5556
211.321	84.4444
213.912	84.8889
216.502	87.5556
219.09	80.4444
221.679	90
224.266	87.3333
226.853	87.1111
229.438	89.5556
232.023	91.3333
234.607	96.2222
237.19	95.3333
239.772	100
242.352	100.667
244.934	105.556
247.512	110.444
250.092	115.111
252.669	117.333
255.247	127.333
257.822	129.556
260.397	143.778
262.972	156
265.545	176.222
268.117	195.778
270.69	239.778
273.26	296.444
275.829	402.889
278.4	644.889
280.967	1016.67
283.534	1404.89
286.102	1412.44
288.667	994
291.231	586.222
293.795	400.667
296.359	300.889
298.921	260.444
301.482	231.111
304.042	216.444
306.603	201.111
309.161	188.889
311.719	186.222
314.276	181.333
316.832	172.444
319.388	168.444
321.942	159.333
324.496	155.111
327.048	140.444
329.6	143.778
332.151	150.667
334.701	141.778
337.252	133.333
339.8	114.222
342.347	102.889
344.894	99.5556
347.44	90.6667
349.985	88.6667
352.529	85.7778
355.072	84.4444
357.615	90.8889
360.156	94.8889
362.697	108.444
365.237	130.222
367.776	168.667
370.315	193.778
372.852	188.667
375.389	141.333
377.925	112
380.46	90.6667
382.994	84
385.527	81.7778
388.059	79.7778
390.591	82
393.122	88.2222
395.65	96.6667
398.18	106.889
400.708	120.889
403.235	125.111
405.762	112.444
408.288	104.667
410.813	87.7778
413.335	75.5556
415.859	73.7778
418.381	70
420.903	71.5556
423.424	68
425.942	62
428.462	64.4444
430.98	65.5556
433.498	64
436.013	65.1111
438.529	65.7778
441.044	67.1111
443.558	72.6667
446.07	81.5556
448.583	78
451.095	87.5556
453.604	88.8889
456.114	85.7778
458.624	83.3333
461.131	75.7778
463.638	67.5556
466.145	65.3333
468.65	66.8889
471.155	68.6667
473.659	64.8889
476.162	68
478.664	67.7778
481.165	72.2222
483.666	70.2222
486.165	71.7778
488.664	74.4444
491.162	66.8889
493.66	64.8889
496.155	66.6667
498.651	61.5556
501.145	63.7778
503.64	61.3333
506.132	60.4444
508.625	58.6667
511.116	58.2222
513.608	58.8889
516.097	60.8889
518.586	61.3333
521.074	58.8889
523.562	60.2222
526.048	61.3333
528.533	61.1111
531.019	61.1111
533.502	58.4444
535.985	56.6667
538.468	57.3333
540.949	52.2222
543.43	53.1111
545.91	59.5556
548.389	59.3333
550.867	53.5556
553.345	56.8889
555.821	59.5556
558.297	56.2222
560.771	56
563.247	61.5556
565.72	60.4444
568.192	62.6667
570.663	61.7778
573.135	58.4444
575.605	61.7778
578.074	55.7778
580.542	58.4444
583.01	58.2222
585.478	56.4444
587.943	58.2222
590.408	59.5556
592.873	57.1111
595.336	56.6667
597.799	58.8889
600.26	58
602.721	55.7778
605.183	58
607.643	55.5556
610.101	60.2222
612.559	58.8889
615.016	61.3333
617.472	61.1111
619.928	60.6667
622.382	58.8889
624.836	60.4444
627.289	60.8889
629.741	60.8889
632.193	68.6667
634.644	64.8889
637.093	65.7778
639.543	65.5556
641.991	66.4444
644.438	69.5556
646.885	68.4444
649.33	68.6667
651.775	70.8889
654.219	68.4444
