recording_uid,session,excel_row,sample_raw,master_sample_id,team,operator_initials,recorded_time,station_raw,station,instrument_raw,instrument,normal_raman_flag,sensor_raw,sensor_family,sensor_variant,is_named_sers,is_ambiguous_sers,sensor_flag_conflict,instrument_result,logged_file_name,comments,target_detected_log,paper_sheet,scenario,master_station,master_description,target_analyte,sample_matrix,carrier_geometry,nominal_concentration,recording_subindex,observation_uid,source_scan_id_logged,source_scan_id,source_id_corrected,source_text_path,source_spc_path,source_pdf_path,source_prb_path,source_format,source_match_status,source_reference_count,source_reference_conflict,source_primary_reference,manual_severe_qc_flag,manual_low_signal_or_noise_flag,is_background_or_unresolved_control,numeric_qc_status,n_points,axis_min_cm1,axis_max_cm1,intensity_min,intensity_median,intensity_max,intensity_std,negative_fraction,baseline_energy_fraction_proxy,baseline_span_fraction_proxy,include_sers_core,include_sers_qc_pass,instrument_serial,firmware_package,integration_time,auto_integration,averages,laser_power,smart_tip_type,system_suitability,source_dark_spc_path,software_version,measurement_duration,instrument_start_date,instrument_start_time,rmx_timestamp,rmx_ccdbias,rmx_ccdgain,rmx_sigmaread,rmx_laserwavenum,rmx_wavenumcorrection,rmx_scancount,rmx_totalexposurems,rmx_singleexposurems,rmx_measurementstate,rmx_scanmode,rmx_replacelist,rmx_peaks
session2_row95,2,95,18,18.0,C,AF,1447,Pills,pills,Mira-3 (M-3),Mira-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,4-ANPP (56%),Scan81,,,6,P5,pills,4ANPP,4_ANPP,pill,,,0,session2_row95,81.0,81.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00081(1)_Sample_24_03_11_12_12_48_506.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00081(1)_Sample_24_03_11_12_09_26_284.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00081(1)_Sample_24_03_11_12_02_38_984.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,5595.464,18351.95,26740.65,4002.460113325508,0.0,0.9516241891740934,0.9270976192370002,True,True,192601100601640,8.0.3.56,2.51 s,On,3,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:11:38-05:00",,,,,,,,,,,,,,,,,,
session2_row96,2,96,19,19.0,C,SK,1456,Pills,pills,Pendar-3,Pendar-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,4-ANPP SERS/Benzyl Fentanyl,M0362,,,6,P5,pills,4ANPP,4_ANPP,pill,,,0,session2_row96,362.0,362.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 3/B431-0362-20180622-071356-4-ANPP_SERS_Benzyl_Fentanyl_SERS.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 3/B431-0362-20180622-071356-4-ANPP_SERS_Benzyl_Fentanyl_SERS.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 3/B431-0362-20180622-071356-4-ANPP_SERS_Benzyl_Fentanyl_SERS.pdf,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 3/B431-0362-20180622-071356-4-ANPP_SERS_Benzyl_Fentanyl_SERS.prb,Pendar two-column CSV,matched,1,False,True,False,False,False,pass,1575.0,275.0,1849.0,-5.73617,31.8528,467.955,42.91326198037807,0.022857142857142857,0.24881390923796723,0.0603427129426697,True,True,B431,,,,,,,,,2.4.1.170,5.85 sec,2018-06-22,07:13:39,,,,,,,,,,,,,
session2_row97,2,97,19,19.0,C,AF,1456,Pills,pills,Mira-3 (M-3),Mira-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,4-ANPP (54%),Scan83,,,6,P5,pills,4ANPP,4_ANPP,pill,,,0,session2_row97,83.0,83.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00083(1)_Sample_24_03_11_12_12_48_720.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00083(1)_Sample_24_03_11_12_09_26_287.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00083(1)_Sample_24_03_11_12_06_06_546.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,3046.573,11438.38,17493.35,2439.9045843508134,0.0,0.9476243222881315,0.9083780426878797,True,True,192601100601640,8.0.3.56,1.45 s,On,3,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:11:38-05:00",,,,,,,,,,,,,,,,,,
session2_row104,2,104,20,20.0,C,AF,1452,Pills,pills,Mira-3 (M-3),Mira-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Phosphorous pentasulfide,Scan84,,,8,P5,pills,Blank,blank,pill,,,0,session2_row104,84.0,84.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00084(1)_Sample_24_03_11_12_12_48_870.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00084(1)_Sample_24_03_11_12_09_26_288.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Mira/Mira 3/Scan 00084(1)_Sample_24_03_11_12_00_20_384.pdf,,Mira two-column CSV,matched,1,False,True,False,False,False,pass,1901.0,400.0,2300.0,5482.365,20911.5,33081.84,5278.709361224898,0.0,0.9469438208703942,0.8799459984623944,True,True,192601100601640,8.0.3.56,3.17 s,On,3,5,"Intelligent UA, Surface (Position 1)","Pass, 2024-03-06 10:11:38-05:00",,,,,,,,,,,,,,,,,,
session2_row105,2,105,1,1.0,C,AF,1455,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Benzyl Fentanyl SERS,Scan166,,,8,P1,pills,Benzyl fent,benzyl_fentanyl,pill,,,0,session2_row105,166.0,166.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00166 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,134.789,5985.456,686.2199592271538,0.0,0.044765943994993,0.024271913039215366,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row106,2,106,2,2.0,C,AF,1456,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,4-ANPP SERS 85%,Scan167,,,8,P1,pills,4ANPP,4_ANPP,pill,,,0,session2_row106,167.0,167.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00167 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,152.937,4999.94,601.4742055150064,0.0,0.08387797865260488,0.06524415006537038,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row107,2,107,3,3.0,C,AF,1458,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,??,Scan168,,,8,P1,pills,Blank,blank,pill,,,0,session2_row107,168.0,168.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00168 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,159.311,3013.955,590.245263360036,0.0,0.2580644463427747,0.29769925558265775,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row108,2,108,4,4.0,C,AF,1459,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Benzyl Fentanyl SERS (84%),Scan169,,,8,P1,pills,Benzyl fent,benzyl_fentanyl,pill,,,0,session2_row108,169.0,169.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00169 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,165.859,6061.922,718.155364333752,0.0,0.11295118366844265,0.07920863891898866,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row109,2,109,5,5.0,C,AF,1500,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Benzyl Fentanyl SERS (93%),Scan170,,,8,P2,pills,Benzyl fent,benzyl_fentanyl,pill,,,0,session2_row109,170.0,170.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00170 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,165.35,10375.866,1170.3725842218673,0.0,0.023369035067609074,0.0090517923134082,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row110,2,110,6,6.0,C,AF,1501,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Unknown,Scan171,Some peaks,,8,P2,pills,4ANPP,4_ANPP,pill,,,0,session2_row110,171.0,171.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00171 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,145.493,6599.456,840.9214388445121,0.0,0.04468703234720044,0.024460699576215834,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row111,2,111,7,7.0,C,AF,1503,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Unknown,Scan172,Some peaks,,8,P2,pills,4ANPP,4_ANPP,pill,,,0,session2_row111,172.0,172.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00172 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,135.702,6769.225,846.262748808121,0.0,0.07910678370476099,0.06308679920729246,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row112,2,112,8,8.0,C,AF,1504,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Microcellulose,Scan173,,,8,P2,pills,Blank,blank,pill,,,0,session2_row112,173.0,173.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00173 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,95.603,4246.008,672.0053615464802,0.0,0.1777985040707143,0.16894241768483595,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row113,2,113,9,9.0,C,AF,1505,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Microcellulose,Scan174,,,8,P3,pills,Blank,blank,pill,,,0,session2_row113,174.0,174.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00174 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,77.612,2833.3,480.32039265586536,0.0,0.13531800139810146,0.10389541553617061,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row114,2,114,10,10.0,C,AF,1506,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Microcellulose,Scan175,,,8,P3,pills,Blank,blank,pill,,,0,session2_row114,175.0,175.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00175 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,92.879,4094.287,645.9771875782116,0.0,0.13791347190807815,0.13768863969772968,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row115,2,115,11,11.0,C,AF,1507,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Good quality spectrum but no matches,Scan176,,,8,P3,pills,Benzyl fent,benzyl_fentanyl,pill,,,0,session2_row115,176.0,176.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00176 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,219.971,6905.933,887.3357344278252,0.0,0.11243306228862483,0.08929289216121356,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row116,2,116,12,12.0,C,AF,1509,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Not found,Scan177,Spectrum visible,,8,P3,pills,Blank,blank,pill,,,0,session2_row116,177.0,177.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00177 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,136.442,2922.389,595.8794147131637,0.0,0.1559389448362238,0.1765275410678301,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row117,2,117,13,13.0,C,AF,1510,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Benzyl Fentanyl SERS (51%),Scan178,,,8,P4,pills,Benzyl fent,benzyl_fentanyl,pill,,,0,session2_row117,178.0,178.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00178 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,138.086,5437.523,601.2526399611227,0.0,0.050343437118328,0.02545501060525382,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row118,2,118,14,14.0,C,AF,1511,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Not found,Scan179,Spectrum visible,,8,P4,pills,4ANPP,4_ANPP,pill,,,0,session2_row118,179.0,179.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00179 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,165.328,8652.132,1015.4644605583966,0.0,0.063579440330878,0.04601170440711973,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row119,2,119,15,15.0,C,AF,1515,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Not found,Scan180,Some peaks,,9,P4,pills,Blank,blank,pill,,,0,session2_row119,180.0,180.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00180 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,118.201,2358.034,469.76137355415494,0.0,0.13640112573161145,0.13092284873255594,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row120,2,120,16,16.0,C,AF,1517,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Microcellulose,Scan181,,,9,P4,pills,Blank,blank,pill,,,0,session2_row120,181.0,181.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00181 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,125.086,3772.556,602.1157900513442,0.0,0.17535639593480148,0.17265399190344208,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row121,2,121,17,17.0,C,AF,1518,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,No matches,Scan182,4-ANPP,,9,P5,pills,4ANPP,4_ANPP,pill,,,0,session2_row121,182.0,182.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00182 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,136.456,6581.197,797.3231337103986,0.0,0.03714268755737536,0.020993564148370742,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row122,2,122,18,18.0,C,AF,1520,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,No matches,Scan183,4-ANPP,,9,P5,pills,4ANPP,4_ANPP,pill,,,0,session2_row122,183.0,183.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00183 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,97.789,6128.815,706.7963630456452,0.0,0.07296111789030214,0.05336885810694424,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row123,2,123,19,19.0,C,AF,1521,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,No matches,Scan184,4-ANPP,,9,P5,pills,4ANPP,4_ANPP,pill,,,0,session2_row123,184.0,184.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00184 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,141.231,8843.087,1036.393297414585,0.0,0.06421689780974138,0.04786656370855121,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row124,2,124,20,20.0,C,AF,1522,Pills,pills,Agilent-3,Agilent-3,N,Ag P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,Cellulose,Scan185,,,9,P5,pills,Blank,blank,pill,,,0,session2_row124,185.0,185.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/NATO SERS_Agilent3.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Agilent/Agilent 3/Scan 00185 Resolve RES90152.spc,,,"Agilent aggregate CSV: Xaxis,SORS,bZero,bOffset",matched,1,False,True,False,False,False,pass,1801.0,200.0,2000.0,0.0,49.785,2180.914,347.54210733427755,0.0,0.1749897317936151,0.13558332530433767,True,True,RES90152,,,,,,,,,,,,,,,,,,,,,,,,,
session2_row137,2,137,25,25.0,A,SM,1346,Surface,surfaces,Pendar-2,Pendar-2,N,P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,,0447,,Y,1,S1,surfaces,Hexa-L-4ANPP,4_ANPP,field_surface_coupon,Hexa_L,,0,session2_row137,447.0,447.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0447-20240306-134627-Benzyltrimethylammonium_dichloro.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0447-20240306-134627-Benzyltrimethylammonium_dichloro.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0447-20240306-134627-Benzyltrimethylammonium_dichloro.pdf,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0447-20240306-134627-Benzyltrimethylammonium_dichloro.prb,Pendar two-column CSV,matched,1,False,True,False,False,False,pass,1575.0,275.0,1849.0,-10.0691,49.8569,1335.01,106.23811037567985,0.019682539682539683,0.18210385222688916,0.026588020371631573,True,True,B446,,,,,,,,,2.4.1.170,3.15 sec,2024-03-06,13:46:12,,,,,,,,,,,,,
session2_row138,2,138,26,26.0,A,SM,1347,Surface,surfaces,Pendar-2,Pendar-2,N,P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,No match,0448,,N,1,S1,surfaces,Hexa-L-Aceta,acetaminophen,field_surface_coupon,Hexa_L,,0,session2_row138,448.0,448.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0448-20240306-134932-Poor_data_quality.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0448-20240306-134932-Poor_data_quality.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0448-20240306-134932-Poor_data_quality.pdf,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0448-20240306-134932-Poor_data_quality.prb,Pendar two-column CSV,matched,1,False,True,False,False,False,pass,1575.0,275.0,1849.0,-1.89786,10.9267,351.121,24.422290139301168,0.024761904761904763,0.16128577881819742,0.02961734923233742,True,True,B446,,,,,,,,,2.4.1.170,28.8 sec,2024-03-06,13:48:58,,,,,,,,,,,,,
session2_row139,2,139,26,26.0,A,SM,1348,Surface,surfaces,Pendar-2,Pendar-2,N,P-SERS,pSERS_Metrohm_silver,pSERS,True,False,False,No match,0449,,N,1,S1,surfaces,Hexa-L-Aceta,acetaminophen,field_surface_coupon,Hexa_L,,0,session2_row139,449.0,449.0,False,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0449-20240306-135049-Poor_data_quality.csv,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0449-20240306-135049-Poor_data_quality.spc,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0449-20240306-135049-Poor_data_quality.pdf,/home/elfo/Documents/NRC/NRC_SU25_Spectral_Classification/2026July21/NATO SERS Data/Pendar/Pendar 2/B446-0449-20240306-135049-Poor_data_quality.prb,Pendar two-column CSV,matched,1,False,True,False,False,False,pass,1575.0,275.0,1849.0,-2.98315,12.5921,639.263,46.3293714351502,0.022857142857142857,0.08946724807891676,0.011814800489861726,True,True,B446,,,,,,,,,2.4.1.170,27.9 sec,2024-03-06,13:50:15,,,,,,,,,,,,,
