threshold,known_correct_and_accept_rate,known_accept_rate,unknown_reject_rate,unknown_false_accept_rate,open_set_accuracy,balanced_accuracy
0.0,0.041474654377880185,0.041474654377880185,1.0,0.0,0.16910785619174434,0.5207373271889401
5.693725597666424e-07,0.041474654377880185,0.041474654377880185,1.0,0.0,0.16910785619174434,0.5207373271889401
1.0011238146034884e-05,0.0445468509984639,0.0445468509984639,1.0,0.0,0.17177097203728361,0.522273425499232
1.210458685818594e-05,0.047619047619047616,0.047619047619047616,1.0,0.0,0.1744340878828229,0.5238095238095238
2.5926142825483146e-05,0.04915514592933948,0.04915514592933948,1.0,0.0,0.17576564580559254,0.5245775729646698
5.06704473082209e-05,0.05222734254992319,0.05222734254992319,1.0,0.0,0.17842876165113183,0.5261136712749616
6.0469663822004804e-05,0.055299539170506916,0.055299539170506916,1.0,0.0,0.1810918774966711,0.5276497695852534
6.896111881360412e-05,0.05837173579109063,0.05837173579109063,1.0,0.0,0.18375499334221038,0.5291858678955453
0.0001377859261992853,0.06144393241167435,0.06144393241167435,1.0,0.0,0.18641810918774968,0.5307219662058372
0.00017306057634414174,0.06451612903225806,0.06451612903225806,1.0,0.0,0.18908122503328895,0.532258064516129
0.00021219818881945685,0.06758832565284179,0.06758832565284179,1.0,0.0,0.19174434087882822,0.5337941628264209
0.00024728660355322063,0.0706605222734255,0.0706605222734255,1.0,0.0,0.19440745672436752,0.5353302611367128
0.000264557540504029,0.07219662058371736,0.07219662058371736,1.0,0.0,0.19573901464713714,0.5360983102918587
0.00030548944050678983,0.07526881720430108,0.07526881720430108,1.0,0.0,0.19840213049267644,0.5376344086021505
0.00033627702214289457,0.07834101382488479,0.07834101382488479,1.0,0.0,0.2010652463382157,0.5391705069124424
0.00037572893779724847,0.08141321044546851,0.08141321044546851,1.0,0.0,0.20372836218375498,0.5407066052227343
0.00039156253842520517,0.08448540706605223,0.08448540706605223,1.0,0.0,0.20639147802929428,0.5422427035330262
0.0004183385754004121,0.08755760368663594,0.08755760368663594,1.0,0.0,0.20905459387483355,0.543778801843318
0.0004647132991522085,0.09062980030721966,0.09062980030721966,1.0,0.0,0.21171770972037285,0.5453149001536098
0.0005010192398913205,0.09370199692780339,0.09370199692780339,1.0,0.0,0.21438082556591212,0.5468509984639017
0.0005236082724877633,0.09523809523809523,0.09523809523809523,1.0,0.0,0.21571238348868177,0.5476190476190477
0.0005467549781315031,0.09831029185867896,0.09831029185867896,1.0,0.0,0.21837549933422104,0.5491551459293394
0.0005677644585375674,0.10138248847926268,0.10138248847926268,1.0,0.0,0.2210386151797603,0.5506912442396313
0.0005834356998093426,0.10445468509984639,0.10445468509984639,1.0,0.0,0.2237017310252996,0.5522273425499232
0.0005930373226874508,0.10752688172043011,0.10752688172043011,1.0,0.0,0.22636484687083888,0.553763440860215
