space,held_out,row_index,true_label,pred_label,correct,distance_to_4np,distance_to_benzenethiol,distance_to_pyridine
siamese_embedding,Ag,235,benzenethiol,benzenethiol,True,0.6973528861999512,0.3949393033981323,0.8752425909042358
siamese_embedding,Ag,236,benzenethiol,benzenethiol,True,1.0704256296157837,0.15121597051620483,0.9060074687004089
siamese_embedding,Ag,237,benzenethiol,benzenethiol,True,1.0339385271072388,0.0491788275539875,0.9616113901138306
siamese_embedding,Ag,238,benzenethiol,benzenethiol,True,1.0598081350326538,0.10706950724124908,0.9368805289268494
siamese_embedding,Ag,239,benzenethiol,benzenethiol,True,1.0527172088623047,0.1087510734796524,0.9307505488395691
siamese_embedding,Ag,240,benzenethiol,benzenethiol,True,1.0217134952545166,0.013881935738027096,0.9757212400436401
siamese_embedding,Ag,241,benzenethiol,benzenethiol,True,1.0493797063827515,0.08349647372961044,0.9465089440345764
siamese_embedding,Ag,242,benzenethiol,benzenethiol,True,1.033531665802002,0.040861278772354126,0.9638245701789856
siamese_embedding,Ag,243,benzenethiol,benzenethiol,True,0.9880238771438599,0.12002119421958923,0.8868623375892639
siamese_embedding,Ag,244,benzenethiol,benzenethiol,True,0.7160863876342773,0.4190320074558258,0.8128321766853333
siamese_embedding,Ag,245,benzenethiol,benzenethiol,True,0.9409105181694031,0.11389453709125519,0.9296756982803345
siamese_embedding,Ag,246,benzenethiol,benzenethiol,True,0.914035439491272,0.1350266933441162,0.9355332255363464
siamese_embedding,Ag,247,benzenethiol,4np,False,0.47720175981521606,0.6042059063911438,0.95384681224823
siamese_embedding,Ag,248,benzenethiol,benzenethiol,True,0.8387277126312256,0.25594210624694824,0.8592329621315002
siamese_embedding,Ag,249,benzenethiol,benzenethiol,True,1.0807626247406006,0.16928167641162872,0.9049404263496399
derivative_input,AgNP,150,4np,benzenethiol,False,1.1314527988433838,1.0045268535614014,1.267008662223816
derivative_input,AgNP,151,4np,4np,True,1.0936251878738403,1.1202231645584106,1.2467349767684937
derivative_input,AgNP,152,4np,benzenethiol,False,1.0985300540924072,0.9592982530593872,1.1713194847106934
derivative_input,AgNP,153,4np,benzenethiol,False,1.112662672996521,1.0952404737472534,1.2812334299087524
derivative_input,AgNP,154,4np,benzenethiol,False,1.0722837448120117,0.9690018892288208,1.260390281677246
derivative_input,AgNP,155,4np,benzenethiol,False,1.1786768436431885,0.9948441982269287,1.1984573602676392
derivative_input,AgNP,156,4np,4np,True,1.1100353002548218,1.146213412284851,1.2402437925338745
derivative_input,AgNP,157,4np,4np,True,1.0461660623550415,1.0510188341140747,1.2029197216033936
derivative_input,AgNP,158,4np,4np,True,1.1486274003982544,1.1796436309814453,1.2694075107574463
derivative_input,AgNP,159,4np,4np,True,1.0717010498046875,1.1458264589309692,1.2281265258789062
derivative_input,AgNP,160,4np,4np,True,1.0533357858657837,1.0830193758010864,1.198625087738037
derivative_input,AgNP,161,4np,benzenethiol,False,1.0509814023971558,1.0452089309692383,1.2049520015716553
derivative_input,AgNP,162,4np,benzenethiol,False,1.0519325733184814,1.0038089752197266,1.176893711090088
derivative_input,AgNP,163,4np,4np,True,0.9831686019897461,1.0437966585159302,1.1907286643981934
derivative_input,AgNP,164,4np,4np,True,1.001702904701233,1.0041470527648926,1.183269739151001
derivative_input,AgNP,165,4np,4np,True,1.0523641109466553,1.15695059299469,1.1876187324523926
derivative_input,AgNP,166,4np,4np,True,1.065316081047058,1.1710251569747925,1.231927752494812
derivative_input,AgNP,167,4np,benzenethiol,False,1.167999267578125,1.0985212326049805,1.230789065361023
derivative_input,AgNP,168,4np,benzenethiol,False,1.1569173336029053,1.1264156103134155,1.1951117515563965
derivative_input,AgNP,169,4np,4np,True,1.0181798934936523,1.110262155532837,1.1856940984725952
derivative_input,AgNP,170,4np,4np,True,1.0739821195602417,1.087334156036377,1.1690402030944824
derivative_input,AgNP,171,4np,4np,True,0.9953707456588745,1.1417617797851562,1.238246202468872
derivative_input,AgNP,172,4np,4np,True,1.0162206888198853,1.1393119096755981,1.1974619626998901
derivative_input,AgNP,173,4np,benzenethiol,False,1.2044687271118164,1.1473238468170166,1.2032954692840576
derivative_input,AgNP,174,4np,4np,True,1.0840723514556885,1.1515833139419556,1.2364405393600464
derivative_input,AgNP,175,pyridine,pyridine,True,1.1493929624557495,1.209706425666809,0.6740188598632812
derivative_input,AgNP,176,pyridine,pyridine,True,1.155123233795166,1.0777528285980225,0.8864225745201111
derivative_input,AgNP,177,pyridine,pyridine,True,1.1714155673980713,1.2200146913528442,0.6867491602897644
derivative_input,AgNP,178,pyridine,pyridine,True,1.161997675895691,1.231949806213379,0.7014584541320801
derivative_input,AgNP,179,pyridine,pyridine,True,1.1476171016693115,1.17324697971344,0.8749764561653137
derivative_input,AgNP,180,pyridine,pyridine,True,1.185759425163269,1.2389007806777954,0.6616953611373901
derivative_input,AgNP,181,pyridine,pyridine,True,1.1800591945648193,1.235548734664917,0.7457762956619263
derivative_input,AgNP,182,pyridine,pyridine,True,1.189578890800476,1.2241991758346558,0.6517080068588257
derivative_input,AgNP,183,pyridine,pyridine,True,1.1907216310501099,1.2078882455825806,0.7827168107032776
derivative_input,AgNP,184,pyridine,pyridine,True,1.176358699798584,1.1751569509506226,0.9087619781494141
derivative_input,AgNP,185,pyridine,pyridine,True,1.1833101511001587,1.2160794734954834,0.7276567220687866
derivative_input,AgNP,186,pyridine,pyridine,True,1.1860957145690918,1.233581781387329,0.6962776184082031
derivative_input,AgNP,187,pyridine,pyridine,True,1.183569073677063,1.2391070127487183,0.5379912853240967
derivative_input,AgNP,188,pyridine,pyridine,True,1.1866167783737183,1.2419569492340088,0.6080014109611511
derivative_input,AgNP,189,pyridine,pyridine,True,1.1984821557998657,1.2084574699401855,0.7733412384986877
derivative_input,AgNP,190,pyridine,pyridine,True,1.1759119033813477,1.1709392070770264,0.8288745284080505
derivative_input,AgNP,191,pyridine,pyridine,True,1.1776161193847656,1.2571988105773926,0.8240121603012085
derivative_input,AgNP,192,pyridine,pyridine,True,1.1459286212921143,1.1754673719406128,0.8792845010757446
derivative_input,AgNP,193,pyridine,pyridine,True,1.1620681285858154,1.0831435918807983,0.8497182130813599
derivative_input,AgNP,194,pyridine,pyridine,True,1.224786400794983,1.235247254371643,0.6427118182182312
derivative_input,AgNP,195,pyridine,pyridine,True,1.1389408111572266,1.1942254304885864,0.8691965937614441
derivative_input,AgNP,196,pyridine,pyridine,True,1.148531436920166,1.2264654636383057,0.764219343662262
derivative_input,AgNP,197,pyridine,pyridine,True,1.1796283721923828,1.2294398546218872,0.5821657180786133
derivative_input,AgNP,198,pyridine,pyridine,True,1.1806782484054565,1.2258394956588745,0.8771353363990784
derivative_input,AgNP,199,pyridine,pyridine,True,1.173027753829956,1.1540080308914185,0.9662309885025024
siamese_embedding,AgNP,150,4np,benzenethiol,False,0.6073344945907593,0.18250352144241333,0.7062824368476868
siamese_embedding,AgNP,151,4np,benzenethiol,False,0.5237269997596741,0.2393411099910736,0.748045027256012
siamese_embedding,AgNP,152,4np,benzenethiol,False,0.601916491985321,0.23147669434547424,0.6595504879951477
siamese_embedding,AgNP,153,4np,benzenethiol,False,0.5861006379127502,0.19094926118850708,0.7214198708534241
siamese_embedding,AgNP,154,4np,benzenethiol,False,0.5708958506584167,0.16996882855892181,0.7942941784858704
siamese_embedding,AgNP,155,4np,benzenethiol,False,0.604751467704773,0.20210126042366028,0.6872076392173767
siamese_embedding,AgNP,156,4np,benzenethiol,False,0.5235309600830078,0.2505444884300232,0.7311197519302368
siamese_embedding,AgNP,157,4np,benzenethiol,False,0.5391916036605835,0.2851805090904236,0.66947340965271
siamese_embedding,AgNP,158,4np,benzenethiol,False,0.503769040107727,0.2869446873664856,0.7130381464958191
siamese_embedding,AgNP,159,4np,benzenethiol,False,0.478738933801651,0.27175572514533997,0.7838927507400513
siamese_embedding,AgNP,160,4np,benzenethiol,False,0.5135629177093506,0.2720974385738373,0.717086672782898
siamese_embedding,AgNP,161,4np,benzenethiol,False,0.5614724159240723,0.21914225816726685,0.7178025245666504
siamese_embedding,AgNP,162,4np,benzenethiol,False,0.5457804203033447,0.2959080934524536,0.6520331501960754
siamese_embedding,AgNP,163,4np,benzenethiol,False,0.4084257483482361,0.3704507648944855,0.7520866394042969
siamese_embedding,AgNP,164,4np,benzenethiol,False,0.47111961245536804,0.3208160996437073,0.7170840501785278
siamese_embedding,AgNP,165,4np,benzenethiol,False,0.45039814710617065,0.33993396162986755,0.724235475063324
siamese_embedding,AgNP,166,4np,benzenethiol,False,0.4924338161945343,0.30142226815223694,0.7101283073425293
siamese_embedding,AgNP,167,4np,benzenethiol,False,0.5995845198631287,0.253663569688797,0.6435689926147461
siamese_embedding,AgNP,168,4np,benzenethiol,False,0.5930061340332031,0.2246989905834198,0.6750590205192566
siamese_embedding,AgNP,169,4np,benzenethiol,False,0.40456047654151917,0.34126806259155273,0.8210572004318237
siamese_embedding,AgNP,170,4np,benzenethiol,False,0.5900886058807373,0.3661758601665497,0.5552495718002319
siamese_embedding,AgNP,171,4np,benzenethiol,False,0.3899651765823364,0.3711925745010376,0.7848508954048157
siamese_embedding,AgNP,172,4np,benzenethiol,False,0.4315376281738281,0.3524298071861267,0.7375348806381226
siamese_embedding,AgNP,173,4np,benzenethiol,False,0.700860857963562,0.2824377417564392,0.5535280108451843
siamese_embedding,AgNP,174,4np,benzenethiol,False,0.5024875402450562,0.25845450162887573,0.7556686997413635
siamese_embedding,AgNP,175,pyridine,pyridine,True,0.8385193347930908,0.5682070255279541,0.2601184844970703
siamese_embedding,AgNP,176,pyridine,benzenethiol,False,0.8137825727462769,0.39971932768821716,0.4244749844074249
siamese_embedding,AgNP,177,pyridine,pyridine,True,0.8418706059455872,0.556759774684906,0.2691766619682312
siamese_embedding,AgNP,178,pyridine,pyridine,True,0.8232721090316772,0.629869818687439,0.2252315878868103
siamese_embedding,AgNP,179,pyridine,benzenethiol,False,0.6800447106361389,0.4335188567638397,0.44225597381591797
siamese_embedding,AgNP,180,pyridine,pyridine,True,0.860434889793396,0.6104354858398438,0.21701721847057343
siamese_embedding,AgNP,181,pyridine,pyridine,True,0.7939621210098267,0.5268099308013916,0.3111983835697174
siamese_embedding,AgNP,182,pyridine,pyridine,True,0.8952562212944031,0.6435132622718811,0.177448570728302
siamese_embedding,AgNP,183,pyridine,pyridine,True,0.8015709519386292,0.4850260317325592,0.343776136636734
siamese_embedding,AgNP,184,pyridine,benzenethiol,False,0.7199316024780273,0.42128267884254456,0.429038941860199
siamese_embedding,AgNP,185,pyridine,pyridine,True,0.8267610669136047,0.509731113910675,0.3156425654888153
siamese_embedding,AgNP,186,pyridine,pyridine,True,0.8637223243713379,0.5624492764472961,0.259870320558548
siamese_embedding,AgNP,187,pyridine,pyridine,True,0.8742420077323914,0.6367098093032837,0.19035591185092926
siamese_embedding,AgNP,188,pyridine,pyridine,True,0.9060966372489929,0.7041580080986023,0.1265154778957367
siamese_embedding,AgNP,189,pyridine,pyridine,True,0.8692039847373962,0.5641772150993347,0.2576850950717926
siamese_embedding,AgNP,190,pyridine,pyridine,True,0.7327132225036621,0.45287996530532837,0.3973655104637146
siamese_embedding,AgNP,191,pyridine,pyridine,True,0.7296518087387085,0.48353126645088196,0.376695841550827
siamese_embedding,AgNP,192,pyridine,benzenethiol,False,0.7436400651931763,0.41357702016830444,0.424198716878891
siamese_embedding,AgNP,193,pyridine,benzenethiol,False,0.724622368812561,0.3850278854370117,0.455623596906662
siamese_embedding,AgNP,194,pyridine,pyridine,True,0.9514373540878296,0.6931450963020325,0.12292325496673584
siamese_embedding,AgNP,195,pyridine,pyridine,True,0.717689037322998,0.4431156516075134,0.41268494725227356
siamese_embedding,AgNP,196,pyridine,pyridine,True,0.8331533670425415,0.5730099081993103,0.2580402195453644
siamese_embedding,AgNP,197,pyridine,pyridine,True,0.8781049847602844,0.6113835573196411,0.21087002754211426
siamese_embedding,AgNP,198,pyridine,pyridine,True,0.7617307901382446,0.48036104440689087,0.3620817959308624
siamese_embedding,AgNP,199,pyridine,benzenethiol,False,0.7075163722038269,0.25859591364860535,0.5722512602806091
derivative_input,Au,250,benzenethiol,benzenethiol,True,1.032796025276184,0.49852752685546875,1.2667073011398315
derivative_input,Au,251,benzenethiol,benzenethiol,True,1.0416430234909058,0.5201529264450073,1.2973518371582031
derivative_input,Au,252,benzenethiol,benzenethiol,True,1.0670002698898315,0.5492474436759949,1.282393217086792
derivative_input,Au,253,benzenethiol,benzenethiol,True,0.9778563976287842,0.5332513451576233,1.2465354204177856
derivative_input,Au,254,benzenethiol,benzenethiol,True,0.9402804970741272,0.8464081287384033,1.2034788131713867
derivative_input,Au,255,benzenethiol,benzenethiol,True,1.0042085647583008,0.4891226589679718,1.2491430044174194
derivative_input,Au,256,benzenethiol,benzenethiol,True,1.0106996297836304,0.6489540338516235,1.2645552158355713
derivative_input,Au,257,benzenethiol,benzenethiol,True,1.0403302907943726,0.46703609824180603,1.2999224662780762
derivative_input,Au,258,benzenethiol,benzenethiol,True,1.0506577491760254,0.5709953904151917,1.282493233680725
derivative_input,Au,259,benzenethiol,benzenethiol,True,0.9979705810546875,0.6065953969955444,1.2578189373016357
derivative_input,Au,260,benzenethiol,benzenethiol,True,1.0253280401229858,0.46597227454185486,1.276033639907837
derivative_input,Au,261,benzenethiol,benzenethiol,True,1.0102795362472534,0.5266329646110535,1.2705832719802856
derivative_input,Au,262,benzenethiol,benzenethiol,True,1.0799601078033447,0.4935683012008667,1.3062564134597778
derivative_input,Au,263,benzenethiol,benzenethiol,True,1.0339494943618774,0.5154628157615662,1.2817124128341675
derivative_input,Au,264,benzenethiol,benzenethiol,True,1.0611516237258911,0.5201981663703918,1.2525520324707031
derivative_input,Au,265,benzenethiol,benzenethiol,True,1.0338501930236816,0.6303831338882446,1.2688778638839722
derivative_input,Au,266,benzenethiol,benzenethiol,True,0.9213390350341797,0.7728068828582764,1.182065725326538
derivative_input,Au,267,benzenethiol,benzenethiol,True,1.004734992980957,0.5895625352859497,1.2587460279464722
derivative_input,Au,268,benzenethiol,benzenethiol,True,0.9645462036132812,0.6209414601325989,1.2472193241119385
derivative_input,Au,269,benzenethiol,benzenethiol,True,0.9874973893165588,0.5766879916191101,1.2663401365280151
derivative_input,Au,270,benzenethiol,benzenethiol,True,1.0670442581176758,0.5241978764533997,1.3112634420394897
derivative_input,Au,271,benzenethiol,benzenethiol,True,1.0327283143997192,0.5791807174682617,1.267078161239624
derivative_input,Au,272,benzenethiol,benzenethiol,True,1.0450341701507568,0.4346364438533783,1.2948802709579468
derivative_input,Au,273,benzenethiol,benzenethiol,True,1.0478782653808594,0.514358401298523,1.306471586227417
derivative_input,Au,274,benzenethiol,benzenethiol,True,1.0196212530136108,0.5869042277336121,1.249038577079773
siamese_embedding,Au,250,benzenethiol,benzenethiol,True,0.6669152975082397,0.08232314884662628,0.9361089468002319
siamese_embedding,Au,251,benzenethiol,benzenethiol,True,0.6526586413383484,0.09094066917896271,0.9368363618850708
siamese_embedding,Au,252,benzenethiol,benzenethiol,True,0.7001972198486328,0.03888343647122383,0.9177078604698181
siamese_embedding,Au,253,benzenethiol,benzenethiol,True,0.699562668800354,0.09125680476427078,0.9333342909812927
siamese_embedding,Au,254,benzenethiol,4np,False,0.28369373083114624,0.45391520857810974,0.9716033339500427
siamese_embedding,Au,255,benzenethiol,benzenethiol,True,0.6732761263847351,0.08826543390750885,0.9392371773719788
siamese_embedding,Au,256,benzenethiol,benzenethiol,True,0.5481178164482117,0.1987490952014923,0.9628368616104126
siamese_embedding,Au,257,benzenethiol,benzenethiol,True,0.6835259795188904,0.06679467856884003,0.9312025904655457
siamese_embedding,Au,258,benzenethiol,benzenethiol,True,0.6070141196250916,0.13863180577754974,0.9504045248031616
siamese_embedding,Au,259,benzenethiol,benzenethiol,True,0.5707903504371643,0.17215277254581451,0.9488741755485535
siamese_embedding,Au,260,benzenethiol,benzenethiol,True,0.6638255715370178,0.08314931392669678,0.9358668923377991
siamese_embedding,Au,261,benzenethiol,benzenethiol,True,0.619602382183075,0.11971723288297653,0.9296523332595825
siamese_embedding,Au,262,benzenethiol,benzenethiol,True,0.6671244502067566,0.0735257938504219,0.9303532242774963
siamese_embedding,Au,263,benzenethiol,benzenethiol,True,0.6303569078445435,0.11869987100362778,0.9470006227493286
siamese_embedding,Au,264,benzenethiol,benzenethiol,True,0.6373791694641113,0.10023343563079834,0.9110649228096008
siamese_embedding,Au,265,benzenethiol,benzenethiol,True,0.5757876038551331,0.16476650536060333,0.9442650675773621
siamese_embedding,Au,266,benzenethiol,benzenethiol,True,0.5947895050048828,0.18384765088558197,0.9743664860725403
siamese_embedding,Au,267,benzenethiol,benzenethiol,True,0.614127516746521,0.13563060760498047,0.9522643685340881
siamese_embedding,Au,268,benzenethiol,benzenethiol,True,0.705680251121521,0.10538561642169952,0.939601719379425
siamese_embedding,Au,269,benzenethiol,benzenethiol,True,0.6709800958633423,0.07243961840867996,0.9315881729125977
siamese_embedding,Au,270,benzenethiol,benzenethiol,True,0.6653684973716736,0.08744017034769058,0.9383107423782349
siamese_embedding,Au,271,benzenethiol,benzenethiol,True,0.5976983308792114,0.15316163003444672,0.957827091217041
siamese_embedding,Au,272,benzenethiol,benzenethiol,True,0.7193282842636108,0.049650657922029495,0.9234391450881958
siamese_embedding,Au,273,benzenethiol,benzenethiol,True,0.6473321914672852,0.09607699513435364,0.9380820989608765
siamese_embedding,Au,274,benzenethiol,benzenethiol,True,0.5839426517486572,0.15044312179088593,0.9006128907203674
derivative_input,AuNP,200,pyridine,pyridine,True,1.1039152145385742,1.2168070077896118,0.565252423286438
derivative_input,AuNP,201,pyridine,pyridine,True,1.0614992380142212,1.1432486772537231,0.6671832203865051
derivative_input,AuNP,202,pyridine,pyridine,True,1.0195122957229614,1.1442234516143799,0.6871175169944763
derivative_input,AuNP,203,pyridine,pyridine,True,1.0676978826522827,1.1979360580444336,0.653245747089386
derivative_input,AuNP,204,pyridine,pyridine,True,1.0543831586837769,1.1880594491958618,0.6170852184295654
derivative_input,AuNP,205,pyridine,pyridine,True,1.0874370336532593,1.1843280792236328,0.6678540706634521
derivative_input,AuNP,206,pyridine,pyridine,True,1.1637126207351685,1.212993860244751,0.9861960411071777
derivative_input,AuNP,207,pyridine,pyridine,True,1.0426995754241943,1.1387509107589722,0.7087594270706177
derivative_input,AuNP,208,pyridine,pyridine,True,1.0300793647766113,1.1755585670471191,0.5625656843185425
derivative_input,AuNP,209,pyridine,pyridine,True,1.018692135810852,1.137463092803955,0.7929469347000122
derivative_input,AuNP,210,pyridine,pyridine,True,1.0997933149337769,1.1840060949325562,0.763426661491394
derivative_input,AuNP,211,pyridine,pyridine,True,1.0872772932052612,1.1933457851409912,0.555880606174469
derivative_input,AuNP,212,pyridine,pyridine,True,1.0711027383804321,1.1933265924453735,0.7195594906806946
derivative_input,AuNP,213,pyridine,pyridine,True,1.0222469568252563,1.1587387323379517,0.6843459606170654
derivative_input,AuNP,214,pyridine,pyridine,True,1.0581915378570557,1.1739953756332397,0.6902061700820923
derivative_input,AuNP,215,pyridine,pyridine,True,1.0539891719818115,1.2036247253417969,0.7196632623672485
derivative_input,AuNP,216,pyridine,pyridine,True,1.1302138566970825,1.212890386581421,0.6119338870048523
derivative_input,AuNP,217,pyridine,pyridine,True,1.0721485614776611,1.1911503076553345,0.6317836046218872
derivative_input,AuNP,218,pyridine,pyridine,True,1.0912753343582153,1.2027287483215332,0.5971663594245911
derivative_input,AuNP,219,pyridine,pyridine,True,1.1092743873596191,1.209433913230896,0.5856226086616516
derivative_input,AuNP,220,pyridine,pyridine,True,1.0508122444152832,1.1727380752563477,0.6669297218322754
derivative_input,AuNP,221,pyridine,pyridine,True,1.0923688411712646,1.2120863199234009,0.5329225659370422
derivative_input,AuNP,222,pyridine,pyridine,True,1.094946026802063,1.2069363594055176,0.5472038388252258
derivative_input,AuNP,223,pyridine,pyridine,True,1.068505883216858,1.1964768171310425,0.604690670967102
derivative_input,AuNP,224,pyridine,pyridine,True,1.0872389078140259,1.1626553535461426,0.6055755019187927
siamese_embedding,AuNP,200,pyridine,pyridine,True,1.050217628479004,0.9375883936882019,0.06387937813997269
siamese_embedding,AuNP,201,pyridine,pyridine,True,1.0272296667099,0.8746159672737122,0.010478084906935692
siamese_embedding,AuNP,202,pyridine,pyridine,True,1.0202386379241943,0.8541749119758606,0.03258179500699043
siamese_embedding,AuNP,203,pyridine,pyridine,True,1.0205140113830566,0.8549933433532715,0.031666532158851624
siamese_embedding,AuNP,204,pyridine,pyridine,True,1.0297348499298096,0.8817790150642395,0.005716291256248951
siamese_embedding,AuNP,205,pyridine,pyridine,True,1.0232819318771362,0.8631575107574463,0.022592531517148018
siamese_embedding,AuNP,206,pyridine,pyridine,True,0.6995806097984314,0.6862014532089233,0.3676415979862213
siamese_embedding,AuNP,207,pyridine,pyridine,True,1.0086225271224976,0.8185546398162842,0.07261499762535095
siamese_embedding,AuNP,208,pyridine,pyridine,True,1.0470350980758667,0.9292104840278625,0.05422412231564522
siamese_embedding,AuNP,209,pyridine,pyridine,True,0.986447274684906,0.8104572892189026,0.07852257788181305
siamese_embedding,AuNP,210,pyridine,pyridine,True,1.0107018947601318,0.8250980973243713,0.06525900959968567
siamese_embedding,AuNP,211,pyridine,pyridine,True,1.0393877029418945,0.9086569547653198,0.030742119997739792
siamese_embedding,AuNP,212,pyridine,pyridine,True,1.0162017345428467,0.842045247554779,0.046195704489946365
siamese_embedding,AuNP,213,pyridine,pyridine,True,1.0101075172424316,0.8232356905937195,0.06735323369503021
siamese_embedding,AuNP,214,pyridine,pyridine,True,1.014336109161377,0.8363532423973083,0.05259804427623749
siamese_embedding,AuNP,215,pyridine,pyridine,True,1.0233502388000488,0.8633579015731812,0.02237175591289997
siamese_embedding,AuNP,216,pyridine,pyridine,True,1.0458149909973145,0.9259721040725708,0.05050215125083923
siamese_embedding,AuNP,217,pyridine,pyridine,True,1.0324060916900635,0.8893290162086487,0.009830020368099213
siamese_embedding,AuNP,218,pyridine,pyridine,True,1.0487258434295654,0.9336736798286438,0.05936345458030701
siamese_embedding,AuNP,219,pyridine,pyridine,True,1.0410329103469849,0.913131058216095,0.035817742347717285
siamese_embedding,AuNP,220,pyridine,pyridine,True,1.0275074243545532,0.8754140138626099,0.009725277312099934
siamese_embedding,AuNP,221,pyridine,pyridine,True,1.0458464622497559,0.9260557293891907,0.05059812590479851
siamese_embedding,AuNP,222,pyridine,pyridine,True,1.0441590547561646,0.9215527772903442,0.04543334245681763
siamese_embedding,AuNP,223,pyridine,pyridine,True,1.0563451051712036,0.9534489512443542,0.08224353939294815
siamese_embedding,AuNP,224,pyridine,pyridine,True,1.0280300378799438,0.87691330909729,0.00839560478925705
derivative_input,PICO,75,4np,4np,True,1.0405406951904297,1.300658106803894,1.2403724193572998
derivative_input,PICO,76,4np,4np,True,1.0254863500595093,1.3092764616012573,1.237196683883667
derivative_input,PICO,77,4np,4np,True,1.0334486961364746,1.3070050477981567,1.2389682531356812
derivative_input,PICO,78,4np,4np,True,1.032034993171692,1.3064156770706177,1.2159831523895264
derivative_input,PICO,79,4np,4np,True,1.0258737802505493,1.2998138666152954,1.2310174703598022
derivative_input,PICO,80,4np,4np,True,1.035444974899292,1.3053712844848633,1.2321380376815796
derivative_input,PICO,81,4np,4np,True,1.0450079441070557,1.3068678379058838,1.239186406135559
derivative_input,PICO,82,4np,4np,True,1.0378122329711914,1.3031357526779175,1.225988507270813
derivative_input,PICO,83,4np,4np,True,1.0139378309249878,1.2946900129318237,1.2306947708129883
derivative_input,PICO,84,4np,4np,True,1.0073555707931519,1.2846099138259888,1.2281341552734375
derivative_input,PICO,85,4np,4np,True,1.0180110931396484,1.306781530380249,1.2238059043884277
derivative_input,PICO,86,4np,4np,True,1.0307046175003052,1.292978048324585,1.2208952903747559
