epoch,beta,learning_rate,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,mean_unclipped_gradient_norm
1,0.0,0.001,0.0779189135418849,0.0779189135418849,274.6535602012377,0.1960410850829677,0.1912741426910673
2,0.02,0.001,0.05783108620998565,0.046271670492512455,809.7371294685964,0.5779708276007113,0.14906906762293406
3,0.04,0.001,0.04030797713425722,0.035026788401804614,184.97362684614203,0.13202971223850252,0.15038959362677165
4,0.06,0.001,0.036882529843054464,0.030935011979904066,138.8745454938224,0.09912530013834576,0.12050156242081098
5,0.08,0.001,0.033729020095943064,0.029567384460334026,72.88065038102397,0.05202044995076657,0.0786441160099847
6,0.1,0.001,0.03234054457940412,0.02976022464003456,36.15029250155674,0.025803206639226795,0.11658584166850362
7,0.12,0.001,0.030899172447872967,0.02812419729202651,32.39783745669247,0.023124794758524247,0.08855672420135566
8,0.14,0.001,0.029577001008424867,0.027182364911678133,23.963469661755507,0.017104546510889013,0.0820421866540398
9,0.16,0.001,0.028092127636577306,0.02548157541353381,22.85864961174097,0.016315952613662362,0.07580186799168587
10,0.18,0.001,0.027021828113814417,0.024190999965152043,22.033277833059934,0.015726822150649487,0.06739224706377302
11,0.2,0.001,0.02625943012954144,0.023284691161988825,20.838047134742308,0.01487369531387745,0.07301991818738836
12,0.22,0.001,0.02611245634348205,0.023052159592174413,19.488527259398044,0.013910440584866556,0.06321457946406943
13,0.24,0.001,0.02575833203082674,0.022625054155340354,18.29050939324197,0.013055324334933597,0.06144079792180231
14,0.25,0.001,0.025224839699234856,0.022010678341716862,18.01215993474039,0.0128566452068097,0.09044832895909037
15,0.25,0.001,0.024722012366806524,0.02186486539378595,16.011451982648186,0.01142858813893518,0.0596310304743903
16,0.25,0.001,0.024085123962565753,0.02087745803376932,17.975760260592686,0.012830663997567942,0.05566796341112682
17,0.25,0.001,0.023538522665085417,0.020374640228038424,17.73039665222168,0.012655529373463011,0.05941690245111074
18,0.25,0.001,0.02335817375209894,0.020174570406755705,17.840914385506277,0.012734414265172219,0.0925275239029101
19,0.25,0.001,0.02329954599563995,0.020148015675250062,17.661175970013222,0.012606121320494806,0.08930582739412785
20,0.25,0.001,0.02286414194726542,0.019628965477930027,18.12992990900961,0.012940706573168887,0.06724054712269988
21,0.25,0.001,0.02266796303682783,0.019477979679790775,17.87666721129685,0.012759933769662278,0.06810495869389602
22,0.25,0.001,0.02259946328200651,0.01949143906573901,17.417366259285572,0.012432095831038952,0.05001756548881531
23,0.25,0.001,0.022286705300211908,0.01902442585383908,18.28181252211667,0.013049116718141806,0.04460582669292178
24,0.25,0.001,0.022373018748639676,0.019349414637584366,16.94427692113298,0.012094416075041383,0.06009669389043536
25,0.25,0.001,0.022444535109601663,0.019264991790725945,17.818161713675167,0.01271817395694159,0.0709872879087925
26,0.0,0.001,0.018252334735366735,0.018252334735366735,23.831739117054457,0.017010520426163068,0.0465068734650101
27,0.02,0.001,0.017576920308088988,0.016958963167801332,43.287927340389636,0.03089787818728739,0.04666919008429561
28,0.04,0.001,0.018145572733175887,0.016430289063895685,60.07781772399217,0.042882096876511185,0.06271888169326953
29,0.06,0.001,0.018839585027667912,0.016392057096020558,57.1497806420487,0.040792134648143255,0.07489499130419322
30,0.08,0.001,0.018744164370418936,0.016311477601863026,42.6024270732751,0.030408584634743115,0.05147273705473968
31,0.1,0.001,0.018840866535902022,0.0166341023373135,30.916769383462626,0.022067644099545057,0.01680744206532836
32,0.12,0.001,0.019215067254191035,0.016891505426905127,27.127582477183825,0.019363013902343917,0.015214727127126284
33,0.14,0.001,0.01927907368524021,0.01653260432937172,27.484312216083655,0.019617638983642865,0.02055581266592656
34,0.16,0.001,0.019577017363704992,0.0167059228661355,25.14002344795827,0.01794434221838563,0.026900647075048516
