epoch,train_loss,train_cross_entropy,train_supervised_contrastive,train_pair_margin
1,1.880248656601398,1.880248656601398,4.604783019342602,0.18949077105721251
2,1.7691144340969078,1.7691144340969078,5.10140188352549,0.12777060032326393
3,1.6849534591204935,1.6849534591204935,4.5856100173982055,0.1072693512248097
4,1.598849703225313,1.598849703225313,4.003789948023436,0.07122731054812234
5,1.5107894588362947,1.5107894588362947,3.6827425155360913,0.046614820818127074
6,1.4224329694078959,1.4224329694078959,3.408881936043439,0.0298518463424825
7,1.345612186479668,1.345612186479668,3.3435995439398014,0.030717147006760186
8,1.275016675413526,1.275016675413526,3.183301317915787,0.020088717376420543
9,1.203636660954151,1.203636660954151,3.1405479534682748,0.018244667443405985
10,1.1432088603555286,1.1432088603555286,3.1571760267205926,0.020430409965846136
11,1.0671825966406963,1.0671825966406963,2.918524970092455,0.016152276640022972
12,1.0012836071792874,1.0012836071792874,2.895876698802558,0.010254292095824687
13,0.9501132937712062,0.9501132937712062,2.8996037829644,0.006888547412553386
14,0.8962116505258516,0.8962116505258516,2.82751280131569,0.010295731234723908
15,0.8455614746239091,0.8455614746239091,2.79985808081816,0.007701344769603586
16,0.8012042727500263,0.8012042727500263,2.7785770270919,0.012416327384831326
17,0.759052961504783,0.759052961504783,2.7972645794424484,0.010517946878518123
18,0.7208069682370148,0.7208069682370148,2.71921505509936,0.0068597237201357
19,0.6775962519994111,0.6775962519994111,2.710661372461498,0.004744152742660885
20,0.6428046416887908,0.6428046416887908,2.685847270463852,0.003655285105918046
21,0.5933458861080242,0.5933458861080242,2.636694267547703,0.0018271256805959474
22,0.5732414313049555,0.5732414313049555,2.6271014636643,0.005909143252947634
23,0.5528537796534178,0.5528537796534178,2.684489206879522,0.005724710206227039
24,0.5173052668820344,0.5173052668820344,2.6556815195183168,0.003693472572635385
25,0.48013158133234013,0.48013158133234013,2.5953528368398393,0.002842970487966916
26,0.4582965327951754,0.4582965327951754,2.568590625093974,0.0022973777582413965
27,0.4429238620282215,0.4429238620282215,2.609141787307994,0.0022740490493483234
28,0.4215205492828982,0.4215205492828982,2.6084975564156294,0.0012315377546377121
29,0.40655652161430966,0.40655652161430966,2.6034137889089566,0.0032380570731434916
30,0.39086836084941234,0.39086836084941234,2.6139044881115874,0.003581318421005456
31,0.3692970012075468,0.3692970012075468,2.6017288693804335,0.0013203038085477586
32,0.3515520644586121,0.3515520644586121,2.564409290823409,0.0015873473705354463
33,0.3436271072927248,0.3436271072927248,2.6325503565324375,0.0013741514274154426
34,0.3242350025938548,0.3242350025938548,2.589218911646801,0.0013489314318014336
35,0.3181795895348511,0.3181795895348511,2.596899827985027,0.002026718927426789
36,0.3028331753605343,0.3028331753605343,2.5850742370947914,0.003361872455692366
37,0.2947986069327854,0.2947986069327854,2.6150842524271667,0.0031152455882793428
38,0.27745429795072074,0.27745429795072074,2.579994558043669,8.66467380091268e-05
39,0.2717152458765313,0.2717152458765313,2.588577204805824,0.0015934367463894827
40,0.2652837951397348,0.2652837951397348,2.6279881597809602,0.0008430983735120123
41,0.25667838848707325,0.25667838848707325,2.5987721763722336,0.0014153908698047689
42,0.2464106886770133,0.2464106886770133,2.6064663849195506,0.0010673317062767662
43,0.2326135545160178,0.2326135545160178,2.564807986416747,0.0005137716431660667
44,0.22451149188526487,0.22451149188526487,2.576208975220523,0.0006559044783759964
45,0.2179723936667771,0.2179723936667771,2.573191832898803,0.0003544622448920457
46,0.20837951145117367,0.20837951145117367,2.551553222481045,0.0012434076965982892
47,0.20803022614849384,0.20803022614849384,2.5851323659335397,0.0034175187112114127
48,0.18938714440033183,0.18938714440033183,2.5033130844848888,0.0003978243148214882
49,0.19493214851381385,0.19493214851381385,2.588544116886274,0.0011732648379540766
50,0.18782727065688634,0.18782727065688634,2.575245252979573,0.0028183325077164026
51,0.18325739498551555,0.18325739498551555,2.5900203947732243,0.0008576508715461029
52,0.1747733679967534,0.1747733679967534,2.5418423242509243,0.003357917151077493
53,0.16668822866765343,0.16668822866765343,2.5628657525168084,0.0011432594109311047
54,0.16136383229481652,0.16136383229481652,2.5562611601795684,0.0008279849271560262
55,0.16088237860755283,0.16088237860755283,2.5478168604020537,0.0006257172728381227
56,0.163333414616316,0.163333414616316,2.5680754129971244,0.0012403756801995579
57,0.15500482126666013,0.15500482126666013,2.58558142359421,0.0007448689530881623
58,0.15258898450711078,0.15258898450711078,2.5795714994561947,0.0007279644990514862
59,0.14633726784356701,0.14633726784356701,2.527021052195284,0.0010336647648655952
60,0.14125896310569847,0.14125896310569847,2.5344292913448836,0.0012263413411730392
61,0.14015306197962332,0.14015306197962332,2.579507743640334,0.0015341486837248278
62,0.13591375869226355,0.13591375869226355,2.530028305372266,0.0005987815516135638
63,0.13251962738271048,0.13251962738271048,2.580764836707543,0.00022041100993099193
64,0.13168990005406556,0.13168990005406556,2.5890508738340565,0.0005203544219084753
65,0.11883593523303253,0.11883593523303253,2.525619703941903,8.074998744810948e-05
66,0.11909532363454584,0.11909532363454584,2.5805103241277387,0.0007217083561831078
