epoch,train_loss,val_loss,val_exact_match,val_micro_f1
1,0.2874385046413521,0.19446727954873852,0.7532679738562091,0.8766339869281046
2,0.16121586548541886,0.11745231681399876,0.8308823529411765,0.9154411764705882
3,0.10261397453304989,0.08161764888981589,0.9068627450980392,0.9534313725490197
4,0.07597103437372282,0.06079013718693864,0.9199346405228758,0.9599673202614379
5,0.060676430589428135,0.055321736589950675,0.9256535947712419,0.9628267973856209
6,0.05362168081056059,0.04081078311976265,0.9493464052287581,0.9746732026143791
7,0.04130769663435571,0.03627354006459511,0.9493464052287581,0.9746732026143791
8,0.036645943603289675,0.03244403221346195,0.9583333333333334,0.9791666666666666
9,0.03280129812024777,0.027139354460671835,0.9583333333333334,0.9791666666666666
10,0.029952711943123076,0.023388333789079018,0.9803921568627451,0.9901960784313726
11,0.03002565265237506,0.025390531624259513,0.9591503267973857,0.9795751633986928
12,0.025100821848301327,0.023367463507586055,0.9665032679738562,0.983251633986928
13,0.024260688840953355,0.02774312836574573,0.951797385620915,0.9758986928104575
14,0.022918566038795544,0.01844021972585348,0.9746732026143791,0.9873366013071896
15,0.020782468694390033,0.01987195993755378,0.9689542483660131,0.9844771241830066
16,0.018264700798622142,0.014476115109240698,0.9836601307189542,0.9918300653594772
17,0.018240583610106137,0.01647293226781234,0.9795751633986928,0.9897875816993464
18,0.018102180498828686,0.01830829857708582,0.9754901960784313,0.9877450980392157
19,0.016366332830264677,0.016137296175645067,0.9738562091503268,0.9869281045751634
20,0.015681739360873217,0.016066947598862492,0.9648692810457516,0.9824346405228758
21,0.015342289947119414,0.015939983971465645,0.9722222222222222,0.9861111111111112
22,0.01752795545639945,0.013561923324672225,0.9803921568627451,0.9901960784313726
23,0.016454020064640668,0.011343170773067505,0.9795751633986928,0.9897875816993464
24,0.014477096437141786,0.015023567324224251,0.9795751633986928,0.9897875816993464
25,0.017407726021666153,0.01620162842076978,0.9648692810457516,0.9824346405228758
26,0.014714746163804936,0.012579359881141606,0.9820261437908496,0.9910130718954249
27,0.01255299986699243,0.010041133159759387,0.9852941176470589,0.9926470588235294
28,0.011742498189990038,0.010910376754218068,0.9836601307189542,0.9918300653594772
29,0.010161394295982675,0.012038225922855287,0.9779411764705882,0.9889705882352942
30,0.012052685250619463,0.016304959013473754,0.9681372549019608,0.9840686274509803
31,0.012482904585601848,0.015939956847456544,0.9689542483660131,0.9844771241830066
32,0.011441127862781286,0.011491256126878308,0.9803921568627451,0.9901960784313726
33,0.01032278227796352,0.008990241129413929,0.9869281045751634,0.9934640522875817
34,0.011550072276222161,0.01653609298827017,0.9689542483660131,0.9844771241830066
35,0.009794402520592306,0.009049283702754311,0.9869281045751634,0.9934640522875817
36,0.011983094907371827,0.010388560112249227,0.9746732026143791,0.9873366013071896
37,0.00975322388599511,0.013752087975054785,0.9828431372549019,0.991421568627451
38,0.009866638559531541,0.008644964235524336,0.9869281045751634,0.9934640522875817
39,0.010844926343731631,0.012253762515006112,0.9746732026143791,0.9873366013071896
40,0.009137208232643947,0.012068990672774175,0.9730392156862745,0.9865196078431373
41,0.0090810232156632,0.010900208026511607,0.9812091503267973,0.9906045751633987
42,0.007760794891129717,0.016240277546731866,0.9722222222222222,0.9861111111111112
43,0.008191235975234532,0.008289324168383686,0.988562091503268,0.994281045751634
44,0.009743721382631585,0.011436482994920678,0.9787581699346405,0.9893790849673203
45,0.0078575424606504,0.01194243636469241,0.9828431372549019,0.991421568627451
46,0.010517964127406576,0.010903342913081444,0.9779411764705882,0.9889705882352942
47,0.008237227552503446,0.007810524877866889,0.9910130718954249,0.9955065359477124
48,0.00766447810395286,0.007306828060083919,0.9893790849673203,0.9946895424836601
49,0.007117483582274586,0.009330032515077809,0.9861111111111112,0.9930555555555556
50,0.00736097297539898,0.00669190335069217,0.9869281045751634,0.9934640522875817
51,0.007587269621176852,0.01115493100818271,0.9771241830065359,0.988562091503268
52,0.007085343472830026,0.006638972843491953,0.988562091503268,0.994281045751634
53,0.006551738977553992,0.009414504756968395,0.9787581699346405,0.9893790849673203
54,0.007556226865382366,0.007538707284682911,0.9869281045751634,0.9934640522875817
55,0.006087981277066314,0.008550688703514003,0.9844771241830066,0.9922385620915033
56,0.006309520383213275,0.007642459033020571,0.9844771241830066,0.9922385620915033
57,0.0059518665623138935,0.008952088261424912,0.9877450980392157,0.9938725490196079
58,0.005943082662579281,0.008709178059635794,0.9820261437908496,0.9910130718954249
59,0.006891632556087441,0.007245631322410761,0.9852941176470589,0.9926470588235294
