alpha,l1_ratio,share_threshold,exact_match,micro_precision,micro_recall,micro_f1,mean_true_labels,mean_predicted_labels,zero_prediction_rate,mean_residual_norm
0.03,0.8,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5914634503395
0.03,0.95,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5916859456804
0.03,1.0,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5917542401594
0.1,0.2,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5909484553958
0.1,0.5,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5922868399691
0.1,0.8,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5931359539322
0.1,0.95,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5933346138925
0.1,1.0,0.15,0.6689655172413793,0.8421052631578947,0.896551724137931,0.8684759916492694,2.0,2.1293103448275863,0.0,1043.5933905874651
0.03,0.5,0.15,0.6672413793103448,0.8414239482200647,0.896551724137931,0.8681135225375626,2.0,2.1310344827586207,0.0,1043.5908359807747
0.01,0.8,0.15,0.6672413793103448,0.8412955465587044,0.8956896551724138,0.8676409185803757,2.0,2.1293103448275863,0.0,1043.5899005865983
0.01,0.95,0.15,0.6672413793103448,0.8412955465587044,0.8956896551724138,0.8676409185803757,2.0,2.1293103448275863,0.0,1043.5902119002394
0.01,1.0,0.15,0.6672413793103448,0.8412955465587044,0.8956896551724138,0.8676409185803757,2.0,2.1293103448275863,0.0,1043.5903044783813
0.001,0.8,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5889348585727
0.001,0.95,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5889451756193
0.001,1.0,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5889488139783
0.003,0.2,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5889204028904
0.003,0.5,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5889846863374
0.003,0.8,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5890552665019
0.003,0.95,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5890996742773
0.003,1.0,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5891152067531
0.01,0.2,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5890049862783
0.01,0.5,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.589354538181
0.03,0.2,0.15,0.6655172413793103,0.8411669367909238,0.8948275862068965,0.8671679197994987,2.0,2.127586206896552,0.0,1043.5894606773008
0.0001,0.2,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889081371647
0.0001,0.5,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889082712197
0.0001,0.8,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889084620867
0.0001,0.95,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.588908578836
0.0001,1.0,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889086211707
0.0003,0.2,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889080067564
0.0003,0.5,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889088019092
0.0003,0.8,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889118085556
0.0003,0.95,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889126361176
0.0003,1.0,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889129355296
0.001,0.2,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.5889083217762
0.001,0.5,0.15,0.6637931034482759,0.8404858299595142,0.8948275862068965,0.8668058455114822,2.0,2.1293103448275863,0.0,1043.588920497163
0.1,1.0,0.2,0.6551724137931034,0.8738819320214669,0.8422413793103448,0.8577699736611062,2.0,1.9275862068965517,0.0,1043.5933905874651
0.1,0.8,0.2,0.653448275862069,0.873769024171889,0.8413793103448276,0.8572683355292051,2.0,1.9258620689655173,0.0,1043.5931359539322
0.1,0.95,0.2,0.653448275862069,0.873769024171889,0.8413793103448276,0.8572683355292051,2.0,1.9258620689655173,0.0,1043.5933346138925
0.03,0.8,0.2,0.65,0.873542600896861,0.8396551724137931,0.8562637362637363,2.0,1.9224137931034482,0.0,1043.5914634503395
0.03,0.95,0.2,0.65,0.873542600896861,0.8396551724137931,0.8562637362637363,2.0,1.9224137931034482,0.0,1043.5916859456804
0.03,1.0,0.2,0.65,0.873542600896861,0.8396551724137931,0.8562637362637363,2.0,1.9224137931034482,0.0,1043.5917542401594
0.1,0.2,0.2,0.6482758620689655,0.8727598566308243,0.8396551724137931,0.8558875219683656,2.0,1.9241379310344828,0.0,1043.5909484553958
0.1,0.5,0.2,0.6482758620689655,0.8727598566308243,0.8396551724137931,0.8558875219683656,2.0,1.9241379310344828,0.0,1043.5922868399691
0.03,0.5,0.2,0.646551724137931,0.8711985688729875,0.8396551724137931,0.8551360842844601,2.0,1.9275862068965517,0.0,1043.5908359807747
0.01,0.8,0.2,0.6431034482758621,0.8688670829616414,0.8396551724137931,0.8540113985094256,2.0,1.9327586206896552,0.0,1043.5899005865983
0.01,0.95,0.2,0.6431034482758621,0.8688670829616414,0.8396551724137931,0.8540113985094256,2.0,1.9327586206896552,0.0,1043.5902119002394
0.01,1.0,0.2,0.6431034482758621,0.8688670829616414,0.8396551724137931,0.8540113985094256,2.0,1.9327586206896552,0.0,1043.5903044783813
0.03,0.2,0.2,0.6396551724137931,0.8672014260249554,0.8387931034482758,0.852760736196319,2.0,1.9344827586206896,0.0,1043.5894606773008
0.0001,0.2,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889081371647
0.0001,0.5,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889082712197
0.0001,0.8,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889084620867
0.0001,0.95,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.588908578836
0.0001,1.0,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889086211707
0.0003,0.2,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889080067564
0.0003,0.5,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889088019092
0.0003,0.8,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889118085556
0.0003,0.95,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889126361176
0.0003,1.0,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889129355296
0.001,0.2,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889083217762
0.001,0.5,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.588920497163
0.001,0.8,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889348585727
0.001,0.95,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889451756193
0.001,1.0,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889488139783
0.003,0.2,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889204028904
0.003,0.5,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5889846863374
0.003,0.8,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5890552665019
0.003,0.95,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5890996742773
0.003,1.0,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5891152067531
0.01,0.2,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.5890049862783
0.01,0.5,0.2,0.6379310344827587,0.8670829616413916,0.8379310344827586,0.8522577816747041,2.0,1.9327586206896552,0.0,1043.589354538181
