x1,x2,label,substrate
18.388062,2.462452,4np,pSERS
19.66837,3.951819,4np,pSERS
17.16785,-0.0038612916,4np,pSERS
19.512846,3.86863,4np,pSERS
17.375427,0.5675825,4np,pSERS
18.154064,2.1387212,4np,pSERS
17.939386,1.8315614,4np,pSERS
19.311653,3.5289173,4np,pSERS
19.693125,4.0234923,4np,pSERS
18.024824,1.9703947,4np,pSERS
19.557058,3.842055,4np,pSERS
19.627306,3.9482014,4np,pSERS
19.204124,3.498169,4np,pSERS
19.42163,3.7782927,4np,pSERS
19.62668,4.01257,4np,pSERS
16.910881,-0.3958056,4np,pSERS
18.502686,2.5556962,4np,pSERS
18.399464,2.4408765,4np,pSERS
19.604738,3.8765528,4np,pSERS
19.36701,3.5408683,4np,pSERS
19.211842,3.606577,4np,pSERS
19.579765,3.9529574,4np,pSERS
19.5614,3.980671,4np,pSERS
18.344679,2.3815763,4np,pSERS
19.297543,3.5867846,4np,pSERS
1.7873646,9.872707,benzenethiol,pSERS
1.3644308,10.37135,benzenethiol,pSERS
1.810088,11.579186,benzenethiol,pSERS
1.2183408,11.108329,benzenethiol,pSERS
1.182405,10.5634985,benzenethiol,pSERS
1.3757297,10.7723675,benzenethiol,pSERS
1.5365847,11.535937,benzenethiol,pSERS
1.3615388,11.419389,benzenethiol,pSERS
1.4465159,10.865396,benzenethiol,pSERS
1.4922706,11.593513,benzenethiol,pSERS
1.3373402,11.468393,benzenethiol,pSERS
1.1094203,11.027278,benzenethiol,pSERS
1.6786693,11.661991,benzenethiol,pSERS
1.3538318,10.341006,benzenethiol,pSERS
1.1499487,11.037595,benzenethiol,pSERS
1.1505224,10.624775,benzenethiol,pSERS
1.5106391,10.289516,benzenethiol,pSERS
1.5545577,11.073308,benzenethiol,pSERS
1.891271,10.011213,benzenethiol,pSERS
1.2075739,10.613213,benzenethiol,pSERS
2.0568452,11.4362335,benzenethiol,pSERS
1.846406,9.962933,benzenethiol,pSERS
1.5760937,11.567273,benzenethiol,pSERS
1.5933913,11.68426,benzenethiol,pSERS
1.5513592,11.668344,benzenethiol,pSERS
-11.001716,8.754686,pyridine,pSERS
-10.594539,7.952839,pyridine,pSERS
-11.301339,9.044889,pyridine,pSERS
-11.214161,8.4252,pyridine,pSERS
-10.995936,9.671344,pyridine,pSERS
-10.23472,7.691811,pyridine,pSERS
-11.314673,9.440939,pyridine,pSERS
-10.416134,7.5843363,pyridine,pSERS
-11.220896,9.554006,pyridine,pSERS
-10.019216,7.5414944,pyridine,pSERS
-11.295128,9.166019,pyridine,pSERS
-11.131942,9.012063,pyridine,pSERS
-10.593297,7.596306,pyridine,pSERS
-10.444083,7.532329,pyridine,pSERS
-9.84717,7.6638975,pyridine,pSERS
-11.202536,8.817254,pyridine,pSERS
-11.304936,8.5952015,pyridine,pSERS
-10.26744,7.534789,pyridine,pSERS
-11.550507,8.889494,pyridine,pSERS
-8.9033575,6.66984,pyridine,pSERS
-10.979034,8.766217,pyridine,pSERS
-8.847839,6.6313457,pyridine,pSERS
-8.247641,6.1808085,pyridine,pSERS
-10.471057,8.094563,pyridine,pSERS
-10.631191,8.314781,pyridine,pSERS
17.824308,1.6431577,4np,PICO
17.89881,1.6336554,4np,PICO
18.025427,2.0174127,4np,PICO
16.909372,-0.37744728,4np,PICO
17.115059,-0.117934324,4np,PICO
17.73052,1.3822011,4np,PICO
17.5454,0.95386344,4np,PICO
17.56554,0.9654859,4np,PICO
17.140276,0.043391332,4np,PICO
17.233574,0.264485,4np,PICO
17.056705,-0.24667235,4np,PICO
16.876812,-0.42636698,4np,PICO
16.940573,-0.34824795,4np,PICO
16.983576,-0.31893644,4np,PICO
17.251682,0.37179533,4np,PICO
17.250563,0.23220783,4np,PICO
16.882849,-0.42435798,4np,PICO
17.89008,1.7953446,4np,PICO
17.665964,1.1802264,4np,PICO
17.38654,0.5577381,4np,PICO
17.806274,1.5264105,4np,PICO
18.370071,2.4045196,4np,PICO
17.807592,1.5292726,4np,PICO
17.227179,0.34728587,4np,PICO
17.980967,1.8993986,4np,PICO
2.5883367,8.813654,benzenethiol,PICO
2.438716,8.561855,benzenethiol,PICO
2.5801125,8.464443,benzenethiol,PICO
1.0411042,10.368366,benzenethiol,PICO
2.5172849,10.444685,benzenethiol,PICO
1.6664177,9.347678,benzenethiol,PICO
1.7068437,9.22481,benzenethiol,PICO
1.0120091,10.947357,benzenethiol,PICO
2.1261663,9.170418,benzenethiol,PICO
2.7837393,8.352074,benzenethiol,PICO
2.4951396,10.864549,benzenethiol,PICO
3.1269374,8.7023115,benzenethiol,PICO
3.4802978,8.669534,benzenethiol,PICO
3.3566842,9.275079,benzenethiol,PICO
3.320013,8.542817,benzenethiol,PICO
2.7658255,11.111309,benzenethiol,PICO
2.363509,9.076313,benzenethiol,PICO
2.2565799,8.798217,benzenethiol,PICO
3.3222435,10.625899,benzenethiol,PICO
1.5055208,9.58778,benzenethiol,PICO
3.5280054,8.728082,benzenethiol,PICO
2.8557808,10.234397,benzenethiol,PICO
2.5014272,8.609635,benzenethiol,PICO
1.6436532,9.465554,benzenethiol,PICO
2.712643,8.378569,benzenethiol,PICO
-10.426848,10.142689,pyridine,PICO
-9.854077,8.662234,pyridine,PICO
-10.467747,10.026324,pyridine,PICO
-9.6412325,8.609799,pyridine,PICO
-9.799459,9.606266,pyridine,PICO
