#wnum,raman
275,62.2015
276,62.4894
277,66.2367
278,70.2543
279,74.3789
280,79.027
281,87.1618
282,92.4628
283,103.01
284,103.297
285,103.585
286,123.397
287,149.143
288,169.519
289,180.358
290,189.819
291,190.106
292,190.288
293,190.575
294,206.571
295,211.834
296,212.121
297,208.686
298,191.753
299,169.773
300,164.601
301,164.886
302,168.986
303,169.27
304,157.002
305,144.854
306,131.39
307,118.52
308,115.973
309,115.062
310,104.172
311,83.2151
312,63.7639
313,52.2583
314,40.5142
315,34.4379
316,32.8375
317,30.463
318,24.8869
319,20.8966
320,21.1663
321,25.2941
322,28.2462
323,29.373
324,29.6371
325,26.0631
326,20.8384
327,17.243
328,15.7186
329,14.4994
330,14.7534
331,15.0056
332,12.7673
333,6.63729
334,3.52628
335,3.77034
336,5.66327
337,9.03383
338,12.9427
339,13.1778
340,8.7177
341,3.17264
342,0.0428444
343,-2.36478
344,-2.14225
345,3.06667
346,6.74016
347,6.95468
348,6.212
349,6.42112
350,8.41427
351,9.55669
352,9.75762
353,9.95578
354,17.6218
355,27.456
356,27.6458
357,13.1267
358,-1.98773
359,-1.8064
360,-0.825187
361,3.28253
362,9.54734
363,11.2896
364,11.457
365,8.85175
366,9.01386
367,10.342
368,12.1199
369,14.5389
370,16.8792
371,29.4099
372,43.0331
373,51.2603
374,54.7704
375,58.3048
376,64.1615
377,69.9893
378,70.122
379,70.0267
380,68.6634
381,67.7828
382,66.8842
383,67.0059
384,67.1254
385,67.2184
386,64.2039
387,60.2051
388,49.8872
389,39.5633
390,39.1236
391,37.8296
392,37.7998
393,29.5088
394,29.2611
395,29.3586
396,37.2326
397,37.3262
398,26.8056
399,16.4328
400,8.31237
401,5.85704
402,5.94156
403,15.7779
404,21.3562
405,21.7515
406,21.513
407,21.1162
408,19.8233
409,17.4566
410,14.2919
411,10.4854
412,4.74111
413,4.5761
414,4.64034
415,13.1923
416,13.2534
417,13.2335
418,11.5063
419,11.5627
420,11.6176
421,11.5992
422,7.71758
423,7.76799
424,8.95203
425,12.4891
426,14.8521
427,17.0788
428,18.4008
429,18.7545
430,18.9026
431,21.5571
432,23.0105
433,23.0468
434,19.5607
435,19.5943
436,23.7828
437,28.9178
438,33.3466
439,35.0194
440,35.0466
441,28.0788
442,21.658
443,17.321
444,12.8717
445,11.9192
446,11.5351
447,9.31525
448,4.81128
449,2.98392
450,2.99887
451,4.42543
452,7.6577
453,11.3527
454,11.363
455,9.42243
456,9.43047
457,10.8146
458,14.7136
459,16.5308
460,17.1212
461,17.1237
462,13.7189
463,12.3568
464,12.3561
465,14.9931
466,14.9902
467,12.6669
468,11.0046
469,9.68885
470,9.68182
471,11.5619
472,17.8846
473,17.8746
474,14.306
475,8.87992
476,6.40101
477,6.16573
478,6.15065
479,7.70905
480,7.69201
481,0.14125
482,-0.368089
483,-0.388026
484,4.06826
485,4.04643
486,-0.266212
