#wnum,raman
275,751.598
276,752.522
277,709.183
278,664.12
279,608.238
280,553.585
281,532.984
282,529.865
283,511.455
284,444.599
285,378.805
286,360.68
287,354.465
288,341.421
289,318.966
290,297.064
291,271.48
292,243.635
293,244.552
294,255.041
295,255.956
296,236.031
297,209.084
298,191.89
299,177.462
300,166.016
301,166.923
302,167.828
303,161.04
304,144.518
305,127.105
306,112.058
307,104.101
308,104.994
309,109.934
310,110.821
311,83.2698
312,73.8302
313,74.7089
314,91.8674
315,98.9328
316,101.343
317,102.208
318,87.0171
319,72.743
320,69.1904
321,68.4929
322,65.1449
323,60.0649
324,55.0005
325,49.9615
326,44.7225
327,38.153
328,29.6875
329,30.5019
330,41.3757
331,60.2846
332,61.0833
333,43.3209
334,35.6073
335,36.3892
336,40.5909
337,41.3608
338,35.87
339,29.3606
340,17.2511
341,17.9957
342,25.3756
343,50.3791
344,51.1032
345,49.8286
346,50.5384
347,53.9127
348,66.6438
349,67.3312
350,56.0068
351,44.5049
352,35.7069
353,27.0211
354,20.3294
355,20.5002
356,21.1302
357,48.5456
358,57.3101
359,57.9134
360,39.6907
361,24.9071
362,10.0811
363,-4.41878
364,-10.3557
365,-9.80941
366,7.31803
367,41.967
368,42.9142
369,43.4217
370,31.5478
371,32.0366
372,38.8691
373,44.0956
374,47.4223
375,47.8748
376,35.4418
377,29.4494
378,29.8757
379,48.0536
380,61.449
381,63.7941
382,64.1869
383,49.3403
384,30.6259
385,30.9945
386,38.0336
387,48.2479
388,50.2437
389,50.5815
390,50.6129
391,47.6899
392,43.9039
393,36.5402
394,36.0293
395,36.3236
396,45.4725
397,48.6358
398,48.9096
399,46.9581
400,42.1957
401,42.1345
402,42.3821
403,50.4842
404,50.7193
405,44.6765
406,44.8994
407,50.5624
408,66.905
409,67.1102
410,57.5425
411,47.9592
412,44.7678
413,44.9506
414,55.8779
415,74.9282
416,84.0905
417,84.2522
418,82.3251
419,77.6004
420,72.9907
421,73.1326
422,73.4712
423,73.8658
424,73.9937
425,73.9028
426,67.3115
427,59.5528
428,59.663
429,62.3156
430,67.0153
431,72.7784
432,78.407
433,80.194
434,80.2995
435,81.7754
436,86.5447
437,86.6191
438,78.4302
439,64.958
440,65.0216
441,76.054
442,81.5555
443,81.6089
444,79.1658
445,67.4705
446,53.7594
