#wnum,raman
275,18.8334
276,19.0216
277,13.5637
278,8.09662
279,0.502124
280,0.69034
281,3.40192
282,26.2542
283,47.3937
284,50.5799
285,50.7681
286,48.6125
287,39.4227
288,30.3467
289,21.4879
290,13.0053
291,9.12195
292,6.11958
293,6.25617
294,6.30594
295,6.49391
296,6.35619
297,6.54407
298,15.9958
299,31.4926
300,47.5947
301,57.8203
302,58.0078
303,46.7849
304,8.13939
305,4.65305
306,4.84027
307,28.4365
308,28.6235
309,23.6664
310,23.8531
311,25.5265
312,25.713
313,24.0766
314,17.2568
315,17.4428
316,34.2947
317,48.4551
318,48.6405
319,41.3399
320,25.4104
321,9.02019
322,5.32011
323,5.50439
324,13.3584
325,16.1362
326,16.9308
327,17.7809
328,29.5793
329,43.0541
330,52.8218
331,62.7918
332,62.9733
333,60.2484
334,60.4291
335,80.1628
336,101.639
337,127.386
338,158.204
339,183.79
340,186.423
341,190.268
342,224.77
343,266.581
344,282.535
345,282.71
346,282.539
347,282.215
348,278.727
349,256.745
350,227.021
351,196.25
352,166.59
353,137.06
354,137.228
355,138.348
356,138.513
357,112.641
358,86.1709
359,78.5732
360,75.2939
361,70.1083
362,61.277
363,52.3417
364,41.7265
365,40.9946
366,41.1453
367,61.5904
368,61.7374
369,52.4499
370,33.8892
371,34.0301
372,39.8083
373,39.9449
374,36.8397
375,26.6748
376,18.2801
377,10.513
378,10.6375
379,12.9942
380,15.6748
381,17.9469
382,18.0604
383,10.6972
384,-0.837093
385,-0.732627
386,16.8708
387,16.9689
388,14.1258
389,-7.19281
390,-7.10453
391,9.51321
392,25.5909
393,36.3893
394,46.0993
395,46.1718
396,45.957
397,45.8619
398,45.926
399,47.601
400,55.5817
401,64.2893
402,73.3345
403,83.1674
404,92.2475
405,94.875
406,97.2896
407,102.218
408,108.427
409,119.301
410,129.192
411,129.228
412,124.409
413,124.442
414,124.77
415,143.5
416,143.529
417,135.223
418,118.926
419,111.925
420,107.473
421,107.496
422,120.05
423,122.025
424,122.046
425,114.921
426,101.065
427,84.7085
428,84.7263
429,99.5093
430,99.5261
