space,held_out,prototype_mode,row_index,true_label,pred_label,correct,distance_to_4np,distance_to_benzenethiol,distance_to_pyridine
derivative_input,Ag,row_mean,150,4np,benzenethiol,False,1.1314527988433838,1.077534794807434,1.267008662223816
derivative_input,Ag,row_mean,151,4np,4np,True,1.0936253070831299,1.2376351356506348,1.2467349767684937
derivative_input,Ag,row_mean,152,4np,benzenethiol,False,1.0985300540924072,1.008865475654602,1.1713194847106934
derivative_input,Ag,row_mean,153,4np,4np,True,1.112662672996521,1.2075382471084595,1.2812334299087524
derivative_input,Ag,row_mean,154,4np,benzenethiol,False,1.0722837448120117,1.0672844648361206,1.260390281677246
derivative_input,Ag,row_mean,155,4np,benzenethiol,False,1.1786768436431885,1.0068219900131226,1.1984573602676392
derivative_input,Ag,row_mean,156,4np,4np,True,1.1100353002548218,1.2658863067626953,1.2402437925338745
derivative_input,Ag,row_mean,157,4np,4np,True,1.0461660623550415,1.0871469974517822,1.202919602394104
derivative_input,Ag,row_mean,158,4np,4np,True,1.1486272811889648,1.2141478061676025,1.2694075107574463
derivative_input,Ag,row_mean,159,4np,4np,True,1.0717010498046875,1.2580077648162842,1.2281265258789062
derivative_input,Ag,row_mean,160,4np,4np,True,1.0533357858657837,1.169110655784607,1.198625087738037
derivative_input,Ag,row_mean,161,4np,4np,True,1.0509814023971558,1.1398082971572876,1.2049518823623657
derivative_input,Ag,row_mean,162,4np,benzenethiol,False,1.051932454109192,1.0473593473434448,1.176893711090088
derivative_input,Ag,row_mean,163,4np,4np,True,0.9831686019897461,1.0913478136062622,1.1907286643981934
derivative_input,Ag,row_mean,164,4np,4np,True,1.001702904701233,1.0551766157150269,1.183269739151001
derivative_input,Ag,row_mean,165,4np,4np,True,1.0523642301559448,1.2692064046859741,1.1876187324523926
derivative_input,Ag,row_mean,166,4np,4np,True,1.065316081047058,1.2540054321289062,1.231927752494812
derivative_input,Ag,row_mean,167,4np,benzenethiol,False,1.167999267578125,1.1207042932510376,1.230789065361023
derivative_input,Ag,row_mean,168,4np,4np,True,1.1569173336029053,1.2397899627685547,1.1951117515563965
derivative_input,Ag,row_mean,169,4np,4np,True,1.0181798934936523,1.2113962173461914,1.1856940984725952
derivative_input,Ag,row_mean,170,4np,4np,True,1.0739821195602417,1.1388801336288452,1.1690400838851929
derivative_input,Ag,row_mean,171,4np,4np,True,0.9953707456588745,1.2473113536834717,1.2382460832595825
derivative_input,Ag,row_mean,172,4np,4np,True,1.0162206888198853,1.2395299673080444,1.1974619626998901
derivative_input,Ag,row_mean,173,4np,benzenethiol,False,1.2044687271118164,1.1836947202682495,1.2032954692840576
derivative_input,Ag,row_mean,174,4np,4np,True,1.0840723514556885,1.2694456577301025,1.2364405393600464
derivative_input,Ag,row_mean,175,pyridine,pyridine,True,1.1493929624557495,1.2538059949874878,0.6740188598632812
derivative_input,Ag,row_mean,176,pyridine,pyridine,True,1.155123233795166,1.1401644945144653,0.8864225745201111
derivative_input,Ag,row_mean,177,pyridine,pyridine,True,1.1714155673980713,1.279759407043457,0.6867491602897644
derivative_input,Ag,row_mean,178,pyridine,pyridine,True,1.161997675895691,1.2873841524124146,0.7014584541320801
derivative_input,Ag,row_mean,179,pyridine,pyridine,True,1.1476171016693115,1.2524909973144531,0.8749764561653137
derivative_input,Ag,row_mean,180,pyridine,pyridine,True,1.185759425163269,1.2892343997955322,0.6616953611373901
derivative_input,Ag,row_mean,181,pyridine,pyridine,True,1.1800591945648193,1.2994178533554077,0.7457762956619263
derivative_input,Ag,row_mean,182,pyridine,pyridine,True,1.189578890800476,1.2353782653808594,0.6517080068588257
derivative_input,Ag,row_mean,183,pyridine,pyridine,True,1.1907216310501099,1.280172348022461,0.7827168107032776
derivative_input,Ag,row_mean,184,pyridine,pyridine,True,1.176358699798584,1.253129005432129,0.9087619781494141
derivative_input,Ag,row_mean,185,pyridine,pyridine,True,1.1833101511001587,1.274955153465271,0.7276567220687866
derivative_input,Ag,row_mean,186,pyridine,pyridine,True,1.1860957145690918,1.2905148267745972,0.6962776184082031
derivative_input,Ag,row_mean,187,pyridine,pyridine,True,1.183569073677063,1.2697678804397583,0.5379912853240967
derivative_input,Ag,row_mean,188,pyridine,pyridine,True,1.1866167783737183,1.283625602722168,0.6080014705657959
derivative_input,Ag,row_mean,189,pyridine,pyridine,True,1.1984821557998657,1.2709413766860962,0.7733412384986877
derivative_input,Ag,row_mean,190,pyridine,pyridine,True,1.1759119033813477,1.212469458580017,0.8288745284080505
derivative_input,Ag,row_mean,191,pyridine,pyridine,True,1.1776161193847656,1.3238381147384644,0.8240122199058533
derivative_input,Ag,row_mean,192,pyridine,pyridine,True,1.1459286212921143,1.2532198429107666,0.8792845010757446
derivative_input,Ag,row_mean,193,pyridine,pyridine,True,1.1620681285858154,1.1404030323028564,0.8497182726860046
derivative_input,Ag,row_mean,194,pyridine,pyridine,True,1.224786400794983,1.269814372062683,0.6427118182182312
derivative_input,Ag,row_mean,195,pyridine,pyridine,True,1.1389408111572266,1.2700492143630981,0.8691965937614441
derivative_input,Ag,row_mean,196,pyridine,pyridine,True,1.148531436920166,1.2945398092269897,0.764219343662262
derivative_input,Ag,row_mean,197,pyridine,pyridine,True,1.1796283721923828,1.2679765224456787,0.5821657776832581
derivative_input,Ag,row_mean,198,pyridine,pyridine,True,1.1806782484054565,1.299921989440918,0.8771353363990784
derivative_input,Ag,row_mean,199,pyridine,pyridine,True,1.173027753829956,1.2481520175933838,0.9662309885025024
derivative_input,Ag,row_mean,225,benzenethiol,benzenethiol,True,1.208399772644043,0.9714723229408264,1.3792518377304077
derivative_input,Ag,row_mean,226,benzenethiol,benzenethiol,True,1.1724773645401,1.1066166162490845,1.2061654329299927
derivative_input,Ag,row_mean,227,benzenethiol,benzenethiol,True,1.0020068883895874,0.795869767665863,1.3121623992919922
derivative_input,Ag,row_mean,228,benzenethiol,benzenethiol,True,1.2185399532318115,0.7069907188415527,1.4221673011779785
derivative_input,Ag,row_mean,229,benzenethiol,benzenethiol,True,1.1606595516204834,0.9757730960845947,1.356200933456421
derivative_input,Ag,row_mean,230,benzenethiol,benzenethiol,True,1.196357250213623,1.086226463317871,1.327039122581482
derivative_input,Ag,row_mean,231,benzenethiol,benzenethiol,True,1.2094917297363281,0.9034796357154846,1.3674954175949097
derivative_input,Ag,row_mean,232,benzenethiol,benzenethiol,True,1.185861349105835,0.8011372089385986,1.3489720821380615
derivative_input,Ag,row_mean,233,benzenethiol,benzenethiol,True,1.160437822341919,1.0848067998886108,1.2664763927459717
derivative_input,Ag,row_mean,234,benzenethiol,benzenethiol,True,1.2027946710586548,0.5921601057052612,1.3316458463668823
derivative_input,Ag,row_mean,235,benzenethiol,benzenethiol,True,1.1795198917388916,1.116860032081604,1.308298945426941
derivative_input,Ag,row_mean,236,benzenethiol,benzenethiol,True,1.2337901592254639,0.8507659435272217,1.4089715480804443
derivative_input,Ag,row_mean,237,benzenethiol,benzenethiol,True,1.2611337900161743,0.6100161075592041,1.3542574644088745
derivative_input,Ag,row_mean,238,benzenethiol,benzenethiol,True,1.2708003520965576,0.5415423512458801,1.3923357725143433
derivative_input,Ag,row_mean,239,benzenethiol,benzenethiol,True,1.2122009992599487,0.8221333026885986,1.4017802476882935
derivative_input,Ag,row_mean,240,benzenethiol,benzenethiol,True,1.201566457748413,0.5438774228096008,1.3537607192993164
derivative_input,Ag,row_mean,241,benzenethiol,benzenethiol,True,1.2574138641357422,0.5551979541778564,1.412287712097168
derivative_input,Ag,row_mean,242,benzenethiol,benzenethiol,True,1.2497481107711792,0.4758233428001404,1.373246431350708
derivative_input,Ag,row_mean,243,benzenethiol,benzenethiol,True,1.1983449459075928,0.8922268748283386,1.329455852508545
derivative_input,Ag,row_mean,244,benzenethiol,benzenethiol,True,1.1780422925949097,1.091548204421997,1.2767688035964966
derivative_input,Ag,row_mean,245,benzenethiol,benzenethiol,True,1.2023388147354126,0.9874294400215149,1.318879246711731
derivative_input,Ag,row_mean,246,benzenethiol,benzenethiol,True,1.1423965692520142,0.951625406742096,1.3576384782791138
derivative_input,Ag,row_mean,247,benzenethiol,benzenethiol,True,1.1778645515441895,1.143587589263916,1.2819912433624268
