master_sample_id,target_analyte,left_observation_uid,right_observation_uid,left_instrument,right_instrument,left_sensor_family,right_sensor_family,cross_instrument,cross_sensor_family,cross_instrument_same_sensor,cross_instrument_cross_sensor
30.0,4_ANPP,session2_row183,session3_row411,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session2_row183,session3_row412,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session3_row397,session3_row398,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session3_row397,session3_row411,Pendar-3,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session3_row397,session3_row412,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session3_row398,session3_row411,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session3_row398,session3_row412,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
30.0,4_ANPP,session3_row411,session3_row412,Mira-1,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session1_row135,Pendar-3,Pendar-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
31.0,acetaminophen,session1_row132,session1_row136,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session1_row138,Pendar-3,RMX-2,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
31.0,acetaminophen,session1_row132,session2_row165,Pendar-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session2_row166,Pendar-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session2_row177,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session3_row400,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session3_row413,Pendar-3,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row132,session3_row414,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row135,session1_row136,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row135,session1_row138,Pendar-3,RMX-2,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
31.0,acetaminophen,session1_row135,session2_row165,Pendar-3,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row135,session2_row166,Pendar-3,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row135,session2_row177,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row135,session3_row399,Pendar-3,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
31.0,acetaminophen,session1_row135,session3_row400,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row135,session3_row413,Pendar-3,Mira-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row135,session3_row414,Pendar-3,Agilent-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row136,session1_row138,RMX-2,RMX-2,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
31.0,acetaminophen,session1_row136,session2_row165,RMX-2,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row136,session2_row166,RMX-2,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row136,session3_row399,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row136,session3_row413,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row136,session3_row414,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session1_row138,session2_row165,RMX-2,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row138,session2_row166,RMX-2,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row138,session2_row177,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
31.0,acetaminophen,session1_row138,session3_row399,RMX-2,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row138,session3_row400,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
31.0,acetaminophen,session1_row138,session3_row413,RMX-2,Mira-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session1_row138,session3_row414,RMX-2,Agilent-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
31.0,acetaminophen,session2_row165,session2_row177,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row165,session3_row399,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row165,session3_row400,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row165,session3_row413,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row165,session3_row414,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row166,session2_row177,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row166,session3_row399,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row166,session3_row400,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row166,session3_row413,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row166,session3_row414,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row177,session3_row399,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row177,session3_row413,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session2_row177,session3_row414,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session3_row399,session3_row400,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session3_row399,session3_row413,Pendar-3,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session3_row399,session3_row414,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session3_row400,session3_row413,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session3_row400,session3_row414,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
31.0,acetaminophen,session3_row413,session3_row414,Mira-1,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session1_row143,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session1_row144,Pendar-3,Pendar-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
32.0,acetaminophen,session1_row142,session1_row146,Pendar-3,RMX-2,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
32.0,acetaminophen,session1_row142,session2_row169,Pendar-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session2_row170,Pendar-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session2_row178,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session2_row180,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session3_row415,Pendar-3,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session3_row416,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row142,session3_row420,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row143,session1_row144,RMX-2,Pendar-3,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
32.0,acetaminophen,session1_row143,session1_row146,RMX-2,RMX-2,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
32.0,acetaminophen,session1_row143,session2_row169,RMX-2,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row143,session2_row170,RMX-2,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row143,session3_row415,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row143,session3_row416,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row143,session3_row419,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session1_row144,session1_row146,Pendar-3,RMX-2,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
32.0,acetaminophen,session1_row144,session2_row169,Pendar-3,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row144,session2_row170,Pendar-3,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row144,session2_row178,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row144,session2_row180,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row144,session3_row415,Pendar-3,Mira-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row144,session3_row416,Pendar-3,Agilent-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row144,session3_row419,Pendar-3,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
32.0,acetaminophen,session1_row144,session3_row420,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row146,session2_row169,RMX-2,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row146,session2_row170,RMX-2,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row146,session2_row178,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
32.0,acetaminophen,session1_row146,session2_row180,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
32.0,acetaminophen,session1_row146,session3_row415,RMX-2,Mira-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row146,session3_row416,RMX-2,Agilent-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row146,session3_row419,RMX-2,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
32.0,acetaminophen,session1_row146,session3_row420,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
32.0,acetaminophen,session2_row169,session2_row178,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row169,session2_row180,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row169,session3_row415,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row169,session3_row416,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row169,session3_row419,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row169,session3_row420,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row170,session2_row178,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row170,session2_row180,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row170,session3_row415,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row170,session3_row416,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row170,session3_row419,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row170,session3_row420,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row178,session3_row415,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row178,session3_row416,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row178,session3_row419,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row180,session3_row415,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row180,session3_row416,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session2_row180,session3_row419,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session3_row415,session3_row416,Mira-1,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session3_row415,session3_row419,Mira-1,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session3_row415,session3_row420,Mira-1,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session3_row416,session3_row419,Agilent-3,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session3_row416,session3_row420,Agilent-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
32.0,acetaminophen,session3_row419,session3_row420,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row124,session1_row129,Pendar-3,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
33.0,benzyl_fentanyl,session1_row124,session1_row133,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row124,session1_row134,Pendar-3,RMX-2,NRC_Canadian_SERS,NRC_Canadian_SERS,True,False,True,False
33.0,benzyl_fentanyl,session1_row124,session2_row173,Pendar-3,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row124,session2_row179,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row124,session3_row417,Pendar-3,Mira-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row124,session3_row418,Pendar-3,Agilent-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row124,session3_row421,Pendar-3,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
33.0,benzyl_fentanyl,session1_row124,session3_row422,Pendar-3,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row129,session1_row133,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row129,session1_row134,Pendar-3,RMX-2,pSERS_Metrohm_silver,NRC_Canadian_SERS,True,True,False,True
33.0,benzyl_fentanyl,session1_row129,session2_row173,Pendar-3,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row129,session2_row179,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row129,session3_row417,Pendar-3,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row129,session3_row418,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row129,session3_row422,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row133,session1_row134,RMX-2,RMX-2,pSERS_Metrohm_silver,NRC_Canadian_SERS,False,True,False,False
33.0,benzyl_fentanyl,session1_row133,session2_row173,RMX-2,Pendar-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row133,session3_row417,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row133,session3_row418,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row133,session3_row421,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session1_row134,session2_row173,RMX-2,Pendar-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row134,session2_row179,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
33.0,benzyl_fentanyl,session1_row134,session3_row417,RMX-2,Mira-1,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row134,session3_row418,RMX-2,Agilent-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row134,session3_row421,RMX-2,Pendar-3,NRC_Canadian_SERS,pSERS_Metrohm_silver,True,True,False,True
33.0,benzyl_fentanyl,session1_row134,session3_row422,RMX-2,RMX-2,NRC_Canadian_SERS,pSERS_Metrohm_silver,False,True,False,False
33.0,benzyl_fentanyl,session2_row173,session2_row179,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row173,session3_row417,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row173,session3_row418,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row173,session3_row421,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row173,session3_row422,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row179,session3_row417,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row179,session3_row418,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session2_row179,session3_row421,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session3_row417,session3_row418,Mira-1,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session3_row417,session3_row421,Mira-1,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session3_row417,session3_row422,Mira-1,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session3_row418,session3_row421,Agilent-3,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session3_row418,session3_row422,Agilent-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
33.0,benzyl_fentanyl,session3_row421,session3_row422,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row187,session2_row205,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row187,session3_row455,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row187,session3_row456,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row187,session3_row467,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row187,session3_row468,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row188,session2_row205,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row188,session3_row455,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row188,session3_row456,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row188,session3_row467,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row188,session3_row468,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row189,session2_row205,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row189,session3_row455,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row189,session3_row456,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row189,session3_row467,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row189,session3_row468,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row205,session3_row455,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row205,session3_row467,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session2_row205,session3_row468,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session3_row455,session3_row456,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session3_row455,session3_row467,Pendar-3,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session3_row455,session3_row468,Pendar-3,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session3_row456,session3_row467,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session3_row456,session3_row468,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
34.0,acetaminophen,session3_row467,session3_row468,Mira-1,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row190,session2_row207,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row190,session3_row457,Pendar-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row190,session3_row458,Pendar-2,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row190,session3_row469,Pendar-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row190,session3_row470,Pendar-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row207,session3_row457,RMX-2,Pendar-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row207,session3_row469,RMX-2,Mira-1,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session2_row207,session3_row470,RMX-2,Agilent-3,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
35.0,benzyl_fentanyl,session3_row457,session3_row458,Pendar-3,RMX-2,pSERS_Metrohm_silver,pSERS_Metrohm_silver,True,False,True,False
