candidate,exact_match,micro_precision,micro_recall,micro_f1,mean_true_labels,mean_predicted_labels
pair_nnls_replicate_dictionary,0.9402654867256637,0.9701327433628318,0.9701327433628318,0.9701327433628318,2.0,2.0
pair_nnls_with_baseline_atoms,0.9280973451327433,0.9640486725663717,0.9640486725663717,0.9640486725663717,2.0,2.0
exhaustive_pair_nnls,0.9126106194690266,0.9563053097345132,0.9563053097345132,0.9563053097345132,2.0,2.0
cardinality_adaptive_nnls,0.8960176991150443,0.9540598290598291,0.9878318584070797,0.9706521739130435,2.0,2.0707964601769913
full_library_sparse_support_selection,0.7533185840707964,0.8852459016393442,0.9557522123893806,0.9191489361702128,2.0,2.15929203539823
