candidate,exact_match,micro_precision,micro_recall,micro_f1,mean_true_labels,mean_predicted_labels
deep_similarity_supervision,0.9690265486725663,0.9834070796460177,0.9834070796460177,0.9834070796460177,2.0,2.0
deep_binary_coefficient_regressor,0.9679203539823009,0.9828539823008849,0.9828539823008849,0.9828539823008849,2.0,2.0
deep_cnn_encoder,0.922566371681416,0.9596238938053098,0.9596238938053098,0.9596238938053098,2.0,2.0
deep_replicate_decoder,0.9048672566371682,0.9507743362831859,0.9507743362831859,0.9507743362831859,2.0,2.0
