epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized
1,0.0,0.07548108224003981,0.07548108224003981,38.59026058494894,0.027544796991398248
2,0.08,0.06395654601774528,0.05070418885132528,232.0819102174389,0.16565446839217624
3,0.16,0.04945465146331703,0.042174447693812754,63.74728986418217,0.045501277561871646
4,0.24,0.04014087598817775,0.03428818424342561,34.16509262680707,0.024386218862817326
5,0.32,0.03797866210754332,0.03384845796737923,18.0825496068229,0.012906887656547395
6,0.4,0.035918721492855014,0.0330961527354471,9.886046990939892,0.00705642183507487
7,0.48,0.035604885472008206,0.03318269254278476,7.069777360190672,0.00504623651690983
8,0.56,0.035207249116274514,0.03272431667997345,6.2117660928433125,0.004433808774334984
9,0.64,0.03453153481599065,0.03181361841971538,5.94968955763041,0.004246744866260106
10,0.72,0.03372603292654383,0.030835335942862616,5.624814725342565,0.004014857048781274
11,0.8,0.03238152300643381,0.02862381708974802,6.580682636808689,0.004697132503075438
12,0.88,0.03205092031724507,0.027230979921648125,7.673564998569056,0.0054772055664304466
13,0.96,0.031064087435865882,0.02615330328869279,7.166675600056684,0.005115400142795635
14,1.0,0.030951666497913956,0.02622489746594309,6.622203024568726,0.004726768754153266
15,1.0,0.02983074351413274,0.0248701348994631,6.94981282544076,0.004960608726224668
16,1.0,0.029441329296349877,0.024274061863270753,7.2393417526552595,0.005167267489404183
17,1.0,0.028648611251968582,0.023157599764484303,7.692906915390822,0.005491011360022
18,1.0,0.028761995646642797,0.023875087992257675,6.84655762799741,0.004886907657385732
19,1.0,0.02806546620705566,0.022675176036147687,7.551796581643054,0.005390290208167776
20,1.0,0.02758039698774178,0.022581147738457926,7.003948000276119,0.004999249107977244
21,1.0,0.02715631358569455,0.021795479496307578,7.510528262976735,0.00536083387792772
22,1.0,0.027306781532782452,0.02265043285034916,6.523544861627766,0.004656348937635807
23,1.0,0.02722681748213936,0.02183007649720766,7.5608342036192004,0.005396741044696074
24,1.0,0.02687594746837688,0.02105707135661423,8.152246042823311,0.0058188765473399795
25,1.0,0.026433908678497417,0.021654905249324792,6.69538348387711,0.004779003200483305
26,0.0,0.019540744831302304,0.019540744831302304,10.165838986259864,0.007256130611177633
27,0.08,0.019300173902391488,0.017910578726821343,24.335284566999384,0.017369939019985285
28,0.16,0.019909887379903336,0.016798563376632086,27.243529543168,0.019445774120748036
29,0.24,0.020329712057293812,0.016840246710128688,20.369753770323786,0.0145394388082254
