epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized
1,0.0,0.08677540705582806,0.08677540705582806,27.731007103608032,0.019793723842689532
2,0.08,0.06705617194420824,0.05555300762720197,201.44916227821992,0.14378955194733756
3,0.16,0.05213825282788722,0.043665395509973864,74.19045665776618,0.05295535807121069
4,0.24,0.04362196450896352,0.03926119497306993,25.45599015850887,0.01816987163348242
5,0.32,0.03823771679373545,0.0354410745203495,12.244048118591309,0.008739506151742547
6,0.4,0.036397239628517736,0.033835620349534204,8.9720708098367,0.0064040476872496074
7,0.48,0.036263260642223266,0.033634415122671665,7.672943685656396,0.005476762088262952
8,0.56,0.03631200686654198,0.03375018600409276,6.409126798683237,0.0045746800847132315
9,0.64,0.03603978799743073,0.033463045084309355,5.640650321390027,0.004026160115196308
10,0.72,0.03598689904140535,0.0332999703274152,5.228315705450896,0.0037318456141690907
11,0.8,0.03552472612289625,0.03318242923678639,4.101947398943322,0.0029278710913228567
12,0.88,0.03544782220481712,0.033087061631066776,3.758438408931839,0.002682682661621584
13,0.96,0.03517219406839843,0.03247341934904874,3.938526153564453,0.00281122494901103
14,1.0,0.034611418878085144,0.032100136139404,3.518307186732782,0.0025112827885316077
15,1.0,0.033887648519790065,0.03123829404118462,3.711745587464805,0.002649354452151895
16,1.0,0.032589900368284956,0.029258012005658907,4.66797559060783,0.0033318883587493435
17,1.0,0.03109938485948282,0.027191663491670216,5.474717822030326,0.003907721500378534
18,1.0,0.029659629251076795,0.024923909229235115,6.634743735054943,0.004735720010745855
19,1.0,0.028411191165725762,0.023870364057822762,6.361698636384768,0.004540827006698621
20,1.0,0.02702467133090875,0.022478925186061413,6.368590466329985,0.004545746228643815
21,1.0,0.026404502636222082,0.021895572299433647,6.31701161928266,0.004508930491993333
22,1.0,0.025625218384873086,0.021125930056811494,6.303503045411867,0.004499288397867143
23,1.0,0.025312376060636244,0.020681131317793765,6.488374366938511,0.0046312450870367675
24,1.0,0.025357524211579396,0.020449582243634162,6.876026759637851,0.004907942012589472
25,1.0,0.024650087179703132,0.0198224926210731,6.763460279625153,0.004827594774893042
26,0.0,0.01863101688779403,0.01863101688779403,9.140677051009419,0.006524394754467823
27,0.08,0.01715822906067995,0.01609669117448486,18.590184844542886,0.013269225442214766
28,0.16,0.017657459948525252,0.014817768229154225,24.865051893430337,0.01774807415662408
29,0.24,0.018283786060654113,0.014718834571888514,20.81040635510026,0.014853965992220029
30,0.32,0.018713142879516163,0.015227346968288733,15.26124989875009,0.010893111990542534
