station,recipe_id,seed_index,epoch,is_best,chemical_ce,train_balanced_accuracy,validation_balanced_accuracy,validation_nll,validation_macro_f1
cwa,D0-M,1,1,False,1.0701795518398285,0.527065527065527,0.3333333333333333,1.0591968946158747,0.19607843137254902
cwa,D0-M,1,2,False,0.9357161372900009,0.646076146076146,0.3333333333333333,1.0359793917036086,0.19607843137254902
cwa,D0-M,1,3,False,0.7991892993450165,0.5976430976430976,0.3333333333333333,1.0763495978102906,0.19607843137254902
cwa,D0-M,1,4,False,0.7324590384960175,0.6023051023051024,0.3333333333333333,1.1995914497711733,0.19607843137254902
cwa,D0-M,1,5,False,0.7056210190057755,0.6557886557886557,0.39999999999999997,1.0449787755360276,0.32142857142857145
cwa,D0-M,1,6,False,0.5659065023064613,0.6254856254856255,0.4666666666666666,0.9795120428807821,0.4424242424242424
cwa,D0-M,1,7,False,0.5145755782723427,0.6486661486661487,0.4000000000000001,1.0900075709115398,0.3703703703703704
cwa,D0-M,1,8,False,0.5624582692980766,0.6952861952861954,0.3333333333333333,1.1124337608712553,0.3666666666666667
cwa,D0-M,1,9,False,0.4846888780593872,0.7255892255892257,0.3333333333333333,1.1939147904293654,0.3666666666666667
cwa,D0-M,1,10,False,0.434182308614254,0.6743071743071742,0.26666666666666666,1.2813897885327827,0.2962962962962963
cwa,D0-M,1,11,False,0.4103780537843704,0.7255892255892257,0.26666666666666666,1.3057032288152477,0.3148148148148148
cwa,D0-M,1,12,True,0.41059935837984085,0.7255892255892257,0.6,1.3941927197874924,0.5052910052910052
cwa,D0-M,1,13,False,0.38031217083334923,0.7255892255892257,0.5,1.3446182574481256,0.49603174603174605
cwa,D0-M,1,14,False,0.31789175420999527,0.7255892255892257,0.4000000000000001,1.3498955676020048,0.4329004329004329
cwa,D0-M,1,15,False,0.30033283308148384,0.744107744107744,0.3333333333333333,1.4963674130335602,0.3904761904761904
cwa,D0-M,1,16,False,0.3420674800872803,0.7555037555037555,0.3333333333333333,1.59327500459004,0.3904761904761904
cwa,D0-M,1,17,False,0.29636942595243454,0.8161098161098161,0.4000000000000001,1.5647481205447962,0.4329004329004329
cwa,D0-M,1,18,False,0.3195495754480362,0.8602693602693603,0.4000000000000001,1.4475930275666402,0.4329004329004329
cwa,D0-M,1,19,False,0.25138363614678383,0.744107744107744,0.3333333333333333,1.5997526064605596,0.3703703703703704
cwa,D0-M,1,20,False,0.2261748481541872,0.7626262626262627,0.26666666666666666,1.766726096754443,0.3238095238095238
cwa,D0-M,1,21,False,0.30060337483882904,0.7740222740222741,0.26666666666666666,1.6738152715937142,0.3238095238095238
cwa,D0-M,1,22,False,0.28376030176877975,0.8114478114478114,0.3333333333333333,1.3981302637970472,0.3833333333333333
cwa,D0-M,1,23,False,0.26319756358861923,0.8417508417508417,0.4333333333333333,1.3388679936405603,0.40079365079365076
cwa,D0-M,1,24,False,0.17290878109633923,0.8417508417508417,0.5,1.4771663330067104,0.49338624338624343
cwa,D0-M,1,25,False,0.2527058571577072,0.8114478114478114,0.26666666666666666,1.6862849387616048,0.3148148148148148
cwa,D0-M,1,26,False,0.2262139730155468,0.7929292929292929,0.26666666666666666,1.8895228702792564,0.3148148148148148
cwa,D0-M,1,27,False,0.26059258729219437,0.8114478114478114,0.3333333333333333,1.7035202780093222,0.3833333333333333
cwa,D0-M,1,28,False,0.21346460282802582,0.8232323232323232,0.26666666666666666,1.3937146687734596,0.2962962962962963
cwa,D0-M,1,29,False,0.26491861417889595,0.8232323232323232,0.26666666666666666,1.464405645499378,0.3055555555555555
cwa,D0-M,1,30,False,0.20119110122323036,0.8602693602693603,0.3333333333333333,1.571784358965922,0.3833333333333333
cwa,D0-M,1,31,False,0.2227816879749298,0.8346283346283346,0.3333333333333333,1.6303856761253073,0.3833333333333333
cwa,D0-M,1,32,False,0.16360507905483246,0.8346283346283346,0.3333333333333333,1.8257859500155675,0.3833333333333333
cwa,D0-M,2,1,False,1.0887599885463715,0.6090391090391091,0.20000000000000004,1.0990502291310802,0.23148148148148148
cwa,D0-M,2,2,False,1.016324758529663,0.5090650090650092,0.20000000000000004,1.0747411821537984,0.23148148148148148
cwa,D0-M,2,3,False,0.890227735042572,0.6023051023051024,0.20000000000000004,1.069147552211136,0.23148148148148148
cwa,D0-M,2,4,False,0.7663142383098602,0.6208236208236209,0.20000000000000004,1.0831072864681328,0.23148148148148148
cwa,D0-M,2,5,False,0.6495957374572754,0.6208236208236209,0.20000000000000004,1.1418430180476105,0.23148148148148148
cwa,D0-M,2,6,False,0.6739102751016617,0.6625226625226626,0.20000000000000004,1.2207706293072702,0.21666666666666667
cwa,D0-M,2,7,False,0.5706676542758942,0.7138047138047138,0.20000000000000004,1.292567821327887,0.21666666666666667
cwa,D0-M,2,8,False,0.6120135188102722,0.7138047138047138,0.26666666666666666,1.3860944538439985,0.2962962962962963
cwa,D0-M,2,9,False,0.476375475525856,0.7184667184667185,0.26666666666666666,1.5092492180991135,0.3148148148148148
cwa,D0-M,2,10,False,0.4468787834048271,0.6928256928256928,0.26666666666666666,1.6045787464435952,0.3148148148148148
cwa,D0-M,2,11,False,0.42521511018276215,0.744107744107744,0.26666666666666666,1.8280283749517923,0.3148148148148148
cwa,D0-M,2,12,False,0.3430847078561783,0.744107744107744,0.3333333333333333,1.8481293759403636,0.3904761904761904
cwa,D0-M,2,13,False,0.3331511542201042,0.755892255892256,0.3333333333333333,1.982720658319381,0.3904761904761904
cwa,D0-M,2,14,False,0.2811794951558113,0.7255892255892257,0.3333333333333333,2.293128833670533,0.3904761904761904
cwa,D0-M,2,15,False,0.246899526566267,0.744107744107744,0.3333333333333333,2.493868338635415,0.3904761904761904
cwa,D0-M,2,16,False,0.30129697173833847,0.7184667184667185,0.3333333333333333,2.0750363602559605,0.3904761904761904
cwa,D0-M,2,17,False,0.3361864238977432,0.744107744107744,0.3333333333333333,2.3989932933105886,0.3904761904761904
cwa,D0-M,2,18,False,0.34763360768556595,0.744107744107744,0.3333333333333333,2.5859879273393664,0.3904761904761904
cwa,D0-M,2,19,False,0.37937960028648376,0.8047138047138046,0.3333333333333333,2.2804230064050204,0.3904761904761904
cwa,D0-M,2,20,False,0.2902839630842209,0.8232323232323232,0.3333333333333333,2.184070586950652,0.3904761904761904
cwa,D0-M,2,21,False,0.24187630787491798,0.7626262626262627,0.3333333333333333,2.470593470874063,0.3904761904761904
cwa,D0-M,2,22,True,0.24991390481591225,0.7811447811447811,0.5,2.577463790573208,0.49603174603174605
cwa,D0-M,2,23,False,0.25470326095819473,0.8114478114478114,0.26666666666666666,2.421066233864575,0.2929292929292929
cwa,D0-M,2,24,False,0.27321285009384155,0.8417508417508417,0.26666666666666666,2.2473627596197194,0.2929292929292929
cwa,D0-M,2,25,False,0.22025077790021896,0.8417508417508417,0.26666666666666666,2.4006387947691668,0.2929292929292929
cwa,D0-M,2,26,False,0.2811058424413204,0.8114478114478114,0.3333333333333333,2.7892695977692044,0.3904761904761904
