#wnum,raman
275,3833.42
276,3836.77
277,3628.79
278,3392.21
279,3162.18
280,2929.52
281,2748.13
282,2590.8
283,2443.42
284,2304.7
285,2162.8
286,2051.44
287,1942.87
288,1818.83
289,1670.2
290,1511.89
291,1378.73
292,1252.21
293,1150.65
294,1074.89
295,1010.3
296,940.67
297,868.787
298,801.455
299,737.612
300,676.208
301,624.578
302,582.364
303,549.999
304,522.646
305,494.857
306,467.638
307,432.282
308,366.538
309,292.696
310,236.575
311,202.213
312,172.771
313,153.43
314,138.376
315,125.884
316,114.234
317,105.856
318,105.828
319,106.867
320,107.018
321,107.914
322,97.2122
323,60.0164
324,24.6872
325,27.5857
326,39.2617
327,42.1146
328,33.5643
329,25.0836
330,15.8917
331,6.59949
332,3.70985
333,5.15243
334,5.32829
335,-2.61382
336,-10.2756
337,-8.12444
338,-5.56316
339,-0.157046
340,7.87682
341,10.3481
342,7.7569
343,-2.44608
344,-9.23835
345,-12.485
346,-10.1698
347,7.85226
348,20.5874
349,22.8073
350,-0.324167
351,-7.94622
352,-5.82146
353,-0.659621
354,1.40216
355,-4.572
356,-2.5725
357,13.4185
358,19.2591
359,21.1668
360,12.3688
361,8.07232
362,7.33069
363,5.80802
364,0.125747
365,1.85651
366,7.68743
367,27.1085
368,28.7541
369,16.0242
370,17.6142
371,24.2082
372,53.0288
373,72.1318
374,82.8488
375,88.9704
376,90.3995
377,91.8027
378,100.941
379,118.821
380,120.147
381,106.14
382,88.5183
383,89.7706
384,90.9986
385,88.9284
386,75.8767
387,63.8781
388,53.0549
389,42.9958
390,40.3264
391,41.3907
392,51.5172
393,81.497
394,98.7075
395,99.6831
396,83.8278
397,76.2468
398,75.5462
399,71.778
400,52.7042
401,38.2086
402,39.0378
403,52.8706
404,55.5656
405,56.3354
406,57.0857
407,61.2979
408,70.9969
409,71.6905
410,67.4133
411,68.0701
412,72.7273
413,80.0855
414,104.405
415,132.439
416,139.54
417,140.092
418,131.519
419,131.467
420,130.473
421,121.885
422,110.755
423,111.209
424,120.925
425,136.888
426,137.296
427,137.68
428,138.058
429,141.567
430,146.429
431,156.932
432,167.295
433,174.625
434,179.471
435,184.037
436,185.808
437,186.061
438,183.96
439,177.782
440,163.949
441,145.009
442,128.591
443,123.429
444,123.595
445,132.064
446,148.564
447,151.721
448,151.842
449,151.951
450,153.017
451,156.697
452,171.838
453,190.357
454,190.413
455,178.833
456,166.236
457,166.262
458,171.339
459,179.034
460,186.917
461,192.798
462,196.716
463,196.687
464,168.39
465,137.848
466,137.196
467,137.131
468,137.059
469,127.003
470,112.418
471,107.542
472,107.438
473,107.502
474,114.291
