#wnum,raman
275,39.7884
276,42.2246
277,43.6992
278,47.998
279,49.7431
280,51.3514
281,55.0244
282,60.54
283,65.9527
284,66.7561
285,67.0755
286,66.7849
287,63.8227
288,63.532
289,70.5805
290,78.942
291,87.657
292,96.498
293,96.207
294,94.3894
295,89.6703
296,89.379
297,93.63
298,93.3384
299,93.3689
300,93.077
301,100.594
302,100.302
303,99.5437
304,85.1943
305,84.9012
306,92.3309
307,92.0372
308,91.1247
309,57.6684
310,44.85
311,44.5547
312,54.1497
313,60.8805
314,66.9452
315,66.648
316,51.4826
317,41.0771
318,40.7781
319,47.1052
320,51.9595
321,57.4744
322,63.4051
323,74.9145
324,74.611
325,66.7538
326,27.8546
327,-4.30872
328,-5.41678
329,-5.72482
330,28.2019
331,75.5557
332,93.5
333,93.1891
334,92.8778
335,102.064
336,126.968
337,135.061
338,136.917
339,145.318
340,192.233
341,241.031
342,272.686
343,303.688
344,315.897
345,315.588
346,315.281
347,327.846
348,341.829
349,341.525
350,327.221
351,297.222
352,251.729
353,208.441
354,176.978
355,142.267
356,114.813
357,114.52
358,117.127
359,116.837
360,115.406
361,112.222
362,102.284
363,93.5845
364,71.4506
365,47.7783
366,24.5485
367,4.71696
368,4.44674
369,26.5589
370,63.3694
371,70.7621
372,71.2562
373,74.3857
374,82.067
375,81.8147
376,50.1387
377,4.74285
378,4.49894
379,14.88
380,36.8799
381,45.4075
382,52.709
383,57.341
384,59.2991
385,59.0765
386,48.9034
387,43.7317
388,43.519
389,48.8268
390,48.6209
391,30.2761
392,22.2719
393,22.0765
394,29.169
395,46.0472
396,66.67
397,86.0674
398,100.326
399,106.777
400,106.608
401,98.697
402,98.5354
403,108.708
404,108.554
405,84.8265
406,76.9636
407,76.8221
408,109.073
409,139.19
410,166.94
411,194.604
412,201.326
413,201.209
414,197.278
415,182.039
416,166.164
417,145.341
418,122.826
419,122.735
420,126.391
421,130.165
422,131.903
423,133.869
424,134.669
425,134.605
426,119.499
427,93.057
428,88.1264
429,88.0799
430,100.324
431,116.002
432,132.169
433,132.14
434,130.544
435,122.983
436,108.747
437,105.866
438,105.859
439,123.669
440,131.22
441,131.226
442,131.237
443,140.371
444,147.789
445,147.813
446,134.402
447,124.113
448,120.359
449,120.399
450,126.726
451,138.671
452,158.689
453,185.797
454,211.443
455,224.844
456,237.945
457,258.234
458,281.318
459,298.388
460,303.947
461,306.849
462,307.726
463,307.822
464,298.483
465,285.181
466,272.783
467,259.676
468,245.579
469,242.741
470,242.132
471,240.525
472,236.782
473,231.001
474,217.78
475,204.89
476,178.394
477,149.622
478,142.016
479,142.161
480,154.5
481,189.964
482,206.085
483,206.239
484,181.411
485,181.568
486,192.019
487,192.18
488,174.248
489,142.059
490,130.657
491,125.845
492,120.825
493,116.423
494,110.843
495,78.6431
496,47.001
497,47.1725
498,49.2497
499,54.7909
500,59.2958
501,62.8507
502,63.0229
503,61.2357
504,52.0261
505,39.2816
506,29.5589
507,25.4416
508,25.6106
509,28.4893
510,32.0497
511,32.2154
512,18.3143
513,18.4772
514,19.781
515,19.9405
516,19.3456
517,8.62522
518,2.33383
519,2.48507
520,3.07988
521,26.6522
522,40.384
523,40.5249
524,30.4574
525,24.2098
526,21.2265
527,21.3551
528,36.5903
529,36.7119
530,30.4186
531,3.04889
532,3.15905
533,11.2792
534,19.4185
535,22.4481
536,24.056
537,24.1445
538,20.1383
539,7.23536
540,-10.2289
