#wnum,raman
275,349.837
276,350.645
277,381.748
278,410.014
279,414.524
280,416.538
281,419.798
282,429.911
283,421.413
284,405.484
285,381.863
286,382.67
287,410.46
288,432.076
289,437.738
290,443.332
291,458.894
292,469.584
293,479.395
294,502.827
295,513.064
296,514.346
297,515.146
298,515.166
299,502.959
300,490.097
301,483.301
302,471.952
303,427.796
304,368.798
305,329.089
306,329.077
307,328.576
308,311.201
309,289.912
310,263.146
311,232.815
312,207.499
313,184.901
314,162.344
315,150.67
316,148.514
317,144.218
318,119.419
319,95.8064
320,81.983
321,71.7818
322,72.5177
323,74.7079
324,79.927
325,80.6487
326,78.1757
327,71.1819
328,55.5966
329,36.9185
330,32.9725
331,29.319
332,25.2248
333,19.0147
334,12.8621
335,11.1736
336,8.76694
337,3.09288
338,-1.47662
339,-0.841891
340,16.8906
341,22.3979
342,23.0097
343,7.18585
344,7.78163
345,11.663
346,21.2774
347,22.8918
348,23.4537
349,9.02156
350,-12.4523
351,-11.9174
352,3.55866
353,30.8485
354,38.0231
355,39.4566
356,42.8517
357,50.322
358,51.8547
359,52.3187
360,45.5824
361,33.9151
362,18.1996
363,18.6303
364,20.1283
365,29.1886
366,29.5952
367,18.7432
368,19.1343
369,33.5551
370,48.0041
371,60.1152
372,73.4845
373,84.4173
374,95.5398
375,95.879
376,84.5815
377,84.9066
378,89.0706
379,126.058
380,150.955
381,151.253
382,148.173
383,147.799
384,148.077
385,136.474
386,115.908
387,97.6235
388,85.3334
389,73.0212
390,61.3552
391,50.4189
392,43.8392
393,44.0624
394,43.9774
395,43.6259
396,43.832
397,50.3538
398,62.7977
399,66.1091
400,66.293
401,66.4716
402,66.8416
403,67.8236
404,67.9865
405,39.2214
406,37.0403
407,37.188
408,58.9072
409,59.045
410,50.0334
411,40.6287
412,40.7521
413,42.5742
414,42.8227
415,43.047
416,45.9835
417,53.4069
418,60.7402
419,67.0004
420,70.5474
421,70.6304
422,61.2534
423,52.3067
424,47.3498
425,43.2782
426,36.9685
427,31.2747
428,31.3289
429,39.9886
430,40.0351
431,34.0489
432,32.5504
433,32.5855
434,42.1536
435,51.0578
436,66.9807
437,77.4633
438,77.4804
439,70.6708
440,61.3403
441,50.4055
442,41.1049
443,36.0674
444,32.8334
445,32.8269
446,35.4677
447,36.8118
448,37.4934
449,37.9111
450,37.8889
451,36.7465
452,33.6293
453,28.7449
454,24.4879
455,16.2923
456,16.2524
457,36.9231
458,61.9629
459,71.8187
460,73.5772
461,77.0183
462,82.9115
463,84.611
464,84.5493
465,81.8834
466,71.6906
467,58.3518
468,47.6108
469,33.8439
470,15.6829
471,15.6036
472,23.2388
473,29.4569
474,29.3705
475,29.2816
476,30.8165
477,41.1591
478,44.3295
479,44.2316
480,40.692
481,27.3165
482,27.2119
483,31.3326
484,40.6497
485,51.0407
486,62.2828
487,63.5083
488,63.391
489,56.7863
490,44.3263
491,31.2958
492,20.9757
493,13.9805
494,13.8513
495,19.786
496,19.6528
497,18.6653
498,18.4968
499,18.3579
500,29.9864
501,29.8438
502,25.1052
503,24.9589
504,24.944
505,37.5295
506,51.0768
507,64.6671
508,64.5119
509,59.8464
510,53.2563
511,53.0958
512,63.9549
513,63.791
514,55.3423
515,55.175
516,55.5635
517,55.3929
518,52.5594
519,44.2177
520,35.5469
521,31.1304
522,30.9514
523,36.8638
524,36.6816
525,20.3375
526,-2.30596
527,-2.49317
528,23.5151
529,44.4687
530,44.2768
531,38.2691
532,28.4766
533,15.1304
534,14.9329
535,24.7818
536,36.5375
537,36.3364
538,34.6777
539,33.3597
540,33.1554
541,36.0858
542,45.2995
543,45.0925
544,34.9974
545,24.6537
546,24.4443
547,43.6813
548,46.9878
549,46.7764
550,42.8958
551,29.2571
552,24.2348
553,24.0214
554,41.1444
555,40.9302
556,39.0466
557,31.0473
558,18.7341
559,15.1447
560,14.9295
561,23.6099
562,25.4324
563,26.8211
564,29.6633
565,57.7498
566,83.2097
567,82.9945
568,68.0381
569,57.5797
570,55.0078
571,54.7935
572,67.5475
573,67.8973
574,67.6841
575,52.6761
576,52.4637
577,53.8608
578,53.6494
579,46.4451
580,38.5475
581,37.2625
582,35.5858
583,26.1937
584,16.9825
585,16.7755
586,31.1774
587,31.9217
588,31.717
589,19.3694
590,19.1664
591,20.9472
592,26.7877
593,33.5233
594,41.2689
595,52.9941
596,52.7968
597,45.2409
598,35.1668
599,34.9727
600,61.677
601,61.4851
602,46.9804
603,29.3829
604,29.1946
605,35.7325
606,35.5466
607,28.7051
608,21.8975
609,14.3632
610,14.1825
611,26.2599
612,34.7478
613,34.5712
614,34.396
615,35.5464
616,50.2429
617,50.072
618,40.5547
619,27.9847
620,27.8183
621,38.0641
622,41.2861
623,41.1369
624,41.2274
625,42.5006
626,42.3435
627,40.182
628,40.0282
629,45.2608
630,63.1845
631,71.0961
632,70.9489
633,70.8035
634,78.8955
635,98.6606
636,100.296
637,100.469
638,100.332
639,102.843
640,110.278
641,130.928
642,130.798
643,112.608
644,79.7715
645,79.6468
646,118.206
647,147.279
648,160.166
649,167.315
650,167.199
651,160.621
652,160.509
653,160.398
654,152.574
655,136.147
656,116.656
657,87.0126
658,57.468
659,57.2391
660,54.0298
661,53.932
662,65.2429
663,72.2957
664,75.9919
665,75.9
666,74.8005
667,63.3561
668,58.9274
669,55.4878
670,55.4028
671,67.5553
672,67.4729
673,50.254
674,24.401
675,8.11044
676,6.06657
677,5.99012
678,28.0598
679,44.8865
680,49.1219
681,49.0496
682,48.6701
683,47.859
684,42.2756
685,42.207
686,51.3033
687,69.9793
688,69.9132
689,44.8873
690,20.1821
691,14.4371
692,14.3737
693,21.8922
694,32.4068
695,43.4874
696,45.4919
697,45.431
698,31.3918
699,20.159
700,9.52737
701,6.93283
702,6.8736
703,18.8742
704,18.8154
705,11.0183
706,10.9597
707,40.7291
708,58.9376
709,58.8789
710,41.7657
711,32.3947
712,32.3357
713,36.4655
714,54.9866
715,68.0752
716,68.0151
717,64.7862
718,52.7663
719,49.6907
720,49.6289
721,71.1594
722,73.0439
723,72.9802
724,72.9158
725,73.8221
726,79.3884
727,79.3216
728,77.6032
729,67.5934
730,55.6235
731,55.5527
732,59.5671
733,59.494
734,48.3711
735,39.4267
736,36.2846
737,34.3593
738,34.2795
739,37.7767
740,37.6938
741,33.9324
742,27.4081
743,15.0884
744,3.94409
745,2.3728
746,2.27922
747,9.68717
748,19.1292
749,19.0294
750,13.3473
751,11.595
752,11.4886
753,15.5825
754,31.1181
755,39.6195
756,39.5033
757,28.2475
758,8.07703
759,-0.927916
760,-1.05489
761,36.7779
762,37.0505
763,36.9149
764,19.4279
765,6.42293
766,-0.0963883
767,-0.244123
768,0.656894
769,0.50284
770,-8.38026
771,-8.5408
772,1.74915
773,11.041
774,16.6411
775,16.4685
776,15.4373
777,13.2639
778,13.0836
779,39.2071
780,39.0222
781,22.0012
782,10.483
783,10.2923
784,14.4277
785,21.3978
786,29.2133
787,32.7189
788,36.7405
789,36.5416
790,33.3706
791,33.17
792,44.9184
793,44.7166
794,40.7608
795,40.5582
796,41.2729
797,54.6868
798,64.0036
799,75.2197
800,75.0174
801,67.2455
802,62.0402
803,61.8395
804,61.6396
805,55.8065
806,55.6085
807,68.7158
808,93.1193
809,111.15
810,125.042
811,124.851
812,116.87
813,116.683
814,123.251
815,130.462
816,137.037
817,149.432
818,155.638
819,156.112
820,160.479
821,162.927
822,166.351
823,173.48
824,176.741
825,176.895
826,176.74
827,171.789
828,171.64
829,194.827
830,230.385
831,248.322
832,249.655
833,249.524
834,222.47
835,194.442
836,163.43
837,149.208
838,149.097
839,165.694
840,184.543
841,209.623
842,247.788
843,288.448
844,288.363
845,274.033
846,245.081
847,220.146
848,197.19
849,188.666
850,188.608
851,192.744
852,198.522
853,204.945
854,214.611
855,214.577
856,213.84
857,211.519
858,207.435
859,207.421
860,210.946
861,227.88
862,231.962
863,231.968
864,231.31
865,230.938
866,216.053
867,194.175
868,182.34
869,181.393
870,179.968
871,180.015
872,183.861
873,201.845
874,201.907
875,198.12
876,171.629
877,167.443
878,166.01
879,164.445
880,164.509
881,159.476
882,141.331
883,126.109
884,118.306
885,118.422
886,139.156
887,164.418
888,164.548
889,149.109
890,130.478
891,109.076
892,109.226
893,113.989
894,125.126
895,127.642
896,127.81
897,118.377
898,118.553
899,126.475
900,138.759
901,138.948
902,114.693
903,93.3051
904,83.9498
905,84.1553
906,95.7736
907,95.987
908,93.8495
909,83.7896
910,83.5419
911,82.7171
912,77.8977
913,78.1334
914,81.294
915,86.2886
916,90.4873
917,95.8371
918,96.0896
919,83.8262
