epoch,beta,learning_rate,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized,mean_unclipped_gradient_norm
1,0.0,0.001,0.06414718865163656,0.06414718865163656,503.4309686636825,0.3593368798455978,0.11759970430284739
2,0.02,0.001,0.05488826136521714,0.04997384780433387,344.25468582089474,0.24572068937965363,0.08292923728004098
3,0.04,0.001,0.049546796750573434,0.04624079891079141,115.79260091103271,0.08264996496147944,0.050279597751796246
4,0.06,0.001,0.04470482152189171,0.041928713728194456,64.82210611000221,0.046268455467524776,0.059353483375161886
5,0.08,0.001,0.04067517237184437,0.038264861431705405,42.21057253402646,0.030128888318362926,0.04997484746854752
6,0.1,0.001,0.038968871265774495,0.036987188143585516,27.763380266133712,0.019816831025077596,0.03797782817855477
7,0.12,0.001,0.03641928320898671,0.03440418792693685,23.52623404020046,0.01679245827280547,0.03232994372956455
8,0.14,0.001,0.03357679822392543,0.030933892159531805,26.447940387486415,0.018877901775507792,0.049099860014393926
9,0.16,0.001,0.030841376764941416,0.027873226110219456,25.989871755304694,0.018550943437048318,0.028475283179432154
10,0.18,0.001,0.02922784198059946,0.025800035853390912,26.679755701679564,0.019043365954089626,0.042980542639270425
11,0.2,0.001,0.028211463913009754,0.024830420450872456,23.684211579326806,0.016905218828927055,0.06779575208202004
12,0.22,0.001,0.02730509504738213,0.0238506034266001,21.998830922976698,0.015702234777285294,0.03689268743619323
13,0.24,0.001,0.02698913773046378,0.023314601659899476,21.450105667114258,0.01531056792799019,0.05136322323232889
14,0.25,0.001,0.026482685184628395,0.022815173639911986,20.55273625840702,0.014670047293652405,0.04764426685869694
15,0.25,0.001,0.025883153455027976,0.022555262637499986,18.64950108228867,0.013311563941676423,0.05234899721108377
16,0.25,0.001,0.025710659686117493,0.02211120987318799,20.1713163383835,0.014397798956733406,0.09237450594082475
17,0.25,0.001,0.02531562746350486,0.02191674032844759,19.047363041833854,0.013595548209731516,0.07443924574181437
18,0.25,0.001,0.0249762396994495,0.021466974979539297,19.66591918817624,0.014037058663937358,0.03460121271200478
19,0.25,0.001,0.024495111295181837,0.020943695897524827,19.902131116539863,0.014205661039643014,0.028795968275517225
20,0.25,0.001,0.024067932591777468,0.020808628304358805,18.265141331501088,0.013037217224483288,0.02838574373163283
21,0.25,0.001,0.023734708593293213,0.020225763211813932,19.66412867462286,0.014035780638560213,0.031047561205923557
22,0.25,0.001,0.023440971612057427,0.020073622176774376,18.87062695235887,0.01346939825293281,0.051962044555693865
23,0.25,0.001,0.022839986224304182,0.019507421133844922,18.675695547000135,0.013330260918629646,0.055954329669475555
24,0.25,0.001,0.02221559372313601,0.018760085713788555,19.364667988222514,0.013822032825283737,0.05231352453120053
25,0.25,0.001,0.02122005981599686,0.017671647493310554,19.88530385643867,0.014193650147350943,0.03147196816280484
26,0.0,0.001,0.015897795063088877,0.015897795063088877,29.280712574595686,0.020899866220268154,0.05446558655239642
27,0.02,0.001,0.015018131053971446,0.014129739683355248,62.231814460275565,0.04441956778035372,0.05722769792191684
28,0.04,0.001,0.015438174867854457,0.013170641200094792,79.42036067691308,0.05668833738537693,0.025416061864234507
29,0.06,0.001,0.015760952583416737,0.013013469643703814,64.153727144377,0.045791382686921484,0.01838477374985814
30,0.08,0.001,0.015896491020543805,0.013577086157379788,40.61857767783448,0.028992560797883284,0.03793800179846585
31,0.1,0.001,0.016236391409483415,0.01393777710701257,32.20358625914761,0.02298614294014819,0.03581371402833611
32,0.12,0.001,0.016550537728739583,0.01370393420534528,33.234095122524884,0.02372169530515695,0.04931307304650545
33,0.14,0.001,0.016724420882855,0.013582388367737687,31.4427682166319,0.022443089376610922,0.027672408614307642
34,0.16,0.001,0.01709225423883444,0.013878115199537458,28.143808237179552,0.02008837133274772,0.04475881706457585
35,0.18,0.001,0.017580489203271505,0.014107315851741754,27.03286541256446,0.01929540714672695,0.060466900235041976
36,0.2,0.001,0.017495374643403616,0.01393087770181969,24.969302093633548,0.017822485434427944,0.030288355192169547
37,0.22,0.001,0.01781549450462084,0.014061360619962215,23.907006778477626,0.017064244667007584,0.037246747757308185
38,0.24,0.001,0.017837273019315307,0.01396182667323735,22.622919218310752,0.01614769394597484,0.019344163360074162
