stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,rejection_score,rejection_selected,rejection_selection_source,requested_coverage,n_retained,realized_coverage,accuracy,selective_risk,confidence_threshold
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,energy,False,cross_fitted_development,0.7,84,0.7058823529411765,0.7857142857142857,0.2142857142857143,2.049825668334961
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,energy,False,cross_fitted_development,0.5,60,0.5042016806722689,0.7666666666666667,0.23333333333333328,2.1958789825439453
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,class_conditional_embedding_mahalanobis,False,cross_fitted_development,1.0,119,1.0,0.7310924369747899,0.26890756302521013,-3085.27587890625
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.9,108,0.907563025210084,0.7222222222222222,0.2777777777777778,-1241.7122802734375
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.8,96,0.8067226890756303,0.7395833333333334,0.26041666666666663,-392.8197021484375
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.7,84,0.7058823529411765,0.7857142857142857,0.2142857142857143,-164.68666076660156
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,3141,911321965,66,0.7856581886099233,class_conditional_embedding_mahalanobis,False,cross_fitted_development,0.5,60,0.5042016806722689,0.8,0.19999999999999996,-32.19742202758789
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,1729,517805101,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7310924369747899,0.26890756302521013,0.35576660577690433
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,1729,517805101,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7685185185185185,0.2314814814814815,0.4865248766271284
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,1729,517805101,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.8125,0.1875,0.6455481347378776
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,1729,517805101,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8214285714285714,0.1785714285714286,0.7898099646247797
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,1729,517805101,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.8878857927852104
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,2718,1650095152,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7310924369747899,0.26890756302521013,0.27792033181274955
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,2718,1650095152,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.75,0.25,0.5287284354693559
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,2718,1650095152,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7708333333333334,0.22916666666666663,0.6821656963844945
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,2718,1650095152,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8095238095238095,0.19047619047619047,0.7966586592573109
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,2718,1650095152,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.9137403206175612
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,952898815,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7226890756302521,0.2773109243697479,0.2602212589527542
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,952898815,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.75,0.25,0.5177365459098145
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,952898815,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.8020833333333334,0.19791666666666663,0.7256825246611474
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,952898815,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8214285714285714,0.1785714285714286,0.7961781434970964
outer,strict_core,strict_core,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,952898815,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.9030510333190906
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1341953265,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.6890756302521008,0.31092436974789917,0.2660966409399913
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1341953265,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7037037037037037,0.2962962962962963,0.3460131918535465
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1341953265,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.71875,0.28125,0.3917867153489494
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1341953265,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.7142857142857143,0.2857142857142857,0.4091104325215576
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1341953265,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.7,0.30000000000000004,0.44256299707187075
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1921580748,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.6890756302521008,0.31092436974789917,0.1428571525885136
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1921580748,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.75,0.25,0.3843292061168987
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1921580748,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.75,0.25,0.47561361903476285
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1921580748,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.7619047619047619,0.23809523809523814,0.4913445855212734
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1921580748,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.5135950977675149
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1071656303,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7142857142857143,0.2857142857142857,0.2389265231398239
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1071656303,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.75,0.25,0.2788352477744476
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1071656303,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.78125,0.21875,0.3256889044336669
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1071656303,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.7976190476190477,0.20238095238095233,0.34936173102075785
outer,strict_core,strict_core,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1071656303,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.4074306475148384
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,104011600,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7478991596638656,0.25210084033613445,0.30699122879814267
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,104011600,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7685185185185185,0.2314814814814815,0.5040045982249793
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,104011600,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7708333333333334,0.22916666666666663,0.6030706598636438
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,104011600,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.7976190476190477,0.20238095238095233,0.7108661457849927
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,104011600,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8,0.19999999999999996,0.8275618876431331
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1260500114,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7142857142857143,0.2857142857142857,0.33897640085382025
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1260500114,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7407407407407407,0.2592592592592593,0.45110819195423135
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1260500114,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7708333333333334,0.22916666666666663,0.507934447791539
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1260500114,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.7976190476190477,0.20238095238095233,0.6849448712713102
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1260500114,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.828780241355255
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1763303338,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7394957983193278,0.26050420168067223,0.31854933975012084
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1763303338,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7685185185185185,0.2314814814814815,0.5396890486358812
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1763303338,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7916666666666666,0.20833333333333337,0.6890590021823835
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1763303338,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8095238095238095,0.19047619047619047,0.7598864001998966
outer,strict_core,strict_core,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1763303338,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.8388053809320255
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,882785530,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7647058823529411,0.23529411764705888,0.35522554588934296
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,882785530,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7685185185185185,0.2314814814814815,0.5156402688440734
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,882785530,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.78125,0.21875,0.6729406712211093
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,882785530,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8095238095238095,0.19047619047619047,0.7751204360228788
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,882785530,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8166666666666667,0.18333333333333335,0.8613489362199597
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,936809812,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7563025210084033,0.24369747899159666,0.3412250336993014
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,936809812,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7592592592592593,0.2407407407407407,0.48601493888129865
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,936809812,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7916666666666666,0.20833333333333337,0.6082341540210001
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,936809812,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8095238095238095,0.19047619047619047,0.6898733875286456
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,936809812,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.8468728655124901
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,1139143438,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7310924369747899,0.26890756302521013,0.2761797734904092
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,1139143438,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.75,0.25,0.49130603612914336
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,1139143438,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7708333333333334,0.22916666666666663,0.6106665202819468
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,1139143438,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8095238095238095,0.19047619047619047,0.6859172584878881
outer,strict_core,strict_core,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,1139143438,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.7933251360291631
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,1729,1660047061,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.680672268907563,0.31932773109243695,0.27779607989078364
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,1729,1660047061,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7222222222222222,0.2777777777777778,0.42999055428820854
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,1729,1660047061,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7604166666666666,0.23958333333333337,0.6027689822128064
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,1729,1660047061,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.7976190476190477,0.20238095238095233,0.7084047055873638
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,1729,1660047061,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8,0.19999999999999996,0.8421894675610193
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,2718,711875209,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7815126050420168,0.2184873949579832,0.28438216771908276
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,2718,711875209,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7962962962962963,0.20370370370370372,0.4256447627206102
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,2718,711875209,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.8229166666666666,0.17708333333333337,0.5378836059662778
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,2718,711875209,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8333333333333334,0.16666666666666663,0.5947728758045069
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,2718,711875209,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.7341876884723243
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,3141,1541119608,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7478991596638656,0.25210084033613445,0.3539115713782361
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,3141,1541119608,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7777777777777778,0.2222222222222222,0.5024082003653986
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,3141,1541119608,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.8020833333333334,0.19791666666666663,0.6296722042642572
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,3141,1541119608,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8333333333333334,0.16666666666666663,0.7404433649201041
outer,strict_core,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,minimal_minmax,legacy,64,3141,1541119608,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.8333333333333334,0.16666666666666663,0.8330899131863673
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,1729,1129674639,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7563025210084033,0.24369747899159666,0.372393971003623
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,1729,1129674639,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7777777777777778,0.2222222222222222,0.5392392519649334
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,1729,1129674639,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.8020833333333334,0.19791666666666663,0.6593769956473355
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,1729,1129674639,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8095238095238095,0.19047619047619047,0.7481881946131267
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,1729,1129674639,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.7833333333333333,0.21666666666666667,0.8413156610029352
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,2718,942740837,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7058823529411765,0.2941176470588235,0.3429023227267824
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,2718,942740837,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.75,0.25,0.5143895928751971
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,2718,942740837,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.7916666666666666,0.20833333333333337,0.6290165038427872
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,2718,942740837,66,1.0,calibrated_max_probability,False,control_not_selected,0.7,84,0.7058823529411765,0.8214285714285714,0.1785714285714286,0.7665415068500568
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,2718,942740837,66,1.0,calibrated_max_probability,False,control_not_selected,0.5,60,0.5042016806722689,0.7833333333333333,0.21666666666666667,0.8374297201219194
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,3141,1666878186,66,1.0,calibrated_max_probability,False,control_not_selected,1.0,119,1.0,0.7310924369747899,0.26890756302521013,0.29028600281634004
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,3141,1666878186,66,1.0,calibrated_max_probability,False,control_not_selected,0.9,108,0.907563025210084,0.7685185185185185,0.2314814814814815,0.4856509634260128
outer,strict_core,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,minimal_minmax,legacy,64,3141,1666878186,66,1.0,calibrated_max_probability,False,control_not_selected,0.8,96,0.8067226890756303,0.8020833333333334,0.19791666666666663,0.6484358939101933
