stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10,same_analyte_distance,different_analyte_distance,different_minus_same_margin,same_master_cross_instrument_distance,embedding_effective_rank,analyte_probe_balanced_accuracy,instrument_probe_balanced_accuracy,sensor_probe_balanced_accuracy,analyte_heldout_master_probe_balanced_accuracy,analyte_heldout_master_probe_n_supported,analyte_heldout_master_probe_supported_fraction,instrument_heldout_master_probe_balanced_accuracy,instrument_heldout_master_probe_n_supported,instrument_heldout_master_probe_supported_fraction,sensor_heldout_master_probe_balanced_accuracy,sensor_heldout_master_probe_n_supported,sensor_heldout_master_probe_supported_fraction,encoder_parameters,classifier_parameters,total_parameters,state_sha256
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,2718,699380057,70,1.0,118,118,0,0.7766666666666667,0.7882550795094028,0.8050847457627118,0.7624563542312842,0.3240581852295041,0.04387176451076287,0.6314138770103455,1.2276312112808228,0.5962173342704773,0.6546830534934998,7.45866060256958,0.79,0.2670405982905983,0.5796538490200461,,,,,,,,,,361152,231,361383,d187e826ea813235074da078072dd5bf08b20f8519920b89995f5179b61a6c60
outer,strict_core,strict_core,0,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__arpls_minmax__legacy32__7367f3fcfe1d,arpls_minmax,legacy,32,3141,545056204,70,1.0,118,118,0,0.8109523809523809,0.804545635372703,0.8135593220338984,0.7355051581459736,0.3110235590885151,0.10110643664400654,0.5959682464599609,1.2545139789581299,0.658545732498169,0.6103817820549011,7.109930515289307,0.7871428571428571,0.27981837606837606,0.6718738356062299,,,,,,,,,,361152,231,361383,06ceca15e5cfe57706ec482339150f759b35f2e1237ee8519ce384856f2e43b8
outer,strict_core,strict_core,0,random_positive_ablation,random_positive_ablation__arpls_minmax__legacy32__1ffbc9e98568,arpls_minmax,legacy,32,1729,488459554,70,1.0,118,118,0,0.8290476190476189,0.8300558700558699,0.8389830508474576,0.6967378706478207,0.3040228129045853,0.09107323822514833,0.6325957775115967,1.2194093465805054,0.5868135690689087,0.6466436386108398,7.413349151611328,0.8052380952380952,0.27652625152625154,0.7027069826365601,,,,,,,,,,361152,231,361383,9c89575580e8c9fe7ec467e181de023dd9e5b1e3495af6efcecd49f861910739
outer,strict_core,strict_core,0,random_positive_ablation,random_positive_ablation__arpls_minmax__legacy32__1ffbc9e98568,arpls_minmax,legacy,32,2718,1740568600,70,1.0,118,118,0,0.8080952380952381,0.8056562049697061,0.8135593220338984,0.6810997255767872,0.30332126082382854,0.11338880462339887,0.5456094741821289,1.2136718034744263,0.6680623292922974,0.5487317442893982,6.472339153289795,0.8271428571428571,0.27403846153846156,0.5274796929726507,,,,,,,,,,361152,231,361383,72a03b437a66b612c45b24fe6f0de03b25dfa1c07cf71a432c595a46dfc6fd76
outer,strict_core,strict_core,0,random_positive_ablation,random_positive_ablation__arpls_minmax__legacy32__1ffbc9e98568,arpls_minmax,legacy,32,3141,183884624,70,1.0,118,118,0,0.7366666666666667,0.7399364545229207,0.7627118644067796,0.7940627925056096,0.3468813259258036,0.07567518493838005,0.6300933957099915,1.2897162437438965,0.659622848033905,0.627305805683136,7.02382230758667,0.7295238095238096,0.2702152014652015,0.581675236604814,,,,,,,,,,361152,231,361383,4b2528f99efcf36f42309d60bdb1ddb6f3c30c6bd24688c0ebe63f91b984a3bd
outer,strict_core,strict_core,0,ordinary_negative_ablation,ordinary_negative_ablation__arpls_minmax__legacy32__c46f0b8f7ae3,arpls_minmax,legacy,32,1729,378031161,70,1.0,118,118,0,0.7823809523809525,0.7945903578822834,0.8135593220338984,0.7540808945400846,0.323303102055938,0.10574616575666694,0.5750442743301392,1.2407416105270386,0.6656973361968994,0.5865265130996704,6.303057670593262,0.7752380952380953,0.30167887667887666,0.6140453834115807,,,,,,,,,,361152,231,361383,9b28cabd170a554f945e57e674e50a963a7cbbed7a4b38925fdcdc4ce13c0811
outer,strict_core,strict_core,0,ordinary_negative_ablation,ordinary_negative_ablation__arpls_minmax__legacy32__c46f0b8f7ae3,arpls_minmax,legacy,32,2718,1996773978,70,1.0,118,118,0,0.7804761904761904,0.7913006104232886,0.8050847457627118,0.695958384610814,0.30165804934606116,0.0907588776606325,0.6010254621505737,1.2470858097076416,0.6460603475570679,0.607448160648346,7.393141269683838,0.7861904761904761,0.3120497557997558,0.5862862359341232,,,,,,,,,,361152,231,361383,eb394b9da1f6e60dc9bd9a57bb603d63d5b0bd160d054d49214e99dc0db20d31
outer,strict_core,strict_core,0,ordinary_negative_ablation,ordinary_negative_ablation__arpls_minmax__legacy32__c46f0b8f7ae3,arpls_minmax,legacy,32,3141,68204124,70,1.0,118,118,0,0.8138095238095238,0.8211553492207938,0.8389830508474576,0.8142504498934867,0.33583781463883244,0.17451564718537393,0.6234917044639587,1.225868582725525,0.6023768782615662,0.6270657181739807,6.029599666595459,0.8138095238095238,0.2495192307692308,0.6149582681272822,,,,,,,,,,361152,231,361383,8a72f0b10485efcf808eb9ff7a07b65b230e920320fa19e06f221f5041f2ca81
outer,strict_core,strict_core,0,no_domain_balanced_batches,no_domain_balanced_batches__arpls_minmax__legacy32__207744727115,arpls_minmax,legacy,32,1729,672425814,70,1.0,118,118,0,0.7747619047619047,0.7831927079132048,0.7966101694915254,0.7936679976049464,0.34640794608987363,0.14585301800058129,0.6015252470970154,1.2044450044631958,0.6029197573661804,0.6035068035125732,6.247254371643066,0.8128571428571428,0.2876297313797314,0.5917728593784932,,,,,,,,,,361152,231,361383,ff141478edebc13ceb1dae2ef8eb348c607fdbe0e58f0e331c8a2fc69cfe8af1
outer,strict_core,strict_core,0,no_domain_balanced_batches,no_domain_balanced_batches__arpls_minmax__legacy32__207744727115,arpls_minmax,legacy,32,2718,1387627109,70,1.0,118,118,0,0.7685714285714286,0.775610866098671,0.7966101694915254,0.7186305062737003,0.32170320643733874,0.11823085356784185,0.5594635009765625,1.2355116605758667,0.6760481595993042,0.5721479058265686,5.947385311126709,0.8033333333333333,0.23840811965811964,0.6069844995901335,,,,,,,,,,361152,231,361383,0b3092e286ce96ccf47e973d1b7cae55c481643a60647bfce45282a13d150113
outer,strict_core,strict_core,0,no_domain_balanced_batches,no_domain_balanced_batches__arpls_minmax__legacy32__207744727115,arpls_minmax,legacy,32,3141,1164972746,70,1.0,118,118,0,0.8004761904761905,0.7932893798650272,0.8050847457627118,0.7573695431722004,0.3415596888429782,0.1655420278706493,0.5654760599136353,1.192885160446167,0.6274091005325317,0.5635707974433899,5.936522960662842,0.7914285714285715,0.20344932844932845,0.5613868395558536,,,,,,,,,,361152,231,361383,936b45e51a5192da97e234fc3e33a90fbd79052e034e53e52e7d68f15a986db6
outer,strict_core,strict_core,0,preprocessing_sensitivity_minimal_minmax,preprocessing_sensitivity_minimal_minmax__minimal_minmax__legacy32__e3894a6bdac9,minimal_minmax,legacy,32,1729,41680393,70,1.0,118,118,0,0.8028571428571427,0.8075909197040577,0.8220338983050848,0.6666837058131048,0.2814571571400014,0.17229529202165805,0.5860129594802856,1.2328068017959595,0.6467938423156738,0.6044742465019226,6.9882330894470215,0.8076190476190476,0.2677228327228327,0.5540930769804009,,,,,,,,,,361152,231,361383,82df98e00caaf5852f6d077fd68dd8c5f7f5680809ac413167585803484d1ce9
outer,strict_core,strict_core,0,preprocessing_sensitivity_minimal_minmax,preprocessing_sensitivity_minimal_minmax__minimal_minmax__legacy32__e3894a6bdac9,minimal_minmax,legacy,32,2718,1239638262,70,1.0,118,118,0,0.7895238095238096,0.7989875377034824,0.8220338983050848,0.6571715097034324,0.27676973072645733,0.12347800650243779,0.5681381225585938,1.2347640991210938,0.6666259765625,0.5921748876571655,6.592340469360352,0.7942857142857143,0.28115079365079365,0.584711975557046,,,,,,,,,,361152,231,361383,8adb419e4f6cfb9b7ed4785fdf8b517367ad4999c2a0a48f4594429da333114f
outer,strict_core,strict_core,0,preprocessing_sensitivity_minimal_minmax,preprocessing_sensitivity_minimal_minmax__minimal_minmax__legacy32__e3894a6bdac9,minimal_minmax,legacy,32,3141,1535782892,70,1.0,118,118,0,0.7761904761904761,0.7711594300008935,0.7796610169491526,0.7249619202408967,0.3169052493392702,0.11600180980703811,0.6675988435745239,1.2183310985565186,0.5507322549819946,0.6799121499061584,7.880475997924805,0.7952380952380952,0.31587301587301586,0.5675162083612788,,,,,,,,,,361152,231,361383,852ea24da9d19bee6161e020f7cd9d434da68b949c86003787a4b2029b97a6c2
outer,strict_core,strict_core,0,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy32__07c9da85aebb,derivative_1,legacy,32,1729,669360315,70,1.0,118,118,0,0.7847619047619048,0.797149054330746,0.8220338983050848,0.7906243333345249,0.3258501034840951,0.11072526687881534,0.613800048828125,1.2624784708023071,0.6486784219741821,0.6210722327232361,7.131295204162598,0.7719047619047619,0.2990918803418804,0.6104869960503764,,,,,,,,,,361152,231,361383,f0f7e3a5dabda9ac3cc0da754478814402b85afe964c377be05f548077cacf0c
outer,strict_core,strict_core,0,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy32__07c9da85aebb,derivative_1,legacy,32,2718,1559490955,70,1.0,118,118,0,0.7871428571428573,0.7953392604494497,0.8135593220338984,0.7902195733409617,0.3301202750731534,0.15990797597260592,0.5623444318771362,1.262060523033142,0.6997160911560059,0.5884631276130676,6.282991886138916,0.8014285714285715,0.2728205128205128,0.5744187346300023,,,,,,,,,,361152,231,361383,be1d9d42b1410e7f8aaecded26e5f792e5963627d4f5257f0b6f83d2df59f2d0
outer,strict_core,strict_core,0,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy32__07c9da85aebb,derivative_1,legacy,32,3141,1540032051,70,1.0,118,118,0,0.7147619047619047,0.6988629557025784,0.7288135593220338,0.9095612142802971,0.40615733427244444,0.11548149871264515,0.5759081840515137,1.2452545166015625,0.6693463325500488,0.6003975868225098,5.066934108734131,0.7242857142857142,0.25090811965811965,0.544852448021462,,,,,,,,,,361152,231,361383,693e8ed7e29d91b65db8aaaa001d8bc09f154b7a317a92a002ea68bf79ca4bff
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,103,103,0,0.8328798185941043,0.8158681807625078,0.8349514563106796,0.6478639312177557,0.27289231120396557,0.045192300431784564,0.5735528469085693,1.224062442779541,0.6505095958709717,0.5716531872749329,6.673030853271484,0.8418083900226757,0.2652152014652015,0.5640695332859512,0.817526455026455,87.0,0.8446601941747572,0.20837912087912086,103.0,1.0,0.6729842849245834,99.0,0.9611650485436893,361152,231,361383,fa3b3070cbded50ea687334cfd321d889c63867d9860b4802c101e54b55ae96f
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,15,15,0,0.5555555555555556,0.4583333333333333,0.4,2.0801772139622927,0.8306594452851841,0.2951123240542386,0.9936307668685913,1.114606261253357,0.12097549438476562,,5.6747822761535645,0.5972222222222222,0.11538461538461539,0.7037037037037037,0.08333333333333333,9.0,0.6,0.38461538461538464,15.0,1.0,0.3472222222222222,13.0,0.8666666666666667,361152,231,361383,fa3b3070cbded50ea687334cfd321d889c63867d9860b4802c101e54b55ae96f
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,469928559,70,0.7458733687003581,103,103,0,0.7633786848072562,0.7606728305917881,0.7572815533980582,0.8021711501228304,0.34194327391833385,0.10552335333191004,0.6303676962852478,1.2134472131729126,0.5830795168876648,0.6482056975364685,7.05412483215332,0.7857709750566892,0.27512820512820507,0.49221156124141197,0.7537037037037037,87.0,0.8446601941747572,0.23001373626373628,103.0,1.0,0.6644160151622839,99.0,0.9611650485436893,361152,231,361383,3179b66b989d989990f384236f2c68f8458411a51d4224173a3c8403feb67f89
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,2718,469928559,70,0.7458733687003581,15,15,0,0.5555555555555556,0.4583333333333333,0.4,2.0498758279116713,0.8861744235102924,0.42984599833855147,0.947437047958374,1.0011510848999023,0.05371403694152832,,5.63076639175415,0.5972222222222222,0.038461538461538464,0.5370370370370371,0.25,9.0,0.6,0.5961538461538461,15.0,1.0,0.4027777777777778,13.0,0.8666666666666667,361152,231,361383,3179b66b989d989990f384236f2c68f8458411a51d4224173a3c8403feb67f89
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,103,103,0,0.7857709750566892,0.7771132579063132,0.7766990291262136,0.7690304021596428,0.3437775916758034,0.0628371055276961,0.6407856345176697,1.2026023864746094,0.5618167519569397,0.639908492565155,6.639310359954834,0.801360544217687,0.24770146520146522,0.5379501303008766,0.7682539682539682,87.0,0.8446601941747572,0.2598672161172161,103.0,1.0,0.7103372028745163,99.0,0.9611650485436893,361152,231,361383,c82ee81b8db6f74eae7aa10ce24e1a3f1dfad777dfd14d9c68420819a61e842d
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,15,15,0,0.513888888888889,0.3611111111111111,0.4,1.983164828225324,0.7989414152919508,0.2736372205254852,0.9410260915756226,0.978635311126709,0.037609219551086426,,5.717412948608398,0.5972222222222222,0.23076923076923078,0.6574074074074074,0.4166666666666667,9.0,0.6,0.4230769230769231,15.0,1.0,0.3333333333333333,13.0,0.8666666666666667,361152,231,361383,c82ee81b8db6f74eae7aa10ce24e1a3f1dfad777dfd14d9c68420819a61e842d
outer,quality_pass,quality_pass,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,837942594,70,1.0,103,103,0,0.8068027210884354,0.7833295365068015,0.8058252427184466,0.6993430475556555,0.2931483382353383,0.08884109388633998,0.6364521384239197,1.2157915830612183,0.5793394446372986,0.6718661189079285,8.638128280639648,0.8147392290249433,0.23792735042735047,0.6458925610045013,,,,,,,,,,361152,231,361383,c6bdaeb596d8f9a604b238384613b3e6d1bf864d03ae084e7d5584a204d406a8
outer,quality_pass,field_quality_stress,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,1729,837942594,70,1.0,15,15,0,0.638888888888889,0.5448412698412698,0.5333333333333333,1.496237186064189,0.6643215072226093,0.24746501263726442,0.974579930305481,1.0663484334945679,0.09176850318908691,,6.580189228057861,0.638888888888889,0.19230769230769232,0.6666666666666666,,,,,,,,,,361152,231,361383,c6bdaeb596d8f9a604b238384613b3e6d1bf864d03ae084e7d5584a204d406a8
outer,quality_pass,quality_pass,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,811725674,70,1.0,103,103,0,0.795124716553288,0.7949119671335939,0.7961165048543689,0.6958377036673845,0.3107022116933184,0.08535509708634395,0.6422855257987976,1.232338309288025,0.5900527834892273,0.6483398675918579,8.326169967651367,0.7981009070294783,0.30669871794871795,0.6176409618573797,,,,,,,,,,361152,231,361383,cacd62870b3da02f33738e9f94d4b856dd62d0d3ffbf25667be86c8b9547d00d
outer,quality_pass,field_quality_stress,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,2718,811725674,70,1.0,15,15,0,0.5972222222222222,0.4444444444444444,0.4666666666666667,1.5268749505819323,0.6832043785123042,0.14229020767290562,0.9408624172210693,1.0209819078445435,0.08011949062347412,,6.661910057067871,0.5972222222222222,0.19230769230769232,0.4537037037037037,,,,,,,,,,361152,231,361383,cacd62870b3da02f33738e9f94d4b856dd62d0d3ffbf25667be86c8b9547d00d
outer,quality_pass,quality_pass,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1885426530,70,1.0,103,103,0,0.7775510204081633,0.7741109888575327,0.7669902912621359,0.7866841209705093,0.3500698147334463,0.10102207420699708,0.6822556257247925,1.2028405666351318,0.5205849409103394,0.7032755017280579,8.907776832580566,0.7818027210884353,0.268046398046398,0.5931207059938404,,,,,,,,,,361152,231,361383,11a1b8891d9685a3f9172b14ad69a2e399a0f15c91e803cfdb664bc50c23927e
outer,quality_pass,field_quality_stress,0,cross_entropy_only,cross_entropy_only__arpls_minmax__legacy32__1ce34d27141c,arpls_minmax,legacy,32,3141,1885426530,70,1.0,15,15,0,0.47222222222222227,0.33585858585858586,0.3333333333333333,2.2027293764112184,0.919253184634168,0.3535766583576994,0.7838739156723022,0.8446659445762634,0.06079202890396118,,5.318778991699219,0.47222222222222227,0.2692307692307692,0.49074074074074076,,,,,,,,,,361152,231,361383,11a1b8891d9685a3f9172b14ad69a2e399a0f15c91e803cfdb664bc50c23927e
outer,quality_pass,quality_pass,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2020410755,70,1.0,103,103,0,0.7988662131519275,0.7821606460115352,0.8058252427184466,1.1309377498240931,0.5349209239553689,0.41710593669020707,0.4446243345737457,1.1239430904388428,0.679318755865097,0.4510410726070404,3.545844078063965,0.7988662131519275,0.30957417582417585,0.4731846718787017,,,,,,,,,,361152,231,361383,39aa8dbf59b474cf7d382eb0d053a0c9085037eb2bd20b84a243f79824da7895
outer,quality_pass,field_quality_stress,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,1729,2020410755,70,1.0,15,15,0,0.5,0.3276643990929705,0.3333333333333333,1.8284907381509738,0.7965824521493098,0.14295875661629964,0.7610613107681274,0.8178795576095581,0.056818246841430664,,3.4986412525177,0.5,0.2692307692307692,0.49074074074074076,,,,,,,,,,361152,231,361383,39aa8dbf59b474cf7d382eb0d053a0c9085037eb2bd20b84a243f79824da7895
outer,quality_pass,quality_pass,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,2099931789,70,1.0,103,103,0,0.7336167800453515,0.707639314090927,0.7281553398058253,1.215124610791945,0.5747378748771633,0.3543042483897202,0.535468578338623,1.1145687103271484,0.5791001319885254,0.5421397089958191,3.8423798084259033,0.7336167800453515,0.23161630036630038,0.49505448945747454,,,,,,,,,,361152,231,361383,5ad183e9a2f0c56a3e6948c4e97fc4aa65bbef974e4e0ec3074959b3c13472de
outer,quality_pass,field_quality_stress,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,2718,2099931789,70,1.0,15,15,0,0.513888888888889,0.34523809523809523,0.4,1.700680187690406,0.7717213645634511,0.06791374429460267,0.8551822304725647,0.9079922437667847,0.05281001329421997,,3.1042816638946533,0.513888888888889,0.0,0.4444444444444444,,,,,,,,,,361152,231,361383,5ad183e9a2f0c56a3e6948c4e97fc4aa65bbef974e4e0ec3074959b3c13472de
outer,quality_pass,quality_pass,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,825081261,70,1.0,103,103,0,0.8023526077097506,0.7996074001326102,0.7961165048543689,1.09078464967221,0.5076856418123932,0.3914188181213435,0.5401459336280823,1.148645043373108,0.6084991097450256,0.539046585559845,5.172123908996582,0.8023526077097506,0.247779304029304,0.5635957119166074,,,,,,,,,,361152,231,361383,c8d649afab5ab216a4f841edb27cd5923109ae6cdda6bf7427c531760651045a
outer,quality_pass,field_quality_stress,0,supervised_contrastive_only,supervised_contrastive_only__arpls_minmax__legacy32__809317046e24,arpls_minmax,legacy,32,3141,825081261,70,1.0,15,15,0,0.5972222222222222,0.4583333333333333,0.4,1.8309082407070734,0.7963573930657639,0.034632643528804685,0.8383697271347046,0.9123601913452148,0.07399046421051025,,4.409273624420166,0.513888888888889,0.23076923076923078,0.49074074074074076,,,,,,,,,,361152,231,361383,c8d649afab5ab216a4f841edb27cd5923109ae6cdda6bf7427c531760651045a
