variant,evaluation_subset,metric,independent_unit,mean,sd,ci95_half_width,n_independent_units
ce_plus_supervised_contrastive,field_quality_stress,balanced_accuracy,outer master-group fold after averaging seeds,0.41907407407407404,0.11349481533645338,0.14092242618605857,5
ce_plus_supervised_contrastive,field_quality_stress,macro_f1,outer master-group fold after averaging seeds,0.33758952687524113,0.0898346185358469,0.11154441162832965,5
ce_plus_supervised_contrastive,field_quality_stress,accuracy,outer master-group fold after averaging seeds,0.38753381770925627,0.06602507144654496,0.0819809541940062,5
ce_plus_supervised_contrastive,field_quality_stress,negative_log_likelihood,outer master-group fold after averaging seeds,1.7669439901297952,0.09478828486269432,0.11769520076549037,5
ce_plus_supervised_contrastive,field_quality_stress,expected_calibration_error_10,outer master-group fold after averaging seeds,0.23287528798507579,0.08026930658766526,0.09966750815068419,5
ce_plus_supervised_contrastive,field_quality_stress,different_minus_same_margin,outer master-group fold after averaging seeds,0.11893403530120845,0.05935997032420164,0.073705138086005,5
ce_plus_supervised_contrastive,field_quality_stress,embedding_effective_rank,outer master-group fold after averaging seeds,6.131569576263429,0.8984209138447181,1.1155369039543124,5
ce_plus_supervised_contrastive,field_quality_stress,analyte_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.422037037037037,0.10827398707824412,0.13443991169703529,5
ce_plus_supervised_contrastive,field_quality_stress,instrument_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.18819834486501147,0.07996036439959014,0.09928390575822502,5
ce_plus_supervised_contrastive,field_quality_stress,sensor_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.4835253326919994,0.08160997520193623,0.1013321681025462,5
ce_plus_supervised_contrastive,quality_pass,balanced_accuracy,outer master-group fold after averaging seeds,0.7127621215247891,0.056451064929174004,0.07009325498281849,5
ce_plus_supervised_contrastive,quality_pass,macro_f1,outer master-group fold after averaging seeds,0.6944862332799134,0.04258469735072978,0.05287588557480438,5
ce_plus_supervised_contrastive,quality_pass,accuracy,outer master-group fold after averaging seeds,0.7350008449768847,0.032277786421035175,0.040078165340709695,5
ce_plus_supervised_contrastive,quality_pass,negative_log_likelihood,outer master-group fold after averaging seeds,0.8818247921704359,0.0690686685106999,0.08576007909360606,5
ce_plus_supervised_contrastive,quality_pass,expected_calibration_error_10,outer master-group fold after averaging seeds,0.12920544391432606,0.03320871831673407,0.041234069960378594,5
ce_plus_supervised_contrastive,quality_pass,different_minus_same_margin,outer master-group fold after averaging seeds,0.5917255560557046,0.06051782634367629,0.07514280622049019,5
ce_plus_supervised_contrastive,quality_pass,embedding_effective_rank,outer master-group fold after averaging seeds,6.730850919087729,0.555286434058878,0.6894791738618572,5
ce_plus_supervised_contrastive,quality_pass,analyte_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.7109172778476471,0.04825440719277236,0.0599157601659302,5
ce_plus_supervised_contrastive,quality_pass,instrument_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.28650605314305,0.041051500141230345,0.05097216979762246,5
ce_plus_supervised_contrastive,quality_pass,sensor_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.605718532785006,0.037795148033512006,0.04692887461999365,5
ce_plus_supervised_contrastive,strict_core,balanced_accuracy,outer master-group fold after averaging seeds,0.7029491282088536,0.04938706117022708,0.06132213583215803,5
ce_plus_supervised_contrastive,strict_core,macro_f1,outer master-group fold after averaging seeds,0.6961855170454018,0.05637414063523689,0.06999774085644953,5
ce_plus_supervised_contrastive,strict_core,accuracy,outer master-group fold after averaging seeds,0.7221939275586399,0.048479345520096806,0.06019505798878515,5
ce_plus_supervised_contrastive,strict_core,negative_log_likelihood,outer master-group fold after averaging seeds,0.8984522907074286,0.09658979370865763,0.1199320694419686,5
ce_plus_supervised_contrastive,strict_core,expected_calibration_error_10,outer master-group fold after averaging seeds,0.09682253330563016,0.022681618033980055,0.028162948533802277,5
ce_plus_supervised_contrastive,strict_core,different_minus_same_margin,outer master-group fold after averaging seeds,0.5434920032819112,0.066936516575425,0.08311266279687474,5
ce_plus_supervised_contrastive,strict_core,embedding_effective_rank,outer master-group fold after averaging seeds,7.342920049031575,0.6302182238604306,0.7825192795794171,5
ce_plus_supervised_contrastive,strict_core,analyte_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.7084125410143718,0.050868343159399296,0.06316139034930082,5
ce_plus_supervised_contrastive,strict_core,instrument_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.30001310573160755,0.03644358507420333,0.045250687552114324,5
ce_plus_supervised_contrastive,strict_core,sensor_probe_balanced_accuracy,outer master-group fold after averaging seeds,0.5612700244410866,0.08727608179961195,0.10836756867486494,5
cross_entropy_only,field_quality_stress,balanced_accuracy,outer master-group fold after averaging seeds,0.42095238095238086,0.0885940582401257,0.1100040525715316,5
