stage,subset,protocol,domain_type,heldout_domain,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10,same_analyte_distance,different_analyte_distance,different_minus_same_margin,same_master_cross_instrument_distance,embedding_effective_rank,analyte_probe_balanced_accuracy,instrument_probe_balanced_accuracy,sensor_probe_balanced_accuracy,analyte_heldout_master_probe_balanced_accuracy,analyte_heldout_master_probe_n_supported,analyte_heldout_master_probe_supported_fraction,instrument_heldout_master_probe_balanced_accuracy,instrument_heldout_master_probe_n_supported,instrument_heldout_master_probe_supported_fraction,sensor_heldout_master_probe_balanced_accuracy,sensor_heldout_master_probe_n_supported,sensor_heldout_master_probe_supported_fraction,encoder_parameters,classifier_parameters,total_parameters,state_sha256
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1045185716,61,0.7849390324234737,98,98,0,0.3396061221691474,0.33254652615554875,0.3673469387755102,2.0331116962981444,0.9059519358888836,0.28259479219797634,0.9915429949760437,1.0832091569900513,0.09166616201400757,1.0477293729782104,8.01285457611084,0.31341564597867116,0.17700892857142858,,0.30006233262535786,98,1.0,0.521123545572075,98,1.0,,0,0.0,719584,455,720039,625056bd128d3f9615b824e84fc3565ac716fddb355292c71b83fb81b1f9b396
domain,strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2064601086,61,0.7849390324234737,324,324,0,0.4969749292751926,0.28271793070581086,0.5524691358024691,1.5037285935884068,0.6586339993595921,0.1892270687957245,0.582366406917572,1.0120574235916138,0.42969101667404175,0.6453590393066406,3.9959323406219482,0.5324441517900693,0.1503668147794045,,0.7457919959028388,324,1.0,0.2909001386862918,323,0.9969135802469136,,0,0.0,719584,455,720039,c01db9fe6524d97bd0ef0a7952c3aead6dae77e2449b98c23ca525d9a0575f6e
domain,strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1413764229,61,0.7849390324234737,324,324,0,0.4446814944883426,0.24783123778174027,0.49074074074074076,1.5796651150941636,0.6662876281504199,0.13907894060640005,0.6964098811149597,1.1205369234085083,0.4241270422935486,0.7396190166473389,6.782334804534912,0.4904775143888401,0.15354511015736255,,0.7592666569115208,324,1.0,0.34267098505747784,323,0.9969135802469136,,0,0.0,719584,455,720039,3390addaa807458904622243735033eb01c7fb9758230682bd28c21eda5ca1cd
domain,strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1396733646,61,0.7849390324234737,324,324,0,0.45284667349526875,0.2453792694904195,0.5123456790123457,1.5763820251517138,0.6643017417114907,0.24638021378478883,0.6720168590545654,1.1831947565078735,0.5111778974533081,0.6931411027908325,4.294588088989258,0.4713492586089162,0.1310791492561888,,0.6582906545702859,324,1.0,0.18666722472363276,323,0.9969135802469136,,0,0.0,719584,455,720039,d92227128264c7ae85630948651909ba86de707a3ab1ab9a497d603397c3ab33
domain,quality_pass,domain_and_sample,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1409609965,61,0.7117630673716475,29,19,10,0.8636363636363636,0.5769980506822612,0.8421052631578947,0.8359374674881588,0.36223401302245195,0.23059950493041767,0.5514235496520996,0.8977908492088318,0.3463672995567322,,3.0145950317382812,0.7386363636363636,,0.47619047619047616,0.7674242424242425,29,1.0,,0,0.0,0.6369047619047619,29,1.0,719584,390,719974,a517bfb923eaadcd7e0236b05193f4cfac8ed01399b600469bdbeda7b86d8f43
domain,quality_pass,domain_and_sample,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,820204830,61,0.7117630673716475,29,19,10,0.8181818181818181,0.4297385620915033,0.7894736842105263,0.7579168402078711,0.3723675202738401,0.30931125127943465,0.7610459327697754,1.177203893661499,0.41615796089172363,,3.729255199432373,0.7556818181818181,,0.5059523809523809,0.7674242424242425,29,1.0,,0,0.0,0.7559523809523809,29,1.0,719584,390,719974,2067249f601ad50c38733e88e5b847daffc465b0ce632ba081dcf7fa3425d841
domain,quality_pass,domain_and_sample,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,861367107,61,0.7117630673716475,29,19,10,0.8636363636363636,0.4458204334365325,0.8421052631578947,0.6962741186777447,0.280344201259428,0.07504188238775028,0.7657612562179565,1.215114712715149,0.4493534564971924,,3.905923843383789,0.8636363636363636,,0.5297619047619048,0.7424242424242425,29,1.0,,0,0.0,0.7708333333333333,29,1.0,719584,390,719974,a3e654d2e48f148669846db77f79faa6a023aaba23cd6ea2734bde12cfea2532
domain,quality_pass,domain_and_sample,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1236931961,61,0.7117630673716475,72,61,11,0.5320767195767195,0.509592822636301,0.6885245901639344,1.1943350202635266,0.5799969442970601,0.31010560315893165,0.5601782202720642,1.1235880851745605,0.5634098649024963,,4.7210493087768555,0.588558201058201,,0.5757575757575757,0.6886784511784513,68,0.9444444444444444,,0,0.0,0.6113053613053613,72,1.0,719584,390,719974,3d0f13959f29addc76dac7ba50744489fd8e8c130f6f64665901d82001d97ae8
domain,quality_pass,domain_and_sample,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1860349296,61,0.7117630673716475,72,61,11,0.5707010582010581,0.5567718214777039,0.7049180327868853,1.1831741336988042,0.5668383864362546,0.3162202388086663,0.617064893245697,1.1625949144363403,0.5455300211906433,,5.866711616516113,0.6227843915343915,,0.6883741258741258,0.7017736892736893,68,0.9444444444444444,,0,0.0,0.7456293706293706,72,1.0,719584,390,719974,0ef0fe21e5f3b2cd61d515be0214ca855eddf36efe556df5a596f9725ce950a1
domain,quality_pass,domain_and_sample,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,679052209,61,0.7117630673716475,72,61,11,0.5758267195767195,0.562761176731765,0.7213114754098361,1.1222081584741799,0.5332449295992503,0.3272899303461408,0.5473585724830627,1.1008470058441162,0.5534884333610535,,5.458403587341309,0.6137896825396825,,0.6931818181818181,0.6636784511784513,68,0.9444444444444444,,0,0.0,0.7084790209790209,72,1.0,719584,390,719974,e35d8856de612f4d96276d3b132e2c3037d2ed0dcf2eeb09f91c2bb70e8a71e1
domain,quality_pass,domain_and_sample,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1744765603,61,0.7117630673716475,21,21,0,0.7142857142857143,0.58399209486166,0.7142857142857143,1.3991088618961964,0.49313276708491277,0.13067189751843478,0.47587260603904724,0.9575929045677185,0.48172029852867126,,3.2147810459136963,0.7142857142857143,,0.4444444444444444,0.6031746031746031,21,1.0,,0,0.0,0.5625,16,0.7619047619047619,719584,455,720039,d804ba970bbcd10b704db5afcd68d83850d27244ee7acca336acb2deb687bf9a
domain,quality_pass,domain_and_sample,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1346669680,61,0.7117630673716475,21,21,0,0.7142857142857143,0.5888888888888889,0.7142857142857143,1.2381906763533501,0.4833276576430542,0.2048170505904533,0.36684295535087585,0.9593340158462524,0.5924910604953766,,2.520404100418091,0.7619047619047619,,0.5,0.7619047619047619,21,1.0,,0,0.0,0.5625,16,0.7619047619047619,719584,455,720039,18cde1d03720baab5c0a5bbcccdc386ea2f2b8e3cc263d4abe33a4ed3ad7ffbc
domain,quality_pass,domain_and_sample,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1597010589,61,0.7117630673716475,21,21,0,0.7142857142857143,0.45163043478260867,0.7142857142857143,1.3078055800969548,0.49301829208507786,0.2279604581750384,0.3842262625694275,0.9978373050689697,0.6136110424995422,,2.67696213722229,0.7142857142857143,,0.5,0.7619047619047619,21,1.0,,0,0.0,0.5625,16,0.7619047619047619,719584,455,720039,c7d5ae42695344a4b8786888b763d3a6aa09d16bf29e8f3e6834ef947c907113
domain,quality_pass,domain_and_sample,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,26552087,61,0.7117630673716475,74,3,71,0.25,0.16666666666666666,0.3333333333333333,2.2575631240241587,1.1599526961265247,0.6901248135347477,0.6525790095329285,0.7643003463745117,0.11172133684158325,,3.104161262512207,0.25,,0.2708333333333333,0.3770186335403727,71,0.9594594594594594,,0,0.0,0.6265723270440252,73,0.9864864864864865,719584,260,719844,b58a3f608e3afc65e775f38e23f5c3c3bdd131c35d58f49c0d9a5114833613af
domain,quality_pass,domain_and_sample,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1267483336,61,0.7117630673716475,74,3,71,0.0,0.0,0.0,2.5568950511779036,1.3153888111833678,0.6119597697161517,0.8716004490852356,0.9668804407119751,0.0952799916267395,,3.2743818759918213,0.0,,0.3125,0.470703933747412,71,0.9594594594594594,,0,0.0,0.4284591194968554,73,0.9864864864864865,719584,260,719844,b859fa8ce930093f980ffe9fc8982d999f9fdb679dc9c573496d103d7db43946
domain,quality_pass,domain_and_sample,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,18352334,61,0.7117630673716475,74,3,71,0.0,0.0,0.0,2.4260073376536084,1.2942212940416618,0.6645966823891607,0.682002067565918,0.788761556148529,0.10675948858261108,,4.231855869293213,0.0,,0.020833333333333332,0.49399585921325045,71,0.9594594594594594,,0,0.0,0.6745283018867925,73,0.9864864864864865,719584,260,719844,a5f5fa9f9a720167718938e39d35b02bc600fa983812909523bc6057e353cb98
domain,quality_pass,domain_and_sample,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,656776355,61,0.7117630673716475,71,41,30,0.5925,0.4692012967875037,0.5853658536585366,1.2083876109870921,0.6269466147467974,0.24414402450307504,0.7906995415687561,0.9827808737754822,0.19208133220672607,,4.52381706237793,0.6125,,0.6053921568627452,0.6980555555555555,71,1.0,,0,0.0,0.5877450980392157,71,1.0,719584,390,719974,c574e0c4c180b3164e3eebc7a0d8cbbea24a78f74ed14e0298af14897a0c40fb
domain,quality_pass,domain_and_sample,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1368204069,61,0.7117630673716475,71,41,30,0.5725,0.33771929824561403,0.5609756097560976,1.4409964847011898,0.6299956231725566,0.2481829733031646,0.8973450064659119,1.105954885482788,0.20860987901687622,,3.96689772605896,0.5725,,0.5279411764705882,0.6691666666666668,71,1.0,,0,0.0,0.8029411764705883,71,1.0,719584,390,719974,f1947cfa16eaed337880af1a9fe9f8d69a45317985672dd3175faffa14cbd67d
domain,quality_pass,domain_and_sample,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,608336629,61,0.7117630673716475,71,41,30,0.6012500000000001,0.46086480569239185,0.6097560975609756,1.1794343586014848,0.5737234928887941,0.15077398546135554,0.8004236221313477,1.0139726400375366,0.21354901790618896,,4.1292338371276855,0.6212500000000001,,0.5705882352941176,0.6816666666666666,71,1.0,,0,0.0,0.6647058823529413,71,1.0,719584,390,719974,91ced943f59d319d2b18f98393cb825a38314ddbeb03c67aa83ef72583c32ef7
domain,quality_pass,domain_and_sample,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1927914168,61,0.7117630673716475,40,23,17,0.6190476190476191,0.5090909090909091,0.6086956521739131,1.0107031895446374,0.4778683543388153,0.23856256482578203,0.7352920174598694,1.0074876546859741,0.27219563722610474,,4.263721942901611,0.6190476190476191,,0.7333333333333334,0.7718643012760659,40,1.0,,0,0.0,0.7166666666666666,40,1.0,719584,390,719974,7c9174dcd43a56ce8e50cdedd60f3baeb2a89c3130100704d51ee76c8b1ae409
domain,quality_pass,domain_and_sample,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2018238850,61,0.7117630673716475,40,23,17,0.7103174603174603,0.41440217391304346,0.6956521739130435,0.7706667979281999,0.45443105942032963,0.205065315856047,0.7183598279953003,0.9958894848823547,0.27752965688705444,,5.403341293334961,0.6547619047619048,,0.65,0.7326486150015562,40,1.0,,0,0.0,0.6666666666666666,40,1.0,719584,390,719974,6b906c9405d9382fd093720bbdd7b2cecd10ee26589c4eee73cfb58b9238b4c4
domain,quality_pass,domain_and_sample,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1561261188,61,0.7117630673716475,40,23,17,0.746031746031746,0.42708333333333337,0.7391304347826086,0.7562799709758853,0.39981285172251074,0.21908770806556196,0.7010952234268188,1.0289667844772339,0.32787156105041504,,2.94077467918396,0.7063492063492063,,0.6,0.7452536570183629,40,1.0,,0,0.0,0.6833333333333333,40,1.0,719584,390,719974,bf213bae6efd4a562af6d9a42ef726860135acb72612f1796b5612d023761dd6
domain,quality_pass,domain_and_sample,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1459411121,61,0.7117630673716475,42,17,25,1.0,1.0,1.0,0.3140653671728464,0.12526155523897542,0.26049860647110684,0.5650578737258911,1.1113604307174683,0.5463025569915771,,3.3524739742279053,1.0,,0.53125,0.6933333333333334,42,1.0,,0,0.0,0.7683531746031745,42,1.0,719584,195,719779,38375f5c126c6689ceb1e89fe195cb57045e2c6c09118ecf1f4715cb1395d417
domain,quality_pass,domain_and_sample,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1666274559,61,0.7117630673716475,42,17,25,0.9696969696969697,0.947089947089947,0.9411764705882353,0.4771525899330192,0.23216497293055802,0.2773355696098793,0.5169680714607239,1.086692214012146,0.5697241425514221,,2.8893771171569824,0.9696969696969697,,0.46875,0.5418181818181818,42,1.0,,0,0.0,0.652281746031746,42,1.0,719584,195,719779,a6d0b1b80e0bc8bc10c95d3bb5b22737611d2bbaa64e95f605dcc65dc7609886
domain,quality_pass,domain_and_sample,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,694318519,61,0.7117630673716475,42,17,25,1.0,1.0,1.0,0.16886907378096114,0.04687091537129739,0.1504809074493375,0.4588959217071533,1.0830940008163452,0.6241980791091919,,2.8091447353363037,1.0,,0.46875,0.5533333333333333,42,1.0,,0,0.0,0.7058531746031745,42,1.0,719584,195,719779,2c3809003a282198b0f40d61647e038f407d50c09cc74e562cff29ab3fe128bf
domain,quality_pass,domain_and_sample,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,499123934,61,0.7117630673716475,42,41,1,0.464041514041514,0.4353886853886854,0.7073170731707317,1.323440978218465,0.6390050120041245,0.3671053047840284,0.5739017724990845,1.1487585306167603,0.5748567581176758,,4.573775291442871,0.6307081807081807,,0.5238095238095238,0.3997069597069597,39,0.9285714285714286,,0,0.0,0.98989898989899,42,1.0,719584,390,719974,9e183615150ed2f5afea90c7aba773649866a8536ab9119eced39df17b32c9d5
domain,quality_pass,domain_and_sample,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1882053467,61,0.7117630673716475,42,41,1,0.45293040293040293,0.4263659147869674,0.6829268292682927,1.168759847977008,0.5621014922775553,0.341418025192906,0.5193012356758118,1.0620837211608887,0.5427824854850769,,4.721991062164307,0.45293040293040293,,0.38095238095238093,0.5425641025641026,39,0.9285714285714286,,0,0.0,0.9797979797979798,42,1.0,719584,390,719974,b5ddbd6199a8734315a1e5ef5eb415c2243163367324f702e941450d5d415fbe
domain,quality_pass,domain_and_sample,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1799949325,61,0.7117630673716475,42,41,1,0.4145909645909646,0.3912190963341859,0.6341463414634146,1.0705892452764743,0.501239425190103,0.31108415093272423,0.5595788955688477,1.0642057657241821,0.5046268701553345,,6.0368781089782715,0.5940781440781441,,0.42857142857142855,0.37113553113553116,39,0.9285714285714286,,0,0.0,0.9220779220779222,42,1.0,719584,390,719974,8fcc675ef9250354b24744d2c3794b70b0e0045bf547951c2faa19842cf76e41
domain,quality_pass,domain_and_sample,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1577056345,61,0.7117630673716475,45,20,25,0.7070707070707071,0.40032679738562094,0.7,1.203588185148715,0.47014061243041,0.23237306688540055,0.6134333610534668,0.985593855381012,0.37216049432754517,,2.8855538368225098,0.7070707070707071,,0.4444444444444444,0.6435016835016835,45,1.0,,0,0.0,0.746415770609319,45,1.0,719584,390,719974,388f0fb10c9ee2dd6b6a4499b8f727759a5e1ae37fa1d79f9cc2bc75556e532f
domain,quality_pass,domain_and_sample,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1829793767,61,0.7117630673716475,45,20,25,0.7070707070707071,0.40032679738562094,0.7,1.1925774816976609,0.46356296524685614,0.26491974307992205,0.6386871337890625,1.02421236038208,0.3855252265930176,,2.7204370498657227,0.7070707070707071,,0.3611111111111111,0.55986531986532,45,1.0,,0,0.0,0.724910394265233,45,1.0,719584,390,719974,a3dd41a694c43c8cdb63c2bd881244839b1f9379295ecdba9713205220ff7a18
domain,quality_pass,domain_and_sample,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,2006306887,61,0.7117630673716475,45,20,25,0.7070707070707071,0.533769063180828,0.7,1.149434583898729,0.45597210107403663,0.2863045953376731,0.666508674621582,1.0198346376419067,0.3533259630203247,,2.6107077598571777,0.7070707070707071,,0.3611111111111111,0.5901683501683502,45,1.0,,0,0.0,0.7401433691756273,45,1.0,719584,390,719974,b5b0a97fbf5a6aa9c7de0e98b573c735fa79c0e6751ebb151a092faa2ccbb290
domain,quality_pass,domain_and_sample,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1058652266,61,0.7117630673716475,64,64,0,0.6726190476190476,0.32393617021276594,0.578125,1.6148833631090538,0.6098213504826118,0.27509510044687124,0.6496592164039612,1.2501566410064697,0.6004974246025085,,4.260606288909912,0.6726190476190476,,0.47413793103448276,0.9365079365079364,64,1.0,,0,0.0,0.5459770114942528,64,1.0,719584,455,720039,5afb43a77d5c42b45f6d59596fec6017735d27aee506e629f187b4248470fa69
domain,quality_pass,domain_and_sample,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1373925408,61,0.7117630673716475,64,64,0,0.625,0.27393617021276595,0.515625,2.007853457891845,0.7544195942619092,0.18810444548040908,0.5486058592796326,0.9114155769348145,0.3628097176551819,,3.2736425399780273,0.625,,0.5229885057471264,0.8869047619047619,64,1.0,,0,0.0,0.7959770114942528,64,1.0,719584,455,720039,048e87bd47e81f11d343af01957640a2dd3141ba62a2c5ef5f8e39997029a45d
domain,quality_pass,domain_and_sample,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,491821809,61,0.7117630673716475,64,64,0,0.6607142857142857,0.3753763440860215,0.5625,1.6780305680974958,0.6857379943278465,0.23003568028663046,0.7027040719985962,1.200960397720337,0.4982563257217407,,4.993871688842773,0.6607142857142857,,0.6149425287356322,0.8988095238095237,64,1.0,,0,0.0,0.7126436781609196,64,1.0,719584,455,720039,db361a23ddee110ac30f0b7dcdf145acf751ef14c47fa1f597a45d979e6d77ef
domain,quality_pass,domain_and_sample,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1779394542,61,0.7117630673716475,18,18,0,0.9230769230769231,0.47916666666666663,0.8888888888888888,0.38361198585595463,0.18387471742125466,0.1467667237014964,0.6790339946746826,1.3281307220458984,0.6490967273712158,0.6368991136550903,4.036358833312988,0.9230769230769231,0.4,,1.0,13,0.7222222222222222,0.3958333333333333,15,0.8333333333333334,,0,0.0,719584,455,720039,ba86cb071fbcd67ccd660b6d1611239113456f06f728663bebcc5fd332d4a4cb
domain,quality_pass,domain_and_sample,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,500282237,61,0.7117630673716475,18,18,0,0.7461538461538462,0.34141414141414145,0.7222222222222222,0.7738174585577711,0.3704465893076415,0.1789653370546031,0.7179697751998901,1.4009294509887695,0.6829596757888794,0.6765813231468201,3.5640571117401123,0.7076923076923077,0.26666666666666666,,0.9230769230769231,13,0.7222222222222222,0.3958333333333333,15,0.8333333333333334,,0,0.0,719584,455,720039,b61f68842c6faec224a0005418a14a8203f4949845eb9f9837b926cbdaaae07c
domain,quality_pass,domain_and_sample,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,726397034,61,0.7117630673716475,18,18,0,0.823076923076923,0.36111111111111105,0.8333333333333334,0.7049350509262841,0.2963875246184391,0.13341372088402784,0.5733777284622192,1.3839857578277588,0.8106080293655396,0.5481662154197693,3.0331339836120605,0.823076923076923,0.4,,1.0,13,0.7222222222222222,0.5208333333333333,15,0.8333333333333334,,0,0.0,719584,455,720039,aa70d2a065ce7431fc90d978fd6dac89f3c7b0451678a61d198c7110a4e04524
domain,quality_pass,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1220598208,61,0.7117630673716475,104,0,104,,,,,,,0.7207988500595093,1.0031439065933228,0.2823450565338135,0.6589561104774475,3.817399024963379,,0.23349056603773585,,0.6768253968253969,104,1.0,0.30086237560370244,104,1.0,,0,0.0,719584,260,719844,176715f2706453608aa480b14a71e94dbabeeb1dd84996b378348286cb22ffcc
domain,quality_pass,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1863326196,61,0.7117630673716475,104,0,104,,,,,,,0.7588671445846558,0.9213226437568665,0.1624554991722107,0.7255954742431641,4.309333801269531,,0.22353589806419993,,0.525578231292517,104,1.0,0.3823351329133435,104,1.0,,0,0.0,719584,260,719844,2454396f5707e9019269e8262bdf38141b10ea604c6d09ca1beade4e84476d30
domain,quality_pass,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,630076378,61,0.7117630673716475,104,0,104,,,,,,,0.5665580034255981,0.8222719430923462,0.25571393966674805,0.4912458062171936,2.9210658073425293,,0.2285591766723842,,0.6164172335600907,104,1.0,0.4453889385112757,104,1.0,,0,0.0,719584,260,719844,b5be9714bd12a5b1cab23c6405e3da00bdd62319e7f6d0cd43a62bfee2d38ac5
domain,quality_pass,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,275960647,61,0.7117630673716475,82,64,18,0.29624542124542125,0.17573483427141964,0.265625,1.886565764750932,0.8652153200934612,0.10667426039805594,0.8865394592285156,0.9329649209976196,0.046425461769104004,0.9761558771133423,5.531716346740723,0.3138481888481889,0.12135416666666667,,0.3028083028083028,82,1.0,0.6009672619047619,82,1.0,,0,0.0,719584,390,719974,1ab0e600776d44f644df6518f6a95f471f20c12a9947521f0fc2dbd548f8b25d
domain,quality_pass,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1423188390,61,0.7117630673716475,82,64,18,0.29624542124542125,0.18063684503901897,0.265625,1.886493446140597,0.871503731097043,0.18023299783618157,0.7961274981498718,0.8352746367454529,0.039147138595581055,0.8509390354156494,6.035429000854492,0.2834249084249084,0.11822916666666668,,0.2336473050758765,82,1.0,0.5287946428571428,82,1.0,,0,0.0,719584,390,719974,67b297e584da6e3990e536a6cb51af34f432e80cb8c673818a8a3b4585552dbc
domain,quality_pass,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1201642589,61,0.7117630673716475,82,64,18,0.24267399267399267,0.1588666617455279,0.234375,1.8955945543892576,0.8656881133609011,0.18984422875091256,0.8968927264213562,0.944254457950592,0.04736173152923584,0.9799779057502747,5.713487148284912,0.3379120879120879,0.1313988095238095,,0.39010989010989006,82,1.0,0.5523809523809524,82,1.0,,0,0.0,719584,390,719974,ac02f971caacfbef9392ae567d93b28d6379851f694104ee4f53d142a8fd9953
domain,quality_pass,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,999206416,61,0.7117630673716475,296,0,296,,,,,,,0.8365704417228699,0.977217435836792,0.14064699411392212,0.8160694241523743,4.067047119140625,,0.048677884615384616,,0.5631596243984163,296,1.0,0.2615681485800654,295,0.9966216216216216,,0,0.0,719584,195,719779,de9c606f527078ba9a00dd970a9de7f0eedea77c30a8cb9774948ec5b7d82594
domain,quality_pass,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,659325932,61,0.7117630673716475,296,0,296,,,,,,,0.8686347007751465,0.9875264763832092,0.11889177560806274,0.8764032125473022,3.959705352783203,,0.3388512529137529,,0.5641351110660929,296,1.0,0.27986204373438145,295,0.9966216216216216,,0,0.0,719584,195,719779,ca2532b4e5102950bae0266de178b420aae4c27eff55c6ed3524c2743f250b43
domain,quality_pass,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1562003071,61,0.7117630673716475,296,0,296,,,,,,,0.9597430229187012,1.037189245223999,0.07744622230529785,0.9542093873023987,4.256685733795166,,0.4203634906759907,,0.5251395291788462,296,1.0,0.3418721382432082,295,0.9966216216216216,,0,0.0,719584,195,719779,8888f048139d933d6334d280d4505db2328e9f3590362b11c7b45cdab7381108
