stage,subset,protocol,domain_type,heldout_domain,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10,same_analyte_distance,different_analyte_distance,different_minus_same_margin,same_master_cross_instrument_distance,embedding_effective_rank,analyte_probe_balanced_accuracy,instrument_probe_balanced_accuracy,sensor_probe_balanced_accuracy,analyte_heldout_master_probe_balanced_accuracy,analyte_heldout_master_probe_n_supported,analyte_heldout_master_probe_supported_fraction,instrument_heldout_master_probe_balanced_accuracy,instrument_heldout_master_probe_n_supported,instrument_heldout_master_probe_supported_fraction,sensor_heldout_master_probe_balanced_accuracy,sensor_heldout_master_probe_n_supported,sensor_heldout_master_probe_supported_fraction,encoder_parameters,classifier_parameters,total_parameters,state_sha256
domain,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,698807119,61,0.7849390324234737,153,1,152,0.0,0.0,0.0,2.958613187102958,1.6439414735605404,0.8603282903389652,0.8273867964744568,1.0430155992507935,0.21562880277633667,0.8126757144927979,4.881838321685791,0.0,0.1899092970521542,,0.5322297224900889,152,0.9934640522875817,0.2894179894179894,153,1.0,,0,0.0,719584,260,719844,71b0686e8506f0db19b1ed9c936e1e20bb69dedda418854d905d5f02389e68f5
domain,strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,815309777,61,0.7849390324234737,153,1,152,0.0,0.0,0.0,3.4629497350814216,1.736128134046469,0.8910909033046993,0.845945417881012,1.0197104215621948,0.17376500368118286,0.8428269028663635,5.504402160644531,0.0,0.21541950113378686,,0.6192301510768242,152,0.9934640522875817,0.4280895691609977,153,1.0,,0,0.0,719584,260,719844,8108314df718891dd063d2bdc93a172acc25ee8d5434764f340346da4c3f34aa
domain,strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2030722054,61,0.7849390324234737,98,78,20,0.2501263442439913,0.2186292604897256,0.24358974358974358,1.7879388208447504,0.8378091984094121,0.10304324075129306,1.0424078702926636,1.0887335538864136,0.04632568359375,1.1068326234817505,6.439408302307129,0.28178741193447077,0.17032967032967034,,0.24617056612854932,98,1.0,0.4476416047188106,98,1.0,,0,0.0,719584,390,719974,b3109dbb5864405a95d4b8830cb559a0bd5fe8f76574d59e657a16ccba6fb227
domain,strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1983406240,61,0.7849390324234737,98,78,20,0.28279857397504454,0.21055555555555552,0.2948717948717949,1.7439198470384747,0.8241186977569662,0.13995465113704778,0.9453848600387573,1.0066636800765991,0.0612788200378418,1.0345888137817383,7.9071044921875,0.27168746286393347,0.1722510638870933,,0.3066850516430349,98,1.0,0.6309005332902392,98,1.0,,0,0.0,719584,390,719974,d834211058c6c2748573c7527a74a7814f5884be4411c3fe948990f81823d6a2
domain,strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1960548570,61,0.7849390324234737,98,78,20,0.22965686274509803,0.15634920634920635,0.21794871794871795,1.9528012549065108,0.9148130172814035,0.25011827081505716,0.9732508659362793,1.006531000137329,0.033280134201049805,1.035122275352478,6.761226177215576,0.24926470588235294,0.1581885638870933,,0.25575719798408875,98,1.0,0.5319465767076061,98,1.0,,0,0.0,719584,390,719974,7e59bfaed8d22e07aa6390d1bdd3289056fc40f7b547fd270464965ec520e951
domain,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2065976154,61,0.7849390324234737,324,0,324,,,,,,,0.8560392260551453,0.978242814540863,0.12220358848571777,0.8698928356170654,5.421078205108643,,0.41133587481537665,,0.669709052775339,324,1.0,0.3773065669249018,323,0.9969135802469136,,0,0.0,719584,195,719779,7cfc16612432f5455e838f69bddaa37c1a3b73492556ed6ea9526b7507dc2210
domain,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,747949674,61,0.7849390324234737,324,0,324,,,,,,,0.8253391981124878,0.918085515499115,0.0927463173866272,0.8325550556182861,3.6831893920898438,,0.07680332122470161,,0.5119157887035412,324,1.0,0.29839105513340636,323,0.9969135802469136,,0,0.0,719584,195,719779,773906ced2c37a27eea9b029690de5128dab48353c19512e63c20ddc2bc9ff12
domain,strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1611756660,61,0.7849390324234737,324,0,324,,,,,,,0.8235244750976562,0.9458318948745728,0.1223074197769165,0.8250088095664978,5.02939510345459,,0.38167139036365816,,0.5905714076675447,324,1.0,0.36212068697590905,323,0.9969135802469136,,0,0.0,719584,195,719779,cafc43fcfaf770ac5d89a9657244c3ec6ded7c3996e98d23a5934dcc52c35ee6
domain,strict_core,domain_only,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1433485762,61,0.7849390324234737,29,29,0,0.8484848484848485,0.6486928104575164,0.8275862068965517,0.6941176669993003,0.3241192466104566,0.22846455064264096,0.6035243272781372,1.1824634075164795,0.5789390802383423,,3.6877048015594482,0.7818181818181819,,0.47619047619047616,0.9393939393939394,29,1.0,,0,0.0,0.7559523809523809,29,1.0,719584,455,720039,91a18920734f8b541cd02242ab8f5f9a8c7a39c83f55f55532c5e2aa424f3ab7
domain,strict_core,domain_only,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2074515519,61,0.7849390324234737,29,29,0,0.8757575757575758,0.6578947368421052,0.8620689655172413,0.6618650997242493,0.2818602143468421,0.10787114968120125,0.5738472938537598,1.2392680644989014,0.6654207706451416,,3.228245973587036,0.8757575757575758,,0.7946428571428572,0.9060606060606061,29,1.0,,0,0.0,0.7559523809523809,29,1.0,719584,455,720039,008929030c4e2da819c158149d7c3e25c9dc887fe291295a2642cdf88f571690
domain,strict_core,domain_only,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1381762244,61,0.7849390324234737,29,29,0,0.8424242424242424,0.6444444444444444,0.8275862068965517,0.5800369321530023,0.2747243975990583,0.09094456326252365,0.5649473667144775,1.1788196563720703,0.6138722896575928,,3.715320587158203,0.8424242424242424,,0.38095238095238093,0.9060606060606061,29,1.0,,0,0.0,0.6934523809523809,29,1.0,719584,455,720039,b4c33fdeb723248e28f1681dd0d50dc48ea1141a8c30d043d1b16907ede8cbf8
domain,strict_core,domain_only,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1109266547,61,0.7849390324234737,73,73,0,0.6370645227788085,0.6598639455782312,0.726027397260274,0.9503371221893644,0.4214241719808755,0.15472551460769102,0.5603504776954651,1.1655341386795044,0.6051836609840393,,6.12371826171875,0.60849309420738,,0.5512820512820512,0.6067975675118532,73,1.0,,0,0.0,0.7596153846153846,73,1.0,719584,455,720039,0152d724827a1323d6bca87aeb8a462554ee534740fea884085776a10acccde2
domain,strict_core,domain_only,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,196906737,61,0.7849390324234737,73,73,0,0.6996547103689961,0.725453514739229,0.7671232876712328,0.8060931613357639,0.34650929984343937,0.10890758270618747,0.550778329372406,1.2282862663269043,0.6775079369544983,,5.97192907333374,0.6996547103689961,,0.6298076923076923,0.6996547103689961,73,1.0,,0,0.0,0.6762820512820513,73,1.0,719584,455,720039,73e1562edf3b4c73f8e9ade029ee953f5123e283684ce1243c4616366c6c5124
domain,strict_core,domain_only,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1088659661,61,0.7849390324234737,73,73,0,0.6549216656359514,0.6671721619456811,0.726027397260274,1.0136718408214367,0.42175939665561163,0.10477588252359737,0.5701838135719299,1.22933828830719,0.65915447473526,,5.664677143096924,0.6750515357658214,,0.6185897435897436,0.6393372500515359,73,1.0,,0,0.0,0.6298076923076923,73,1.0,719584,455,720039,1f1eee29473391ae2497457997981ec53242a0bdb9e84f92558d3fe1366132db
domain,strict_core,domain_only,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1618035934,61,0.7849390324234737,23,23,0,0.8518518518518517,0.7791580400276054,0.8260869565217391,0.5809547095975778,0.27560026719155684,0.10023439883154765,0.42111635208129883,1.1300081014633179,0.708891749382019,,2.3971214294433594,0.8518518518518517,,0.475,0.8888888888888888,23,1.0,,0,0.0,0.6111111111111112,18,0.782608695652174,719584,455,720039,a05a849338b5796ab40e425eede4f4dd105025fb210427c15bb9fc77b422e089
domain,strict_core,domain_only,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,78226194,61,0.7849390324234737,23,23,0,0.8888888888888888,0.8355072463768116,0.8695652173913043,0.5520680246810382,0.23719183328323803,0.12692398092460433,0.4098683297634125,1.1040825843811035,0.694214254617691,,2.535491704940796,0.8888888888888888,,0.5,0.8888888888888888,23,1.0,,0,0.0,0.6111111111111112,18,0.782608695652174,719584,455,720039,2d322710449ca2e095d9a9b10538fd6d348412f4ebbf6956cab8080a373277e1
domain,strict_core,domain_only,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,238556237,61,0.7849390324234737,23,23,0,0.8518518518518517,0.7791580400276054,0.8260869565217391,0.5535144089743389,0.2457605921634483,0.12341845815387485,0.4208538830280304,1.149554967880249,0.7287010848522186,,2.581542491912842,0.8888888888888888,,0.475,0.8888888888888888,23,1.0,,0,0.0,0.6111111111111112,18,0.782608695652174,719584,455,720039,b9b4f1b05e080f21cef6627c09fb7b6431670ba05c75b9a854bd0e248b7a9b3a
domain,strict_core,domain_only,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,666121232,61,0.7849390324234737,75,75,0,0.5352380952380953,0.3725539125054863,0.72,1.0918989535911436,0.43746157936120367,0.11776040043387648,0.7708932161331177,1.1472499370574951,0.37635672092437744,,5.177202224731445,0.5073809523809524,,0.6909722222222222,0.7412698412698413,72,0.96,,0,0.0,0.7222222222222222,74,0.9866666666666667,719584,455,720039,ea64748cd1aa049fce4fafe980b12df5c11e35a818d1af7a22fe63520d47473e
domain,strict_core,domain_only,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,20657005,61,0.7849390324234737,75,75,0,0.5414285714285715,0.44884884884884885,0.72,0.9288730318429972,0.39746369098082784,0.12057932869415305,0.7046723365783691,1.1994917392730713,0.49481940269470215,,4.957629680633545,0.5397619047619047,,0.6591435185185185,0.7587301587301587,72,0.96,,0,0.0,0.75,74,0.9866666666666667,719584,455,720039,c3ff2edfa99cf9659af3d726ac97224e6c6af447f9d86a6a68da1580148402f8
domain,strict_core,domain_only,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,987606513,61,0.7849390324234737,75,75,0,0.5535714285714286,0.45457957957957956,0.7466666666666667,0.9798084799533463,0.41022195105667336,0.18158454552703032,0.7346409559249878,1.2131561040878296,0.4785151481628418,,6.067811965942383,0.5535714285714286,,0.7123842592592593,0.7670634920634921,72,0.96,,0,0.0,0.7785493827160493,74,0.9866666666666667,719584,455,720039,6ec43c6946ecb069416a5f93ecf0c7c011e55859e3af8aa5ed39753a2141b9a1
domain,strict_core,domain_only,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1008798356,61,0.7849390324234737,72,72,0,0.6422043010752688,0.2922492401215805,0.5972222222222222,1.3436462256751172,0.5738497120814645,0.12289302363726559,0.884027361869812,1.1368556022644043,0.2528282403945923,,5.957494735717773,0.5656989247311829,,0.45,0.763736559139785,72,1.0,,0,0.0,0.6076923076923078,72,1.0,719584,455,720039,a1f67b2bdbffb851f89bfad83a75182938cfb7bca11f3f5579a96a55916e02b1
domain,strict_core,domain_only,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2074950742,61,0.7849390324234737,72,72,0,0.5841935483870968,0.31456548347613217,0.5416666666666666,1.2245852878439523,0.5671735219911094,0.15921462330190633,0.8407816290855408,1.1096218824386597,0.2688402533531189,,5.110406875610352,0.6031182795698925,,0.6,0.7529838709677419,72,1.0,,0,0.0,0.6557692307692308,72,1.0,719584,455,720039,f23419af79a32fb51b01964c7b44ec610cc8bef9fc55073f8cb05eefa85bc76d
domain,strict_core,domain_only,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,719519923,61,0.7849390324234737,72,72,0,0.5613440860215054,0.2352558414670216,0.4861111111111111,1.5941934598279313,0.7037905999549923,0.15151747562735585,0.7440388798713684,1.02190363407135,0.2778647541999817,,3.8647358417510986,0.5613440860215054,,0.5326923076923077,0.7493010752688173,72,1.0,,0,0.0,0.5826923076923077,72,1.0,719584,455,720039,f2b42dfbe800d36ec67a661d795c7cc55dcffeaecc776c47d62fef4bfe08c9bc
domain,strict_core,domain_only,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1802169277,61,0.7849390324234737,46,46,0,0.6524470899470899,0.3606064351336877,0.5869565217391305,1.2405315391984368,0.5735432156801477,0.0887654277891205,0.8492950201034546,1.1152766942977905,0.26598167419433594,,5.744560718536377,0.5628306878306878,,0.65625,0.7953042328042329,46,1.0,,0,0.0,0.6495535714285714,46,1.0,719584,455,720039,47359e8b936ebafab07b390eb25a7013709de2e83ebc374c2ca2f6d9220ccb27
domain,strict_core,domain_only,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1454074700,61,0.7849390324234737,46,46,0,0.6994047619047619,0.3020124716553288,0.6086956521739131,1.3099680688336306,0.5389540263758722,0.14221270727205024,0.876692533493042,1.1288089752197266,0.25211644172668457,,6.541513442993164,0.6994047619047619,,0.6205357142857143,0.8630952380952381,46,1.0,,0,0.0,0.5424107142857143,46,1.0,719584,455,720039,8b7f5ed3a060239e795cff714e5c730f2420c662987d51a9d1fe1b931fb2e1bb
domain,strict_core,domain_only,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,532141948,61,0.7849390324234737,46,46,0,0.6732804232804233,0.3586206896551724,0.6086956521739131,1.2231553121613996,0.5534452880850843,0.22912197042271715,0.9065778851509094,1.1780436038970947,0.2714657187461853,,6.531437397003174,0.6207010582010581,,0.6205357142857143,0.7632275132275131,46,1.0,,0,0.0,0.546875,46,1.0,719584,455,720039,99a0bf9823c479c7074b137f32ba07394d14ff9d1d7fbb9a68b6450de40489aa
domain,strict_core,domain_only,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1088293214,61,0.7849390324234737,98,98,0,0.6165986394557824,0.5361623473424716,0.5612244897959183,1.3312867980697063,0.5913238182250233,0.11854973539699246,0.8649794459342957,1.1659873723983765,0.3010079264640808,,8.873517036437988,0.595170068027211,,0.5359839057574249,0.5809977324263038,98,1.0,,0,0.0,0.729488136718102,98,1.0,719584,455,720039,6e7bfb9361da54731c242c67e5211dba8430b4fd324f788897d4dd258787a964
domain,strict_core,domain_only,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,618195944,61,0.7849390324234737,98,98,0,0.543061224489796,0.47560458966195174,0.5306122448979592,1.364972784949873,0.6070467075354937,0.14827057869532723,0.8776427507400513,1.17061448097229,0.29297173023223877,,8.355539321899414,0.5954421768707483,,0.4295876887340302,0.6021315192743764,98,1.0,,0,0.0,0.7548946407831426,98,1.0,719584,455,720039,f0eb56c5c6a2be2316e6a3d36f28d76489e8ac9525a5cb6265a9e02068916538
domain,strict_core,domain_only,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,688082619,61,0.7849390324234737,98,98,0,0.587437641723356,0.48903989120020025,0.5306122448979592,1.6000822467513112,0.7022715425412623,0.17014619970371936,0.8984265923500061,1.2198607921600342,0.3214341998100281,,7.9878082275390625,0.5923129251700681,,0.5677161108345777,0.5871201814058956,98,1.0,,0,0.0,0.711423593827775,98,1.0,719584,455,720039,1e13614182ee0158889f3a2f672e30d6f147430d5794056677ac6549f4634b7b
domain,strict_core,domain_only,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1499166730,61,0.7849390324234737,70,70,0,0.590297171500179,0.5549470186798803,0.6285714285714286,1.2423582115059901,0.5506312240159262,0.14134923948133624,0.7163209319114685,1.1413745880126953,0.4250536561012268,,4.802229404449463,0.5966463778493853,,0.5407453761646502,0.5481203007518797,70,1.0,,0,0.0,0.46287025448477265,70,1.0,719584,455,720039,3d7e742f6f8da359efca39d06d66ae0059f38968cabfae3f110096c59baaf0c9
domain,strict_core,domain_only,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1752131919,61,0.7849390324234737,70,70,0,0.5976667860126507,0.5896581017548759,0.7142857142857143,0.9368953435757508,0.4009309535420316,0.11697989208218847,0.7294284701347351,1.2264020442962646,0.49697357416152954,,7.000983238220215,0.5976667860126507,,0.6072173550271173,0.5794128177586825,70,1.0,,0,0.0,0.5374774023084411,70,1.0,719584,455,720039,5909064c4da62c4b905920fa154a9d8a890f768d919585086e5146c3fa0e7ca9
domain,strict_core,domain_only,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1999517277,61,0.7849390324234737,70,70,0,0.5481978756414847,0.5481066082346917,0.6571428571428571,1.0263103185466709,0.46714869093815486,0.1453686654810885,0.7528364658355713,1.2085835933685303,0.455747127532959,,7.754190921783447,0.5680391454827545,,0.6840495063273536,0.44774436090225567,70,1.0,,0,0.0,0.6072173550271173,70,1.0,719584,455,720039,afeaa899f49e6e9bb2f93faa5a38f9292e47d311ec3ef9bdbea80bc8d0f6cd94
domain,strict_core,domain_only,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1295271485,61,0.7849390324234737,47,47,0,0.7551515151515152,0.38385737069947595,0.7446808510638298,0.8813125950737288,0.3732240746066907,0.10404451436778384,0.650592565536499,1.01005220413208,0.35945963859558105,,4.680240154266357,0.724848484848485,,0.7572115384615384,0.7818181818181819,47,1.0,,0,0.0,0.813301282051282,47,1.0,719584,455,720039,c0700bc89445f12151fc97508cffe0b09030e67beb071858225ced7b7ca75372
domain,strict_core,domain_only,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,889593216,61,0.7849390324234737,47,47,0,0.7684848484848485,0.5823517126148705,0.7659574468085106,0.7174501803554215,0.3167955675708727,0.12731167421812684,0.5463388562202454,0.9905054569244385,0.4441666007041931,,3.299570322036743,0.7551515151515152,,0.5512820512820512,0.7345454545454545,47,1.0,,0,0.0,0.7556089743589745,47,1.0,719584,455,720039,6eb118b7dd11cc1aa85098e42a6d1a17154d7c80ef8f2e344f378400bfa619f5
domain,strict_core,domain_only,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1635611307,61,0.7849390324234737,47,47,0,0.7175757575757576,0.45769980506822616,0.7659574468085106,0.8680306557494696,0.35842145436211414,0.0987883331173081,0.5860664248466492,0.9874123930931091,0.40134596824645996,,4.309767723083496,0.7515151515151516,,0.7155448717948718,0.7042424242424242,47,1.0,,0,0.0,0.8181089743589745,47,1.0,719584,455,720039,0927e8efd4842940e42e26f6593f3fd1865c4b86debccdc15a0f1cbf739a2e00
domain,strict_core,domain_only,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1449144234,61,0.7849390324234737,65,65,0,0.7974137931034483,0.6135265700483091,0.7384615384615385,0.7641061802724645,0.38912851399568216,0.13943596513672527,0.6204265356063843,1.2484774589538574,0.6280509233474731,,3.9364566802978516,0.7859195402298851,,0.46551724137931033,0.9353448275862069,65,1.0,,0,0.0,0.6933497536945813,65,1.0,719584,455,720039,98ce460c59d7b7d1ba16804eeaf76d675e68b7219ca8c2b1b821ff91bf5aa5bf
domain,strict_core,domain_only,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1590962274,61,0.7849390324234737,65,65,0,0.7212643678160919,0.4351515151515152,0.6615384615384615,0.9161369446435405,0.42969061962064115,0.1835123206390908,0.6923243999481201,1.139212965965271,0.4468885660171509,,4.437323570251465,0.7097701149425287,,0.4938423645320197,0.8730842911877396,65,1.0,,0,0.0,0.770935960591133,65,1.0,719584,455,720039,c4772a16a94f133272176e9b002c37de80924add81bbaec19dbad54878ada622
domain,strict_core,domain_only,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1945621850,61,0.7849390324234737,65,65,0,0.8113026819923371,0.6149949341438703,0.7538461538461538,0.6342457723967458,0.31002588929195535,0.07334961736585369,0.6038103103637695,1.1522159576416016,0.548405647277832,,4.883102893829346,0.8113026819923371,,0.5283251231527094,0.9492337164750957,65,1.0,,0,0.0,0.7105911330049262,65,1.0,719584,455,720039,631dde95a4a485f90063142a0b04068485be60505b40b4d248ee3a7f38bdb5a6
domain,strict_core,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,354997105,61,0.7849390324234737,23,23,0,0.788888888888889,0.29398148148148145,0.782608695652174,0.794665913008612,0.3458269011908736,0.09408059425294898,0.6459866166114807,1.4123679399490356,0.7663813233375549,0.4872298538684845,3.6679728031158447,0.788888888888889,0.4,,1.0,18,0.782608695652174,0.5208333333333333,20,0.8695652173913043,,0,0.0,719584,455,720039,95c81e83c2e45d1f1efff40d17c6e2b5caa0664e8c70f17bbfb10933386f09fd
domain,strict_core,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2024906161,61,0.7849390324234737,23,23,0,0.788888888888889,0.29398148148148145,0.782608695652174,0.6359466689930873,0.2662117831856402,0.1258561528280356,0.6302699446678162,1.380287528038025,0.7500175833702087,0.5198281407356262,3.8683054447174072,0.7611111111111111,0.29166666666666663,,0.8888888888888888,18,0.782608695652174,0.28125,20,0.8695652173913043,,0,0.0,719584,455,720039,03041691ba1c2e65c1d6fd17879808b6f3a61fec15a87dc5167c2070dfd9bd14
domain,strict_core,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,597237661,61,0.7849390324234737,23,23,0,0.8166666666666667,0.2996632996632997,0.8260869565217391,0.49256288983193897,0.211670815142438,0.11180646747847546,0.6227794289588928,1.3840585947036743,0.7612791657447815,0.53680819272995,3.789731502532959,0.8166666666666667,0.425,,0.9444444444444444,18,0.782608695652174,0.3645833333333333,20,0.8695652173913043,,0,0.0,719584,455,720039,86b018f6ee590f3cf0ec750968036a5f28367ec820574096c7b5013dc1200957
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,666852706,61,0.7849390324234737,153,153,0,0.20901639344262296,0.11295681063122923,0.3333333333333333,2.610812747524511,0.9353477827962154,0.37406339672711264,0.6756120920181274,0.9946823716163635,0.3190702795982361,0.6255234479904175,4.894833564758301,0.22756147540983607,0.21107804232804234,,0.5873486553091182,152,0.9934640522875817,0.27614795918367346,153,1.0,,0,0.0,719584,455,720039,74a6fdd668e780121344661d6c6526293646ad9f378c254edf4f93c002e7b12f
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1917502732,61,0.7849390324234737,153,153,0,0.46526639344262294,0.13640805159273012,0.3464052287581699,2.1862219755043677,0.8805767064891734,0.3281726262880572,0.7859289050102234,1.1481189727783203,0.3621900677680969,0.7288463711738586,4.15513801574707,0.46526639344262294,0.1350765306122449,,0.5033617272045431,152,0.9934640522875817,0.34890873015873014,153,1.0,,0,0.0,719584,455,720039,82f98e815e473132b8f65ce1a28a20390723d9224c0e4ed68f3e56719324c419
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,577604423,61,0.7849390324234737,153,153,0,0.20901639344262296,0.11564625850340136,0.3333333333333333,2.56455856029532,0.9919919321692018,0.4205943800774383,0.8061388731002808,1.1644946336746216,0.3583557605743408,0.7626030445098877,5.130936145782471,0.20901639344262296,0.10823885109599396,,0.6396362370084646,152,0.9934640522875817,0.3431311413454271,153,1.0,,0,0.0,719584,455,720039,b0b41a33a75ced5fd3b795dc5e203fa416a251402f24df8740f90865d05556d9
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,523780750,61,0.7849390324234737,98,98,0,0.28447840674731434,0.25438939803563704,0.29591836734693877,2.116777556321532,0.9177446255031924,0.31860173147069687,1.0570907592773438,1.1111645698547363,0.05407381057739258,1.1227539777755737,6.8511199951171875,0.29634497155505557,0.15913865546218486,,0.32741432237230556,98,1.0,0.423334478021978,98,1.0,,0,0.0,719584,455,720039,ed5d9051539f427513aeccae92e61cd29e707637afe90859cebc5f80e602a93a
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1446205847,61,0.7849390324234737,98,98,0,0.29468969405944195,0.21449936126161842,0.2755102040816326,2.4078305871560435,1.0194892459691507,0.3927447369140661,0.9877204298973083,1.0762522220611572,0.08853179216384888,1.0428670644760132,6.761263370513916,0.2976426934410128,0.17967436974789916,,0.28737648905716134,98,1.0,0.5878898674854557,98,1.0,,0,0.0,719584,455,720039,1fb8931eafdbc10fa84495507b4302bc377cea5a2a81c667c64964f9ca63872f
