stage,scope,outer_fold,inner_validation_fold,candidate_id,name,representation,architecture,embedding_dimension,classification_weight,supervised_contrastive_weight,pair_margin_weight,contrastive_temperature,pair_margin,domain_aware_positives,hard_negative_mining,domain_balanced_batches,seed,best_epoch,epochs_run,state_sha256,encoder_parameters,classifier_parameters,total_parameters,n_train,n_validation,n_train_groups,n_validation_groups,balanced_accuracy,macro_f1,predicted_class_count,same_analyte_distance,different_analyte_distance,different_minus_same_margin,same_master_cross_instrument_distance,embedding_effective_rank,gate_positive_margin,gate_effective_rank,gate_predicted_classes,eligible
stage1,outer,0,1,domain_aware_stage1__derivative_1__legacy64__99c357563ccb,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,1856661125,70,95,d821874e1e95823b7c9af19f7e55db20784e3487da8b1672ab49d15808cbdb7b,719584,455,720039,293,104,43,12,0.720395546482503,0.7167046721394547,7,0.5846928358078003,1.2372249364852905,0.6525321006774902,0.6083160638809204,5.9524431228637695,True,True,True,True
stage1,outer,0,1,domain_aware_stage1__derivative_1__legacy64__3e5787696911,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,827368885,75,100,09460c7a2016fe739be06758cc6e08a1387f7d331dffdbe5cf91884dde318d8f,719584,455,720039,293,104,43,12,0.7110256892865588,0.704179550608122,7,0.6239490509033203,1.2216310501098633,0.597681999206543,0.6309329271316528,6.612630367279053,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__arpls_minmax__legacy64__037801b7f02a,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,763054307,60,85,ddf9a3c3adaf06c189ef7fe4189887c43b9dfed08f73f290b6b98d7cc5325f38,719584,455,720039,302,95,40,15,0.8234093373844926,0.7828475249749022,7,0.6943507790565491,1.2172367572784424,0.5228859782218933,0.7449197173118591,8.050686836242676,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__arpls_minmax__legacy64__d781ab81703d,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,2117491428,50,75,053e5bc58a08c972232b03e333998c5ee1d50051464745c3381abf0d67226416,719584,455,720039,302,95,40,15,0.7995998135749688,0.7612840007797992,7,0.7055935263633728,1.20050048828125,0.4949069619178772,0.7545301914215088,7.98198938369751,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__arpls_minmax__legacy64__82bbd1ef5047,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,1289373086,50,75,6691fab4e4e5955658fab35784c54987116de18d1eb333c14141e61c0028e8e4,719584,455,720039,302,95,40,15,0.7893957319423157,0.751942876942877,7,0.7388756275177002,1.2304129600524902,0.49153733253479004,0.7937683463096619,8.721151351928711,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__arpls_minmax__legacy64__6832389fb131,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1938015559,85,110,fd543c2457206c01b3a3f95a0d1b85ac6b1a20131308d2da9ad5eed6d09effa3,719584,455,720039,302,95,40,15,0.7835515760981598,0.7425317346050029,7,0.702306866645813,1.2384462356567383,0.5361393690109253,0.7768811583518982,7.236475944519043,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__minimal_minmax__legacy64__4221af65625a,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,2053581789,70,95,be15ff310036b88ab813d139610dcc469708d809ef41927d97935612be193030,719584,455,720039,302,95,40,15,0.8060623986089824,0.7378076321849416,7,0.7377402782440186,1.2354413270950317,0.4977010488510132,0.7866985201835632,7.9429497718811035,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__minimal_minmax__legacy64__323ba3e90ba9,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,497227077,55,80,37e76d22de4934872372b3e6e97be18701eebee7c8a451d5ebf51d110493e0ee,719584,455,720039,302,95,40,15,0.7649059360239485,0.7116069256486713,7,0.7551379799842834,1.2154603004455566,0.4603223204612732,0.8081275224685669,9.574506759643555,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__minimal_minmax__legacy64__ca2cc946f2fd,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,461402083,65,90,9d34a81f235c8fc9bf961a1e614e07b7b16e52e31f10f417635d499802814476,719584,455,720039,302,95,40,15,0.7830465255931094,0.7316017316017317,7,0.7369587421417236,1.2111268043518066,0.474168062210083,0.8006961941719055,8.022547721862793,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__minimal_minmax__legacy64__2499ae1e3749,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1779761469,60,85,855eadc26b0c4f7783ec68aea3896a5516e5cef9ad57766ce2ff6304a42549fd,719584,455,720039,302,95,40,15,0.7751100176566015,0.7231494033019905,7,0.7373486757278442,1.2186355590820312,0.481286883354187,0.797885537147522,8.105751991271973,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__derivative_1__legacy64__49f4430f6e50,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,1918068371,90,115,1f5c864ecf7fd9634d7b2017ed48446574876e71b0168f2154f4564f1d65cdd4,719584,455,720039,302,95,40,15,0.8135185035806154,0.7780082042300087,7,0.6730380654335022,1.242640733718872,0.5696026682853699,0.723454475402832,7.485455513000488,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__derivative_1__legacy64__f145e658fdd7,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,692738467,60,85,9271298c7c1b853d963f6b8345e3801bee46e2f8321e7cc3e1e237b3663e9c88,719584,455,720039,302,95,40,15,0.7939308793346059,0.7382938991199317,7,0.6822068691253662,1.2390719652175903,0.5568650960922241,0.710541844367981,7.9134111404418945,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__derivative_1__legacy64__99c357563ccb,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,529334540,55,80,bc5a927c696a30b20d6f09e5f165e520db770aee120fe3fc0940f06f04894cbd,719584,455,720039,302,95,40,15,0.8054439694191247,0.7606659888835917,7,0.6937939524650574,1.2562761306762695,0.5624821782112122,0.7651965022087097,5.889073848724365,True,True,True,True
stage1,outer,0,2,domain_aware_stage1__derivative_1__legacy64__3e5787696911,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,40871683,70,95,052e7a5c2adb3399dc4224a4ccc9e06eb5551a09e630eb32183bf04760e59385,719584,455,720039,302,95,40,15,0.7886020811486649,0.7348075348075349,7,0.68724524974823,1.2658954858779907,0.5786502361297607,0.7427054643630981,6.832735538482666,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__arpls_minmax__legacy64__037801b7f02a,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,2379790,120,145,e13b2e0ef1c80c236cae20ccc3dff947cb476c59eeed9e9dad2e0af2c23a069a,719584,455,720039,296,101,43,12,0.6715606031395505,0.6734404165663163,7,0.654802680015564,1.2220370769500732,0.5672343969345093,0.6792095303535461,8.234511375427246,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__arpls_minmax__legacy64__d781ab81703d,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,1558454258,65,90,a0637b1f4a941a96d84def0fd91ea57d8b0849a174fa12baf9977ccef95f5206,719584,455,720039,296,101,43,12,0.677116158695106,0.6834719890039039,7,0.635294497013092,1.2235256433486938,0.5882311463356018,0.672001302242279,8.314266204833984,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__arpls_minmax__legacy64__82bbd1ef5047,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,1173937328,70,95,f1d9298d20c04f7aa79d4c41c1c080d3265ce89f60ef4d3e23343ef2d817b7ce,719584,455,720039,296,101,43,12,0.7284870100659574,0.7400843949619983,7,0.6167917847633362,1.2242835760116577,0.6074917912483215,0.6648209095001221,7.0057525634765625,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__arpls_minmax__legacy64__6832389fb131,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1097879007,95,120,0bcdc30c05e93bba5304b43485b12a32f7800b65ed2f4acafd6180da2947e70d,719584,455,720039,296,101,43,12,0.694071425650373,0.6998279136878615,7,0.6214156150817871,1.2172701358795166,0.5958545207977295,0.667756974697113,7.5882887840271,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__minimal_minmax__legacy64__4221af65625a,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,1145877394,50,75,cd6872ef3e37758799859fce5e78b8deb6f472e93960ab631e33b99c953180fb,719584,455,720039,296,101,43,12,0.7239345449871767,0.726253731800297,7,0.6725913286209106,1.2654119729995728,0.5928206443786621,0.71954345703125,8.330038070678711,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__minimal_minmax__legacy64__323ba3e90ba9,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,42533735,95,120,d12b43414e4db9654b5ffbfcc91da77cec570b3452906eafae4ab134b82a4612,719584,455,720039,296,101,43,12,0.6866399682189155,0.6950223273425558,7,0.7020673155784607,1.2285958528518677,0.526528537273407,0.755822479724884,8.928839683532715,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__minimal_minmax__legacy64__ca2cc946f2fd,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,224003713,85,110,6201d71e596fd340ad62c95000044ad871d99d3bcff175f339a8aa4134a5cdd9,719584,455,720039,296,101,43,12,0.7226358436884752,0.7213664830307585,7,0.6299339532852173,1.2204043865203857,0.5904704332351685,0.6929328441619873,7.241194725036621,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__minimal_minmax__legacy64__2499ae1e3749,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1192831951,55,80,b34af07cdf5b40b0d57cbe4e768f2af3465b68e649e3c2092de66d9c935f46ab,719584,455,720039,296,101,43,12,0.7395633606159924,0.7469296809632944,7,0.632283627986908,1.2236398458480835,0.5913562178611755,0.6786061525344849,7.759769439697266,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__derivative_1__legacy64__49f4430f6e50,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,187195552,65,90,37282073cb9187912a72a4b2415d5e1d126a8241c9bef5e75e91ac9cc72a81aa,719584,455,720039,296,101,43,12,0.6883493699283172,0.6954762848933411,7,0.6135807633399963,1.1897715330123901,0.5761907696723938,0.6393890976905823,7.145908832550049,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__derivative_1__legacy64__f145e658fdd7,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,1929794658,85,110,ce73b107fb6dea874c4ec10e321665233e5284bcdd37949c0d0784913cce5b00,719584,455,720039,296,101,43,12,0.726106057685005,0.7324096455502562,7,0.5933359861373901,1.2357364892959595,0.6424005031585693,0.6297171711921692,7.27045202255249,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__derivative_1__legacy64__99c357563ccb,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,871735085,60,85,8123fdcda66e7fdb93ec8d11d91b8c657e127a637d5f08ac1955b14c56eaa1ce,719584,455,720039,296,101,43,12,0.7123253939043412,0.7197853452758227,7,0.5977441072463989,1.2140451669692993,0.6163010597229004,0.6266846060752869,6.8309712409973145,True,True,True,True
stage1,outer,0,3,domain_aware_stage1__derivative_1__legacy64__3e5787696911,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,361824032,55,80,d036188a2cbba8ae50b9fa218743ba34f04b0a8cc4faaa3e390662f3e6b31baf,719584,455,720039,296,101,43,12,0.6969574285363759,0.7039091352341573,7,0.6180740594863892,1.253900170326233,0.6358261108398438,0.6533932089805603,6.562346458435059,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__arpls_minmax__legacy64__037801b7f02a,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,220319563,70,95,5ac22bde23cabe5f7e9e0a26e04f9248ef68706957679446f39e0276eb7ab2e0,719584,455,720039,300,97,39,16,0.7851341205378473,0.7657763670349481,7,0.6061141490936279,1.2297989130020142,0.6236847639083862,0.5988337993621826,8.297627449035645,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__arpls_minmax__legacy64__d781ab81703d,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,896106373,65,90,1a8e6140af7518593fee20218788e2ab3413772826535f22104421fe68917d89,719584,455,720039,300,97,39,16,0.7690430687325097,0.7393038057659531,7,0.608025848865509,1.2087903022766113,0.6007644534111023,0.6146108508110046,8.613680839538574,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__arpls_minmax__legacy64__82bbd1ef5047,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,211871562,60,85,ff7dec0c0b7c1ca138f167249fd8e512b656cd0adaa0e834a29dccfa8377977d,719584,455,720039,300,97,39,16,0.8029258526152935,0.769514665479299,7,0.5829727053642273,1.2536150217056274,0.6706423163414001,0.583516538143158,7.0723161697387695,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__arpls_minmax__legacy64__6832389fb131,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,248586098,70,95,e60306324d59e470fb81ea76afd2b4af8f3456b58f1e6ecd6a3b195eed73d88e,719584,455,720039,300,97,39,16,0.7528211953677791,0.6954015905879259,7,0.5969106554985046,1.2530900239944458,0.6561793684959412,0.581680417060852,7.051449298858643,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__minimal_minmax__legacy64__4221af65625a,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,1699757456,50,75,12bcfbb8db9a6eed916c073c5aedea9fdb5ba0d0e00d3f5e57563fc9d229161d,719584,455,720039,300,97,39,16,0.7031772575250835,0.6953493079269476,7,0.6337787508964539,1.2179800271987915,0.5842012763023376,0.6372936367988586,8.272967338562012,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__minimal_minmax__legacy64__323ba3e90ba9,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,549566683,70,95,a3854b2cda4e8d021f16fd264650be1a8176785d6c9870b0b0276ebb836baa9a,719584,455,720039,300,97,39,16,0.7364059336109025,0.6818704171645348,7,0.6347967982292175,1.2207568883895874,0.5859600901603699,0.640671968460083,7.216440200805664,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__minimal_minmax__legacy64__ca2cc946f2fd,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,78100422,60,85,556fdf38b05cec566f57ec6dd4a2cb6afa9cd273865181f8fd4660ad22f63bd1,719584,455,720039,300,97,39,16,0.6479705594612426,0.6316435807119037,7,0.6656493544578552,1.2277261018753052,0.56207674741745,0.674988865852356,7.74066162109375,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__minimal_minmax__legacy64__2499ae1e3749,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1900365366,50,75,4ebfe34c7bd774d6fa93e62108f07962a6b43faa95703531e5242b8087d662d3,719584,455,720039,300,97,39,16,0.6611778490660478,0.6559748685799107,7,0.6392691731452942,1.2304704189300537,0.5912012457847595,0.6524858474731445,7.985992908477783,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__derivative_1__legacy64__49f4430f6e50,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,9189920,50,75,c00ed563ff2839cab46325b6cbef46522ed562f6290788128c02393dc7719da3,719584,455,720039,300,97,39,16,0.7401315041066593,0.741326225864352,7,0.574376106262207,1.2359750270843506,0.6615989208221436,0.5673920512199402,7.1727294921875,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__derivative_1__legacy64__f145e658fdd7,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,368322445,80,105,b7cca664cfbfc29a7fd1a936f005586de2a8acd2f7a1f094cfc2ec94800eade5,719584,455,720039,300,97,39,16,0.7426171137351262,0.7388971277170036,7,0.5921782851219177,1.2168502807617188,0.624671995639801,0.5857680439949036,7.704771041870117,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__derivative_1__legacy64__99c357563ccb,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,841542908,50,75,75d2e622ceeb29c0cb2fbfd62e519f1d6f9a7b1a785ab08d726a9899a3e447d8,719584,455,720039,300,97,39,16,0.7259345209655769,0.7151249432579355,7,0.5940474271774292,1.227656364440918,0.6336089372634888,0.5886660218238831,7.644256591796875,True,True,True,True
stage1,outer,0,4,domain_aware_stage1__derivative_1__legacy64__3e5787696911,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1589126409,60,85,376e4c73007eb9b6ff1866d7ee28c930232f60ce5fd90d127d5f6799387eff87,719584,455,720039,300,97,39,16,0.7341137123745819,0.7121645504254202,7,0.5708050727844238,1.266567349433899,0.6957622766494751,0.5754695534706116,7.489693641662598,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__arpls_minmax__legacy64__037801b7f02a,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,1063752153,55,80,693d302ecfe11762828ce11a2390768f227d0bc2eb6624f4d8602549a654c7c9,719584,455,720039,293,103,43,14,0.8118480725623582,0.8068665260465674,7,0.635834813117981,1.1986570358276367,0.5628222227096558,0.6588866114616394,8.385663032531738,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__arpls_minmax__legacy64__d781ab81703d,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,817873750,60,85,94b3186de25dd298f9f1602712e8a5c8305a3a468b1d94649e018f2dc911bc09,719584,455,720039,293,103,43,14,0.7732993197278911,0.7694824071571791,7,0.6321399807929993,1.191470742225647,0.5593307614326477,0.6504333019256592,8.082992553710938,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__arpls_minmax__legacy64__82bbd1ef5047,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,1665540945,80,105,dcf4fd02413596bb635b43fb8aa2d0dac0385459912176d21bf983a9abc025b6,719584,455,720039,293,103,43,14,0.8136337868480725,0.8063057759486331,7,0.6624627113342285,1.2535322904586792,0.5910695791244507,0.6771221160888672,7.551244258880615,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__arpls_minmax__legacy64__6832389fb131,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,175345463,95,120,03bf4b2f23000dbabeeb76a64a3f621bd19ae2f151ddecfc0a8ed66977fe5af7,719584,455,720039,293,103,43,14,0.7906462585034014,0.7739563815600682,7,0.6088027358055115,1.1537563800811768,0.5449536442756653,0.6272830963134766,6.252580165863037,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__minimal_minmax__legacy64__4221af65625a,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,209236649,95,120,2e0038173ce50963a263d994dff1e0430cb66ecb4b28fa8a4e14baa3a9ef15f7,719584,455,720039,293,103,43,14,0.7880385487528345,0.7673790566864379,7,0.640313446521759,1.2301303148269653,0.5898168683052063,0.663051187992096,8.627669334411621,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__minimal_minmax__legacy64__323ba3e90ba9,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,392010442,50,75,587e55f3b1e68aa313aade0aa3d47586be37811f8c48d1746e64711aa81fc0dd,719584,455,720039,293,103,43,14,0.8068027210884354,0.8007096336932594,7,0.6278576850891113,1.2467683553695679,0.6189106702804565,0.6563554406166077,8.559565544128418,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__minimal_minmax__legacy64__ca2cc946f2fd,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,1988564180,50,75,6f09d0153d46ea46a82047f3c988526ff8c6292306aef7145b72771d3f5e6057,719584,455,720039,293,103,43,14,0.8259353741496599,0.8309703341287185,7,0.6470377445220947,1.2499215602874756,0.6028838157653809,0.6709807515144348,7.738380432128906,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__minimal_minmax__legacy64__2499ae1e3749,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1011030957,65,90,6205e827ffa3b3c01cb99f8fa5695f9cec31168bf38a463209072f9dce4a939e,719584,455,720039,293,103,43,14,0.7772392290249434,0.7588789474734174,7,0.6619658470153809,1.223257303237915,0.5612914562225342,0.6816207766532898,7.693132400512695,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__derivative_1__legacy64__49f4430f6e50,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.1,0.1,0.2,True,True,True,1713214630,80,105,717c1169b06204579f863bee0cda7b37fef0c57fc2895e33595fd1c45d565ced,719584,455,720039,293,103,43,14,0.8105725623582767,0.8065704223562161,7,0.6462154388427734,1.239946961402893,0.5937315225601196,0.6678938269615173,7.725275039672852,True,True,True,True
stage1,outer,1,0,domain_aware_stage1__derivative_1__legacy64__f145e658fdd7,domain_aware_stage1,derivative_1,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,748661969,55,80,ff87e7604e4278261fdd162c96120deb65ab13450eeb8ee36ba01b360e97374c,719584,455,720039,293,103,43,14,0.8214852607709752,0.8278042558095562,7,0.636042058467865,1.2658580541610718,0.6298159956932068,0.6571131348609924,7.930404186248779,True,True,True,True
