held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,substrate_balanced,250,25,benzenethiol,0.8,0.8,0.4444444444444444,0.010895085237920285
AgNP,substrate_balanced,225,50,"4np,pyridine",0.24,0.24,0.21621621621621623,0.0
Au,substrate_balanced,250,25,benzenethiol,0.96,0.96,0.4897959183673469,0.0005131340026855468
AuNP,substrate_balanced,250,25,pyridine,1.0,1.0,1.0,0.0
PICO,substrate_balanced,200,75,"4np,bt,pyridine",0.6666666666666666,0.6666666666666666,0.4453125,0.0
pSERS,substrate_balanced,200,75,"4np,bt,pyridine",0.56,0.56,0.4523809523809524,0.0
