#wnum,raman
275,1830.61
276,1832.37
277,1766.25
278,1704.98
279,1629.1
280,1545.25
281,1444.43
282,1332.77
283,1226.76
284,1165.4
285,1107.64
286,1032.16
287,965.48
288,901.524
289,817.772
290,738.134
291,685.676
292,637.354
293,582.652
294,520.204
295,448.804
296,425.994
297,416.589
298,414.949
299,410.08
300,399.907
301,374.641
302,346.876
303,325.895
304,318.59
305,312.147
306,268.964
307,222.059
308,178.64
309,147.381
310,125.325
311,126.985
312,132.952
313,134.597
314,127.653
315,112.969
316,88.2501
317,70.7264
318,72.3294
319,89.0569
320,93.8109
321,95.3853
322,94.9756
323,82.5797
324,65.4764
325,55.6976
326,56.6979
327,54.8042
328,34.8666
329,14.925
330,4.47343
331,-4.23406
332,-2.78781
333,16.2571
334,30.6282
335,32.0335
336,19.1328
337,20.5097
338,36.4608
339,38.3807
340,39.7132
341,26.9329
342,12.6237
343,-2.20815
344,-0.938188
345,1.75965
346,12.7886
347,14.0094
348,10.3402
349,5.93134
350,-3.85833
351,-13.0762
352,-11.9414
353,-6.01263
354,-0.208414
355,5.64231
356,11.579
357,22.5991
358,29.8475
359,30.8617
360,25.1243
361,19.3281
362,11.4569
363,10.5344
364,11.4669
365,22.0994
366,23.0001
367,8.21278
368,3.46337
369,4.31767
370,12.7641
371,13.5881
372,11.0752
373,11.8695
374,17.8891
375,25.5337
376,26.5844
377,27.3212
378,28.0439
379,30.5035
380,35.7666
381,36.5183
382,38.1453
383,44.0649
384,54.8033
385,62.1234
386,63.8835
387,66.397
388,75.7841
389,78.5451
390,79.1104
391,72.0253
392,60.1247
393,55.229
394,53.8039
395,49.1317
396,42.1513
397,40.4612
398,40.9325
399,41.3926
400,35.2944
401,24.5402
402,21.6711
403,22.0879
404,23.6481
405,41.8846
406,63.0448
407,63.4206
408,56.0532
409,56.4091
410,66.0266
411,73.0608
412,73.3879
413,73.7058
414,73.9839
415,74.2835
416,74.574
417,84.7831
418,94.6805
419,94.945
420,90.8366
421,91.0842
422,90.1819
423,89.7683
424,78.3876
425,67.4211
426,63.6227
427,63.8227
428,68.1643
429,76.6487
430,82.6145
431,82.785
432,81.8826
433,82.0391
434,91.2802
435,98.7613
436,98.8975
437,88.5709
438,80.1148
439,79.5786
440,79.6892
441,90.1891
442,95.2944
443,95.3869
444,87.5522
445,78.9887
446,71.0104
447,66.1216
448,66.186
449,70.2261
450,79.0571
451,83.0029
452,83.0465
453,83.0852
454,86.2682
455,97.1267
456,102.278
457,109.03
458,119.988
459,119.999
460,110.491
461,110.493
462,111.743
463,111.737
464,110.435
465,87.8524
466,71.0175
467,62.7224
468,62.6973
469,68.1138
470,84.172
471,84.1363
472,68.3024
473,68.2601
474,101.432
475,119.529
476,119.477
477,102.849
478,89.7381
479,83.5832
480,83.5199
481,89.3195
482,89.2509
483,77.2931
484,61.8074
485,53.4061
486,53.3274
487,53.2875
488,60.076
489,59.9905
490,52.3336
491,37.5425
492,37.4507
493,43.537
494,53.7206
495,64.7302
496,68.1102
497,68.0092
498,53.0779
499,52.3023
500,52.1963
501,57.1469
502,64.1908
503,75.2064
504,75.0947
505,65.2252
506,63.0605
507,62.9451
508,62.8285
509,62.3211
510,62.2023
511,66.0743
512,67.2652
513,67.1436
514,62.8607
515,62.438
516,52.0572
517,41.0225
518,40.8971
519,53.7431
520,63.4463
521,67.6706
522,68.9001
523,69.2358
524,71.1278
525,83.1968
526,100.953
527,100.824
528,75.6486
529,46.7917
530,44.3682
531,44.2378
532,45.9625
533,45.8318
534,45.7011
535,49.5087
536,58.3712
537,66.078
538,70.5698
539,70.4393
540,55.9211
541,47.7503
542,47.6203
543,54.6405
544,54.5111
545,51.5147
546,51.3858
547,53.4452
548,57.3773
549,58.1527
550,58.0253
551,54.6724
552,54.546
553,58.5556
554,75.2161
555,75.0912
556,61.2838
557,47.6641
558,47.1019
559,46.9794
560,46.8575
561,51.481
562,58.7909
563,58.671
564,58.6009
565,58.4824
566,66.357
567,67.5588
568,67.4474
569,67.3321
570,80.991
571,88.6325
572,88.5196
573,78.7726
574,76.2859
575,76.1755
576,80.6564
577,87.9338
578,87.826
579,75.1982
580,73.6583
581,73.5533
582,105.833
583,105.73
584,88.0628
585,87.9614
586,88.5343
587,100.526
588,100.427
589,93.8848
590,93.7879
591,104.729
592,104.634
593,91.4131
594,85.7375
595,84.7935
596,84.7019
597,86.5704
598,95.9508
599,104.486
600,104.397
601,104.506
602,112.632
603,112.547
604,105.928
605,84.0238
606,65.7414
607,54.4975
608,49.9684
609,49.8867
610,52.0923
611,59.9888
612,69.668
613,70.8825
614,72.3727
615,78.2926
616,91.7898
617,97.3413
618,101.383
619,110.549
620,110.473
621,101.9
622,87.2596
623,81.7065
624,79.9502
625,67.6038
626,54.9002
627,49.9054
628,48.7805
629,48.0965
630,40.8313
631,32.155
632,30.8306
633,30.7565
634,43.3811
635,53.2794
636,53.2048
637,38.218
638,38.1428
639,52.963
640,73.2528
641,74.8481
642,74.7714
643,56.241
644,31.0485
645,30.5706
646,30.4917
647,40.3959
648,51.7384
649,51.6574
650,46.2351
651,29.3328
652,16.4249
653,6.2609
654,5.33451
655,5.24802
656,7.62799
657,7.53928
