#wnum,raman
275,907.83
276,909.127
277,852.065
278,795.471
279,735.27
280,673.92
281,621.006
282,586.053
283,551.187
284,507.673
285,462.986
286,432.808
287,421.793
288,411.449
289,362.305
290,312.979
291,284.885
292,276.009
293,267.832
294,260.098
295,255.339
296,234.381
297,207.415
298,180.803
299,160.806
300,143.251
301,144.528
302,150.34
303,151.614
304,142.108
305,133.039
306,114.884
307,95.7756
308,85.9395
309,85.59
310,85.3589
311,83.8638
312,83.1661
313,75.2363
314,62.9141
315,57.5603
316,58.7939
317,60.0234
318,51.6479
319,33.4203
320,34.6372
321,38.9235
322,52.037
323,53.2399
324,52.0843
325,42.7283
326,23.7397
327,15.0052
328,16.1823
329,23.588
330,24.7537
331,15.9144
332,15.8428
333,16.9905
334,18.1319
335,12.735
336,-2.18223
337,-1.06059
338,1.61838
339,6.04629
340,7.1471
341,2.7631
342,0.719599
343,1.7986
344,4.97411
345,27.9675
346,37.743
347,38.7915
348,9.7112
349,-2.20418
350,-1.17984
351,7.80325
352,13.337
353,17.8788
354,18.8698
355,9.34037
356,-0.809868
357,-0.0958946
358,0.860552
359,4.66862
360,12.6519
361,20.3046
362,24.3939
363,25.3056
364,19.6361
365,8.78958
366,9.67364
367,16.0231
368,16.8884
369,16.5
370,7.4664
371,4.31418
372,4.91598
373,4.27851
374,-2.85627
375,-2.05887
376,2.86367
377,22.0379
378,22.8054
379,19.6431
380,16.0998
381,16.8373
382,25.2647
383,30.3735
384,33.6335
385,34.3306
386,28.4267
387,21.5563
388,14.555
389,7.13168
390,5.2522
391,5.88798
392,8.71973
393,14.2374
394,14.8423
395,12.4067
396,-6.97045
397,-6.39674
398,17.0956
399,44.9483
400,45.4913
401,27.5029
402,20.5957
403,21.1089
404,23.9486
405,32.0796
406,40.4881
407,45.9234
408,48.4809
409,48.9375
410,47.4781
411,45.6701
412,43.4702
413,40.9739
414,39.0157
415,38.1135
416,38.5089
417,60.8664
418,74.832
419,75.2027
420,51.6895
421,52.0443
422,52.4692
423,60.5124
424,60.844
425,54.5285
426,54.8452
427,60.7842
428,61.0864
429,57.8258
430,58.1138
431,58.4072
432,68.5846
433,69.1792
434,69.4399
435,65.146
436,65.3937
437,65.4214
438,65.2097
439,62.013
440,60.2083
441,60.425
442,61.0935
443,62.7646
444,64.3597
445,66.8125
446,70.25
447,74.1469
448,76.1863
449,77.4015
450,77.5679
451,77.3248
452,75.646
453,72.6437
454,72.7898
455,79.4317
456,82.8247
457,82.9565
458,68.5272
459,68.6498
460,70.2624
461,80.3566
462,83.5724
463,83.6776
464,82.5924
465,76.9481
466,77.041
467,81.185
468,81.27
469,77.1995
470,64.6005
471,64.6742
472,76.6509
473,76.7175
474,71.0975
475,56.3031
476,56.3593
477,55.5254
478,55.5751
479,48.191
480,48.2343
481,62.8455
482,67.8676
483,67.9019
484,39.4147
485,38.965
486,38.9908
487,51.3502
488,54.0867
489,56.2912
490,64.055
491,74.8573
492,77.9961
493,78.0041
494,74.2744
495,65.1797
496,55.0976
497,52.9147
498,52.9114
499,56.2534
500,65.9799
501,68.5839
502,68.5726
503,57.9944
504,52.0324
505,50.2895
506,49.107
507,48.2934
508,48.2715
509,54.1631
510,61.3027
511,61.276
512,58.5322
513,56.6291
514,56.598
515,57.1201
516,62.9297
517,67.792
518,67.7557
519,56.5902
520,56.5515
521,57.269
522,65.4935
523,65.4516
524,63.0823
525,57.9816
526,50.1758
527,50.1299
528,61.7013
529,67.1325
530,67.084
531,48.4906
532,48.4405
533,61.0537
534,63.2245
535,63.1723
536,53.0886
537,53.0351
538,53.4575
539,60.7237
540,73.2323
541,78.9568
542,78.9005
543,77.6327
544,77.5754
545,85.8394
546,85.7812
547,84.712
548,79.0021
549,70.2379
550,61.135
551,61.0751
552,61.1967
553,61.1362
554,59.4535
555,59.3925
556,74.3241
557,78.1883
558,78.1265
559,60.0731
560,60.0109
561,64.4337
562,71.156
563,71.2782
564,71.2686
565,82.8693
566,93.0454
567,92.9821
568,79.324
569,79.0792
570,79.0156
571,88.568
572,93.664
573,97.3087
574,106.154
575,119.214
576,125.752
577,125.687
578,120.549
579,114.924
580,111.836
581,111.771
582,115.012
583,114.946
584,106.836
585,106.77
586,113.738
587,119.375
588,119.308
589,112.522
590,112.455
591,127.68
592,127.612
593,122.043
594,109.393
595,109.325
596,109.256
597,107.932
598,98.7422
599,88.9328
600,75.0084
601,65.4232
602,65.3512
603,70.3424
604,70.2692
605,66.7703
606,66.6957
607,82.2097
608,83.7076
609,83.6307
610,70.4672
611,64.301
612,60.5692
613,53.4906
614,42.0788
615,41.9962
616,62.8037
617,87.9145
618,87.8285
619,86.4651
620,76.6258
621,61.1442
622,61.0531
623,78.5393
624,82.9283
625,82.833
626,64.0873
627,54.3599
628,47.7735
629,46.1408
630,46.0373
631,45.9321
632,40.0022
633,32.0566
634,17.632
635,1.80632
636,-2.55057
637,-2.66751
638,0.688961
639,6.36907
640,11.9188
641,18.0773
642,19.2663
643,19.1367
644,17.1588
645,17.0249
646,53.5254
647,60.1548
648,60.0146
649,43.0148
650,42.8704
651,53.5694
652,53.4207
653,49.4858
654,46.1821
655,46.0269
656,45.8696
657,34.0095
658,24.5989
659,24.4351
660,35.5635
661,42.3664
662,42.5222
663,42.3496
664,28.674
665,14.9909
666,3.74649
667,-3.61449
668,-3.79832
669,8.1594
670,14.166
671,14.047
672,13.8546
673,31.4861
674,46.802
675,46.6039
676,37.7838
677,23.5618
678,6.05383
679,5.84894
680,21.2097
681,42.5236
682,43.144
683,42.9334
684,39.6921
685,33.783
686,33.5686
687,37.6791
688,41.8937
689,42.4023
690,42.1838
691,29.2251
692,15.2143
693,14.9933
694,21.3927
695,31.2038
696,46.4165
697,57.5525
698,57.3285
699,54.8785
700,44.6056
701,33.4464
702,21.703
