epoch,train_loss,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,fixed_epoch_count
53,0.0211276783632195,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
54,0.0249261948725451,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
55,0.0234697630062051,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
56,0.0191041480101968,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
57,0.0251230192443598,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
58,0.0146759709683449,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
59,0.0143542009073755,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
60,0.0175600674675534,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
61,0.0159357893337374,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
62,0.0183996852422538,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
63,0.0181554543583289,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
64,0.0160427490864758,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
65,0.0133717759208672,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
66,0.0160452178153006,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
67,0.0166369301145491,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
68,0.0162348674820817,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
69,0.0153155315440634,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
70,0.01132184062639,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
71,0.0167581456138387,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
72,0.0128611226898172,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
73,0.011989609160177,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
74,0.0159384100859903,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
75,0.0140396035721768,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
76,0.0142352134410453,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
77,0.0136279685479467,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
78,0.0087387421905346,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
79,0.0126157221554414,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
80,0.0143376300645911,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
81,0.0113795521369446,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
82,0.0158442689899517,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
83,0.0135986182385164,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
84,0.0082573004731017,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
85,0.0166470814463884,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
86,0.0122153882649929,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
87,0.0091846327159715,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
88,0.0122857406864995,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
89,0.012474378666476,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
90,0.0064608705464912,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
91,0.0089286758515821,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
92,0.0090964750232903,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
93,0.0102577779539253,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
94,0.0060288096575633,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
95,0.0082298343223722,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
96,0.0068615033040228,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
97,0.0087301516451913,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
98,0.0087107409074214,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
99,0.0100877987820169,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
100,0.0085481230428685,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
1,0.0639611416407253,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
2,0.0419503196231696,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
3,0.0332970012270886,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
4,0.0321457312158916,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
5,0.0312125982797664,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
6,0.0300422242478184,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
7,0.0285729576355737,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
8,0.0259043865100197,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
9,0.0229173470871604,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
10,0.0208405198739922,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
11,0.0192465102866939,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
12,0.0177644801463769,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
13,0.0166023016429465,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
14,0.0156897716742494,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
15,0.0149408626426821,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
16,0.0143201825735361,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
17,0.0137848351296523,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
18,0.0133750026786456,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
19,0.0130822738357212,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
20,0.012746835163106,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
21,0.0123907135799527,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
22,0.0121351584970303,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
23,0.0120363753872073,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
24,0.0118335418565117,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
25,0.0115762251097223,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
26,0.011395696076038,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
27,0.011295347513388,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
28,0.0111610738592951,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
29,0.0110289903616775,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
30,0.010899563073788,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
31,0.0107738727784675,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
32,0.0107221729178791,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
33,0.0106391981600419,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
34,0.010557179161064,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
35,0.0104510364551907,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
36,0.0103778706280433,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
37,0.0103287662063603,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
38,0.0102232432316826,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
39,0.0101568473162858,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
40,0.0100840904806619,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
41,0.0100378334603231,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
42,0.0099470940151292,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
43,0.0099289153662064,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
44,0.0098514634905302,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
45,0.0097780077499539,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
46,0.0097080344641986,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
47,0.00964336813468,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
48,0.0096009145531317,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
49,0.0095426399843848,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
50,0.0095089595036014,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
51,0.0094671182852724,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
52,0.0094468867438642,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
53,0.0093633496809912,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
54,0.0093122519374541,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
55,0.0092684793326517,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
56,0.0092223944417808,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
57,0.0091470787577007,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
58,0.009129892302596,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
59,0.0090669126338932,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
60,0.0090606081582929,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
61,0.0090157340450779,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
62,0.0089990359641935,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
63,0.0089481256481098,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
64,0.0088978219809739,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
65,0.0089294024459693,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
66,0.0089166726949422,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
67,0.0088804535470578,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
68,0.0089116123529232,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
69,0.0088437982259885,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
70,0.0088663612516677,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
71,0.0088228924847815,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
72,0.0087635923533335,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
73,0.0087849163798534,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
74,0.0087733669724801,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
75,0.0087385981918677,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
76,0.0086252595006447,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
77,0.0085652473536522,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
78,0.0085455217487786,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
79,0.0085249248276586,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
80,0.0085447820632354,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
81,0.0084998940789829,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
82,0.0084503544640281,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
83,0.0084905074407225,strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,99.0
