best_validation_loss,bottleneck_dimension,channels,clean_median_absolute_peak_prominence_change,clean_median_absolute_relative_peak_width_change,clean_median_peak_shift_cm1,clean_reconstruction_first_derivative_mae,clean_reconstruction_median_row_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_repeatable_peak_recall,configuration,corrupted_latent_cosine_drift,corrupted_median_absolute_peak_prominence_change,corrupted_median_absolute_relative_peak_width_change,corrupted_median_peak_shift_cm1,corrupted_prediction_agreement,corrupted_reconstruction_first_derivative_mae,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_repeatable_peak_recall,corrupted_target_balanced_accuracy,curriculum,fold_count,gate_chemical_probe,gate_clean_correlation,gate_instrument_leakage,gate_peak_recall,gate_same_master_distance,instrument_probe_increment_delta,latent_cross_instrument_separation_margin,latent_instrument_probe_increment,latent_same_master_cross_instrument_distance,latent_sensor_probe_increment,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,loss_name,model_family,parameter_count,passes_ae_gates,raw_instrument_probe_increment,raw_same_master_cross_instrument_distance,raw_sensor_probe_increment,raw_target_balanced_accuracy,representation,same_master_distance_delta,selection_utility,sensor_probe_increment_delta,subset,target_balanced_accuracy_delta_from_raw
0.0076067243152771,16,16x32,0.0685103406576672,0.4243811394715276,2.0,0.0209176494943821,0.8913323065626544,0.0076067242529714,0.0038033621264857,0.0868160607978276,0.4556142170476333,c16x32_z16_mse_clean,0.0593110486865043,0.0853598991747276,0.4983875894822079,2.0,0.7005363075961764,0.0217190697308632,0.7659591486908615,0.0179762740508024,0.0089881370254012,0.1284258553752658,0.4177925448533472,0.489307380122148,clean,20,False,False,True,False,True,-0.2447152733090233,0.0830484787684378,0.3654248370394203,0.2370475665965576,0.3209106654794331,0.5633190301262793,0.545531401009398,0.545531401009398,mse,ae,375025.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.4382116531035768,0.2043428293322491,-0.124931902456014,strict_core,-0.1423932448676237
0.0127012916399919,16,16x32,0.066760630034696,0.3157875102578914,2.0,0.0192820008421793,0.9289901670718776,0.0065669172811111,0.0032834586405555,0.0748963340751355,0.4406368621728407,c16x32_z16_spectral_composite_clean,0.0713496655225753,0.0900324928108602,0.4309487112841498,2.0,0.7178975021546099,0.0198657485168753,0.800554878680044,0.0159035981909675,0.0079517990954837,0.1213445608574868,0.3990720620022872,0.5004465895288468,clean,20,False,False,True,False,True,-0.2156963660088659,0.1073339718756522,0.3944437443395777,0.3095771125484865,0.3488412054329909,0.5869283372769398,0.5727465699868773,0.5727465699868773,spectral_composite,ae,375025.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.3656821071516479,0.3954464428808661,-0.0970013625024562,strict_core,-0.1187839377169632
0.0052788519125569,64,16x32,0.0570956245705019,0.3150549752896867,2.0,0.0203693564758448,0.9482726424901806,0.0052788519751073,0.0026394259875536,0.0667652930715907,0.5150422059003755,c16x32_z64_mse_clean,0.0661358449608087,0.0759723261857288,0.4043958330472167,2.0,0.711900522682612,0.0214229689857226,0.8441780522070799,0.0154882263774111,0.0077441131887055,0.1128202241416393,0.4890572205842021,0.5950930785915258,clean,20,True,False,True,False,True,-0.0959987517279183,0.1182436271586388,0.5141413586205253,0.3878912013958367,0.4294693551053424,0.6769481250107272,0.6589258743363239,0.6589258743363239,mse,ae,1450273.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.2873680183042977,0.7373860584928291,-0.0163732128301047,strict_core,-0.0287641499831758
0.0105929097134186,64,16x32,0.0558412391779711,0.2685476673784597,2.0,0.0191361066593932,0.9553236351005876,0.0051155451317141,0.002557772565857,0.0612152667493349,0.4999412853053815,c16x32_z64_spectral_composite_clean,0.079018672183156,0.0778423133757314,0.3939207674236425,2.0,0.7130215600490662,0.0199797681490489,0.8484856878827929,0.0141789135439471,0.0070894567719735,0.1113671105533772,0.463179474004301,0.5981573810302153,clean,20,True,True,True,False,True,-0.0846967875613708,0.1421892564811582,0.5254433227870728,0.4447726048611903,0.4382774116148729,0.6818624599402632,0.6676309673505418,0.6676309673505418,spectral_composite,ae,1450273.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.2304866148389441,0.7827578719197152,-0.0075651563205742,strict_core,-0.0238498150536398
0.0072340609137744,16,8x16,0.0704375277331564,0.4217302032443324,2.0,0.0215186040377696,0.9069128115893832,0.0072340609067594,0.0036170304533797,0.0844463837146906,0.4576400121406961,c8x16_z16_mse_clean,0.0659463869407773,0.0836864742275793,0.48835336395503,2.0,0.6772734411578766,0.0223415590943333,0.7558248764050925,0.0182012619260371,0.0091006309630185,0.1285353582666853,0.4195482548195633,0.4719330832755563,clean,20,False,False,True,False,True,-0.242492403117403,0.0859944608211704,0.3676477072310405,0.2545954897742791,0.3439450911780969,0.5705078316810501,0.553555517145124,0.553555517145124,mse,ae,186241.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.4206637299258554,0.2454260554361969,-0.1018974767573502,strict_core,-0.1352044433128529
0.0131990601067788,16,8x16,0.0698139845015248,0.3537357791316529,2.0,0.0195179502496524,0.9224601791338304,0.0071125191432189,0.0035562595716094,0.0769100572829879,0.4316103506850635,c8x16_z16_spectral_composite_clean,0.0740539273247122,0.0887143620391725,0.4359447426357309,2.0,0.6960557963354412,0.020093356849265,0.7850182880647628,0.0162688204938073,0.0081344102469036,0.1228964470171638,0.3902457417809863,0.506819782025936,clean,20,False,False,True,False,True,-0.210281241062491,0.1042625802060103,0.3998588692859526,0.3133677704523296,0.3542982133529314,0.5868250545039937,0.5721761153915577,0.5721761153915577,spectral_composite,ae,186241.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.3618914492478048,0.32588111019949,-0.0915443545825158,strict_core,-0.1188872204899092
0.005252883863434,64,8x16,0.0569538012525299,0.3139644929790536,2.0,0.0207019571804615,0.9468819943823042,0.0052528839089922,0.0026264419544961,0.0672597631143276,0.5076350184639833,c8x16_z64_mse_clean,0.0531777130439877,0.0762613541461178,0.4374513240448204,2.0,0.712708034125596,0.0217445383776116,0.8255567134930424,0.0164189022648491,0.0082094511324245,0.1151559366721374,0.4782004497396494,0.588301675364155,clean,20,True,False,True,False,True,-0.0885320662924829,0.1044164955546966,0.5216080440559607,0.3541798937226504,0.422105053579007,0.6745502634692321,0.6594127277035314,0.6594127277035314,mse,ae,723889.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.321079325977484,0.6747957494617681,-0.0237375143564402,strict_core,-0.0311620115246708
0.010485575356515,64,8x16,0.0566593883995665,0.2669763827604979,2.0,0.019217313309472,0.9561406578435236,0.0049624372819167,0.0024812186409583,0.0608262551636277,0.4860053751871412,c8x16_z64_spectral_composite_clean,0.0703056491911411,0.0782067607229692,0.3970054266115744,2.0,0.7188030455484544,0.020047339491949,0.8313531805349653,0.0143843730467135,0.0071921865233567,0.112441569629962,0.4572336312437478,0.6147015728224048,clean,20,True,True,True,False,True,-0.0818340736569903,0.1404699079964713,0.5283060366914534,0.4431244540453825,0.4421269147805525,0.697417580471724,0.6795714783387794,0.6795714783387794,spectral_composite,ae,723889.0,False,0.6101401103484436,0.6752592197001345,0.4458425679354472,0.705712274993903,arpls_minmax,-0.2321347656547519,0.787976240821488,-0.0037156531548946,strict_core,-0.0082946945221789
0.006545435778559,16,16x32,0.064312828349648,0.4232001537645838,2.0,0.0198763751719683,0.9507775780367456,0.0065454357685663,0.0032727178842831,0.0721107038142963,0.5512586230636218,c16x32_z16_mse_clean,0.0270525500178337,0.0730599665868794,0.5079198063151968,2.025,0.7425800658405264,0.0203553144534168,0.8412228226525948,0.0201810236903201,0.01009051184516,0.1172602235485687,0.5235905914552463,0.4903848060288481,clean,20,False,True,True,False,True,-0.1262938682730348,0.045620884168264,0.547005320052195,0.2633832361774232,0.3471257128016786,0.5526010576588789,0.5415329312395173,0.5415329312395173,mse,ae,375025.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.4970139700209151,0.3099470301832986,-0.0937168489480038,strict_core,-0.1410044394510723
0.0122082309352335,16,16x32,0.0686583703776705,0.3770931514543412,1.975,0.0174468882083854,0.95510853959949,0.0068604574494236,0.0034302287247118,0.0703331365155533,0.5274076406190409,c16x32_z16_spectral_composite_clean,0.0324763320386409,0.0813216331182047,0.4478100897565567,2.0,0.7196054973839362,0.0178576750883083,0.8426624523473997,0.019610564372335,0.0098052821861675,0.1177410498271025,0.490464580857791,0.4954473133382907,clean,20,False,True,True,False,True,-0.1287086789170122,0.0597760454977562,0.5445905094082177,0.3064093445059432,0.3328176804699216,0.5537189551758038,0.5425806654394487,0.5425806654394487,spectral_composite,ae,375025.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.4539878616923951,0.298990321192009,-0.1080248812797608,strict_core,-0.1398865419341473
0.0049672000799062,64,16x32,0.0555804667528718,0.3352664279477078,2.0,0.0190586299049815,0.9753072127426214,0.0049672001091802,0.0024836000545901,0.0596309045034931,0.6133665625088403,c16x32_z64_mse_clean,0.0459729667752981,0.0646667099441401,0.4377239634854131,2.0,0.7932432606862543,0.0199912901426829,0.8736958725026642,0.0185719997210439,0.0092859998605219,0.1088111656132242,0.5863274931705083,0.6226637097102528,clean,20,True,True,True,False,True,-0.0315297365818198,0.0804564797718967,0.64176945174341,0.3738205912638536,0.441930914630605,0.6641851991720821,0.6484863866827071,0.6484863866827071,mse,ae,1450273.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.3865766149344846,0.7869875623071627,0.0010883528809225,strict_core,-0.029420297937869
0.0097605688143954,64,16x32,0.0532746627257438,0.2741145035596329,2.0,0.0172573191033863,0.9795091892759544,0.0048561830723995,0.0024280915361997,0.056067458589535,0.583646966806714,c16x32_z64_spectral_composite_clean,0.0555176818743348,0.0700074041553307,0.3900252065365431,2.0,0.7973508701611892,0.0179303928891781,0.8771571131884045,0.0179053196702322,0.0089526598351161,0.1082429587885407,0.5604073828101842,0.6178542708199867,clean,20,True,True,True,False,True,-0.0168007069569569,0.0892582176574725,0.656498481368273,0.4229225811922216,0.437626700283434,0.6759389323763302,0.659547970543221,0.659547970543221,spectral_composite,ae,1450273.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.3374746250061167,0.796204676939789,-0.0032158614662484,strict_core,-0.0176665647336209
0.0072414106549283,16,8x16,0.0662765004934044,0.4570969968262333,2.0,0.0206174125398227,0.9383447859146182,0.0072414106884426,0.0036207053442213,0.0767554490043556,0.5458707758227178,c8x16_z16_mse_clean,0.032213263399899,0.0746610162372235,0.5173554639486285,2.0375,0.7343438852177957,0.0209808399648738,0.8246188159021435,0.0206498481301107,0.0103249240650553,0.1201775492778736,0.5263501458017803,0.5016901852596933,clean,20,False,False,True,False,True,-0.119756337438629,0.0482394506468311,0.5535428508866009,0.2585624559634925,0.352217204341851,0.5395690371613059,0.5285395891516811,0.5285395891516811,mse,ae,186241.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.5018347502348458,0.1746468972611806,-0.0886253574078315,strict_core,-0.1540364599486453
0.0125587459356544,16,8x16,0.0726022192582604,0.4024904325287689,2.025,0.0176558972893268,0.9515320881169604,0.007251841436927,0.0036259207184635,0.0716723591645338,0.5285719578191259,c8x16_z16_spectral_composite_clean,0.0316514385864138,0.081465470069088,0.4752991552341886,2.0,0.7272205441456558,0.0180475425251098,0.8365205947418467,0.0197799631160421,0.009889981558021,0.1185896901577937,0.4986470229680299,0.5040582587520721,clean,20,False,True,True,False,True,-0.1162017970351303,0.055254985147424,0.5570973912900996,0.3063066152791142,0.3422797415426638,0.5486120876326825,0.5436887355962365,0.5436887355962365,spectral_composite,ae,186241.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.4540905909192241,0.2415690979592545,-0.0985628202070186,strict_core,-0.1449934094772685
0.0050522927049624,64,8x16,0.0564823318534763,0.360025806572488,2.0,0.0194309012660838,0.9735300601505408,0.0050522926200978,0.0025261463100489,0.061070548150502,0.5977548781612116,c8x16_z64_mse_clean,0.0390802854672074,0.0661494907690212,0.4370871545716681,2.0,0.7983856712975808,0.0202587496644367,0.874715697030972,0.0187029272449818,0.0093514636224909,0.1092463879049755,0.573901167428027,0.6205937036112339,clean,20,True,True,True,False,True,-0.0369317345619428,0.0750309152162278,0.6363674537632871,0.3509841702495506,0.4445203783431338,0.6676065482726565,0.6519062134503151,0.6519062134503151,mse,ae,723889.0,False,0.67329918832523,0.7603972061983383,0.4408425617496824,0.6936054971099512,minimal_minmax,-0.4094130359487876,0.7617062620861808,0.0036778165934512,strict_core,-0.0259989488372947
