epoch,train_loss,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,fixed_epoch_count
37,0.0072331100946259,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
38,0.0070510858573695,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
39,0.0069519528856393,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
40,0.0069073055066187,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
41,0.0068695203304966,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
42,0.0068929699760971,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
43,0.0068943950884813,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
44,0.0067422377175513,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
45,0.0067236534559099,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
46,0.0066361627928556,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
47,0.006641356263929,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
48,0.0065494937087955,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
49,0.0064982546971974,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
50,0.0064678928751489,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
51,0.0064630208616743,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
52,0.0064247446885374,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
53,0.0063963877940339,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
54,0.0063138885472804,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
55,0.0062997399428179,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
56,0.006324783284264,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
57,0.0064291776420656,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
58,0.0063613973515722,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
59,0.0062508041611508,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
60,0.0062148868228292,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
61,0.0061138403304015,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
62,0.0060256305678515,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
63,0.0059863560990212,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
64,0.0059486589610332,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
65,0.0058609916000469,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
66,0.0059329381186787,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
67,0.0058661172804551,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
68,0.0058740008767853,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
69,0.0058786520612442,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
70,0.0059459945327726,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
71,0.0058785739861503,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
72,0.0057490524537955,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
73,0.0057078165404489,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
74,0.0056802835456219,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
75,0.0056788000437696,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
76,0.0056398008311969,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
77,0.0057016431532274,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
78,0.0055801143860374,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
79,0.0055632182556469,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
80,0.0055404968996079,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
81,0.0055453286691561,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
82,0.0055104899126332,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
83,0.0054795056140467,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
84,0.0054260716035783,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
85,0.0053694322963317,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
86,0.0053555650521604,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
87,0.0053508651187122,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
88,0.0053395087753307,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
89,0.0053247138904759,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
90,0.0053177554423097,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
91,0.0054384139454419,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
92,0.0054171160872209,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
93,0.0053274190154217,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
94,0.0052935403128921,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
95,0.0051849467001892,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
96,0.005207789434303,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
97,0.0052146322453999,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
98,0.0052524156720666,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,98.0
1,0.0848958549706701,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
2,0.0828125531449726,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
3,0.0790007685871808,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
4,0.0593468066239236,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
5,0.0490242035998505,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
6,0.0428741810285024,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
7,0.0394310844541346,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
8,0.0357886078469549,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
9,0.0336637285817179,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
10,0.0331261150201111,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
11,0.0326050940891657,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
12,0.0319708314834523,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
13,0.0311392035279,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
14,0.0298928528254668,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
15,0.0281937254559933,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
16,0.0259434323645283,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
17,0.0239324228983531,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
18,0.0219603657619253,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
19,0.0202520432218121,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
20,0.0188254681451044,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
21,0.017614560839849,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
22,0.0166810620153881,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
23,0.0158384227726411,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
24,0.0150636036877968,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
25,0.014367283793443,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
26,0.0138373942388883,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
27,0.0133714467657715,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
28,0.0131414035705835,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
29,0.0127733258521113,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
30,0.0124393103958602,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
31,0.0121914479173063,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
32,0.0119788797539412,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
33,0.0117888585488389,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
34,0.0115736954556942,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
35,0.0114055079095985,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
36,0.0112039393484967,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
37,0.0110634835976497,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
38,0.0109703490060169,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
39,0.010856468723125,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
40,0.0108040024570989,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
41,0.0106486071989653,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
42,0.0105719289458556,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
43,0.0105034851607507,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
44,0.0104062216595678,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
45,0.0103068883561292,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
46,0.0102473194722639,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
47,0.0102005468972346,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
48,0.0101636560242013,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
49,0.010027363964401,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
50,0.0099685898599606,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
51,0.0098916266901742,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
52,0.0097528329982377,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
53,0.0097225420880753,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
54,0.0096552862178168,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
55,0.0096914868670461,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
56,0.0096477301725625,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
57,0.0095771071817772,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
58,0.0094742690851109,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
59,0.0094025139943215,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
60,0.0094081820493155,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
61,0.0093270192316895,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
62,0.0093140704428275,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
63,0.0092709693349241,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
64,0.0092947752724028,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
65,0.0092157988529886,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
66,0.0092081610789001,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
67,0.0091307330008605,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
68,0.0091036094026522,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
69,0.0090240730554503,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
70,0.0089827962383928,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
71,0.0089073307948276,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
72,0.0088903231156863,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
73,0.0088520424618791,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
74,0.0088505242019891,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
75,0.0088287447285967,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
76,0.0087884754184117,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
77,0.0087869140045055,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
78,0.0087038987628195,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
79,0.0086585324403058,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
80,0.008593438285865,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
81,0.0085942288039613,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
82,0.0085615840217366,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
83,0.0085545270363577,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
84,0.0085891862223933,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
85,0.0085497606001437,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
86,0.0084589492736069,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
87,0.008428983064251,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
88,0.0084017398333181,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
89,0.0084747427990026,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
90,0.0083888503183289,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
91,0.0083247002352601,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
92,0.0082823749847466,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
93,0.0082758225369213,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
94,0.0082776250531169,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
95,0.008249111196744,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
96,0.0082400653989849,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
97,0.0083591826213171,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
98,0.0082929531694096,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,98.0
1,0.0876139358849609,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
2,0.0664877050394375,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
3,0.0510439292835048,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
4,0.0471831563700656,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
5,0.0389383394430656,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
6,0.0337600237138625,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
7,0.0329522843512539,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
8,0.0323171390769463,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
9,0.0312260476689344,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
10,0.0294481966672676,outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,98.0
