best_epoch,best_validation_loss,bottleneck_dimension,channels,clean_median_absolute_peak_prominence_change,clean_median_absolute_relative_peak_width_change,clean_median_peak_shift_cm1,clean_reconstruction_first_derivative_mae,clean_reconstruction_median_row_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_repeatable_peak_recall,configuration,corrupted_latent_cosine_drift,corrupted_median_absolute_peak_prominence_change,corrupted_median_absolute_relative_peak_width_change,corrupted_median_peak_shift_cm1,corrupted_prediction_agreement,corrupted_reconstruction_first_derivative_mae,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_repeatable_peak_recall,corrupted_target_balanced_accuracy,curriculum,execution_fingerprint,inner_fold,instrument_probe_increment_delta,latent_cross_instrument_separation_margin,latent_instrument_probe_increment,latent_same_master_cross_instrument_distance,latent_sensor_probe_increment,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,loss_name,model_family,n_train,n_validation,outer_fold,parameter_count,raw_instrument_probe_increment,raw_same_master_cross_instrument_distance,raw_sensor_probe_increment,raw_target_balanced_accuracy,representation,run_identifier,run_seed,same_master_distance_delta,sensor_probe_increment_delta,stage,state_sha256,subset,target_balanced_accuracy_delta_from_raw
90,0.0093077570513016,64,16x32,0.0425068512558937,0.1970250891965929,2.0,0.0157324449006072,0.9841666431854064,0.0043080408312453,0.0021540204156226,0.0559380489841936,0.5477386934673367,c16x32_z64_spectral_composite_gaussian_only,0.0592286959290504,0.0745595544576644,0.3078250808328576,2.0,0.8151260504201681,0.016548039282649,0.8709243999941135,0.0173937969380567,0.0086968984690283,0.1127451359508606,0.5577889447236181,0.5934691153349212,gaussian_only,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1024774774774776,0.1290289194998377,0.6072072072072071,0.4966137349391923,0.4177248677248677,0.6313069163592211,0.6262074776315042,0.6262074776315042,spectral_composite,dae,361,119,0,1450273,0.7096846846846847,0.7311494226524052,0.4203703703703704,0.6702772069926368,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,-0.2345356877132128,-0.0026455026455026,dae_search_core,87b055deeac1f074dbfae9a30e7e776797136334df814a4ff6548ab2002654d9,strict_core,-0.0389702906334157
97,0.0114178308168379,64,16x32,0.0463073253631591,0.2010634615705054,2.0,0.0156733794498953,0.9784470070793077,0.0055776698041823,0.0027888349020911,0.0635583910084719,0.5393634840871022,c16x32_z64_spectral_composite_mixed_uniform,0.0234331674873828,0.0628637140616774,0.2267599099506704,2.0,0.8571428571428571,0.015863207943882,0.956615637178314,0.0078988676328319,0.0039494338164159,0.0790625573361912,0.5561139028475712,0.5739360046077929,mixed_uniform,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.0202702702702702,0.1562662153792064,0.6894144144144144,0.4896624533719914,0.4021115921115921,0.5925695449804635,0.5851345343045995,0.5851345343045995,spectral_composite,dae,361,119,0,1450273,0.7096846846846847,0.7311494226524052,0.4203703703703704,0.6702772069926368,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,-0.2414869692804138,-0.0182587782587783,dae_search_core,b7195eef8e3227cfa6170f31c5026b56be3336d85e245af703c9356c9568e18a,strict_core,-0.0777076620121732
98,0.0114485229670751,64,16x32,0.0505527909845113,0.2339982228559771,2.0,0.0156358829676066,0.9779452200416884,0.0053682935307301,0.002684146765365,0.063196640564694,0.5309882747068677,c16x32_z64_spectral_composite_mixed_progressive,0.0194167997688055,0.0595494136214256,0.2432292200722131,2.0,0.8907563025210085,0.0157596784124214,0.9565272799487304,0.0077635014192019,0.0038817507096009,0.0785388202294779,0.52428810720268,0.532050039695512,mixed_progressive,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.0551801801801801,0.1297818391077919,0.6545045045045046,0.3719353530569316,0.3791197691197692,0.5230327371223089,0.5173448217735765,0.5173448217735765,spectral_composite,dae,361,119,0,1450273,0.7096846846846847,0.7311494226524052,0.4203703703703704,0.6702772069926368,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_progressive,259301145,-0.3592140695954736,-0.0412506012506012,dae_search_core,54d3d742b0b9b06d464e325d50dd258680404e867fe8803015999abe6a1f2b02,strict_core,-0.1472444698703279
99,0.0095113605699118,64,8x16,0.0435826680622994,0.202346866781713,2.0,0.0163940706145423,0.9709234976691444,0.0040806888097974,0.0020403444048987,0.058552429482349,0.4994311717861205,c8x16_z64_spectral_composite_gaussian_only,0.0720153450965881,0.0724710396025329,0.3684495566890229,2.0,0.680672268907563,0.0173945515626455,0.8878305615422648,0.0130208441454665,0.0065104220727332,0.1117032327655366,0.4982935153583617,0.5635445368078581,gaussian_only,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1025096525096526,0.1454819637503687,0.5037966537966537,0.4596262145854239,0.3822751322751323,0.589555215678949,0.5819950369008808,0.5819950369008808,spectral_composite,dae,361,119,0,723889,0.6063063063063063,0.6707542637983958,0.4251322751322751,0.6775235838042309,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_gaussian_only,1213262776,-0.2111280492129718,-0.0428571428571428,dae_search_core,69ef4724a7c9a8a3878c3ab365b29530a866c5c974697adf3587222d91136d8c,strict_core,-0.0879683681252819
98,0.0120351445477674,64,8x16,0.0514522194862365,0.2307666613950449,2.0,0.0165669349182302,0.9518558310637184,0.0052592747591991,0.0026296373795995,0.071618108128853,0.4823663253697383,c8x16_z64_spectral_composite_mixed_uniform,0.0098164258524775,0.059807305864524,0.2638471293505676,2.0,0.8739495798319328,0.0167369020154575,0.9450649374092046,0.0072658764608196,0.0036329382304098,0.0833537149256099,0.4857792946530148,0.5479661887638351,mixed_uniform,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.0783783783783783,0.0968414694451182,0.527927927927928,0.2559008889941759,0.3212420981151632,0.5772968912965644,0.5656489780913744,0.5656489780913744,spectral_composite,dae,361,119,0,723889,0.6063063063063063,0.6707542637983958,0.4251322751322751,0.6775235838042309,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_mixed_uniform,599925359,-0.4148533748042198,-0.1038901770171119,dae_search_core,65ccde38617069b6788de6b2cd4e7d07c4201cb470d42b95ec90ecc040573c50,strict_core,-0.1002266925076665
100,0.0103909158061782,64,8x16,0.0477099032141268,0.23402660903621,2.0,0.0163135149645297,0.965371037035916,0.0046619912606635,0.0023309956303317,0.0614137746451948,0.4982935153583617,c8x16_z64_spectral_composite_mixed_progressive,0.0191864315420389,0.0529898852109909,0.239359151462643,2.0,0.8571428571428571,0.016495823643939,0.9594630053273288,0.0057706551228364,0.0028853275614182,0.0717245536350853,0.5062571103526735,0.6165431046560501,mixed_progressive,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.006113256113256,0.1908784076303707,0.6001930501930502,0.5644134069429076,0.3643097643097642,0.637624145768147,0.631858439010039,0.631858439010039,spectral_composite,dae,361,119,0,723889,0.6063063063063063,0.6707542637983958,0.4251322751322751,0.6775235838042309,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_mixed_progressive,1835797885,-0.1063408568554881,-0.0608225108225108,dae_search_core,701049777b0db1849b5141f0767451cac67a79f572f139c0b21290c00ee6a16f,strict_core,-0.0398994380360839
97,0.0103464348273526,64,16x32,0.07048817910254,0.3573856894837005,2.0,0.0197166834176444,0.972521408501882,0.0054657407707136,0.0027328703853568,0.0568494941860924,0.5124555160142349,c16x32_z64_spectral_composite_gaussian_only,0.0553728565573692,0.0723530157119967,0.4933639456387154,2.0,0.6837606837606838,0.0202731745517587,0.8852773531032001,0.0172746091985315,0.0086373045992657,0.1015428698578497,0.4804270462633452,0.5772392290249433,gaussian_only,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,2,-0.0150132275132275,0.0752342277535499,0.732958553791887,0.4544776121593449,0.4861223571749887,0.6413548752834467,0.6085019234131842,0.6085019234131842,spectral_composite,dae,363,117,0,1450273,0.7479717813051145,0.7952524028053546,0.4848403058929375,0.7044217687074829,minimal_minmax,strict_core__o0__i2__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,677924351,-0.3407747906460097,0.0012820512820511,dae_search_core,5e39ba1281184ca913347bf499144f485bedae173fd495e1eaa68b24a1e11a3c,strict_core,-0.0630668934240361
47,0.0125229401816414,64,16x32,0.0752981342375278,0.3762849232500396,2.0,0.0196500885574034,0.964474678749738,0.0070425049907192,0.0035212524953596,0.0632472416573806,0.5124555160142349,c16x32_z64_spectral_composite_mixed_uniform,0.02842977643013,0.0694592893123626,0.6056941999898323,2.0,0.8290598290598291,0.0196896997860184,0.94001520444878,0.0104054961077363,0.0052027480538681,0.0767501757956876,0.49644128113879,0.5773809523809524,mixed_uniform,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,2,-0.0462632275132275,0.0979301898626574,0.701708553791887,0.5502824544633826,0.4715924426450742,0.6459750566893424,0.5984229082254734,0.5984229082254734,spectral_composite,dae,363,117,0,1450273,0.7479717813051145,0.7952524028053546,0.4848403058929375,0.7044217687074829,minimal_minmax,strict_core__o0__i2__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1375725355,-0.2449699483419719,-0.0132478632478633,dae_search_core,29b98486079ae2eb69a03ccb7e965e19f9f41617b8b9763b7775ab1a54350b47,strict_core,-0.0584467120181404
73,0.0122479763534716,64,16x32,0.0726112285628914,0.333976032028106,2.0,0.0196248744717304,0.9658171213139274,0.0064003989935745,0.0032001994967872,0.0615033047742423,0.5160142348754448,c16x32_z64_spectral_composite_mixed_progressive,0.0362464748322963,0.0734351901337504,0.4709716328237691,2.0,0.7777777777777778,0.0197445176355657,0.9330459280131932,0.0100807251185558,0.0050403625592779,0.0785839760993014,0.491103202846975,0.578202947845805,mixed_progressive,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,2,-0.049239417989418,0.0863201725108139,0.6987323633156965,0.5429443973425597,0.4660368870895187,0.6218537414965987,0.5943293587882075,0.5943293587882075,spectral_composite,dae,363,117,0,1450273,0.7479717813051145,0.7952524028053546,0.4848403058929375,0.7044217687074829,minimal_minmax,strict_core__o0__i2__minimal_minmax__c16x32_z64_spectral_composite_mixed_progressive,880262017,-0.2523080054627948,-0.0188034188034188,dae_search_core,4ba55d8caea83712e272998b86fc65f3227f1d281fdfba4084874d346bd752a0,strict_core,-0.0825680272108841
100,0.012696548181976,64,8x16,0.0708551108837127,0.4543427505669654,2.0,0.0232988338483676,0.920776730238972,0.0066532943567015,0.0033266471783507,0.0706259715361224,0.3659074210139603,c8x16_z64_spectral_composite_gaussian_only,0.0601165704429149,0.0925740487873554,0.4062682679182577,2.0,0.6239316239316239,0.0239017246306699,0.7752535071229427,0.017376755576659,0.0086883777883295,0.1168040024395662,0.3100661278471712,0.567375283446712,gaussian_only,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,2,-0.0485780423280424,0.0877425514702804,0.5674052028218695,0.3630590422475365,0.4587719298245614,0.7121598639455782,0.6596675202977533,0.6596675202977533,spectral_composite,dae,363,117,0,723889,0.6159832451499119,0.7343894507846789,0.4835582546108861,0.768140589569161,arpls_minmax,strict_core__o0__i2__arpls_minmax__c8x16_z64_spectral_composite_gaussian_only,380613029,-0.3713304085371423,-0.0247863247863247,dae_search_core,20e01e9e0f8661b375fc984dae29179f3c6d8c7053681f4255ae7d28d91e5a11,strict_core,-0.0559807256235828
