best_epoch,best_validation_loss,bottleneck_dimension,channels,clean_median_absolute_peak_prominence_change,clean_median_absolute_relative_peak_width_change,clean_median_peak_shift_cm1,clean_reconstruction_first_derivative_mae,clean_reconstruction_median_row_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_repeatable_peak_recall,configuration,corrupted_latent_cosine_drift,corrupted_median_absolute_peak_prominence_change,corrupted_median_absolute_relative_peak_width_change,corrupted_median_peak_shift_cm1,corrupted_prediction_agreement,corrupted_reconstruction_first_derivative_mae,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_repeatable_peak_recall,corrupted_target_balanced_accuracy,curriculum,execution_fingerprint,inner_fold,instrument_probe_increment_delta,latent_cross_instrument_separation_margin,latent_instrument_probe_increment,latent_same_master_cross_instrument_distance,latent_sensor_probe_increment,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,loss_name,model_family,n_train,n_validation,outer_fold,parameter_count,raw_instrument_probe_increment,raw_same_master_cross_instrument_distance,raw_sensor_probe_increment,raw_target_balanced_accuracy,representation,run_identifier,run_seed,same_master_distance_delta,sensor_probe_increment_delta,stage,state_sha256,subset,target_balanced_accuracy_delta_from_raw
98,0.005813439893184,16,8x16,0.0603536739945411,0.3080579763374206,2.0,0.0194770207937139,0.9561477080195846,0.0058134400570121,0.002906720028506,0.0752357307750279,0.509212730318258,c8x16_z16_mse_clean,0.0190809238702058,0.0747596658766269,0.4336809165846575,2.0,0.7647058823529411,0.0200387631113623,0.8559886637174093,0.018177233084883,0.0090886165424415,0.1194106866166632,0.5008375209380235,0.4502607450302776,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1664414414414412,0.0453978583704197,0.5486486486486487,0.1693838682012318,0.3248581048581048,0.4866566649543112,0.4801764292115603,0.4801764292115603,mse,ae,361,119,0,186241,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,-0.5617655544511734,-0.0907503607503608,ae_search_core,45064250e0dae1de33582737f47cefa124186fccd8fc85a8daab0f707458b666,strict_core,-0.1621919706097542
99,0.0108848745003342,16,8x16,0.0697239488363266,0.2801210096974124,2.0,0.0158999207330819,0.9721523585536064,0.0051918796130042,0.0025959398065021,0.0669894100307893,0.4991624790619765,c8x16_z16_spectral_composite_clean,0.0231352411210536,0.0698826014995575,0.3593141735661678,2.0,0.7647058823529411,0.0163827742965934,0.8583961905863491,0.0189963801648921,0.009498190082446,0.1224137802234807,0.4807370184254606,0.5153228568315198,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.0898648648648647,0.0593580580655999,0.6252252252252252,0.326877320111866,0.377080327080327,0.5278526284655739,0.5220555617373243,0.5220555617373243,spectral_composite,ae,361,119,0,186241,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,-0.4042721025405392,-0.0385281385281386,ae_search_core,b8441761087df6be1378d6a4cb3c1161b03fdb8d1f37131dc1842d21d834c63f,strict_core,-0.1209960070984915
99,0.0051085573167172,64,8x16,0.0591374114155769,0.3182057731613085,2.0,0.0181080814754513,0.969473980518478,0.0051085569292352,0.0025542784646176,0.0682313263453434,0.542713567839196,c8x16_z64_mse_clean,0.035071562975645,0.0681119933724403,0.4287028688420676,2.0,0.8067226890756303,0.0191092064778301,0.8543129341604148,0.0195679561714118,0.0097839780857059,0.1202983545689005,0.5276381909547738,0.5287300160338735,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1304054054054052,0.052838935042083,0.5846846846846847,0.2288806493991592,0.3912890812890812,0.561858839645698,0.5572908294712805,0.5572908294712805,mse,ae,361,119,0,723889,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z64_mse_clean,1921081740,-0.502268773253246,-0.0243193843193844,ae_search_core,b7105bcc7547c28030c33eebeccb7f0358cea11a34362d9cf3475f0f5df4e4a5,strict_core,-0.0869897959183674
89,0.0092494836499711,64,8x16,0.0450194031000137,0.2023082028870607,2.0,0.0158436068840952,0.984423610356744,0.0042217860277025,0.0021108930138512,0.0555423155178156,0.5494137353433836,c8x16_z64_spectral_composite_clean,0.0531804487109184,0.0724667466711252,0.3003209801236327,2.0,0.8151260504201681,0.0167037542052302,0.8742713352577443,0.0169958304753414,0.0084979152376707,0.1129061276069101,0.5326633165829145,0.5096576845841312,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.0518018018018016,0.134156359364273,0.6632882882882883,0.4735334342525851,0.4156084656084656,0.5617798377932409,0.5551775682130263,0.5551775682130263,spectral_composite,ae,361,119,0,723889,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z64_spectral_composite_clean,143820978,-0.2576159883998201,0.0,ae_search_core,dee10fb9a361c965c9180b5c53ef97b84c293ab0fc066512b077bd942381bc9b,strict_core,-0.0870687977708245
89,0.0053713796777697,16,16x32,0.0592332947999239,0.3280106991433433,2.0,0.0181319297826545,0.9631126728122382,0.0053713798308932,0.0026856899154466,0.0702141267406216,0.5226130653266332,c16x32_z16_mse_clean,0.0180322583764791,0.0765649601817131,0.4392003133170881,2.0,0.8235294117647058,0.0188716963600315,0.8645210112123344,0.0182869168794814,0.0091434584397407,0.1172131434058414,0.507537688442211,0.4775455720045455,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1213963963963963,0.0483193741799934,0.5936936936936936,0.1945032532924392,0.3252525252525252,0.5077698127305842,0.4965875570986195,0.4965875570986195,mse,ae,361,119,0,375025,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z16_mse_clean,1478704407,-0.536646169359966,-0.0903559403559404,ae_search_core,fe3abd03586fab3f9e942a0a5502d128f5689efb2b3dda09d17e531ad44b5337,strict_core,-0.1410788228334812
96,0.0104222574247782,16,16x32,0.0561763206496834,0.2309078972297215,1.5,0.0156473958289383,0.9768847408021692,0.0049980892968888,0.0024990446484444,0.0635847546466634,0.4974874371859296,c16x32_z16_spectral_composite_clean,0.0254283230751752,0.072628216817975,0.3001526137112033,2.0,0.7983193277310925,0.016136242524579,0.8718332454308304,0.0163131868238082,0.0081565934119041,0.1152386176797275,0.4824120603015075,0.5215661436199194,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.137162162162162,0.1077467934293875,0.5779279279279279,0.3548963551666574,0.3723665223665223,0.5513959588412024,0.5363162337643684,0.5363162337643684,spectral_composite,ae,361,119,0,375025,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z16_spectral_composite_clean,1614819665,-0.3762530674857478,-0.0432419432419433,ae_search_core,90edb8495019871461b29bf9f4d05c49a16e39b2c9a5746d1dc71460217d709d,strict_core,-0.097452676722863
94,0.0044049865785328,64,16x32,0.0559286414645612,0.2258610704684869,2.0,0.0173391311605545,0.9798199256741824,0.0044049865795266,0.0022024932897633,0.0599943115644096,0.592964824120603,c16x32_z64_mse_clean,0.0444234237074852,0.0644586933776736,0.3370748786858029,2.0,0.865546218487395,0.0183716430546995,0.8809605253692467,0.0171380809448845,0.0085690404724422,0.1114834675184685,0.5628140703517588,0.5483407665125547,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1146396396396394,0.1059034551936093,0.6004504504504505,0.3829168561966188,0.4000240500240499,0.5664567085415402,0.5560143915769408,0.5560143915769408,mse,ae,361,119,0,1450273,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_mse_clean,1924739578,-0.3482325664557864,-0.0155844155844157,ae_search_core,092cc93bc035a6b97270764aaab9e58d7a05d5b2d84906422380ac3acddd097d,strict_core,-0.0823919270225252
97,0.0097611407678918,64,16x32,0.0515236873179674,0.1956038826571991,2.0,0.0156261729991726,0.9827877817619765,0.004547694476575,0.0022738472382875,0.0592467256320853,0.525963149078727,c16x32_z64_spectral_composite_clean,0.0531070455908775,0.0700655207037925,0.2922878394413098,2.0,0.8403361344537815,0.0163772197311441,0.8707082507156672,0.0181991362413588,0.0090995681206794,0.1157387215235873,0.5376884422110553,0.5569328990177306,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.0605855855855853,0.0975107714539953,0.6545045045045046,0.3422636045777242,0.3838624338624339,0.6044571833309984,0.5937335509407246,0.5937335509407246,spectral_composite,ae,361,119,0,1450273,0.71509009009009,0.7311494226524052,0.4156084656084656,0.6488486355640655,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_clean,434447570,-0.388885818074681,-0.0317460317460317,ae_search_core,e9c63dacf65aafa901e37f7317fdbe18b17453b0882ffc6b099a1f34bf965d84,strict_core,-0.044391452233067
100,0.0128290482538462,16,8x16,0.111688207834959,0.4011424032902882,2.0,0.018556153493829,0.7657511906300758,0.0128290477053882,0.0064145238526941,0.1345163458792648,0.3754266211604095,c8x16_z16_mse_clean,0.0769161581993103,0.1043974546482786,0.5797717397922807,2.0,0.4705882352941176,0.0192106291849817,0.3725883670208372,0.0253813575932179,0.0126906787966089,0.1909889302349381,0.2901023890784983,0.2585666417596787,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.4120334620334621,0.0293120985484956,0.1807593307593307,0.1195179037082152,-0.0026483320600967,0.3093533523249117,0.2786466017803179,0.2786466017803179,mse,ae,361,119,0,186241,0.5927927927927928,0.6707542637983958,0.4251322751322751,0.6497987982378307,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z16_mse_clean,1890879813,-0.5512363600901805,-0.4277806071923719,ae_search_core,b4f248acdefc2e1a2d9884e679ece0ea51285ee761be1b662753c7afce2d9446,strict_core,-0.340445445912919
100,0.0109052973556794,16,8x16,0.0603760329540818,0.2485520701224976,2.0,0.0165644837289642,0.9559828903054118,0.0048812929911777,0.0024406464955888,0.0680820230210649,0.4630261660978385,c8x16_z16_spectral_composite_clean,0.043123472481966,0.0833539757877588,0.3351972687953337,2.0,0.7226890756302521,0.0173005831628071,0.8444842176686486,0.0130867315669121,0.006543365783456,0.119868781783257,0.4379977246871445,0.455908793723439,clean,0cd3b1c73b573f81b61d8c3f15aa06005b82901ed26b4da852351fa52a7b7d84,1,-0.1198198198198199,0.1162158744833269,0.4729729729729729,0.330479906878591,0.3313357666298843,0.5175524214262364,0.5097284659821303,0.5097284659821303,spectral_composite,ae,361,119,0,186241,0.5927927927927928,0.6707542637983958,0.4251322751322751,0.6497987982378307,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z16_spectral_composite_clean,670599351,-0.3402743569198047,-0.0937965085023908,ae_search_core,3aa742cf8e116b2ec6d4a914781b9bf1f97b6414777b1fc1bac736d6bb46d19f,strict_core,-0.1322463768115943
