class_label,support,predicted_count,true_positive,recall,precision,evaluation_phase,scenario,model_family,model,representation,seed
ethyl_paraoxon,14,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,arpls_minmax,2026
4_ANPP,17,3,3,0.17647058823529413,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
4_nitrophenol,13,5,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
acetaminophen,8,38,5,0.625,0.13157894736842105,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
benzyl_fentanyl,15,12,6,0.4,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
blank,20,36,11,0.55,0.3055555555555556,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
ethanol,11,4,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
ethyl_paraoxon,14,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,derivative_1,2026
4_ANPP,17,4,2,0.11764705882352941,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,13,7,3,0.23076923076923078,0.42857142857142855,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
acetaminophen,8,35,3,0.375,0.08571428571428572,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
benzyl_fentanyl,15,7,2,0.13333333333333333,0.2857142857142857,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
blank,20,32,11,0.55,0.34375,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
ethanol,11,12,3,0.2727272727272727,0.25,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
ethyl_paraoxon,14,1,1,0.07142857142857142,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,classical,pca_logistic,minimal_minmax,2026
4_ANPP,17,1,1,0.058823529411764705,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_nitrophenol,13,31,10,0.7692307692307693,0.3225806451612903,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
acetaminophen,8,41,6,0.75,0.14634146341463414,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,15,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
blank,20,19,4,0.2,0.21052631578947367,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethanol,11,4,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethyl_paraoxon,14,1,1,0.07142857142857142,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_ANPP,17,1,1,0.058823529411764705,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_nitrophenol,13,8,2,0.15384615384615385,0.25,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
acetaminophen,8,28,6,0.75,0.21428571428571427,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
benzyl_fentanyl,15,2,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
blank,20,40,8,0.4,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethanol,11,18,2,0.18181818181818182,0.1111111111111111,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethyl_paraoxon,14,1,1,0.07142857142857142,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_ANPP,17,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_nitrophenol,13,15,6,0.46153846153846156,0.4,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
acetaminophen,8,37,6,0.75,0.16216216216216217,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
benzyl_fentanyl,15,2,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
blank,20,27,7,0.35,0.25925925925925924,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethanol,11,15,1,0.09090909090909091,0.06666666666666667,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethyl_paraoxon,14,2,1,0.07142857142857142,0.5,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_ANPP,17,11,6,0.35294117647058826,0.5454545454545454,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
4_nitrophenol,13,20,6,0.46153846153846156,0.3,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
acetaminophen,8,13,4,0.5,0.3076923076923077,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
benzyl_fentanyl,15,3,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
blank,20,37,12,0.6,0.32432432432432434,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
ethanol,11,7,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
ethyl_paraoxon,14,7,2,0.14285714285714285,0.2857142857142857,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,1729
4_ANPP,17,7,6,0.35294117647058826,0.8571428571428571,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
4_nitrophenol,13,3,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
acetaminophen,8,34,6,0.75,0.17647058823529413,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
benzyl_fentanyl,15,0,0,0.0,,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
blank,20,21,10,0.5,0.47619047619047616,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
ethanol,11,28,3,0.2727272727272727,0.10714285714285714,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
ethyl_paraoxon,14,5,1,0.07142857142857142,0.2,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,2718
4_ANPP,17,3,2,0.11764705882352941,0.6666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
4_nitrophenol,13,25,9,0.6923076923076923,0.36,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,8,6,1,0.125,0.16666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
benzyl_fentanyl,15,1,0,0.0,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
blank,20,34,16,0.8,0.47058823529411764,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
ethanol,11,16,1,0.09090909090909091,0.0625,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
ethyl_paraoxon,14,13,3,0.21428571428571427,0.23076923076923078,domain_transfer,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,siamese,deterministic_edge_triplet,derivative_1,3141
4_ANPP,85,94,57,0.6705882352941176,0.6063829787234043,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_nitrophenol,0,2,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,72,4,3,0.041666666666666664,0.75,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,100,129,78,0.78,0.6046511627906976,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
blank,67,12,8,0.11940298507462686,0.6666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethanol,0,38,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
ethyl_paraoxon,0,45,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_ANPP,85,151,70,0.8235294117647058,0.46357615894039733,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_nitrophenol,0,12,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,72,1,1,0.013888888888888888,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,100,68,43,0.43,0.6323529411764706,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
blank,67,15,13,0.19402985074626866,0.8666666666666667,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethanol,0,32,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
ethyl_paraoxon,0,45,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_ANPP,85,98,42,0.49411764705882355,0.42857142857142855,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_nitrophenol,0,3,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
acetaminophen,72,3,2,0.027777777777777776,0.6666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,100,125,70,0.7,0.56,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
blank,67,10,7,0.1044776119402985,0.7,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethanol,0,34,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
ethyl_paraoxon,0,51,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,85,100,65,0.7647058823529411,0.65,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
4_nitrophenol,0,21,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
acetaminophen,72,1,1,0.013888888888888888,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
benzyl_fentanyl,100,139,85,0.85,0.6115107913669064,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
blank,67,1,1,0.014925373134328358,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
ethanol,0,22,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
ethyl_paraoxon,0,40,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,arpls_minmax,2026
4_ANPP,85,123,81,0.9529411764705882,0.6585365853658537,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
4_nitrophenol,0,33,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
acetaminophen,72,3,3,0.041666666666666664,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,100,97,77,0.77,0.7938144329896907,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
blank,67,16,15,0.22388059701492538,0.9375,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
ethanol,0,23,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
ethyl_paraoxon,0,29,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,derivative_1,2026
4_ANPP,85,169,77,0.9058823529411765,0.4556213017751479,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
4_nitrophenol,0,37,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
acetaminophen,72,10,6,0.08333333333333333,0.6,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,100,42,28,0.28,0.6666666666666666,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
blank,67,1,1,0.014925373134328358,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
ethanol,0,16,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
ethyl_paraoxon,0,49,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,linear_svm,minimal_minmax,2026
4_ANPP,85,76,4,0.047058823529411764,0.05263157894736842,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
4_nitrophenol,0,111,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,72,2,2,0.027777777777777776,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,100,54,14,0.14,0.25925925925925924,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
blank,67,1,1,0.014925373134328358,1.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
ethanol,0,73,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
ethyl_paraoxon,0,7,0,,0.0,domain_transfer,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,classical,nearest_centroid,arpls_minmax,2026
