stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row135,0.007334441431734968,0.003667220715867484,0.09218837359688693,0.8681569433505927,0.03471506100813193,120,15,28,5,3.0,2.0320216985971102,0.08112449944019318
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row136,0.0034357648667383708,0.0017178824333691854,0.030345900049311772,0.9780196818263124,0.024277565565758517,118,10,5,1,2.5,1.4993511509503838,0.08033272624015808
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row138,0.00830991196514985,0.004154955982574925,0.031064545740863234,0.985180646632597,0.004063278259210555,9,7,3,3,2.0,0.20780495170507896,0.0647205114364624
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row182,0.03062951137186758,0.01531475568593379,0.1371908939234988,0.44748619119355987,0.07177997563832572,147,25,3,0,2.0,1.9337844228782777,0.15796764194965363
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row194,0.021098582896182865,0.010549291448091433,0.12583076781594787,0.524251453559929,0.05723498761994831,145,32,1,1,3.0,1.0258508306480723,0.18717368319630623
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row199,0.001678797037638513,0.0008393985188192565,0.039625899207167616,0.9951741046254969,0.004091710831770407,10,10,7,7,1.0,0.03988213970395027,0.02472507325001061
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row206,0.0012842493134340286,0.0006421246567170143,0.029011630330925853,0.9929445678675335,0.005651200312588896,11,10,6,6,2.0,0.04946957214811892,0.026070277206599712
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row207,0.0012223666813821299,0.0006111833406910649,0.037261595433969924,0.9888377899394843,0.011673012029579176,40,11,5,5,2.0,0.14076366547812436,0.08455857075750828
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row209,0.006604158386966083,0.0033020791934830415,0.12450666853817022,0.8984727746456779,0.011325881081751765,41,7,1,1,2.0,0.37800531330078685,0.009591935202479362
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row213,0.012915555511817419,0.006457777755908709,0.10743262274693381,0.7838320617093345,0.042787887184323546,124,26,5,2,2.5,1.8487777029990065,0.13890189863741398
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row226,0.001729654845332299,0.0008648274226661495,0.034513925866978476,0.9846657872608764,0.003364758087388639,11,9,0,0,2.0,0.26273031923729545,0.032351791858673096
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row228,0.0009398555363241214,0.0004699277681620607,0.030448712040099937,0.9960889438271885,0.0019268441122923313,9,9,5,5,1.0,0.034050065820612395,0.028151139616966248
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row232,0.0014187677196099114,0.0007093838598049557,0.03150762251363609,0.9908802346866188,0.002707206508992905,9,9,7,7,1.0,0.07806447299764535,0.034528665244579315
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row233,0.0007308978684911251,0.0003654489342455626,0.019631993281520807,0.993193326954297,0.0024785569183794517,1,0,0,0,,,
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row237,0.0005817883892433304,0.0002908941946216652,0.019644036647753434,0.9925156745608896,0.00261595999131844,12,11,3,3,1.0,0.14670525621747493,0.013554036617279053
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row244,0.0009424242144147673,0.00047121210720738364,0.039532396290028644,0.9893206637223451,0.002780054631881025,9,3,2,2,4.0,0.07150831442896095,0.059111062437295914
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session1_row245,0.0010015164244781887,0.0005007582122390944,0.0427036936321343,0.989316537232276,0.0029920840181426912,8,3,0,0,1.0,0.10797046050268205,0.02656527329236269
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row15,0.0019158714671856556,0.0009579357335928278,0.07903795931284102,0.9380089090404834,0.011541195095383695,45,10,2,2,2.0,0.2268275811805851,0.04395249206572771
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row19,0.00037256791912303346,0.00018628395956151673,0.01690612390996122,0.9966495541579882,0.0021025937231024727,4,4,1,1,1.0,0.09124417901592284,0.009355064481496811
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row35,0.0012626070882739038,0.0006313035441369519,0.06885951084542868,0.9520664471337928,0.01269834013356428,56,11,1,1,2.0,0.20623212947986533,0.05632133036851883
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row36,0.0005941123703178366,0.0002970561851589183,0.02309394401660012,0.99382144911533,0.0023495608817652933,6,6,1,1,0.5,0.08777500859382759,0.015767298638820648
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row37,0.000796346752632934,0.000398173376316467,0.01699053971789785,0.9965301261234629,0.0026396539236884565,7,5,2,2,1.0,0.09278015584333009,0.03388768807053566
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row38,0.009407270485629187,0.004703635242814593,0.114628901772864,0.692248507287956,0.03845151478158576,136,15,1,1,4.0,2.8207415625821626,0.12232606112957001
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row49,0.02178862211669727,0.010894311058348635,0.12467682793022843,0.5242973174427615,0.05888559285019125,139,24,19,4,2.0,1.663353271884347,0.1746147945523262
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row66,0.0003731575825634787,0.00018657879128173934,0.01532832548972142,0.9973987875523016,0.002368907272549612,0,0,0,0,,,
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row86,0.001402619975364922,0.000701309987682461,0.06277757128836782,0.9471222754290799,0.014954615839357886,67,8,3,2,3.0,1.9135095983343164,0.1007213294506073
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row87,0.00036809814658559883,0.00018404907329279941,0.015412942983540772,0.9970573951413731,0.0023927053118157865,6,5,2,2,1.0,0.049537292210328904,0.019391775131225586
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row105,0.0005973716208478118,0.0002986858104239059,0.04754233520388562,0.9887164385708573,0.0020823819703530587,14,12,1,1,1.0,0.07797766178781491,0.024658539332449436
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row109,0.0010702253364096473,0.0005351126682048236,0.06770438854945868,0.9847327335586045,0.0020811230820254423,13,11,1,1,1.0,0.10602892575177716,0.01788192242383957
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row110,0.0005433208363223598,0.0002716604181611799,0.04240534226137082,0.9905742039578687,0.0024658868527434865,16,12,3,3,1.0,0.13320839651071675,0.029507162049412727
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row116,0.0015731913649659533,0.0007865956824829767,0.04480045709203145,0.9863645943358699,0.004642707558689706,15,14,4,4,1.5,0.10594751609109154,0.028157023712992668
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row118,0.0006779401867704852,0.0003389700933852426,0.05054652567865522,0.987003500818236,0.0020382824912719244,13,9,3,3,2.0,0.12702044895518833,0.02167361229658127
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row165,0.02080618785182301,0.010403093925911506,0.1066777151959598,0.6071883049400633,0.0572115162972893,140,22,40,9,2.0,2.439709952397338,0.26743026822805405
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row166,0.022832307415555125,0.011416153707777562,0.12083132728015948,0.5446562861390385,0.06133895371325447,142,30,37,11,3.0,1.249666914299211,0.23938512802124023
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row177,0.0027220562473918688,0.0013610281236959344,0.026466606119563738,0.9851284051418846,0.019923824944666452,94,9,8,2,3.0,4.397534157600518,0.026451244950294495
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row235,0.0013523037864391842,0.0006761518932195921,0.033200667885502334,0.9820828997420112,0.013689521691828434,57,9,5,5,2.0,0.19452912410275033,0.044687628746032715
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row241,0.0019404796656858465,0.0009702398328429232,0.07878628647295029,0.9138661428913654,0.016618310137751644,72,13,10,7,2.0,0.7319272399904374,0.0794709287583828
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row259,0.0052004565166018394,0.0026002282583009197,0.041060970478344165,0.9489381058440873,0.012970577582184757,43,8,4,4,4.0,1.1794016138319106,0.05176357924938202
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row266,0.02536393631910529,0.012681968159552645,0.12380700339338609,0.48668755885149156,0.0596242510771013,136,34,18,6,2.0,0.9820849918892979,0.20300975441932678
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row267,0.03063159190289624,0.01531579595144812,0.1302519092158646,0.5402745990544728,0.06702056460910431,151,32,29,4,3.0,1.8122444618293425,0.17775139212608337
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row272,0.012309876725175278,0.006154938362587639,0.09685090570430178,0.7651533492058923,0.04357600521030171,131,18,0,0,2.0,1.5995533703123967,0.22947654873132706
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row273,0.014175335573332368,0.007087667786666184,0.09439076178797613,0.7508428793276203,0.0460183316961463,140,18,0,0,3.0,2.183499024110252,0.19969169795513153
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row331,0.0038632545932671507,0.0019316272966335753,0.03669283695862631,0.9886161009551087,0.0054874905576330745,10,8,4,4,1.5,0.20435413934377633,0.041074205189943314
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row332,0.002468612515784564,0.001234306257892282,0.028788976018492684,0.9909219806341006,0.0030192541660341832,6,6,2,2,1.5,0.10327905898474324,0.023190423846244812
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row334,0.0031476764591418364,0.0015738382295709182,0.06705459267757445,0.9835501779097504,0.004560449691842742,15,8,4,4,1.5,0.10023218604329293,0.02106797719898168
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row336,0.0007529772128455289,0.00037648860642276445,0.027411595640050485,0.9931580981375955,0.0036041657301081743,11,11,6,6,1.0,0.15776732581761002,0.019115403294563293
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row339,0.0013464608639789171,0.0006732304319894586,0.044487046183075925,0.987303778446307,0.002354158753462668,8,8,3,3,2.5,0.049948095449485905,0.03133548703044653
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row340,0.00337171739158167,0.001685858695790835,0.0802056587332681,0.9795284685033624,0.0027835851882160307,15,12,5,5,1.0,0.12297927385051978,0.025823278352618217
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row343,0.0008903629052761985,0.00044518145263809926,0.013387214882195688,0.9945243950418928,0.0029401342709648557,4,2,0,0,3.5,0.05253455393758698,0.050142765045166016
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row345,0.0017746646210907505,0.0008873323105453752,0.017140168867238507,0.99650639696103,0.0019540786503681115,2,1,0,0,1.0,0.25718422181369993,0.00046503543853759766
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row346,0.0012699950726962283,0.0006349975363481141,0.016511791823799842,0.989743404665438,0.0038425065111368896,5,4,0,0,1.5,0.05116367032592544,0.01670241355895996
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row349,0.0015022594983185337,0.0007511297491592669,0.015536473782761396,0.9963450709304423,0.0020826416390813,3,2,0,0,1.5,0.20925799727456237,0.01170755922794342
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row353,0.006454833463610949,0.0032274167318054746,0.06675451329660072,0.9154811085800307,0.035821593521894624,136,19,1,0,3.0,3.30639361308942,0.1047392189502716
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row357,0.007224201778228187,0.0036121008891140936,0.07269628367041407,0.9093792390047319,0.031459144065156576,110,14,0,0,2.5,2.577641929225528,0.15771682700142264
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row377,0.0010863859463395085,0.0005431929731697543,0.03136968005172358,0.9915040661543721,0.003475653718882573,11,11,7,7,0.0,0.1584483650461934,0.015358567237854004
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row378,0.0020189440648204376,0.0010094720324102188,0.050968777002262156,0.9914210436584642,0.006583566456767065,14,12,8,8,0.5,0.06687657531753036,0.025582697009667754
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row382,0.0014002417308364252,0.0007001208654182126,0.042374288435395875,0.9924467784576659,0.0019406873635515304,9,9,5,5,1.0,0.05733250080399925,0.024873528629541397
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row385,0.004918514409138675,0.0024592572045693374,0.03253396343813779,0.9592611705123364,0.004688821509480476,8,2,1,0,2.0,0.3107053018303408,0.04559388756752014
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row387,0.0059149767786398485,0.0029574883893199243,0.06376484043615938,0.9095875689369112,0.032499278564521644,121,11,2,1,3.0,4.279951464972572,0.15113959461450577
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row393,0.0008300556255777218,0.0004150278127888609,0.015562846049863705,0.9951222416584644,0.0024901488350172127,3,2,0,0,4.0,0.19341953769535988,0.02570214867591858
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session2_row395,0.005670322497005526,0.002835161248502763,0.05708021603528834,0.9683665141260426,0.0046838749311531765,9,9,5,5,2.0,0.06038356452612624,0.08510639518499374
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row10,0.01104047615200059,0.005520238076000295,0.12886170538839553,0.6555553045445383,0.03435656673940165,122,18,1,1,3.0,1.9324681146408136,0.07356500253081322
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row12,0.0025965617025122253,0.0012982808512561127,0.0676355341042551,0.9476691950178695,0.02205622842369069,86,12,5,4,3.0,0.20108878312024508,0.07820413121953607
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row14,0.028766789291737354,0.014383394645868677,0.1302215240718266,0.48427562375310307,0.0674004809744656,149,28,1,0,2.0,1.565878232618075,0.1696968600153923
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row47,0.0018280168522204177,0.0009140084261102089,0.024625726124156075,0.9832982803934587,0.005745605290534773,8,7,3,3,1.0,0.26795022214719877,0.022257715463638306
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row49,0.00025413564285017186,0.00012706782142508593,0.017213449959751492,0.9978459982128339,0.0019389901538046875,3,3,1,1,2.0,0.1998113834462403,0.028410032391548157
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row60,0.007773158407829418,0.003886579203914709,0.10529836562184126,0.7903590754960019,0.03368402189641659,118,16,9,8,2.0,0.396317073155617,0.19393330719321966
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row128,0.0016415210057801836,0.0008207605028900918,0.03808755590853074,0.9911719717627068,0.0039570484586459185,10,10,7,7,1.0,0.08927449651575911,0.01950088143348694
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row129,0.0009504852800389977,0.00047524264001949884,0.029010432255184196,0.9926330275886567,0.001980237076391599,10,10,7,7,1.5,0.03847564956063351,0.023658614605665207
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row133,0.0012929844495677392,0.0006464922247838696,0.031991272175979676,0.9960201715051208,0.0018214359479939697,9,9,6,6,0.0,0.04265413128476368,0.014348354190587997
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row134,0.002003880425758373,0.0010019402128791865,0.044482464655964414,0.9952338034897117,0.0031310757276202953,10,10,6,6,0.5,0.07369875006259305,0.008092008531093597
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row142,0.00137474949225594,0.00068737474612797,0.036041689008997915,0.9896885386108971,0.005101516816898116,11,10,7,7,1.0,0.10559648629223733,0.023608198389410973
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row143,0.0006105960009911283,0.00030529800049556416,0.026375691035484553,0.9937265568838618,0.002159692361065351,10,10,7,7,1.0,0.05465957105407024,0.0169038325548172
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row206,0.0018689010052206983,0.0009344505026103491,0.08144044816889152,0.954887406177165,0.010051215323993737,46,9,3,3,1.0,0.14482713517032017,0.03638545889407396
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row226,0.0011246235221301832,0.0005623117610650916,0.057057477952770344,0.974572278890926,0.004848056095340456,14,8,1,1,1.0,0.09124845122098776,0.0050571809988468885
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row229,0.014139338374650498,0.007069669187325249,0.13323480780855218,0.7199783560068163,0.03243931546270947,112,19,8,4,3.0,1.9346153979986274,0.1009267121553421
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row232,0.007386658534731944,0.003693329267365972,0.1153900268991243,0.7543643114814278,0.033390850322653674,112,16,3,3,2.0,1.4555682874586031,0.13076644577085972
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row238,0.000658928161743737,0.0003294640808718685,0.018821265707404045,0.9953386173646225,0.0028494114883609914,5,3,0,0,2.0,0.10920080365968872,0.04369133338332176
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row243,0.0015876070521354492,0.0007938035260677246,0.02934959863809407,0.987029601781023,0.0028115771551217353,6,1,2,1,5.0,0.33810569470474927,0.06379404664039612
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row246,0.0006635290957917682,0.0003317645478958841,0.019237548678044718,0.9966721340940743,0.00253343075979501,1,1,1,1,0.0,0.03356613220276649,0.05116499029099941
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row248,0.003240599169799311,0.0016202995848996556,0.036008005713206434,0.9873092867155674,0.0036437703890260307,10,6,4,4,0.5,0.13776250540747847,0.03279007971286774
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row249,0.0008620611562637379,0.00043103057813186893,0.05837510947775099,0.9746516345228666,0.006031630481998685,16,9,1,1,2.0,0.1971120109826561,0.0161602720618248
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row250,0.021183212647750343,0.010591606323875171,0.10538361861534347,0.6068949393313452,0.05901692813112667,135,18,15,4,3.0,1.839047025797705,0.24876311421394348
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row252,0.0006657015839974152,0.0003328507919987076,0.019000490607893678,0.9972355590332316,0.00230099058236062,0,0,0,0,,,
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row253,0.00048819292840414987,0.00024409646420207493,0.0403266219460964,0.9921989403485667,0.0022153034864069404,10,5,3,3,3.0,0.03697771947731092,0.014607707038521767
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row254,0.001671111959143974,0.000835555979571987,0.064131639081484,0.9394899955120267,0.016480886217822056,72,9,2,2,1.0,0.19997873656599646,0.07032747566699982
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row255,0.0006596780545798753,0.00032983902728993763,0.019337353210220128,0.9959978082450246,0.0026957319623657637,2,1,1,1,0.0,0.004981692250282278,0.07435856014490128
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row258,0.0032814585742714586,0.0016407292871357293,0.07465669284111223,0.9448706111383897,0.005032552020690803,6,4,0,0,2.5,0.5044932468794238,0.10782749578356743
outer,nato_outer_o1__train_strict_core__test_strict_core,1,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,session3_row271,0.001912517283940951,0.0009562586419704755,0.06825130980143373,0.9717739014768696,0.00961887023172624,39,13,7,6,2.0,0.1902551690825707,0.022621002048254013
