configuration,curriculum,epoch,inner_fold,outer_fold,representation,run_identifier,run_seed,stage,subset,train_loss,validation_loss
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,38,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0099598264084339,0.0106736385114804
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,39,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0098710634443816,0.0105805299753526
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,40,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.009776070079356,0.0104563340325565
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,41,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0097099170295155,0.0104099392437008
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,42,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.009652306757857,0.010373590975812
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,43,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0095939946869114,0.0104112029779984
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,44,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0095504551836988,0.0104371582181388
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,45,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0095813460338478,0.0104373071827933
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,46,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0095229869672301,0.0103924258166
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,47,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0095193436333182,0.0104644321014775
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,48,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.009419666319425,0.0103140270666164
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,49,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0093319363623774,0.0101187027082974
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,50,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0092091067665749,0.0100766966870727
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,51,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.009150961697762,0.0100737707454617
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,52,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0091248940485542,0.0100800480317919
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,53,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0090890452755909,0.0100247205837684
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,54,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.009063435266945,0.0100744227808313
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,55,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0090488275291186,0.0098954751508451
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,56,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0089255634906838,0.009918353723816
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,57,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0088891453648868,0.0098775822997969
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,58,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.008798800313386,0.0098049626255235
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,59,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0087419769357776,0.0097882960836927
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,60,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0087326439355507,0.0097530690186163
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,61,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0086561508729558,0.0097053886211218
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,62,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0086895355753538,0.0098686471831898
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,63,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.008693434710813,0.0098200721838394
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,64,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0086246759984177,0.0097857435398242
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,65,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0086524154542019,0.0097489016005346
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,66,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0085808340914114,0.0097676646668745
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,67,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0085366397445964,0.0096638757547661
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,68,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0084872946550765,0.0095783146333043
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,69,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0084380980263724,0.0095833185277566
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,70,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0084106745791732,0.0097203494965278
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,71,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0084071130636264,0.009621089386965
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,72,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0085604575067923,0.0097009482785683
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,73,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0084917657980256,0.009625011749816
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,74,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0083854007160605,0.0096641593855343
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,75,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0083856952281209,0.0097016056827386
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,76,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0083236192711667,0.0096695086206583
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,77,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0083280714574447,0.0096388776559664
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,78,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0082840330620138,0.0095871863964976
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,79,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0081889331108604,0.0094806692883873
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,80,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0081189311705426,0.0094401234009561
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,81,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0080795026038595,0.0095151207965462
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,82,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0081790438737111,0.009436752373243
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,83,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0081238353423712,0.0095020166339994
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,84,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0080802826523017,0.0094646691900341
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,85,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0080471489671359,0.0094416313452505
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,86,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0080017012974809,0.0093972451061386
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,87,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0079311673578463,0.0093528221971785
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,88,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078580888798279,0.009357578261998
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,89,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078653842055979,0.0093510652023578
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,90,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078180316484783,0.0093077570513016
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,91,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078047966388495,0.0093462011706428
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,92,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.007818640702484,0.0094224829226732
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,93,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078418072534936,0.0093251398154103
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,94,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078197898074902,0.0093666709756024
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,95,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078351982608643,0.0093405834211333
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,96,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0078643419318045,0.0094556029369475
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,97,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0077979746958307,0.0094744241992089
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,98,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0077715155377034,0.0093563694170355
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,99,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0077299051028044,0.0093084807085076
c16x32_z64_spectral_composite_gaussian_only,gaussian_only,100,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_gaussian_only,172920770,dae_search_core,strict_core,0.0076739479609638,0.009320524943789
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,1,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0764249435876214,0.0745490147035662
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,2,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0599617162445905,0.0537411201150477
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,3,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0525932776899053,0.0485634287866223
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,4,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0452165778447716,0.0432893495161493
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,5,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0398605182932024,0.0383907494236942
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,6,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0371254040986051,0.0365667464915944
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,7,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0350817196752225,0.0339845175377461
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,8,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0322090832212129,0.0307252239905485
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,9,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0293916222636802,0.0273557876651527
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,10,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0265649465838875,0.0250968420173691
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,11,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0249093944036564,0.0233225831214119
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,12,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0235793996045051,0.0219142074313233
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,13,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0221105463586107,0.0202551997978897
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,14,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0203372055195127,0.0188965716187943
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,15,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0187576319351585,0.0175399844292081
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,16,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0172575237668039,0.0168485412092394
c16x32_z64_spectral_composite_mixed_uniform,mixed_uniform,17,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c16x32_z64_spectral_composite_mixed_uniform,1442228674,dae_search_core,strict_core,0.0163886663336255,0.0162991796064527
