evaluation_phase,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0443,0.0026827903846686,0.0013413951923343,0.0815601783051491,0.8486496141717262,0.0164648332233939,70,14,18,8,2.0,0.928774531152136,0.0711254030466079,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0444,0.002040172978295,0.0010200864891475,0.0902405640555258,0.9132768826647788,0.0080497950934139,24,6,5,2,1.5,0.2560507971195119,0.0229303818196058,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0445,0.0026454725718309,0.0013227362859154,0.0934761027084683,0.8727631185276095,0.0136110018081464,52,11,14,8,2.0,0.1920492055603147,0.106590412557125,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0446,0.0027216583340143,0.0013608291670071,0.0842838149910301,0.9354194139500642,0.0098221046164897,30,6,3,3,2.0,0.4537570792826229,0.0752885330002754,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0447,0.0016029673413156,0.0008014836706578,0.0799533363211358,0.9323557759308666,0.0080405494544122,26,6,3,3,2.5,0.2439223240896686,0.0602020695805549,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0448,0.0038483074305458,0.0019241537152729,0.0969788966071443,0.8708193868352306,0.0144797141617164,59,12,15,7,1.0,0.379540246096485,0.0935089755803346,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0449,0.0023566962382551,0.0011783481191275,0.0838951482681091,0.9428859109692256,0.0077328695360172,17,3,4,3,2.0,0.2050497630594517,0.2190137989819049,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0450,0.0016268655015098,0.0008134327507549,0.0796253544386071,0.9323973936470792,0.0083944075607827,29,5,3,3,2.0,0.142069033265985,0.1661894395947456,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0451,0.0031697303306703,0.0015848651653351,0.0742014329574149,0.958000737567294,0.0091356850079526,26,3,3,2,4.0,0.2037074609981692,0.0727133359760046,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0452,0.0027271380730166,0.0013635690365083,0.0762731395926488,0.9228919047173544,0.0112853413234863,47,10,7,4,2.5,0.6200923685112428,0.055413894355297,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0478,0.0023582028457115,0.0011791014228557,0.074967606037196,0.9539250865084008,0.0066557981306687,14,8,5,5,1.0,0.1165744637616751,0.0308034196496009,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0479,0.0021739912344408,0.0010869956172204,0.0754723220834146,0.9364734208802508,0.0110833881369658,45,10,8,6,2.5,0.3125360171373581,0.0518745128065347,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0480,0.0012504036539495,0.0006252018269747,0.0632199128084852,0.9705707206953336,0.0046065687719133,9,6,4,4,1.5,0.0959128865939464,0.0559046315029263,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0481,0.0018908197479163,0.0009454098739581,0.0583809394927132,0.9517052159242716,0.0114157644818936,43,14,10,8,1.0,0.4528048742852429,0.0622706823050975,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0482,0.0009463666005669,0.0004731833002834,0.039298662149634,0.9894198698104446,0.0039070096864764,7,6,1,1,1.0,0.2982659290633,0.0513715585693717,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0483,0.0015689384258853,0.0007844692129426,0.0582444529023342,0.963927711016856,0.0085825929271855,26,9,8,7,2.0,0.137574538121162,0.0434482060372829,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0484,0.0016299754023563,0.0008149877011781,0.0558443416789524,0.9778178695587716,0.0043318049350221,7,5,3,3,1.0,0.1905020833411552,0.0874662306159734,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0485,0.0024403340962401,0.00122016704812,0.0744632541790891,0.9360488858362316,0.0113864417846447,47,10,9,8,1.0,0.1554646616732384,0.0668096281588077,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0486,0.0022052048725891,0.0011026024362945,0.0699766526532071,0.9646717124235872,0.0047910166225795,8,6,5,5,1.0,0.1506261738597387,0.057877929881215,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0487,0.0016951926196667,0.0008475963098333,0.0616846700384096,0.9719705804854386,0.0047610038590417,9,6,3,3,1.0,0.1394163206039207,0.0666494835168123,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0488,0.0015573484108808,0.0007786742054404,0.061294243899231,0.9600737540245786,0.0091634919875234,30,9,8,8,2.0,0.1180854513462682,0.0593889746814966,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0489,0.0022968492615832,0.0011484246307916,0.073311472850306,0.9589242524074192,0.0069956991026577,21,7,5,5,1.0,0.2192738210030226,0.0440032631158828,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0490,0.0010356871640434,0.0005178435820217,0.0532478169206684,0.974540666358503,0.0065980624141437,18,9,5,5,1.0,0.1069211459326825,0.03573914244771,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0491,0.0020847335057527,0.0010423667528763,0.0696292534351885,0.9611175351784824,0.0061321645097008,12,6,5,5,1.0,0.1223662282264719,0.0683016050606966,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0492,0.0019306319892793,0.0009653159946396,0.0645001348837419,0.967626927577732,0.0055472254330691,14,7,5,5,1.0,0.1640361842896313,0.0576017515268176,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0493,0.0019214814093885,0.0009607407046942,0.063460097996008,0.9709681907927916,0.0052066911120034,11,6,4,4,2.0,0.0677727651904092,0.0726420963183045,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0494,0.002285979066054,0.001142989533027,0.0648341021409654,0.9377295196856332,0.0137938928777085,65,15,15,11,2.0,0.3989126441263271,0.0684980079531669,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0495,0.0022783529471755,0.0011391764735877,0.070352223350906,0.963364799419426,0.0057850908774084,15,5,5,5,1.0,0.1755900544925033,0.0646619237959384,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0496,0.0028656277215876,0.0014328138607938,0.0652244180994649,0.950322052207771,0.0119150971112373,50,18,12,10,2.0,0.4042044181496068,0.0237658247351646,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0497,0.0025856137817314,0.0012928068908657,0.0708935689235671,0.9448859960323897,0.0132890868622676,58,10,10,7,1.0,0.3447790036721241,0.1156325470656156,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0498,0.002436703823099,0.0012183519115495,0.0732595967228379,0.9589169591192526,0.0072843721109425,21,9,6,6,2.0,0.142025773718235,0.0609189003007486,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0499,0.002394578262277,0.0011972891311385,0.071831989546491,0.962425821942754,0.0046072881562369,9,6,5,5,1.0,0.1900399048124959,0.0766318859532475,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0500,0.001799187175111,0.0008995935875555,0.0682956043409479,0.956567631013024,0.0080980390629598,22,9,7,7,2.0,0.1027881599273847,0.0453879684209823,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0501,0.0020116660143029,0.0010058330071514,0.0715847274910444,0.961041414216074,0.0052690156875178,12,6,5,5,1.5,0.133322739311529,0.0494766598567366,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0502,0.0021016945042745,0.0010508472521372,0.0655881295204556,0.9683619003031776,0.0053275706020316,8,6,5,5,1.0,0.123062525192862,0.0531256217509508,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0428,0.0015902682420768,0.0007951341210384,0.0753674587150362,0.9297764859573058,0.0097494037482621,33,7,6,5,2.0,0.4228288115820734,0.0348217189311981,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0429,0.0026625099706664,0.0013312549853332,0.084446321388784,0.8943888021922162,0.0140993001145709,67,11,14,4,1.0,1.3697605176655037,0.0483817048370838,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0430,0.00356055080739,0.001780275403695,0.0544390160942322,0.9769747418115278,0.0101611072876923,35,5,6,2,2.0,0.7744395809016841,0.0144211649894714,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0431,0.0029131511990259,0.0014565755995129,0.0836751506220421,0.8666280577973019,0.0143132609461567,65,10,15,6,2.0,0.2612517308611461,0.0566379949450492,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0432,0.0018315012675044,0.0009157506337522,0.0763997110775549,0.8976726297357044,0.0114103157232914,38,9,11,5,2.0,0.3952253898240068,0.0649444237351417,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0433,0.0024737331393754,0.0012368665696877,0.0798272832267487,0.8874290118519962,0.0140782688824193,59,9,13,8,2.0,0.2546899527764283,0.1010133698582649,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0434,0.0125491433072829,0.0062745716536414,0.1715230651272276,0.7103452384770711,0.0111079947071682,23,5,12,4,2.0,0.5374204855546073,0.1026040539145469,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0435,0.0030951141288394,0.0015475570644197,0.0741814597360693,0.8660526149688159,0.0160855850737009,71,14,15,7,3.5,0.7893471105309662,0.0887835621833801,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0436,0.0035755238767216,0.0017877619383608,0.0519246096733829,0.9799276881505083,0.0087070729064622,25,3,4,3,3.0,0.2006892100556335,0.2187624629586935,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0437,0.0046989460715248,0.0023494730357624,0.0771987217812009,0.7835980222627629,0.0231313394369291,93,19,28,9,2.0,0.5559475630241755,0.0533637255430221,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0438,0.0035690777747624,0.0017845388873812,0.0953411714373118,0.8518692975067546,0.0141334159738783,53,8,16,5,2.0,0.495581623148797,0.0584812313318252,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0439,0.0026601470020419,0.0013300735010209,0.0828360233235756,0.9399542300446656,0.009420060583174,29,4,4,3,0.5,0.5135834897010372,0.1287949038669467,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0440,0.0035728855065197,0.0017864427532598,0.0960732444282087,0.8461763867534773,0.0151004197874239,61,11,15,6,2.0,0.5950448663700834,0.0561286360025405,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0441,0.0025268487080196,0.0012634243540098,0.0798672163745207,0.8626878283283854,0.0163083515452204,73,14,18,9,1.0,0.2224335151506561,0.0877337865531444,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0442,0.0030279866084292,0.0015139933042146,0.0880708092210719,0.8336087031076401,0.0169829312665387,78,15,18,8,3.0,0.3143401888068031,0.0730758979916572,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0443,0.0027921665640027,0.0013960832820013,0.0815776412075766,0.8483491336438621,0.016337315163442,70,13,18,8,2.0,1.1382160615607284,0.0791430920362472,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0444,0.0019738509596374,0.0009869254798187,0.0905687338377781,0.913809935431594,0.0082112821730385,24,3,5,2,1.0,0.2296307191984757,0.0405338108539581,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0445,0.0025404590637552,0.0012702295318776,0.0923873226800457,0.8770781158429934,0.0134615481279823,52,8,14,6,1.5,0.206397055078837,0.0763165913522243,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0446,0.0028009159703354,0.0014004579851677,0.0846045475271678,0.9361255887237788,0.0099199175282514,30,4,3,3,2.5,0.5351811974347851,0.113935602363199,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0447,0.0016125727409179,0.0008062863704589,0.0823070352490195,0.929362065284174,0.008258413270648,26,4,3,3,2.0,0.2910588547725743,0.0123463440686464,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0448,0.0040747412202785,0.0020373706101392,0.0973999168908845,0.8733888183719655,0.0146411776695666,59,5,15,4,2.0,0.1101722888814579,0.0958452522754669,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0449,0.0023040280004471,0.0011520140002235,0.0834565464485743,0.9441298094598862,0.0078051178852495,17,3,4,3,1.0,0.183803589971844,0.2069427352398634,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0450,0.001387775231358,0.000693887615679,0.0769043287506539,0.9374943215985516,0.008574797332819,29,5,3,2,2.0,0.385560732518639,0.0155708529055118,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0451,0.003119905136347,0.0015599525681735,0.0742189554200512,0.958128570832473,0.008924168744457,26,2,3,2,1.0,0.2200827597716847,0.1376894089626148,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0452,0.002770235432903,0.0013851177164515,0.074054115961933,0.9270892378374084,0.0113789198175072,47,7,7,3,2.0,0.1775472620435767,0.0548797696828842,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0478,0.001371388311495,0.0006856941557475,0.0576995820089091,0.9727933601801262,0.0069764998681577,14,9,5,5,2.0,0.1517610676321441,0.0310670211911201,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0479,0.0017583840675063,0.0008791920337531,0.0668414167830697,0.950597893023482,0.0113024561453078,45,10,8,6,2.0,0.2849477436797761,0.0676042549312114,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0480,0.0007482548962899,0.0003741274481449,0.0536004603405058,0.9787015311234049,0.0048192000635234,9,6,4,4,1.5,0.1230817111705446,0.0783676458522677,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0481,0.0017627866084331,0.0008813933042165,0.0547740951198747,0.9569832062357672,0.0112412371965391,43,15,10,8,1.0,0.3542423937189738,0.0476077795028686,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0482,0.0006841558482132,0.0003420779241066,0.0348263822477575,0.9917664280115064,0.003913387668186,7,5,1,1,0.0,0.2070274967150733,0.0538920238614082,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0483,0.0012491412516772,0.0006245706258386,0.0524256470788305,0.970589334073162,0.0088999637602163,26,9,8,7,1.0,0.1915011259395161,0.0629734769463539,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0484,0.0011390469379285,0.0005695234689642,0.0482493630590069,0.983431662297205,0.0044286170186075,7,5,3,3,0.0,0.1398905608514289,0.064877213910222,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0485,0.0017411783608901,0.000870589180445,0.0635953349385406,0.9532541526229308,0.0118344415777495,47,13,9,9,2.0,0.1421421658297879,0.0772030241787433,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0486,0.0014791029379624,0.0007395514689812,0.0586362513769525,0.9751267880797002,0.0049767830355475,8,6,5,5,1.0,0.2467790016082424,0.0479881959035992,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0487,0.0011238394582694,0.0005619197291347,0.050696827481799,0.9810737026416768,0.0048942274735808,9,5,3,3,0.0,0.2019199431601631,0.0403634756803512,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0488,0.001112627549763,0.0005563137748815,0.0517551399771972,0.971447246598942,0.0092787656001746,30,11,8,8,2.0,0.1703007937058271,0.0576365776360034,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0489,0.0013107108531862,0.0006553554265931,0.0568380326847196,0.975368584372743,0.0070125813193486,21,10,5,5,1.5,0.2624031049953887,0.0365589670836925,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0490,0.0008090220789726,0.0004045110394863,0.0453796580400372,0.9819891764785564,0.0066462035397333,18,8,5,5,1.0,0.1623333442768419,0.0621950197964906,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0491,0.001464390211878,0.000732195105939,0.0586706472945386,0.9721768679794472,0.0062751366823379,12,8,5,5,0.0,0.2015270673134587,0.047589992173016,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0492,0.0013172263005117,0.0006586131502558,0.0537949385808929,0.977289300070922,0.0057804540982968,14,6,5,5,0.5,0.148357789896026,0.0548443449661135,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0493,0.0013537739333043,0.0006768869666521,0.0540204576776145,0.9789054643905204,0.0053213891067675,11,6,4,4,0.5,0.1629746505323889,0.0392057113349437,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0494,0.00209140835384,0.00104570417692,0.0626299720677935,0.94115370782693,0.0140138986613601,65,13,15,9,2.0,0.4609416850198753,0.0725049450993537,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0495,0.0015017043800652,0.0007508521900326,0.0574134573843876,0.9755090226971916,0.0058970185522256,15,6,5,5,0.0,0.1392850597934676,0.0480868271552026,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0496,0.0021057613290949,0.0010528806645474,0.060231640487474,0.9577895989734414,0.0121142679529397,50,18,12,9,1.0,0.2891140110753641,0.0317683815956115,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0497,0.001792003856915,0.0008960019284575,0.0626170276171361,0.9573039094419288,0.0133976775577424,58,12,10,7,1.5,0.402157561624591,0.0696410834789276,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0498,0.0016763460129753,0.0008381730064876,0.0610492220789512,0.971220837895332,0.0073472195324471,21,8,6,5,1.0,0.1856723797634857,0.0593969378387555,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0499,0.0016315750616632,0.0008157875308316,0.0597868136985863,0.9738510079238676,0.0047990102676807,9,5,5,5,0.0,0.1302627285976167,0.0556754283607006,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0500,0.0012458264547838,0.0006229132273919,0.0569604358431967,0.9695157491700692,0.0081011582432048,22,11,7,7,1.0,0.1778092810600683,0.0494450367987155,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0501,0.0013328401311013,0.0006664200655506,0.0584017210388175,0.9740180529561798,0.0052812582447326,12,6,5,5,0.5,0.189337893699249,0.0417711175978183,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0502,0.0013842015479543,0.0006921007739771,0.0541312362527987,0.978421471097069,0.0054299013722006,8,5,5,5,0.0,0.2246150355292895,0.0568090546876192,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,poster_row_0428,0.0041516724227541,0.002075836211377,0.0348176711503905,0.9544137807900172,0.0047991598464016,7,3,2,1,1.0,0.2920073907192149,0.0288506150245666,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,poster_row_0429,0.0199144634514275,0.0099572317257137,0.0454181551179431,0.9375212017151942,0.0050002674189662,5,3,2,1,3.0,0.1894215827082097,0.0378807187080383,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,poster_row_0430,0.0057297325134379,0.0028648662567189,0.0280304159372135,0.9557889314244696,0.0056535064848139,13,4,2,1,2.0,2.179596022179651,0.0364323556423187,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,poster_row_0431,0.0147692396227596,0.0073846198113798,0.0394447314001862,0.9509061529314986,0.0053489234493047,8,5,2,1,1.0,0.1725811177506344,0.0419723391532897,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,poster_row_0432,0.0173158276250672,0.0086579138125336,0.0436787181572242,0.9409954676505968,0.0046744817402213,3,2,2,1,1.5,1.777885166284544,0.1694027185440063,Au,400-1800_common,,,,,,
poster,poster,poster_holdout_Au,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,1729,poster_row_0433,0.0153170255737609,0.0076585127868804,0.040801534790551,0.9498132756737449,0.0053831512920026,6,4,2,2,2.0,0.1021521124468532,0.0358791947364807,Au,400-1800_common,,,,,,
