evaluation_phase,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,edge_filled_shift,0.5,0.7833333333333333,0.7692116685477149,0.9745762711864406,0.0003330778272356,0.0039939991155245,0.0019969995577622,0.0515556614861279,0.983977793596081,0.016292025958093,0.6838565022421524,2.0,0.2863585899373319,0.0535916260778321,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,edge_filled_shift,1.0,0.7547619047619047,0.7288574430933814,0.923728813559322,0.0007075859466567,0.0040313443445621,0.002015672172281,0.0522282953364265,0.9838090253406272,0.0162993553297823,0.6748878923766816,2.0,0.2863549077137413,0.0538730025291442,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,edge_filled_shift,1.5,0.7476190476190476,0.720793349149955,0.923728813559322,0.0009671176667325,0.0040532082211823,0.0020266041105911,0.0524652078037597,0.9829148002525604,0.0163167243415165,0.679372197309417,2.0,0.2807717093282486,0.0537020685151219,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,0.5,0.7904761904761904,0.7699396367561979,0.9915254237288136,3.910165560228052e-06,0.003974498135879,0.0019872490679395,0.0511792622242475,0.9839890799649662,0.0162876565214578,0.6883408071748879,2.0,0.3330764487813767,0.0533737735822796,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,1.0,0.7904761904761904,0.7699396367561979,0.9915254237288136,4.108729990548454e-05,0.0039997832638731,0.0019998916319365,0.0511854709124076,0.9840202152886026,0.0162850508466188,0.6905829596412556,2.0,0.3340787376551524,0.0528078945353627,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,1.5,0.7904761904761904,0.7699396367561979,0.9915254237288136,9.191995923174544e-05,0.0040328753905527,0.0020164376952763,0.0512133989330386,0.9840491232009128,0.0162813635109117,0.6905829596412556,2.0,0.3360577312804271,0.0519548738375306,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,0.5,0.7514285714285714,0.7285043853101929,0.8983050847457628,0.0201859306544065,0.0077706629078203,0.0038853314539101,0.0745561320158463,0.95695351118549,0.0166127286108505,0.6748878923766816,2.0,0.2991311101182428,0.052279993891716,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,1.0,0.7852380952380952,0.7753802467404096,0.8389830508474576,0.0632262900471687,0.0193151205808447,0.0096575602904223,0.1069769888297067,0.88458295538657,0.0171335525431569,0.6614349775784754,2.0,0.4524683853591131,0.0630495101213455,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,1.5,0.6580952380952381,0.6353696567982282,0.7542372881355932,0.1214388906955719,0.0361150204707539,0.0180575102353769,0.1379630720409804,0.7615382132433914,0.0175637207369222,0.6278026905829597,2.0,0.4869310058480322,0.0664711706340313,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,0.5,0.7623809523809524,0.7577155763491168,0.9322033898305084,0.0038101349491626,0.0054305403139343,0.0027152701569671,0.0587352412762746,0.9834530202190656,0.0162418566822557,0.6434977578475336,2.0,0.3144227881934063,0.060847389511764,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,1.0,0.7680952380952382,0.7643490168091535,0.9067796610169492,0.0148246893659234,0.0093790132800852,0.0046895066400426,0.0703926472970566,0.970337706906258,0.0164170956084566,0.6547085201793722,2.0,0.3379416181013715,0.0613376600667834,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,1.5,0.732857142857143,0.7235044141726169,0.8389830508474576,0.0312839448451995,0.0142096399613465,0.0071048199806732,0.0854043320971939,0.9526993785371768,0.0165437261670557,0.6367713004484304,2.0,0.4106558448967773,0.0759377377107739,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,0.5,0.7390476190476191,0.7272743357127309,0.8898305084745762,0.0115653239190578,0.006700025944996,0.003350012972498,0.0749823165072223,0.9538188511139128,0.0164668285316351,0.647982062780269,2.0,0.326138997491999,0.0621463200077414,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,1.0,0.7285714285714286,0.7186631326363331,0.8813559322033898,0.0353021696209907,0.0134730102592994,0.0067365051296497,0.1026311299675049,0.8793882589906502,0.0167892348015383,0.6547085201793722,2.0,0.4813197825983105,0.0608869548887014,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,1.5,0.6961904761904761,0.6896551771731111,0.8389830508474576,0.0672425478696823,0.023993613635031,0.0119968068175155,0.1265060650265144,0.7873659722344193,0.0171542397159811,0.6412556053811659,2.0,0.4095651673119297,0.0689558535814285,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,0.5,0.7571428571428571,0.7537971525499038,0.9915254237288136,4.72720385005232e-05,0.0041863692375335,0.0020931846187667,0.0537602681242531,0.9839369184915748,0.0162025637318628,0.6659192825112108,2.0,0.278450603828195,0.0660941200330853,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,1.0,0.75,0.7457115353514093,0.9661016949152542,0.0002081666898448,0.0042151994294488,0.0021075997147244,0.0541885307203404,0.9841146629669476,0.0162082447903261,0.6681614349775785,2.0,0.3112333085790176,0.0628908295184373,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,1.5,0.75,0.7468104364503104,0.9576271186440678,0.0005546823376789,0.0042816910739176,0.0021408455369588,0.0549999317339633,0.9841977681029288,0.0162181890316213,0.6591928251121076,2.0,0.3527758739667758,0.0639906269498169,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,0.5,0.7571428571428571,0.7537971525499038,0.9915254237288136,1.836328192439396e-05,0.0041787585004689,0.0020893792502344,0.0536484457386883,0.983782413802607,0.0162025131333851,0.6614349775784754,2.0,0.3018788406151839,0.0622593909502029,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,1.0,0.780952380952381,0.7714710373970409,0.9745762711864406,7.459976040991023e-05,0.0041832645783869,0.0020916322891934,0.0536770602274879,0.983998502948767,0.0162056151988694,0.6636771300448431,2.0,0.2508136373033448,0.0634452402591705,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,1.5,0.7571428571428571,0.7530239829037237,1.0,0.0001389626704622,0.0041881537678266,0.0020940768839133,0.0537971420310951,0.9839394186955404,0.016202779388631,0.6659192825112108,2.0,0.254575729941855,0.0619907826185226,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,edge_filled_shift,0.5,0.780952380952381,0.7739031037828445,0.9915254237288136,0.0001583801495144,0.0041887071819933,0.0020943535909966,0.0538049759736277,0.983649057476326,0.0162037144292793,0.672645739910314,2.0,0.2868841247424667,0.0625257557258009,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,edge_filled_shift,1.0,0.75,0.7468128027795002,0.9830508474576272,0.0003409375494811,0.0042237406269424,0.0021118703134712,0.0543120581832136,0.9842778753598436,0.016205875089162,0.6659192825112108,2.0,0.2912785909935851,0.0628604441881179,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,edge_filled_shift,1.5,0.7738095238095238,0.7649608665945482,0.9661016949152542,0.0005068763857707,0.0042274310901779,0.0021137155450889,0.0543470293133657,0.9839222203904134,0.0162135797174588,0.6636771300448431,2.0,0.2420787827961919,0.0613577812910079,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_broadening,0.5,0.7571428571428571,0.7530239829037237,1.0,1.5466899867533357e-06,0.0041738985239231,0.0020869492619615,0.0535935292351794,0.9838839351223329,0.0161985790863635,0.6614349775784754,2.0,0.3004998476437163,0.0616984516382217,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_broadening,1.0,0.7642857142857142,0.7605592584749347,0.9830508474576272,1.698984851827845e-05,0.0041797079509649,0.0020898539754824,0.0535876948965638,0.983883896707037,0.0161946675747041,0.6636771300448431,2.0,0.2652204257156515,0.0616075247526168,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_broadening,1.5,0.7547619047619047,0.7512191052563724,0.9745762711864406,4.217281093588099e-05,0.0041954670382434,0.0020977335191217,0.0536091069099904,0.9838828986087496,0.016191210585275,0.6636771300448431,2.0,0.2596049523070283,0.0617377255111932,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,composite,0.5,0.7623809523809524,0.7557668554922772,0.9152542372881356,0.0152322966605424,0.0081503601083031,0.0040751800541515,0.0771116185374117,0.9515022929188182,0.016497675638273,0.6591928251121076,2.0,0.3524374546072625,0.0655406080186367,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,composite,1.0,0.6714285714285715,0.6606053281029034,0.8220338983050848,0.0495961979031562,0.0194425596340438,0.0097212798170219,0.1091426137230867,0.8774387057794271,0.0169464317360227,0.6390134529147982,2.0,0.407749092067864,0.068059392273426,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,composite,1.5,0.6642857142857144,0.6587132210024456,0.788135593220339,0.0936575755476951,0.0365626698458161,0.018281334922908,0.1392599869081312,0.737349098102597,0.0173200388247779,0.6098654708520179,2.0,0.4879536477874536,0.0725509673357009,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,scale_offset,0.5,0.7642857142857143,0.744917306824773,0.9661016949152542,0.0046082935295999,0.0053815224225377,0.0026907612112688,0.0574049475450062,0.9822898555827652,0.0163015858737931,0.6614349775784754,2.0,0.3153343396121909,0.0570301562547683,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,scale_offset,1.0,0.7728571428571428,0.7579040638916005,0.8983050847457628,0.0174275506287813,0.0095317266733919,0.0047658633366959,0.069319944149817,0.97112462489768,0.0164511958144412,0.6704035874439462,2.0,0.2799804047242049,0.0619629211723804,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,scale_offset,1.5,0.7338095238095237,0.7182244601583647,0.8389830508474576,0.0369471944868564,0.0146437483424802,0.0073218741712401,0.0842456121581992,0.9571804568668294,0.0166081109918127,0.6457399103139013,2.0,0.3754833516483523,0.0787663790397346,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,smooth_baseline,0.5,0.7880952380952381,0.7748925126784542,0.923728813559322,0.0139475436881184,0.0058507166705531,0.0029253583352765,0.069201024478859,0.9632898909200448,0.0165278701117736,0.6816143497757847,2.0,0.2675838475331545,0.0536860227584838,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,smooth_baseline,1.0,0.7714285714285715,0.7604606427551258,0.9152542372881356,0.0416270345449447,0.0119050134629205,0.0059525067314602,0.0956751907172474,0.8992272833114869,0.016867471516705,0.6704035874439462,2.0,0.3271833230870403,0.0478286147117614,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,smooth_baseline,1.5,0.702857142857143,0.6956243808305562,0.8559322033898306,0.0780141130089759,0.0217333946815802,0.0108666973407901,0.1198796677015255,0.8174191375966029,0.0172779260261202,0.6748878923766816,2.0,0.4222419511509047,0.0541426768759265,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_noise,0.5,0.758095238095238,0.7449177876105615,0.9915254237288136,6.471094093285501e-05,0.0040012247232939,0.0020006123616469,0.0519246519774767,0.9852950361140272,0.016254664874098,0.6704035874439462,2.0,0.2815270128810466,0.0515968464314937,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_noise,1.0,0.7223809523809523,0.7158555545668738,0.9745762711864406,0.0002736873575486,0.0040296720184089,0.0020148360092044,0.0523680305546449,0.9854639459196712,0.0162607495253374,0.6704035874439462,2.0,0.3050516821574636,0.0510719679296016,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_noise,1.5,0.7914285714285713,0.7716066710599933,0.9915254237288136,0.0007149905432015,0.004088782442344,0.002044391221172,0.0531735287029638,0.9848636023457782,0.0162719685902208,0.6748878923766816,2.0,0.2792352074632568,0.050452722236514,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,isolated_spikes,0.5,0.7461904761904762,0.7339883249163928,0.9830508474576272,2.0244870029273443e-05,0.0039909644013071,0.0019954822006535,0.0517471034702155,0.9850848495181797,0.0162561347979891,0.6704035874439462,2.0,0.2600938642604249,0.0500432590488344,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,isolated_spikes,1.0,0.7819047619047618,0.7622987399915139,0.9830508474576272,9.211039287038147e-05,0.0039956030099462,0.0019978015049731,0.0518123343086922,0.9846255024759584,0.0162584106960791,0.6748878923766816,2.0,0.2676122015127977,0.050498267635703,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,isolated_spikes,1.5,0.758095238095238,0.7449177876105615,0.9915254237288136,0.0001803141494747,0.0040012852972494,0.0020006426486247,0.0519321907971758,0.9852464267873302,0.016260671632869,0.6748878923766816,2.0,0.2893651337183536,0.0481152981519699,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,edge_filled_shift,0.5,0.7747619047619047,0.754950771367563,0.9915254237288136,0.0002442300319671,0.0040128185052003,0.0020064092526001,0.0520779725661751,0.98454361861215,0.0162631239081941,0.6748878923766816,2.0,0.2447195684954598,0.0499700012151151,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,edge_filled_shift,1.0,0.7628571428571428,0.7438763811371626,0.9830508474576272,0.0005292680580168,0.0040382787724495,0.0020191393862247,0.0524802097539338,0.9847693018419136,0.0162712508121918,0.6860986547085202,2.0,0.2693874931651479,0.0506690407637506,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,edge_filled_shift,1.5,0.731904761904762,0.719289086872207,0.9661016949152542,0.0007389374659396,0.0040586406162585,0.0020293203081292,0.0528661808372963,0.9840805637548212,0.0162757902473157,0.6771300448430493,2.0,0.2461652304411118,0.0519618727266788,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_broadening,0.5,0.7819047619047618,0.7622987399915139,1.0,1.076419493983849e-06,0.0039853740296309,0.0019926870148154,0.0516986922853847,0.985369752182662,0.016252019294364,0.6681614349775785,1.75,0.2641750181144527,0.0503352954983711,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_broadening,1.0,0.7795238095238094,0.7585905950643775,0.9830508474576272,1.2643761692743284e-05,0.0039834788620903,0.0019917394310451,0.051684329649847,0.9853179960967976,0.0162490800289758,0.6704035874439462,1.5,0.2630990609067773,0.0505580827593803,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,gaussian_broadening,1.5,0.7795238095238094,0.7585905950643775,0.9830508474576272,3.115807703579776e-05,0.0039906191196463,0.0019953095598231,0.0516910156465602,0.9852987099565232,0.0162458306515289,0.6704035874439462,2.0,0.2633900316547578,0.0511628985404968,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,composite,0.5,0.7523809523809524,0.7385293247733875,0.9067796610169492,0.0191885977983474,0.0073995980319794,0.0036997990159897,0.0722573964345496,0.960751959845624,0.016588074541936,0.6928251121076233,2.0,0.2997109054674808,0.0496766865253448,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,composite,1.0,0.7276190476190477,0.7192035707563658,0.8983050847457628,0.0597628094255924,0.0183833132316406,0.0091916566158203,0.1041223687362474,0.8964819900003294,0.0170756836906453,0.647982062780269,2.0,0.3746799049895786,0.0633584684692323,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,3141,composite,1.5,0.6895238095238095,0.6742883394256393,0.8135593220338984,0.1106580346822738,0.0346896404768132,0.0173448202384066,0.1340516823098867,0.7737979701486603,0.0174625572844767,0.6188340807174888,2.0,0.4625432025302005,0.061994232237339,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,scale_offset,0.5,0.7309523809523809,0.7084877737712415,0.9576271186440678,0.0056190420873463,0.0053631729571237,0.0026815864785618,0.0679910809240858,0.943230758301876,0.0179617468557981,0.5612745098039216,2.0,0.3062214051122477,0.0712710302323103,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,scale_offset,1.0,0.7214285714285714,0.7237265922280784,0.8389830508474576,0.0197647046297788,0.0087622059100159,0.0043811029550079,0.0802549069984726,0.9302981414750424,0.0180520969852614,0.5477941176470589,2.0,0.3621864787427479,0.0720509737730026,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,scale_offset,1.5,0.66,0.6557660360181369,0.8305084745762712,0.040368840098381,0.012751251361952,0.006375625680976,0.0956121969513642,0.9222532372120312,0.0181756329817539,0.5367647058823529,2.0,0.359475714498374,0.0889565870165824,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,0.5,0.7038095238095238,0.7020296306010592,0.9067796610169492,0.0158161297440528,0.0059324263530749,0.0029662131765374,0.0816436169397992,0.9199795461053524,0.0181744158288068,0.5428921568627451,2.0,0.3601989715161068,0.0675640702247619,,,,,,,,
outer,outer,nato_outer_o0__train_strict_core__test_strict_core,0.0,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,1729,smooth_baseline,1.0,0.6223809523809524,0.6113244224580422,0.7203389830508474,0.0450009815394878,0.0093904605550554,0.0046952302775277,0.1048428246495124,0.863161262912163,0.0185325020628198,0.5183823529411765,2.0,0.3887155647769884,0.0771586522459983,,,,,,,,
