stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,smooth_baseline,1.0,0.727142857142857,0.7171545385831101,0.9067796610169492,0.00266722752712667,0.004734236795835788,0.002367118397917894,0.06359758478680327,0.9512607546409202,0.0178229831378711,0.5759803921568627,2.0,0.28457662105934434,0.054496056836796924
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,smooth_baseline,1.5,0.7295238095238094,0.7177293341579055,0.8559322033898306,0.006438446696847677,0.004918600425574019,0.0024593002127870096,0.06455965819346525,0.9498758662976564,0.017853658761224973,0.5735294117647058,2.0,0.2807390202931734,0.05218383180908859
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_noise,0.5,0.7514285714285714,0.7247133303081998,0.9915254237288136,9.509264054941013e-05,0.004643429213711843,0.0023217146068559213,0.06261082399865753,0.9525399501925225,0.017784515955795506,0.5821078431372549,2.0,0.2910227281518655,0.051690088235773146
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_noise,1.0,0.7538095238095238,0.7264290122654399,0.9915254237288136,0.0004211780324112624,0.00464341397006791,0.002321706985033955,0.06267427138086157,0.9525869284287454,0.01779378205057114,0.5857843137254902,2.0,0.2911549807795409,0.05101885995827615
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_noise,1.5,0.7261904761904762,0.7092028675909475,0.9661016949152542,0.0009755527717061341,0.004645545496761809,0.0023227727483809044,0.06294974763774794,0.9520773199982182,0.017800444330251627,0.5857843137254902,2.0,0.2890438161301008,0.051221778616309166
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,isolated_spikes,0.5,0.7666666666666667,0.7398064789271271,0.9915254237288136,8.878263179212809e-05,0.004658597814429509,0.0023292989072147543,0.0627798151293079,0.9525263430529031,0.017785002170802637,0.5821078431372549,2.0,0.2883411707559712,0.05303054302930832
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,isolated_spikes,1.0,0.7538095238095238,0.7261942375044717,0.9830508474576272,0.0003708025033120066,0.004651534457605523,0.0023257672288027613,0.06277182027135607,0.9518483367519623,0.017790272682005302,0.5796568627450981,2.0,0.293340207190823,0.04942220449447632
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,isolated_spikes,1.5,0.7404761904761905,0.7151535561370427,0.9576271186440678,0.0008368921699002385,0.004672297462298379,0.0023361487311491895,0.0631370259424093,0.9517118616047804,0.0177903200970003,0.5857843137254902,2.0,0.31373255521603227,0.053094312781468034
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,edge_filled_shift,0.5,0.7357142857142857,0.7172457794014304,0.9745762711864406,0.0005664572818204761,0.004699805866174464,0.002349902933087232,0.06304111353273507,0.9522025375244791,0.01778468338184711,0.5784313725490197,2.0,0.29906191636708646,0.053018146427348256
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,edge_filled_shift,1.0,0.7419047619047617,0.7206959871866704,0.9491525423728814,0.001161298481747508,0.0047509072169259516,0.0023754536084629758,0.06357498616753576,0.9496520665731976,0.017791121823883194,0.5747549019607843,2.0,0.3024884226515727,0.053297631442546844
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,edge_filled_shift,1.5,0.7833333333333332,0.7620605376028475,0.9576271186440678,0.0015485705807805061,0.004748080627071023,0.0023740403135355114,0.06373620563755458,0.9498521576036967,0.017795366430174517,0.5857843137254902,2.0,0.3164556232147081,0.05360692739486694
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_broadening,0.5,0.760952380952381,0.7333074507444255,1.0,6.52418293611845e-06,0.004670105190381095,0.0023350525951905477,0.06276343734815261,0.952331740699063,0.017779496831784068,0.5796568627450981,2.0,0.28883705536923965,0.051710557541809976
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_broadening,1.0,0.760952380952381,0.7329126119578471,0.9915254237288136,7.227568130474538e-05,0.004688172249023668,0.002344086124511834,0.06286036123839486,0.9522819448137392,0.017773936144665933,0.5808823529411765,2.0,0.29358723780115137,0.052341879927553236
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_broadening,1.5,0.760952380952381,0.7329126119578471,0.9915254237288136,0.00014586266479454935,0.004698977319872777,0.0023494886599363884,0.06293607513248438,0.9521722819326585,0.017769281601137926,0.5772058823529411,2.0,0.2944328558408082,0.05158531584311277
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,composite,0.5,0.7238095238095238,0.7059094809094809,0.8813559322033898,0.004736635833978653,0.005062188379133278,0.002531094189566639,0.06541865391978591,0.9513533467150213,0.01784098874535521,0.5821078431372549,2.0,0.26670716659507165,0.05321782827377319
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,composite,1.0,0.6966666666666665,0.6888597534124649,0.8389830508474576,0.014907396398484707,0.006053825285573662,0.003026912642786831,0.07154349651671604,0.9421347623703225,0.017951855480746393,0.5649509803921569,2.0,0.26807975707887355,0.06278601940721273
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,composite,1.5,0.7204761904761906,0.730852820648739,0.7966101694915254,0.041518937796354294,0.00903755132292057,0.004518775661460285,0.0795525903391166,0.93660051607132,0.018043741946709133,0.5551470588235294,2.0,0.3090488193760702,0.057373784482479095
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,scale_offset,0.5,0.7566666666666666,0.7347057870767354,0.9661016949152542,0.001552494941279292,0.0054370942491343745,0.0027185471245671873,0.07073093160055013,0.9351314062700422,0.01781899214724175,0.5477941176470589,2.0,0.34557170365112505,0.06114855408668518
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,scale_offset,1.0,0.7557142857142857,0.7358888121090875,0.923728813559322,0.006082871928811073,0.007666838931104712,0.003833419465552356,0.07905945352905662,0.9291611504227872,0.01786628843621941,0.5477941176470589,2.0,0.3221042969624718,0.06992121017538011
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,scale_offset,1.5,0.7495238095238095,0.7284165014227362,0.9322033898305084,0.013302239589393139,0.00948192309915609,0.004740961549578045,0.08792007567826783,0.9172101259633156,0.01790959164060176,0.5330882352941176,2.0,0.34510978749209364,0.07153630256652832
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,smooth_baseline,0.5,0.7661904761904762,0.7398200838119041,0.8983050847457628,0.0010220434051007032,0.004916588587619648,0.002458294293809824,0.06818405749997135,0.9367314591616176,0.017765175853871905,0.5416666666666666,2.0,0.2917723772077335,0.06098596006631851
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,smooth_baseline,1.0,0.7557142857142857,0.7322379714834569,0.8813559322033898,0.0035450186114758253,0.005113722675816122,0.002556861337908061,0.07060812010167157,0.93455920424353,0.017756540073043333,0.5367647058823529,2.0,0.23978977619382552,0.06756980530917645
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,smooth_baseline,1.5,0.7242857142857142,0.7151817824184681,0.7966101694915254,0.008117767982184887,0.0054542633972218925,0.0027271316986109463,0.07304297297535214,0.9334222318557204,0.017762989514461598,0.5343137254901961,2.0,0.24863055532671396,0.07076176255941391
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_noise,0.5,0.7509523809523808,0.7263031531116636,1.0,5.3259274864103645e-05,0.0049177791620647745,0.0024588895810323873,0.06804491165434208,0.9348205486516341,0.01780301408493274,0.553921568627451,2.0,0.3266116664830374,0.059692800510674715
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_noise,1.0,0.738095238095238,0.71385637867187,0.9661016949152542,0.000222346032387577,0.004927136644058288,0.002463568322029144,0.06840122859063219,0.9371864441526986,0.017803378585952323,0.5502450980392157,2.0,0.3143514733636945,0.05827274266630411
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_noise,1.5,0.7485714285714284,0.7228933044789823,0.9491525423728814,0.0005269671673886478,0.004954980228252671,0.0024774901141263357,0.06895197579132971,0.9386721727661649,0.017800714056290228,0.5477941176470589,2.0,0.32116743081765986,0.05824984982609749
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,isolated_spikes,0.5,0.7509523809523808,0.7263031531116636,1.0,4.2182914512522984e-06,0.004922652693843264,0.002461326346921632,0.06805923044527279,0.9349573653872094,0.017802117418403835,0.5502450980392157,2.0,0.31520226083774794,0.05960135208442807
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,isolated_spikes,1.0,0.7509523809523808,0.7263031531116636,1.0,2.2021391487214714e-05,0.004927856030204211,0.0024639280151021055,0.0681449717794206,0.9347546123605606,0.017803708062177657,0.5514705882352942,2.0,0.3172910481820687,0.056647509802132845
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,isolated_spikes,1.5,0.7509523809523808,0.7263031531116636,1.0,4.746600825455971e-05,0.004929617233691945,0.0024648086168459725,0.06804728970789899,0.9349868436006639,0.01780499530549769,0.5502450980392157,2.0,0.2973174032487408,0.06003323243930936
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,edge_filled_shift,0.5,0.7509523809523808,0.7255618777357907,0.9915254237288136,0.0001256122486665845,0.0049288182482170465,0.0024644091241085232,0.06820360101604833,0.935147008665596,0.017799446994463085,0.5514705882352942,2.0,0.2934475620761861,0.057058725506067276
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,edge_filled_shift,1.0,0.7485714285714284,0.7199324391121019,0.9576271186440678,0.00026419860660098493,0.004957244471281611,0.0024786222356408057,0.0684188914856059,0.9350873762156149,0.017804042718999907,0.5441176470588235,2.0,0.3084591708817449,0.058870411477983
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,edge_filled_shift,1.5,0.7247619047619046,0.701397800758955,0.9491525423728814,0.00032124275458045304,0.004932915903445554,0.002466457951722777,0.06845735257074964,0.935784873985575,0.017801422624224284,0.553921568627451,2.0,0.31556000746778745,0.05885187583044171
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_broadening,0.5,0.7509523809523808,0.7275703266477447,0.9915254237288136,6.756034963473212e-06,0.004916487129020739,0.0024582435645103696,0.06804003294570106,0.9349739058147366,0.01779930346895853,0.5514705882352942,2.0,0.31330540917546273,0.057034279918298125
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_broadening,1.0,0.739047619047619,0.7152122396605017,0.9745762711864406,6.727394065819681e-05,0.0049068126257943235,0.0024534063128971617,0.06801694127492415,0.9349719290662489,0.01779398938589324,0.5453431372549019,2.0,0.3115685806913011,0.05692774406634271
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_broadening,1.5,0.739047619047619,0.7152122396605017,0.9745762711864406,0.00011549864575499669,0.004901772826996464,0.002450886413498232,0.06799933492325722,0.9349994264469865,0.01778986755775041,0.5465686274509803,2.0,0.3109522194071191,0.0573391392827034
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,composite,0.5,0.7285714285714285,0.6942040184389597,0.8898305084745762,0.002741688396781683,0.005601582777519034,0.002800791388759517,0.07160652929669706,0.9336759139073325,0.017792050079644243,0.5465686274509803,2.0,0.25176109708592076,0.06303446181118488
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,composite,1.0,0.6785714285714286,0.6732260701865566,0.7966101694915254,0.010202526114881039,0.007852668887578395,0.003926334443789197,0.08294380033185096,0.9307369269116059,0.017863001662578575,0.5367647058823529,2.0,0.2837710042639256,0.07080003619194031
outer,nato_outer_o0__train_strict_core__test_strict_core,0,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,composite,1.5,0.6785714285714286,0.6723075045621085,0.7966101694915254,0.02745838277041912,0.013041285794826152,0.006520642897413076,0.09191762939641118,0.9169194880347775,0.017923297549854986,0.5281862745098039,2.0,0.34782058515409586,0.08152870833873749
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,scale_offset,0.5,0.7174319727891156,0.6918504775647633,0.9514563106796117,0.00542015815153718,0.0038142796375682407,0.0019071398187841203,0.050379898006660186,0.9847708961611594,0.011342751485210094,0.6935483870967742,1.75,0.23744314756268703,0.048491796711459756
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,scale_offset,1.0,0.6964002267573697,0.6688637243515292,0.883495145631068,0.019659986719489098,0.0076640512293230535,0.0038320256146615267,0.06250297017863887,0.9779122515922978,0.011470116682345622,0.6838709677419355,2.0,0.21102696309212005,0.046567662386223674
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,scale_offset,1.5,0.710374149659864,0.6781473318072168,0.8543689320388349,0.041128598153591156,0.012065402253771907,0.006032701126885954,0.07980082361596454,0.9662110471178635,0.011641591324553868,0.6903225806451613,2.0,0.25973281079091376,0.06747009977698326
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,smooth_baseline,0.5,0.6915249433106576,0.6673503422632343,0.883495145631068,0.014472298324108124,0.004543720066506126,0.002271860033253063,0.06565576169207704,0.9673805816554383,0.011515912837756362,0.7,2.0,0.23028593927469018,0.04327976703643799
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,smooth_baseline,1.0,0.674092970521542,0.6555045465823522,0.8155339805825242,0.04173919931054115,0.010428548029443577,0.0052142740147217885,0.09417201847273803,0.9148573966446018,0.011825206254465146,0.6806451612903226,2.0,0.2896499014145631,0.0542292594909668
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,smooth_baseline,1.5,0.6556689342403629,0.6658488275509552,0.7281553398058253,0.07741190493106842,0.02026521855104999,0.010132609275524994,0.12051833492059792,0.8074795349454716,0.012185437778317699,0.6741935483870968,2.0,0.3411752955390832,0.056933872401714325
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_noise,0.5,0.7256519274376417,0.6994548496905537,0.9902912621359223,3.935237691621296e-05,0.002420085093759414,0.001210042546879707,0.044386040667089476,0.986684223291408,0.011282592531658907,0.7064516129032258,2.0,0.22108066955347688,0.047117263078689575
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_noise,1.0,0.7113662131519274,0.6851095993953136,0.9805825242718447,0.0001765055494615808,0.002431038112874113,0.0012155190564370564,0.04467591314772512,0.986334136648708,0.011290688384476428,0.7032258064516129,2.0,0.21333321929608623,0.04512493312358856
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_noise,1.5,0.7083049886621317,0.6839602797695621,0.9805825242718447,0.000483998388517648,0.0024685690862897166,0.0012342845431448583,0.0452727425209754,0.9865602667563924,0.011296919887999872,0.7096774193548387,2.0,0.23119108024792936,0.04402907192707062
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,isolated_spikes,0.5,0.7185090702947846,0.6921114245156056,1.0,1.5360059478553012e-05,0.002419377908737566,0.001209688954368783,0.04437047965683977,0.9867161200124706,0.011281478327272419,0.7096774193548387,2.0,0.2192913254314712,0.0462460070848465
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,isolated_spikes,1.0,0.7193027210884354,0.693803645720022,0.9805825242718447,6.577690510312095e-05,0.0024225238535693977,0.0012112619267846988,0.044471589858543895,0.9867780293620211,0.011282789544699882,0.7032258064516129,2.0,0.22597265542278835,0.046268612146377563
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,isolated_spikes,1.5,0.7335884353741499,0.7085857747878653,0.9805825242718447,0.00012370104377623647,0.002426741972331916,0.001213370986165958,0.0444996407617077,0.9868959433528279,0.01128238185910501,0.7064516129032258,2.0,0.22552568311701,0.04622120410203934
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,edge_filled_shift,0.5,0.7264455782312925,0.7012023336065146,0.9902912621359223,0.0001310978113906458,0.002425223926502761,0.0012126119632513805,0.044520552463746865,0.9869314982236088,0.011281479028792979,0.7032258064516129,2.0,0.21029070460081273,0.04361739754676819
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,edge_filled_shift,1.0,0.7185090702947846,0.6921114245156056,1.0,0.0002666937361937016,0.0024469950222907196,0.0012234975111453598,0.04485480176058673,0.9866471377785191,0.011286110325222927,0.7032258064516129,2.0,0.21425755846664019,0.04742073267698288
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,edge_filled_shift,1.5,0.7371598639455783,0.7089259108422871,0.9514563106796117,0.00036059305421076715,0.002442604624834425,0.0012213023124172126,0.044865234087079535,0.9865448992535427,0.011286718036066564,0.7064516129032258,2.0,0.23187795377627987,0.04817773401737213
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,0.5,0.7185090702947846,0.6921114245156056,1.0,5.277615287013759e-07,0.0024166966355138905,0.0012083483177569453,0.04432425203511855,0.9867644971605877,0.011278110338667987,0.7032258064516129,2.0,0.21946470764243303,0.048146843910217285
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,1.0,0.7185090702947846,0.6921114245156056,1.0,5.564064849750139e-06,0.00241537331377448,0.00120768665688724,0.04432520202327577,0.9867943921794191,0.011275451602574543,0.7,2.0,0.21869912266552463,0.048056378960609436
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,gaussian_broadening,1.5,0.7185090702947846,0.6921114245156056,1.0,1.2058656466251705e-05,0.0024159875794213096,0.0012079937897106548,0.044332910238878254,0.9868001077355593,0.011273510758329532,0.7,2.0,0.21778086871259078,0.04548683762550354
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,0.5,0.6723922902494331,0.6398581754390632,0.8640776699029126,0.01922249048948288,0.005737106361671835,0.0028685531808359177,0.06845762286912568,0.9676934690464999,0.011550635423790234,0.7064516129032258,2.0,0.23925897881759794,0.04946795105934143
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,1.0,0.6490079365079364,0.6478321130495044,0.7378640776699029,0.06047830730676651,0.01593899496625122,0.00796949748312561,0.10221872910955766,0.8999468140711436,0.011982629628648265,0.6838709677419355,2.0,0.2999864441823298,0.058845967054367065
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,1729,composite,1.5,0.6441326530612245,0.6507802852345256,0.6893203883495146,0.11143864691257477,0.032449093405002016,0.016224546702501008,0.1338637289194731,0.7804815959976433,0.012377484673816719,0.6612903225806451,2.0,0.40190948787501946,0.06635202397592366
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,0.5,0.7554138321995465,0.7324096677480137,0.9223300970873787,0.006711576133966446,0.003489020005506019,0.0017445100027530095,0.047964590167020454,0.9866592931192356,0.011182554753349663,0.7451612903225806,2.0,0.1896579761545639,0.04485666751861572
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,1.0,0.7837018140589569,0.7436972846699047,0.883495145631068,0.024955790489912033,0.0072716501677216475,0.0036358250838608237,0.059760732314691006,0.9803014897429886,0.011343819071399105,0.7225806451612903,1.75,0.22386956843844252,0.05145273730158806
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,scale_offset,1.5,0.7045068027210885,0.6807328631166712,0.8155339805825242,0.05048633739352226,0.011606877064921896,0.005803438532460948,0.07617014500775009,0.9695606462721159,0.011487129739160154,0.7322580645161291,2.0,0.2665270750048438,0.06571190524846315
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,0.5,0.7911281179138322,0.7452132748059697,0.9320388349514563,0.019297942519187927,0.004230072349673269,0.0021150361748366346,0.06450512255093137,0.9681817901837924,0.011366326271687642,0.7387096774193549,1.5,0.21570092867280083,0.042368918657302856
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,1.0,0.7641439909297052,0.7222014930089463,0.8737864077669902,0.05236400291323662,0.009494792780353662,0.004747396390176831,0.09088563627318222,0.927135246190601,0.011630372231293465,0.7290322580645161,2.0,0.2736021779395132,0.053179433569312096
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,smooth_baseline,1.5,0.7221088435374151,0.6780833921418681,0.7961165048543689,0.09853226691484451,0.01871180519377279,0.009355902596886395,0.11748024873994764,0.8453737122736568,0.011962426048654879,0.7193548387096774,2.0,0.2996789109849197,0.05312508624047041
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,0.5,0.7802154195011337,0.7585093686597446,0.970873786407767,8.101197454379871e-05,0.0022378468612004334,0.0011189234306002167,0.04249025964617607,0.9889710645158929,0.011137635026629152,0.7548387096774194,1.5,0.17526540180087283,0.0355854369699955
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,1.0,0.7730725623582767,0.7519047897479396,0.9611650485436893,0.00036803321563638747,0.0022444502335785405,0.0011222251167892702,0.042752051667902885,0.988938742374712,0.011148274206640654,0.7419354838709677,1.5,0.17726152945622364,0.03930492978543043
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,gaussian_noise,1.5,0.7730725623582767,0.7528634387902123,0.970873786407767,0.0009669985738582909,0.0022758501908493886,0.0011379250954246943,0.04333608973083851,0.9886752722278636,0.011164662184040311,0.7387096774193549,2.0,0.1683235621086887,0.03887857496738434
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,0.5,0.7881519274376417,0.7654924440638727,0.9805825242718447,3.593407745938748e-05,0.002237064460857466,0.001118532230428733,0.042447931405385025,0.9889956296625837,0.011135477066716911,0.7548387096774194,1.5,0.16710477417097833,0.037131473422050476
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,1.0,0.7881519274376417,0.7671264309919773,0.9805825242718447,0.0001631622144486755,0.0022430298301823423,0.0011215149150911711,0.04253708433496531,0.9886169428160232,0.01113866314743832,0.7548387096774194,1.5,0.1796847896357332,0.034150972962379456
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,ae,c16x32_z64_spectral_composite_clean,minimal_minmax,clean,2718,isolated_spikes,1.5,0.7810090702947846,0.758768660685037,0.970873786407767,0.0003155331069137901,0.002247187908975959,0.0011235939544879795,0.042619404578084566,0.9887377922143182,0.011138584615490516,0.7451612903225806,1.5,0.18434353702466638,0.03589019179344177
