evaluation_phase,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,true_label,predicted_label,prediction_confidence,test_class_supported,correct,instrument,sensor_family,substrate_family,source_substrate,target_analyte,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,failure_type
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row313,blank,acetaminophen,4.302739846906227,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row315,benzyl_fentanyl,acetaminophen,4.288961144159885,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row319,blank,acetaminophen,4.298585160444391,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row321,blank,benzyl_fentanyl,4.266620485043572,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row322,blank,benzyl_fentanyl,4.264667039174221,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row323,4_ANPP,benzyl_fentanyl,4.2609884770806215,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row324,blank,benzyl_fentanyl,4.282263007320643,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row325,4_ANPP,benzyl_fentanyl,4.27448762118674,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row326,4_ANPP,benzyl_fentanyl,4.304808061219231,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row340,blank,acetaminophen,5.292777224388889,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,linear_svm,minimal_minmax,none,2026,session3_row342,4_ANPP,benzyl_fentanyl,4.259805007643288,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row10,benzyl_fentanyl,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row13,4_ANPP,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row14,benzyl_fentanyl,acetaminophen,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row16,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row17,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row26,benzyl_fentanyl,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row31,blank,acetaminophen,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row33,4_ANPP,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row35,4_ANPP,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row41,4_ANPP,acetaminophen,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row48,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row52,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row54,benzyl_fentanyl,acetaminophen,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session1_row64,benzyl_fentanyl,ethanol,0.9999962264829124,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row30,benzyl_fentanyl,acetaminophen,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row37,4_ANPP,acetaminophen,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row41,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row44,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row46,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row66,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row87,4_ANPP,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row89,blank,acetaminophen,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row90,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row97,4_ANPP,benzyl_fentanyl,0.998723077002497,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session2_row104,blank,acetaminophen,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row211,4_ANPP,acetaminophen,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row219,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row222,benzyl_fentanyl,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row228,blank,acetaminophen,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row231,blank,acetaminophen,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row235,benzyl_fentanyl,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row238,4_ANPP,ethanol,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row243,blank,acetaminophen,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row246,benzyl_fentanyl,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row252,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row255,4_ANPP,ethanol,1.0,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row258,4_ANPP,benzyl_fentanyl,0.9999023956665078,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row261,blank,benzyl_fentanyl,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row264,blank,ethanol,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row285,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row289,blank,ethanol,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row293,blank,acetaminophen,1.0,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row300,benzyl_fentanyl,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row301,4_ANPP,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row304,blank,acetaminophen,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row310,benzyl_fentanyl,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row311,blank,acetaminophen,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row313,blank,ethanol,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row315,benzyl_fentanyl,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row319,blank,ethanol,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row321,blank,ethyl_paraoxon,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row322,blank,ethanol,0.9999999999997916,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row323,4_ANPP,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row324,blank,ethyl_paraoxon,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row325,4_ANPP,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row326,4_ANPP,acetaminophen,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row340,blank,ethanol,1.0,False,False,Mira-3,NRC_Canadian_SERS,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,nearest_centroid,arpls_minmax,none,2026,session3_row342,4_ANPP,ethanol,1.0,True,False,Mira-3,NRC_Canadian_SERS,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row10,benzyl_fentanyl,ethanol,0.7660594282932923,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row13,4_ANPP,acetaminophen,0.7623481689362026,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row14,benzyl_fentanyl,ethyl_paraoxon,0.476027548117724,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row16,blank,ethanol,0.8651091610451823,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row17,blank,ethanol,0.825290417555135,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row26,benzyl_fentanyl,ethanol,0.6948098237903152,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row31,blank,acetaminophen,0.8537685047159471,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row33,4_ANPP,ethanol,0.5923627614323127,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row35,4_ANPP,acetaminophen,0.5303742844386024,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row41,4_ANPP,acetaminophen,0.767869489868687,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row48,blank,ethanol,0.7824290302463446,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row52,blank,acetaminophen,0.6310614711350876,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session1_row54,benzyl_fentanyl,acetaminophen,0.9832901417730447,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session2_row30,benzyl_fentanyl,acetaminophen,0.4000404801181434,True,False,Mira-3,pSERS_Metrohm_silver,,,benzyl_fentanyl,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session2_row37,4_ANPP,acetaminophen,0.5725504992686601,True,False,Mira-3,pSERS_Metrohm_silver,,,4_ANPP,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,misclassification
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session2_row41,blank,ethanol,0.5426898940427185,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session2_row44,blank,ethanol,0.4900194753709269,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
domain_transfer,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,classical,pca_logistic,arpls_minmax,none,2026,session2_row46,blank,ethanol,0.4437485730067789,False,False,Mira-3,pSERS_Metrohm_silver,,,blank,,,quality_pass,domain_and_sample,instrument,Mira-3,315.0,71.0,unsupported_true_class
