evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row330,0.011114020536644,0.005557010268322,0.17730533100058782,0.6358190446351689,0.011324638925808749,28,8,3,2,2.5,0.5781188587867634,0.07163877598941326
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row331,0.01530256938769964,0.00765128469384982,0.11080313100298861,0.5884266520962506,0.0389470091608486,121,22,8,3,4.0,2.184287819793512,0.06550374627113342
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row332,0.01931438556125193,0.009657192780625965,0.125932803085437,0.5408686277042266,0.02942455210856029,122,19,8,3,2.0,1.4596525191625827,0.08563855290412903
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row333,0.016464255697385414,0.008232127848692707,0.10064402497598895,0.4018207771920156,0.04543666165072604,138,23,14,4,3.0,2.9963307334927127,0.09749582409858704
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row334,0.01804337460981857,0.009021687304909286,0.1467137694162821,0.5081379586823843,0.021909908399518046,87,16,5,2,3.0,2.2493343616385775,0.03409724682569504
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row335,0.018781666156159334,0.009390833078079667,0.10343113690170196,0.41384828477089686,0.05385849763107087,140,23,38,7,2.0,1.826663116402794,0.18152093142271042
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row344,0.010230036613788684,0.005115018306894342,0.12138160186798966,0.5458910535369802,0.01922334393278496,80,12,3,3,3.0,0.9958760842758797,0.039515234529972076
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row345,0.01190247080528456,0.00595123540264228,0.15347747891240127,0.6094793346644912,0.0183632434962783,73,12,3,2,2.0,0.7705416543752934,0.04787580110132694
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row346,0.017871542443479594,0.008935771221739797,0.11391100875504612,0.6016654073835456,0.04898458878056512,140,26,2,1,2.0,2.237232621429979,0.19455716013908386
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row347,0.01542484006106319,0.007712420030531595,0.10043864839835984,0.4905449988930794,0.04361129537756954,132,23,3,2,2.0,1.978682881766147,0.09765437245368958
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row348,0.013509950944346108,0.006754975472173054,0.1745352916475023,0.5964834641474642,0.01075000864852752,28,6,6,3,2.0,0.6761978960570088,0.09144468605518341
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row349,0.01179865256808655,0.005899326284043275,0.18791572447621338,0.623661726566601,0.01124190316394171,33,8,6,3,2.5,0.3389474087385067,0.11637520790100098
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row387,0.010160360117919346,0.005080180058959673,0.17063150516484296,0.6252790245786178,0.015109506393782795,60,9,3,2,2.0,1.1454664850578153,0.07683975622057915
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row388,0.013568806651908532,0.006784403325954266,0.18429248249119123,0.6027633440573273,0.015570701123880488,63,8,6,2,3.0,0.7877735984330237,0.04419537354260683
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row389,0.015667361598509857,0.007833680799254929,0.08117895520807662,0.38314460845524306,0.07060869246056037,158,20,61,7,3.0,3.1423162912203413,0.13640065491199493
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row392,0.011095106565543985,0.005547553282771993,0.12088019879602527,0.5008822346781568,0.035217759452228034,129,16,12,4,2.0,1.656862574158201,0.045555248856544495
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row393,0.019034436300075765,0.009517218150037882,0.11378853956364984,0.2888135441035358,0.05419738113614065,144,25,78,19,3.0,2.3789687718915298,0.20460610836744308
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row394,0.024490603213196578,0.012245301606598289,0.09709940246259903,0.4534593377569064,0.07945424024414803,162,21,100,17,3.0,3.8314499842729006,0.22806493937969208
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row395,0.012322435481981558,0.006161217740990779,0.20059298529577638,0.5899404273283722,0.011843779663989024,42,9,5,2,3.0,1.8408239137961786,0.07524606585502625
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row396,0.010447139091321087,0.005223569545660544,0.19070905991595366,0.5936803538429606,0.013922554553220315,50,7,5,3,4.0,1.271389855735239,0.07478390075266361
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row397,0.015138204181865542,0.007569102090932771,0.17315905032206205,0.5253518948682413,0.01583249836865629,58,11,5,3,3.0,0.5095578878629345,0.0966925760731101
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row398,0.009693428160476041,0.0048467140802380205,0.1313691942467782,0.6123979091678952,0.019141534202333006,85,13,3,2,3.0,1.050387325143738,0.08368461579084396
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row399,0.017108528748560215,0.008554264374280108,0.1158987684304367,0.36272824778113427,0.030532420176397342,111,14,36,5,2.5,2.063486154641315,0.06543037295341492
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row400,0.008424253591930685,0.004212126795965342,0.12192589635819816,0.600499794249254,0.027434395437261887,120,16,19,4,3.0,1.5553485096479753,0.1026507169008255
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row401,0.009967514029580446,0.004983757014790223,0.041690447585423784,0.2622432521093134,0.008790264512811388,10,6,2,2,4.0,0.47637076724431926,0.059414446353912354
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row402,0.02033888659987884,0.01016944329993942,0.10797551518591031,0.7541572334784257,0.025911215064781053,97,15,22,8,3.0,1.6755726367592043,0.05811654031276703
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row403,0.002032113928028609,0.0010160569640143046,0.0611802125791733,0.9747836856262871,0.003350861522706379,9,5,2,2,2.0,0.328909427831764,0.017846901901066303
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row404,0.012924378008525082,0.006462189004262541,0.19651700013227985,0.6284049147241224,0.006869773718395403,12,3,5,3,3.0,0.4087234364239713,0.24146024510264397
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row405,0.00045874757031855477,0.00022937378515927738,0.029157572871805298,0.9955902992163729,0.002274426384288485,4,1,2,1,2.0,0.0071767882034087585,0.009439770365133882
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row406,0.0021857753764657046,0.0010928876882328523,0.06025288358201339,0.9768564351491253,0.0030916067453322935,8,3,2,2,4.0,1.0678099158377168,0.023823683499358594
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row407,0.02383174390986449,0.011915871954932244,0.08082639943162341,0.5671668781001256,0.032555205641048295,113,16,52,10,2.5,1.4192381333571706,0.1179700642824173
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row408,0.000466192734775424,0.000233096367387712,0.02953307998151007,0.995216641398654,0.002340158765104466,4,0,2,0,,,
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row409,0.01472940142505148,0.00736470071252574,0.24106125247424698,0.5891687076748785,0.006810983116073268,12,4,6,4,1.5,0.3862907890646323,0.16671421099454165
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row410,0.0078641064877692,0.0039320532438846,0.10682489634581467,0.9282825326581358,0.004368263905202927,9,3,2,2,2.0,0.2559462552037967,0.05664537719926502
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row411,0.01121692682863735,0.005608463414318675,0.18015826463505563,0.6239815194055813,0.00760443043396143,18,5,4,3,4.0,0.4195639379510292,0.1804041564464569
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row412,0.003121546390053704,0.001560773195026852,0.07761590008753767,0.9599925970109768,0.00408905703527645,9,2,1,0,2.0,1.0731428675554917,0.19065458144177683
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row413,0.011289611062844469,0.0056448055314222345,0.15427017017489034,0.6724738275091838,0.008996119797229767,28,6,6,4,2.0,0.4516661620566009,0.15311883389949799
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row414,0.00534467553061533,0.002672337765307665,0.10107357041602237,0.9326334663523125,0.00501514569122379,11,2,4,1,2.0,0.17775723966024992,0.25850937620816694
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row415,0.011073553798280344,0.005536776899140172,0.15751745878932477,0.6331466614369788,0.007854781903858696,17,6,6,3,2.5,0.3502478973772848,0.13262246921658516
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row416,0.020985199141412652,0.010492599570706326,0.2520239253587077,0.5692128063635203,0.0070879463148386486,14,7,7,4,3.0,0.429931000510775,0.0460021038306877
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row417,0.013837573678593727,0.0069187868392968635,0.23090019150160362,0.6359848263888651,0.006875152120483108,12,4,5,3,2.5,0.3097109944213619,0.08305448989267461
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row418,0.019926932717301303,0.009963466358650652,0.28428498215036413,0.5771422683688965,0.006572384821475745,13,4,5,2,3.0,0.4925565124099603,0.06027529948028132
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row419,0.011062028513928093,0.005531014256964046,0.1410122320488283,0.5489911719093584,0.02081272900370615,86,12,15,2,1.5,1.5662155941575067,0.08163002133369446
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row420,0.009339881966209931,0.0046699409831049655,0.08125884804841796,0.5227710218437045,0.027817230998604957,116,17,22,3,3.0,2.847886403269937,0.07428041100502014
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row421,0.011405839429513677,0.005702919714756839,0.16405902106404371,0.5587281269721774,0.017711081882506342,67,11,9,4,2.0,0.572948822045039,0.04909168742597103
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row422,0.008818979037263962,0.004409489518631981,0.11833947045507692,0.590400073321189,0.021319555187863964,84,14,8,3,2.0,0.6910397717648591,0.05443841964006424
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row455,0.01100176910502619,0.005500884552513095,0.07626427735234631,0.2868654593459174,0.040448509486658235,140,18,36,5,2.5,3.220808282718613,0.13248175382614136
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row456,0.016330233143599257,0.008165116571799629,0.10708726909002529,0.5075535996676948,0.043680889968361176,147,23,43,7,2.0,3.2573471938406158,0.04603418707847595
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row457,0.011248855092287267,0.005624427546143633,0.18430223696882633,0.5916826545302498,0.013352681423670479,51,9,5,4,2.0,0.3559077734218216,0.07163499295711517
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row458,0.008486191821648142,0.004243095910824071,0.12493405203115082,0.5819156265258213,0.022139909263434156,97,13,6,2,2.0,0.5335871212072315,0.07686783373355865
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row459,0.01179216176734323,0.005896080883671615,0.17118181282762765,0.5746852409890095,0.015041159164351744,63,11,8,4,1.0,0.6318557227904564,0.05905597843229771
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row460,0.007985684656281617,0.003992842328140809,0.10098906345104808,0.61529443085917,0.013569679292184967,49,9,5,2,2.0,0.48460079413631907,0.05244196206331253
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row461,0.01172534876102281,0.005862674380511405,0.14686084386397233,0.6013805556756002,0.01771698937473827,80,13,5,4,3.0,0.6353022699672707,0.06638998538255692
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row462,0.009025607963480155,0.004512803981740077,0.15838342289213994,0.6535054236187774,0.018006174329535236,80,12,8,5,1.0,0.8960146733955341,0.08785792416892946
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row463,0.011663762355897693,0.005831881177948846,0.16404787163598702,0.603428736262879,0.01704521521476896,78,11,6,3,3.0,0.5990571731056857,0.05859765410423279
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row464,0.008364085442133394,0.004182042721066697,0.14266776328575265,0.5894783562491199,0.01919664631930313,89,12,7,2,3.0,3.47316493278116,0.053742606192827225
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row465,0.013763747240539918,0.006881873620269959,0.15960331261045133,0.5491020274697469,0.020356579211449052,92,13,10,3,1.0,1.7057925890608643,0.06896001100540161
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row466,0.01084940995521906,0.00542470497760953,0.10309644879392059,0.4548215943515032,0.029451033313359534,124,15,13,5,2.0,2.3231889457496364,0.08689506351947784
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row467,0.014365363803006409,0.007182681901503204,0.1269599890327498,0.7642323318920794,0.011216266864378538,29,9,12,7,2.0,0.536856692097341,0.16342083364725113
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row468,0.027848212718109826,0.013924106359054913,0.20881794977146312,0.6052004750786281,0.008365345325437375,16,3,11,3,3.0,0.2781095211587834,0.17091395321767777
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row469,0.01414580867330698,0.00707290433665349,0.21298026006048218,0.6145713401659689,0.00733841591514647,12,5,4,3,4.0,0.5914364603981447,0.07391400262713432
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row470,0.022197504210481823,0.011098752105240911,0.2959093215895513,0.5527099585358745,0.006681313505365064,13,5,4,2,4.0,0.5273792710774734,0.018278993666172028
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row471,0.013291508975811142,0.006645754487905571,0.20875228062517834,0.6048267746792004,0.007139488344213792,12,4,6,4,3.5,0.3747871338386171,0.17199557088315487
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row473,0.01762169015529372,0.00881084507764686,0.1959893079404329,0.5743209264823285,0.009778681803228599,26,8,7,5,1.5,0.37281790138687987,0.16646650061011314
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row474,0.023222494350700434,0.011611247175350217,0.28359214336830507,0.5306878310149956,0.006868536972915535,12,6,5,4,3.5,0.39539007080409944,0.13958221673965454
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row475,0.013246541787945681,0.006623270893972841,0.21711224270541257,0.5854413447240581,0.007261271233271275,13,6,5,4,4.0,0.38656087520591065,0.16112898383289576
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row476,0.02121295727431687,0.010606478637158434,0.29552396782933954,0.5298903399263543,0.006565796596155451,11,4,4,1,1.5,0.5065479521152025,0.05067261404110468
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,session3_row477,0.01128806317052314,0.00564403158526157,0.1726991956816231,0.60944021435607,0.007493271903866636,13,3,5,1,4.0,0.6047490401012227,0.025075741112232208
