heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0123,0.013697775303455829,0.006848887651727914,0.12466764985138196,0.6374619972004509,0.03136807191015188,107,20,49,16,2.5,0.5937967596230829,0.11518406016693916
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0124,0.010954197490236668,0.005477098745118334,0.09789996158876599,0.6568558522341127,0.03068544530442783,114,21,55,11,2.0,2.713984291556808,0.04693335294723511
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0125,0.0019644082965939737,0.0009822041482969869,0.1369383419774231,0.8627092725538713,0.006842502937153248,13,4,4,3,3.5,0.47907453649135523,0.09417856798972934
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0126,0.002987360967818599,0.0014936804839092994,0.11935202689836931,0.8478272092874996,0.010152867281909233,34,6,6,3,4.0,0.5535667731288983,0.0581483393907547
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0127,0.0019445950379611472,0.0009722975189805736,0.13213773543036456,0.8641771861253023,0.00634124359614881,11,3,3,3,1.0,0.24431528881091732,0.14392095059156418
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0128,0.0023419954158876203,0.0011709977079438101,0.13037534762504352,0.8563661616441935,0.008268943465497744,24,3,6,2,1.0,0.24560115884385625,0.1089828610420227
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0129,0.002441550665982477,0.0012207753329912384,0.12481170475438882,0.839810079182278,0.00886206779562469,27,6,5,3,2.5,1.259487200525836,0.04868137091398239
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0130,0.002015178878019632,0.001007589439009816,0.13613638652125104,0.8553682646859737,0.006031080901489726,11,4,3,3,2.5,0.5058991947297078,0.09510287526063621
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0131,0.0033513316914571757,0.0016756658457285879,0.1294680187494022,0.8373785962464141,0.011715039258955845,51,4,6,2,2.5,0.3561067392787951,0.035155153600499034
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0132,0.0024924963891467243,0.0012462481945733621,0.13273978281118565,0.8508181881370024,0.00851533697951319,25,4,5,3,2.0,0.36960146877876027,0.08388893399387598
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0133,0.0022955316924777656,0.0011477658462388828,0.12406529849730842,0.8596537029284411,0.008781570322046588,24,3,5,3,3.0,0.26434461761731814,0.11205925047397614
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0134,0.0022871748930925325,0.0011435874465462663,0.13811686918952545,0.8419094632362688,0.007367730346242232,15,3,4,3,1.0,0.24946460994153888,0.1363951414823532
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0135,0.002167351658387703,0.0010836758291938515,0.12828025897273346,0.8562351667251539,0.0069370454775967766,15,3,5,3,3.0,0.227454106347871,0.1393558233976364
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0136,0.0021366913984903484,0.0010683456992451742,0.12966330099370932,0.8587807732632415,0.0072184445136891946,18,4,5,3,2.5,0.547743428125697,0.12058345205150545
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0137,0.002379054057834361,0.0011895270289171804,0.1238323425839223,0.870542047703836,0.007856839365725007,19,3,4,3,2.0,0.3284956822762751,0.09955692663788795
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0138,0.002344248273452195,0.0011721241367260975,0.12155597367870229,0.8686923766434235,0.008267664737733348,21,3,5,3,2.0,0.26066929494101976,0.09292471036314964
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0139,0.002032706562307138,0.001016353281153569,0.1357188729451337,0.8628767912779941,0.006693159818782338,12,3,4,3,1.0,0.32115876166425805,0.1477661281824112
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0140,0.0033190684820518126,0.0016595342410259063,0.13817360574895576,0.831511488625287,0.00967582532104903,34,2,5,2,2.5,0.689533115917564,0.08329410234000534
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0141,0.0023091646783641104,0.0011545823391820552,0.1422531667690559,0.8348201946335013,0.0066415383819756766,11,3,4,3,3.0,0.2822733630924635,0.14631911646574736
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0142,0.0035638968334810307,0.0017819484167405154,0.13068377513502555,0.8305751866870174,0.010629833285264404,42,2,6,2,3.0,0.6880426690740774,0.12036446592537686
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0143,0.002841574813299699,0.0014207874066498496,0.10624104580993647,0.8664886166290013,0.011226571455398309,45,4,4,3,3.0,0.983912400346614,0.10741157084703445
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0144,0.0022306946465798587,0.0011153473232899294,0.14932113811338305,0.8391434568526343,0.006569052827004011,11,3,4,3,3.0,0.25908877724867013,0.14911175581801217
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0145,0.002374657538848598,0.001187328769424299,0.13071835836055531,0.8487483199811383,0.008133709165600262,23,3,5,2,3.0,0.26596271370410807,0.12212309241294861
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0146,0.0032987696033088512,0.0016493848016544256,0.12088083151066197,0.8444454620381614,0.01044692960800603,41,6,6,2,2.5,1.2345794572328683,0.021985787898302078
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0147,0.0020601243821772425,0.0010300621910886213,0.1264340761978176,0.8568122672651263,0.0073790115141309795,17,3,5,3,4.0,0.25045204428809736,0.1388159543275833
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0148,0.0031268322468962248,0.0015634161234481124,0.11704128701817047,0.8351998991231837,0.011138778184207955,45,7,5,1,3.0,1.4674881151429349,0.021363258361816406
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,2718,poster_row_0149,0.0022073963954044704,0.0011036981977022352,0.14266171355920917,0.8399572852852536,0.006524798585368054,11,4,4,3,3.5,0.7697862408449184,0.10396247450262308
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0075,0.014005769047483806,0.007002884523741903,0.17716062503628838,0.7966234419719255,0.006386783968784064,10,3,4,2,2.0,0.5581392136117177,0.0489595178514719
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0076,0.013638449905248392,0.006819224952624196,0.1609404117719263,0.8178593186986758,0.007010972242652705,10,3,4,2,2.0,0.5882950252965913,0.08298825978999957
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0077,0.01396956103835446,0.00698478051917723,0.16657984172635631,0.8132855848922435,0.006863764095136763,9,2,4,2,2.5,0.385587033418638,0.1146787540128571
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0078,0.01295792485689646,0.00647896242844823,0.1617386927988077,0.8080346882180447,0.007785253524115043,11,3,4,2,2.0,0.5103779826690436,0.09192359913140535
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0079,0.013379914776971922,0.006689957388485961,0.1526204909874393,0.8253952326100543,0.008360255888131048,13,3,4,2,2.0,0.5968386980540082,0.1422497727908194
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0080,0.013374426526280963,0.006687213263140482,0.16408015597607406,0.8122575320353504,0.0068587193877569265,11,4,4,3,2.5,0.47351350073722576,0.03861557401251048
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0081,0.013998048986334945,0.0069990244931674725,0.16432655571579755,0.814053392143394,0.007156958528794348,10,4,4,3,2.5,0.37208552892319463,0.043031305191107094
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0082,0.013637363392199226,0.006818681696099613,0.15565018874177994,0.8138432174919338,0.008826264927296766,17,6,4,3,2.5,0.46882310538014377,0.07948236353695393
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0083,0.012434269774924093,0.006217134887462047,0.14020755444217017,0.8318730578372334,0.008713830805250577,12,3,4,2,3.0,0.3760600826859878,0.2565270811319351
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0084,0.012616822924165088,0.006308411462082544,0.14791009905340968,0.8235298135508544,0.008642053654683488,12,3,5,3,1.0,0.35638489685024693,0.11508412472903728
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0085,0.012963343358930825,0.006481671679465412,0.1553190230472662,0.8144998120164945,0.00847265511751175,14,5,4,2,2.0,0.5488331246003975,0.1287271212786436
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0086,0.012861817106438427,0.006430908553219213,0.1444636431379898,0.8310585192433085,0.008959821719410165,13,4,5,3,2.5,0.3755405761781577,0.1932058371603489
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0087,0.013740857418297808,0.006870428709148904,0.14933562414924056,0.8329614823131274,0.008923015500186012,15,4,5,3,1.5,0.40272595235343567,0.21181376255117357
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0088,0.013212642379883363,0.006606321189941681,0.15178860401828637,0.8233740322424916,0.008800164904179317,13,5,5,3,2.0,0.5108451476223388,0.14344361796975136
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0089,0.014178805179428539,0.0070894025897142695,0.17135001728025215,0.8057505325041237,0.006640937407501042,7,2,4,2,1.5,0.40425327416925166,0.06071681820321828
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0090,0.012425754254395542,0.006212877127197771,0.15596518242959412,0.8114163731662212,0.008357405763319028,10,2,4,2,3.0,0.37415952184030665,0.17269967775791883
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0091,0.013459261624785399,0.0067296308123926995,0.15902005353485996,0.8166165554742477,0.007899977760181563,11,4,4,3,3.0,0.4392718528873972,0.096719304099679
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0092,0.013494021807410155,0.006747010903705077,0.1644655119725547,0.8129541698064686,0.006782286463006,10,3,4,3,2.0,0.25700458813756605,0.03646879270672798
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0093,0.01369755052093767,0.006848775260468835,0.16738388194032292,0.8077099038157869,0.006461792284888881,8,4,4,3,2.5,0.41072963039154486,0.03252587700262666
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0094,0.013689300542288773,0.006844650271144386,0.16617996037687452,0.8130569866363053,0.006586678224515968,8,2,4,2,1.5,0.3766666729426682,0.06869088346138597
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0095,0.013971979977329841,0.0069859899886649205,0.17135805411858843,0.7952773139093156,0.007022648483647832,9,4,4,3,2.0,0.3911997822284227,0.06086772354319692
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0096,0.01326554774401516,0.00663277387200758,0.1638897620103713,0.8133318545064118,0.006641106025448867,8,3,4,3,2.0,0.3443190438536064,0.02328532189130783
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0097,0.013608759847102374,0.006804379923551187,0.1648491892347371,0.8126037086314561,0.006744171675194853,10,2,4,2,1.5,0.41751905092866254,0.10133292654063553
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0098,0.013733453601697533,0.006866726800848767,0.16562099790035364,0.8090324222138362,0.007043632329524761,9,4,4,3,1.5,0.3925959298926377,0.12165568908676505
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0099,0.013311828910339534,0.006655914455169767,0.16193878031492007,0.8115051483890945,0.007419334526306816,9,2,4,2,3.0,0.43013058955900796,0.1390681746415794
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0100,0.023546002965885146,0.011773001482942573,0.1033650315268705,0.39927418316917695,0.04663071682543627,130,20,81,17,3.0,0.8447504642866266,0.2703678272664547
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0101,0.010047756058089316,0.005023878029044658,0.11726465142589644,0.6403331893128407,0.02859099560616804,108,16,41,8,2.0,1.3004982554634452,0.07206738833338022
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0102,0.011742519410043293,0.005871259705021646,0.11718220749395865,0.6802542715794624,0.029878927206820144,107,16,51,9,3.0,1.3797101901311635,0.06609605252742767
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0103,0.012403671760517267,0.0062018358802586335,0.10658738641784087,0.6608064586499394,0.029921792138900075,105,22,49,10,2.5,1.6364629969530546,0.09324590116739273
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0104,0.01344989191014194,0.00672494595507097,0.1129275849203558,0.42109681792725473,0.0411975312578891,122,16,73,11,3.0,1.4129925388191826,0.14174853637814522
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0105,0.011259109866296305,0.005629554933148153,0.10711983749128876,0.6763925143936828,0.028933239140148673,101,19,46,13,3.0,1.062146271786136,0.09159280359745026
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0106,0.008483589556524316,0.004241794778262158,0.09687556037006893,0.752492984297108,0.022915080689958164,94,18,32,9,1.5,1.4028797974257996,0.10852964222431183
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0107,0.018593324167268388,0.009296662083634194,0.11357333332670515,0.3350953859933093,0.048590672169146795,130,19,83,13,3.0,1.5843480656705333,0.14986343681812286
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0108,0.03421161597890491,0.017105807989452455,0.10754276280105504,0.35044223556574705,0.04804117139428854,123,20,84,11,3.0,1.9698885848510292,0.11412158608436584
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0109,0.0149291821091691,0.00746459105458455,0.10003579595566026,0.4166849905564709,0.041275347952864,128,21,70,11,2.0,1.2266469425370197,0.12143304944038391
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0110,0.015537940076660659,0.007768970038330329,0.12424190898678723,0.42891493940530073,0.044880774066716964,122,16,79,10,2.0,3.6766064837898935,0.11803152412176132
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0111,0.030761034624946254,0.015380517312473127,0.1016740568842851,0.3039407120101751,0.04648194409108588,129,23,75,14,2.0,2.8238314120835417,0.1334863305091858
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0112,0.031780252596743254,0.015890126298371627,0.11481318176104052,0.2765055233925061,0.05711247793864459,132,20,93,18,2.0,2.193145005736599,0.18374989181756973
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0113,0.025344726879504217,0.012672363439752109,0.10629614198905957,0.3933633109695206,0.05024801694388901,131,23,88,17,2.0,2.6312528143471705,0.10919001698493958
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0114,0.03033222391908235,0.015166111959541175,0.1127103804571205,0.3263216988512111,0.056428448935039344,136,20,99,17,2.0,1.1996834326598045,0.21673214435577393
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0115,0.03332418616724179,0.016662093083620894,0.10525182794412183,0.34777047703675024,0.05040354124669518,132,23,85,14,4.0,1.8666383849963115,0.131601482629776
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0116,0.05104164891741566,0.02552082445870783,0.11055460838354968,0.25659227618088354,0.056459393586431234,134,24,100,19,2.0,2.6535821745844803,0.10989812016487122
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0117,0.032582676000897134,0.016291338000448567,0.09963486754000349,0.31032662566788954,0.04390218357954707,132,21,75,11,2.0,2.3151985063261558,0.10247832536697388
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0118,0.03264576769857856,0.01632288384928928,0.1056799441037069,0.26521210634643494,0.047312729677983695,131,25,82,15,2.0,1.8313220061353195,0.09368404746055603
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0119,0.01732889897195775,0.008664449485978875,0.11052409409891742,0.38376676968571344,0.03612652503885329,112,22,62,14,2.0,1.114659781139035,0.10190480202436447
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0120,0.04202169303962854,0.02101084651981427,0.11003018827778879,0.30739985879046516,0.05413156135539923,131,22,94,18,2.5,1.686040757434738,0.12932958453893661
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0121,0.021829771554499867,0.010914885777249934,0.10715513886526774,0.39733925125691205,0.04863420236323561,124,22,87,15,2.5,2.0292970942282906,0.13079246878623962
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0122,0.009220576682132862,0.004610288341066431,0.09145854797675831,0.6306523284420812,0.02514483599790505,103,16,32,7,2.5,1.3094009274611778,0.10290753096342087
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0123,0.013746174793940606,0.006873087396970303,0.1258273973642064,0.6359873318189525,0.030450107981741893,107,16,49,11,2.0,1.262330392161891,0.15774706564843655
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0124,0.01089051886117181,0.005445259430585905,0.09776926677045437,0.6597278035955642,0.030459633671811648,114,19,55,12,1.0,2.0951751143887893,0.1387934684753418
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0125,0.001956615837027505,0.0009783079185137526,0.136537748999631,0.865215891555449,0.00690267450209441,13,2,4,2,3.5,0.6978578575193394,0.08534716942813247
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0126,0.00261452431373827,0.001307262156869135,0.11142952172168788,0.8713734408583267,0.010023159943354716,34,5,6,3,4.0,0.508948355444832,0.10957749839872122
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0127,0.0019195266851657657,0.0009597633425828828,0.13130786669877673,0.869009151569761,0.006345752549158143,11,2,3,2,1.5,0.8665417576473208,0.08717186562716961
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0128,0.0022673432169642922,0.0011336716084821461,0.12877386783827602,0.8638413743335097,0.008204261000584146,24,3,6,2,2.0,0.18019562282495108,0.10156442900188267
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0129,0.002285512526619156,0.001142756263309578,0.12098512783616634,0.85810607848674,0.00868920181478773,27,5,5,3,3.0,1.8514488114512284,0.1098978198133409
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0130,0.0020086622942599754,0.0010043311471299877,0.13569059687958168,0.8604771050737532,0.006110341326145447,11,2,3,2,2.0,0.7680106708606791,0.08737914240919054
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0131,0.002933914746657149,0.0014669573733285745,0.12000302219497609,0.8636334345541858,0.011598554385959038,51,3,6,1,2.0,0.360051558869146,0.05286448495462537
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0132,0.002382955321711477,0.0011914776608557384,0.13006674303524818,0.8610558561868961,0.008456766842531839,25,4,5,3,2.0,0.4752252658093655,0.10751861345488578
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0133,0.002207484515547398,0.001103742257773699,0.1221344218139914,0.8682571357140552,0.008722490051794532,24,3,5,3,2.0,0.20020370352134848,0.13815613836050034
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0134,0.002307198532519907,0.0011535992662599535,0.1388531618231991,0.846617357359744,0.007364033781923354,15,3,4,3,3.0,0.9455857768538769,0.09470527339726686
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0135,0.0021054228627691734,0.0010527114313845867,0.1268409974534128,0.8644902959302138,0.006934597114367144,15,3,5,3,3.0,0.1450474651682277,0.1000504707917571
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0136,0.002075352885681519,0.0010376764428407595,0.12806868966019527,0.8666911284012389,0.007278339243493974,18,4,5,3,3.0,0.7194961143852449,0.11055559734813869
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0137,0.002072477424257722,0.001036238712128861,0.11542863537543917,0.889025706671926,0.007737754107053791,19,3,4,3,2.0,0.9525584637004022,0.1338476650416851
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0138,0.0021021277086994998,0.0010510638543497499,0.11544584557750319,0.8842215684727067,0.008186775724004423,21,3,5,3,2.0,0.2668002064697009,0.129153061658144
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0139,0.001993789720379985,0.0009968948601899925,0.1344484443626796,0.866847472831634,0.006683053680296455,12,2,4,2,1.5,0.6265372479660737,0.09165319229941815
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0140,0.00302622326469037,0.001513111632345185,0.1313722802877064,0.850731666543565,0.009672915377055427,34,2,5,2,3.0,0.1953445978525516,0.09303764847572893
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0141,0.0023463144783895315,0.0011731572391947657,0.14323523825685425,0.8394767836756222,0.006528199837276978,11,3,4,3,3.0,0.8372966029123351,0.09360430389642715
PICO,400-1800_common,poster,poster_holdout_PICO,,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,clean,3141,poster_row_0142,0.003209746379724854,0.001604873189862427,0.12290009884519096,0.8536050043545115,0.010430586680470567,42,3,6,1,3.0,3.0021198352517886,0.11586710286792368
