heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,gaussian_noise,1.5,0.48,0.40666884602811376,0.9866666666666667,0.0001298753486480564,0.007111125323911951,0.0035555626619559757,0.03787548403261847,0.9460101276900287,0.008626658719038737,0.5151515151515151,2.0,0.3990345801439105,0.06600944697856903
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,isolated_spikes,0.5,0.49333333333333335,0.4216537966537966,0.9866666666666667,5.9755643633252475e-06,0.007085063911748141,0.0035425319558740707,0.037791169120746516,0.9458274208945374,0.008605632213872515,0.5068870523415978,1.5,0.41812275858274317,0.07058018445968628
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,isolated_spikes,1.0,0.48,0.4071259709557582,1.0,1.7464955817558803e-05,0.007108703332305886,0.003554351666152943,0.03782322704720435,0.9466346034225999,0.008606640056885662,0.5068870523415978,1.5,0.39153214439126993,0.07172220945358276
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,isolated_spikes,1.5,0.49333333333333335,0.4216537966537966,0.9866666666666667,1.923561103467364e-05,0.007107558694023234,0.003553779347011617,0.03777676067718551,0.9462859555743792,0.008606720402168432,0.5041322314049587,1.75,0.420863907654374,0.07060839235782623
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,edge_filled_shift,0.5,0.49333333333333335,0.4216537966537966,0.96,3.2804808142827824e-05,0.007062358082163788,0.003531179041081894,0.03775956514348229,0.9461958495687559,0.0086046415851154,0.509641873278237,1.75,0.4045895794567188,0.07033108174800873
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,edge_filled_shift,1.0,0.49333333333333335,0.4216537966537966,0.96,8.976856770459563e-05,0.007074050676662598,0.003537025338331299,0.03780827934637199,0.9466898947359064,0.008606797643718944,0.509641873278237,1.5,0.45098971328676446,0.07059307396411896
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,edge_filled_shift,1.5,0.48,0.4071259709557582,1.0,0.00018966278003063053,0.0070990689635156805,0.0035495344817578402,0.03783831870951849,0.9459430301973889,0.008611429662835266,0.4986225895316804,1.5,0.42343160124811785,0.07329212129116058
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,gaussian_broadening,0.5,0.48,0.4071259709557582,1.0,3.1789145538141383e-08,0.007071011580553074,0.003535505790276537,0.03777037141327788,0.9461827722125996,0.008604513672310384,0.5068870523415978,2.0,0.3927142739384021,0.07124041765928268
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,gaussian_broadening,1.0,0.48,0.4071259709557582,1.0,6.278356181610434e-07,0.0070689480232703945,0.0035344740116351973,0.037760220314282174,0.9461470637530798,0.008603642605379457,0.5041322314049587,1.75,0.3930747947735602,0.07288150489330292
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,gaussian_broadening,1.5,0.48,0.4071259709557582,1.0,2.3436546143784653e-06,0.00707063614093798,0.00353531807046899,0.03775297775078767,0.9463413932858893,0.008602998908322184,0.5041322314049587,1.75,0.3933380778483704,0.07300058007240295
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,composite,0.5,0.45333333333333337,0.36797174180526177,0.96,0.005185139365494251,0.008396316043855464,0.004198158021927732,0.03938533618443991,0.9434568773197078,0.008576559171135107,0.5068870523415978,1.5,0.4126248649921245,0.08010593056678772
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,composite,1.0,0.4666666666666666,0.38771604938271603,0.8933333333333333,0.027960890904068947,0.012821602538646682,0.006410801269323341,0.04504591642892058,0.9356941433812356,0.008599165560870202,0.5041322314049587,1.5,0.47806460342065044,0.07193231582641602
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c16x32_z64_spectral_composite_mixed_progressive,minimal_minmax,mixed_progressive,3141,composite,1.5,0.41333333333333333,0.32718995571533843,0.8533333333333334,0.07031049579381943,0.019264580579022552,0.009632290289511276,0.054134550117421194,0.9102652588024612,0.008656283716416358,0.5068870523415978,2.0,0.47404899592714994,0.08144218474626541
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,scale_offset,0.5,0.7733333333333333,0.7517574193856648,0.9866666666666667,0.002386359265074134,0.006122935016008806,0.003061467508004403,0.09291845019353168,0.8591311810777,0.01628546290787566,0.4700149925037481,2.0,0.5384900357682292,0.07944439677521586
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,scale_offset,1.0,0.7600000000000001,0.7278669043374926,0.96,0.009737740270793438,0.006848935776986294,0.003424467888493147,0.0945999053917611,0.8571841336927185,0.01626410979330193,0.4737631184407796,2.0,0.533430501367462,0.08727484941482544
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,scale_offset,1.5,0.7066666666666667,0.6627100230855647,0.9333333333333333,0.01919340156018734,0.007923617932977734,0.003961808966488867,0.09891371542364194,0.8458682988161724,0.016428236344052407,0.46551724137931033,2.0,0.5909474747418622,0.08149427361786366
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,smooth_baseline,0.5,0.7733333333333333,0.7517574193856648,0.9866666666666667,0.00031903822673484683,0.005991558889808946,0.002995779444904473,0.09247856432071698,0.8556015029258557,0.016297207866610625,0.47301349325337333,2.0,0.49362868482795585,0.0806717649102211
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,smooth_baseline,1.0,0.7733333333333333,0.7517574193856648,0.9866666666666667,0.0013359053991734982,0.006003241418574518,0.003001620709287259,0.09277839967444643,0.856353792933348,0.016314558021047216,0.4760119940029985,2.0,0.5193622870893426,0.07907511480152607
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,smooth_baseline,1.5,0.7733333333333333,0.7517574193856648,0.9866666666666667,0.003012607106938958,0.006052625174953169,0.0030263125874765845,0.09290803865247019,0.854318821978125,0.016327393151909377,0.4767616191904048,2.0,0.5351706135846528,0.081605632789433
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,gaussian_noise,0.5,0.7600000000000001,0.7332448130767458,1.0,3.2431285944767296e-05,0.005987342901049573,0.0029936714505247866,0.09243365195010284,0.8573554955955912,0.016292148033743917,0.4737631184407796,2.0,0.5028541433993425,0.07953260838985443
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,gaussian_noise,1.0,0.7733333333333333,0.7517574193856648,0.9866666666666667,0.0001413989084539935,0.005971421051654535,0.0029857105258272675,0.0924713297344905,0.8562451777895748,0.01629965259706965,0.4745127436281859,2.0,0.5228613027499788,0.0815432257950306
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,gaussian_noise,1.5,0.7600000000000001,0.7332448130767458,1.0,0.0003714188060257584,0.006001980860809802,0.003000990430404901,0.09261242192759504,0.855503724629911,0.01630792621414252,0.4745127436281859,2.0,0.5411207297740754,0.07973974943161011
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,isolated_spikes,0.5,0.7733333333333333,0.7517574193856648,0.9866666666666667,4.283904854673892e-05,0.005994081885786549,0.0029970409428932746,0.0925006085119854,0.8567971815936077,0.016291507847963453,0.4737631184407796,2.0,0.5027004139297067,0.08049573749303818
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,isolated_spikes,1.0,0.7733333333333333,0.7517574193856648,0.9866666666666667,0.00018168846145272255,0.005989995062165276,0.002994997531082638,0.092499875618257,0.8566770285227138,0.016296575882074484,0.4707646176911544,2.0,0.5205792835743482,0.07973294146358967
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,isolated_spikes,1.5,0.7600000000000001,0.7332448130767458,1.0,0.00037284850259311497,0.005983305120065288,0.002991652560032644,0.09251930140997601,0.857754275503241,0.01629804775860435,0.4767616191904048,2.0,0.5039907772565666,0.08172821812331676
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,edge_filled_shift,0.5,0.7600000000000001,0.7332448130767458,1.0,0.0008010403253138065,0.006014222969846263,0.0030071114849231314,0.09271147547812521,0.853715883961249,0.01629820908831496,0.46926536731634183,2.0,0.5528658909863835,0.0796587411314249
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,edge_filled_shift,1.0,0.7600000000000001,0.7332448130767458,0.9733333333333334,0.0016006787773221731,0.006063739863833966,0.003031869931916983,0.09330837105428964,0.8517085889691853,0.016312999483416756,0.4715142428785607,2.0,0.5737061597932859,0.08140140026807785
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,edge_filled_shift,1.5,0.7999999999999999,0.7802197802197802,0.9333333333333333,0.002372326795011759,0.0060444298199962745,0.0030222149099981372,0.09317285602751545,0.8517085889691853,0.016307005906062218,0.47226386806596704,2.0,0.568774983185375,0.07934311032295227
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,gaussian_broadening,0.5,0.7600000000000001,0.7332448130767458,1.0,3.337860050578456e-07,0.0059871726935636785,0.0029935863467818393,0.09242958322513892,0.8563100870151316,0.016289662960474797,0.4752623688155922,2.0,0.5280806199370615,0.08000941574573517
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,gaussian_broadening,1.0,0.7600000000000001,0.7332448130767458,1.0,4.415512194100302e-06,0.005986123448440307,0.0029930617242201535,0.0924183377021673,0.8564417341607546,0.01628950027768608,0.4745127436281859,2.0,0.5286785605400828,0.08020187355577946
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,gaussian_broadening,1.5,0.7600000000000001,0.7332448130767458,1.0,1.644611438678112e-05,0.005984007521754201,0.0029920037608771005,0.0924050460581984,0.8566874304530996,0.016289128501803495,0.47301349325337333,2.0,0.49104186619282036,0.08027958869934082
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,composite,0.5,0.7733333333333334,0.7437057138549675,0.9866666666666667,0.003356963861733675,0.006326327126035679,0.0031631635630178395,0.09340941522975652,0.8499178688246133,0.016301537919143034,0.46926536731634183,2.0,0.5418555102529,0.08117111027240753
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,composite,1.0,0.7466666666666667,0.7109313725490196,0.9466666666666667,0.01344709750264883,0.0071279386907315626,0.0035639693453657813,0.09593693417157796,0.8471252617312025,0.016355742451410957,0.47301349325337333,2.0,0.556055369103367,0.07886807760223746
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,1729,composite,1.5,0.7333333333333334,0.7070887984320819,0.88,0.02822251245379448,0.007843387614152559,0.0039216938070762795,0.09944491484648264,0.8516779487690773,0.01642447385991233,0.45577211394302847,2.0,0.604631594037512,0.07885436713695526
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,scale_offset,0.5,0.7200000000000001,0.6692063492063491,0.9733333333333334,0.003720513079315424,0.006276202886189133,0.0031381014430945666,0.09295472912910656,0.8590933045956628,0.016420195027020443,0.46776611694152925,2.0,0.5378935577825255,0.0802079290151596
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,scale_offset,1.0,0.7066666666666667,0.6411922244006202,0.96,0.0155570637434721,0.008132793634419924,0.004066396817209962,0.09594365035099833,0.8576941228401467,0.01639656092100874,0.4625187406296852,2.0,0.6019855054401926,0.08446716889739037
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,scale_offset,1.5,0.6666666666666666,0.581517792302106,0.9066666666666666,0.02757764421403408,0.010266757867532067,0.005133378933766033,0.10109541315294512,0.840937606117466,0.016607939953249298,0.46026986506746626,2.0,0.6458574997528526,0.08294981718063354
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,smooth_baseline,0.5,0.6933333333333334,0.6363606745380145,1.0,0.00036482413997873664,0.006246528641685903,0.0031232643208429513,0.09264293137000332,0.857193072026274,0.01641628471803727,0.46926536731634183,2.0,0.5812193973112593,0.07959965616464615
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,smooth_baseline,1.0,0.68,0.6126642437797036,0.9866666666666667,0.0015637492761015892,0.006599448361206656,0.003299724180603328,0.0935998506565862,0.8563907885037865,0.01644118580678464,0.4662668665667166,2.0,0.6042218579247232,0.07717871200293303
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,smooth_baseline,1.5,0.6933333333333334,0.6262696859565744,0.96,0.003456920851022005,0.006913518929442584,0.003456759464721292,0.09432217099099473,0.852444800455991,0.01645913737404058,0.46401799100449775,2.0,0.6132675942772785,0.07373469322919846
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_noise,0.5,0.6933333333333334,0.6363606745380145,1.0,4.1372775740455836e-05,0.006122450782524085,0.0030612253912620426,0.09240333525889609,0.8580532869378329,0.016423845806390665,0.46851574212893554,2.0,0.5590727233578108,0.08040503785014153
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_noise,1.0,0.6933333333333334,0.6363606745380145,1.0,0.00025302887661382556,0.006303663352510562,0.003151831676255281,0.09290358620101583,0.8572630346907252,0.016450129531395838,0.46926536731634183,2.0,0.5351153758576382,0.08109159953892231
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_noise,1.5,0.6933333333333334,0.6363606745380145,1.0,0.0007004404324106872,0.006571898060819819,0.0032859490304099096,0.09363675794692,0.8543491626750784,0.016482215845208873,0.4715142428785607,2.0,0.5756956033058819,0.07909741997718811
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,isolated_spikes,0.5,0.7066666666666667,0.6587780652166969,0.9866666666666667,3.240267324144952e-05,0.006068837912970693,0.0030344189564853463,0.09228820858990222,0.8588798573482765,0.016416166258489,0.46476761619190404,2.0,0.5939914850587168,0.08024654537439346
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,isolated_spikes,1.0,0.6933333333333334,0.6363606745380145,1.0,0.0001397077285218984,0.0060888708198539605,0.0030444354099269802,0.09240985361983045,0.8581437176186657,0.016421771539455985,0.4625187406296852,2.0,0.570168008933227,0.07918994594365358
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,isolated_spikes,1.5,0.6933333333333334,0.6363606745380145,1.0,0.00028280416154302657,0.006122629021588432,0.003061314510794216,0.09242935897108093,0.8583860309532346,0.016424487563888847,0.4700149925037481,2.0,0.5544788292478674,0.083438940346241
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,edge_filled_shift,0.5,0.6933333333333334,0.6363606745380145,1.0,0.0005864938138984144,0.006061136946742855,0.0030305684733714275,0.09240318646865306,0.8576194671382483,0.01641089000617739,0.46701649175412296,2.0,0.5994738298388516,0.08055557310581207
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,edge_filled_shift,1.0,0.6933333333333334,0.6363606745380145,1.0,0.0013081661891192198,0.006077350760946547,0.0030386753804732733,0.09268515616492647,0.8519176557109582,0.01641376888634113,0.4707646176911544,2.0,0.5737975451555829,0.0801953673362732
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,edge_filled_shift,1.5,0.6933333333333334,0.6363606745380145,1.0,0.001911622704938054,0.006086446958212491,0.0030432234791062454,0.09286011518873794,0.8560791755117905,0.01642059981306402,0.46326836581709147,2.0,0.5834533238501611,0.07965348660945892
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_broadening,0.5,0.6933333333333334,0.6363606745380145,1.0,6.373723522301589e-07,0.0060346335469748805,0.0030173167734874403,0.09216066170816492,0.8587873817385288,0.016409421309678943,0.46401799100449775,2.0,0.5914496129107583,0.08087822422385216
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_broadening,1.0,0.6933333333333334,0.6363606745380145,1.0,7.698536137468182e-06,0.006021752740933548,0.003010876370466774,0.09212805162008596,0.8589933345525954,0.016405811348265745,0.46476761619190404,2.0,0.5903922310017927,0.08122610300779343
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,gaussian_broadening,1.5,0.6933333333333334,0.6363606745380145,1.0,2.649227826623246e-05,0.0060134582230195015,0.0030067291115097507,0.09210862086258889,0.859107643694563,0.016402239251306277,0.46401799100449775,2.0,0.5726735438342794,0.08191762119531631
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,composite,0.5,0.68,0.6126642437797036,0.9866666666666667,0.004474340472370386,0.006843293137768208,0.003421646568884104,0.09424111220127407,0.8494621694513814,0.016422184244779335,0.46476761619190404,2.0,0.5732435986134232,0.08037010300904512
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,composite,1.0,0.6666666666666666,0.5875331113426352,0.9466666666666667,0.01883661188185215,0.008749539965685423,0.0043747699828427114,0.09826145293228998,0.8434014907018434,0.01650258626348902,0.46101949025487254,2.0,0.6158095123920408,0.0775734968483448
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,2718,composite,1.5,0.6266666666666667,0.5493827160493827,0.9066666666666666,0.03525998815894127,0.010738623497146967,0.0053693117485734835,0.10352363525493204,0.8408349492696534,0.01658988287516834,0.4535232383808096,2.0,0.6333067382497497,0.08691232651472092
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,scale_offset,0.5,0.7733333333333333,0.7586768538261076,0.96,0.0019234641222283244,0.00791051992158985,0.003955259960794925,0.10581745807219646,0.8091846949913613,0.016188022802567103,0.4205397301349325,2.0,0.5917327366610692,0.0956641398370266
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,scale_offset,1.0,0.7466666666666667,0.7135029540689919,0.8933333333333333,0.00748048210516572,0.010645423596713851,0.005322711798356926,0.1118985569840163,0.8086229256954602,0.016180561987675278,0.41679160419790107,2.0,0.5394081345420074,0.10178838483989239
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,scale_offset,1.5,0.64,0.5725274725274726,0.8133333333333334,0.019478127360343933,0.01458127298819016,0.00729063649409508,0.120278917588705,0.7931646146029842,0.01630418030079551,0.3905547226386807,2.0,0.5467777985137336,0.08276839554309845
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,smooth_baseline,0.5,0.7999999999999999,0.7920709170709171,0.96,0.001465864130295813,0.007243448396707332,0.003621724198353666,0.10429708094433292,0.7997557818496848,0.016169019283279858,0.41004497751124436,2.0,0.5979889058530563,0.09307156503200531
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,smooth_baseline,1.0,0.7866666666666666,0.7730391301819873,0.9066666666666666,0.005935936700552702,0.007533784703454797,0.0037668923517273985,0.10624642360391968,0.7925430751834944,0.0161702859491563,0.4047976011994003,2.0,0.7179994740393209,0.09076469670981169
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,smooth_baseline,1.5,0.7999999999999999,0.7819794584500466,0.88,0.014099200256168842,0.008065858966785099,0.004032929483392549,0.10919710670195752,0.7826599881366585,0.016169403029618917,0.4070464767616192,2.0,0.7847734743255942,0.10064481198787689
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_noise,0.5,0.7999999999999999,0.786644572358858,0.9866666666666667,3.499428567010909e-05,0.007181509376109383,0.0035907546880546916,0.10383745858994532,0.8076385347939931,0.01618649478907395,0.41529235382308843,2.0,0.5835223335518808,0.08867882192134857
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_noise,1.0,0.8133333333333334,0.8031634951277807,1.0,0.00015811204502824694,0.007310637457256646,0.003655318728628323,0.10417436064201459,0.8080639019464807,0.01618114246086182,0.41379310344827586,2.0,0.6007488930756965,0.09056320786476135
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_noise,1.5,0.8133333333333334,0.7950513538748832,0.9733333333333334,0.0003950715181417763,0.007537376193802635,0.0037686880969013173,0.10465006312087995,0.8112288457537801,0.016174829469449193,0.4205397301349325,2.0,0.6217967885406751,0.0885325912386179
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,isolated_spikes,0.5,0.8133333333333334,0.8031634951277807,1.0,4.8073134166770615e-06,0.007133198209499304,0.003566599104749652,0.10384595974046308,0.807831138177381,0.016189451493017815,0.41529235382308843,2.0,0.5311296702223277,0.09114860417321324
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,isolated_spikes,1.0,0.7999999999999999,0.7920709170709171,0.9866666666666667,2.4990240490296856e-05,0.007129734755536765,0.0035648673777683823,0.10386502286930308,0.809779386321849,0.01619015230623038,0.41829085457271364,2.0,0.5747757939849414,0.09055584669113159
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,isolated_spikes,1.5,0.8133333333333334,0.8031634951277807,1.0,6.459553696913645e-05,0.0071405638049372834,0.0035702819024686417,0.10386269442406951,0.8075724843453425,0.016189618671930348,0.4205397301349325,2.0,0.5855233319547438,0.09024355607107282
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,edge_filled_shift,0.5,0.7999999999999999,0.7920709170709171,0.9866666666666667,0.00021403710707090795,0.007150569300626507,0.0035752846503132535,0.103983384913508,0.8046861213823112,0.016192053709069263,0.41304347826086957,2.0,0.6028615544351977,0.09535180032253265
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,edge_filled_shift,1.0,0.7733333333333333,0.7586768538261076,0.96,0.0004950285074301064,0.007221766472534876,0.003610883236267438,0.10449618605192898,0.8034684003513437,0.016209235771990328,0.4077961019490255,2.0,0.6150377082955475,0.08860062807798386
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,edge_filled_shift,1.5,0.8133333333333334,0.8031634951277807,1.0,0.0007128397701308131,0.007213499467365936,0.003606749733682968,0.10449167768646508,0.8019396525356096,0.01620894796356567,0.411544227886057,2.0,0.683421208262807,0.08786145597696304
Ag,400-1800_common,poster,poster_holdout_Ag,,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,mixed_uniform,3141,gaussian_broadening,0.5,0.8133333333333334,0.8031634951277807,1.0,7.017453640401072e-07,0.00712702851715551,0.003563514258577755,0.10387280944227323,0.8079532700885013,0.016189827165642746,0.4160419790104948,2.0,0.5372395596111145,0.08911972539499402
