epoch,train_loss,heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,fixed_epoch_count
27,0.0001805111765861,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
28,0.0009426374733448,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
29,0.0021890601515769,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
30,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
31,3.5889148712158203e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
32,0.0004969599843025,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
33,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
34,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
35,7.371902465820313e-06,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
36,0.0009356035292148,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
37,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
38,0.0017183037102222,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
39,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
40,4.29224967956543e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
41,0.0001858368515968,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
42,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
43,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
44,0.0006011867523193,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
45,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
46,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
47,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
48,0.0004931262135505,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
49,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
50,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
51,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
52,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
53,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
54,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
55,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
56,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
57,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
58,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
59,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
60,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
61,0.0003745476901531,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
62,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
63,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
64,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
65,0.0005254900455474,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
66,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
67,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
68,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
69,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
70,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
71,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
72,0.0004342350363731,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
73,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
74,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
75,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
76,0.0002216333150863,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
77,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
78,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
79,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
80,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
81,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
82,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
83,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
84,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
85,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
86,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
87,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
88,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
89,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
90,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
91,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
92,2.5759637355804444e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
93,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
94,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
95,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
96,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
97,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
98,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
99,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
100,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,
1,0.1911828184127807,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
2,0.1523304697871208,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
3,0.0303740589320659,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
4,0.0055206432193517,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
5,0.0075650168955326,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
6,0.0004427054524421,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
7,0.0051760549098253,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
8,0.0028256893157958,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
9,0.005898919776082,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
10,0.0042425632476806,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
11,0.001777805685997,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
12,0.0042793777585029,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
13,0.0023967023193836,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
14,0.0013931536674499,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
15,0.0018836162984371,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
16,0.0019063352048397,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
17,0.0035459806025028,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
18,0.00257961794734,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
19,0.0010025519132614,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
20,0.0006750005483627,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
21,0.0009299719333648,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
22,0.0012998548150062,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
23,0.0002071291208267,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
24,0.0018533197045326,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
25,9.028226137161256e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
26,0.0003354756534099,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
27,0.0003045707941055,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
28,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
29,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
30,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
31,4.451245069503784e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
32,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
33,0.0003197002410888,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
34,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
35,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
36,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
37,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
38,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
39,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
40,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
41,0.0009165832400321,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
42,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
43,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
44,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
45,0.0005187205970287,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
46,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
47,0.0001896598935127,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
48,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
49,0.0001229159533977,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
50,0.0004344108700752,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
51,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
52,0.0002334222197532,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
53,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
54,0.0006492009758949,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
55,0.0005635637044906,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
56,9.255558252334596e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
57,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
58,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
59,0.0001650622487068,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
60,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
61,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
62,0.0004896882176399,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
63,0.0007990077137947,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
64,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
65,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
66,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
67,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
68,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
69,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
70,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
71,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
72,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
73,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
74,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
75,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
76,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
77,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
78,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
79,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
80,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
81,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
82,0.0004982994496822,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
83,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
84,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
85,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
86,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
87,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
88,0.0001673272252082,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
89,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
90,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
91,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
92,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
93,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
94,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
95,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
96,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
97,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
98,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
99,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
100,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,
1,0.1933576655387878,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
2,0.1635117226839065,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
3,0.0455442363023757,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
4,0.0240703703463077,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
5,0.0184641778469085,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
6,0.0066399493813514,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
7,0.0056019166111946,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
8,0.0060641226172447,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
9,0.0027579873800277,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
10,0.0004243724048137,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
11,0.000820183455944,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
12,0.0014901472628116,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
13,0.0028562022000551,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
14,0.0015719699859619,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
15,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
16,0.0006360054016113,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
17,0.0002221313118934,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
18,0.0004821266233921,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
19,0.0010734191536903,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
20,0.0001662698388099,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
21,0.0004628132283687,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
22,9.953588247299194e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
23,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
24,1.824304461479187e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
25,0.0003844471275806,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
26,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
27,0.0004364696145057,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
28,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
29,1.7127394676208497e-05,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
30,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
31,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
32,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
33,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
34,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
35,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
36,0.0,pSERS,400-1800_common,poster,poster_holdout_pSERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,
