#wnum,raman
275,344.443
276,344.837
277,323.809
278,302.984
279,286.844
280,271.848
281,256.312
282,239.498
283,222.845
284,214.081
285,206.246
286,199.159
287,192.869
288,186.511
289,169.233
290,152.179
291,146.424
292,146.122
293,146.477
294,135.778
295,124.41
296,113.571
297,103.044
298,94.5225
299,92.0769
300,89.7904
301,83.8721
302,76.976
303,70.8099
304,66.5018
305,62.2625
306,57.8708
307,53.5609
308,47.7908
309,38.6087
310,38.0753
311,38.4508
312,46.6768
313,47.0495
314,41.824
315,37.7369
316,37.0348
317,36.3782
318,30.9938
319,24.5201
320,24.5665
321,24.9256
322,25.2826
323,24.1055
324,18.7002
325,19.051
326,19.6311
327,22.3484
328,24.0725
329,24.4139
330,24.4444
331,22.6943
332,20.423
333,15.6164
334,13.6321
335,13.9578
336,19.3272
337,19.6472
338,19.1973
339,16.8023
340,16.8954
341,17.203
342,17.6069
343,19.2745
344,19.5722
345,14.2798
346,9.55787
347,9.84508
348,14.1247
349,14.4045
350,12.4559
351,9.15574
352,2.7726
353,-4.24778
354,-3.98737
355,-1.99425
356,2.22477
357,8.64636
358,14.9758
359,15.2162
360,13.2755
361,13.5082
362,15.9705
363,19.0772
364,19.2986
365,18.0758
366,16.8739
367,15.0561
368,12.9505
369,6.88683
370,1.25311
371,1.44915
372,6.07782
373,6.26694
374,3.79174
375,3.97407
376,6.55307
377,17.0909
378,17.2634
379,9.9708
380,10.1368
381,10.485
382,21.2542
383,21.4107
384,18.9823
385,14.2312
386,9.55076
387,5.57827
388,5.71976
389,7.91577
390,9.31492
391,9.51845
392,9.64848
393,8.49581
394,8.6203
395,9.54378
396,14.8216
397,18.1037
398,18.2175
399,16.8342
400,14.6707
401,12.6568
402,11.4361
403,10.9088
404,11.0074
405,14.385
406,18.3307
407,20.7488
408,22.4284
409,22.5153
410,22.5858
411,21.4243
412,20.3633
413,19.1586
414,15.171
415,7.88843
416,7.96007
417,10.1551
418,18.5707
419,23.4771
420,26.369
421,29.059
422,31.6764
423,31.7342
424,21.8834
425,10.2116
426,10.2638
427,23.4955
428,32.0796
429,32.1265
430,30.5176
431,26.1139
432,21.6469
433,21.6871
434,30.1154
435,30.1524
436,25.5163
437,14.2427
438,14.275
439,21.4727
440,23.8619
441,23.8898
442,21.6178
443,18.5285
444,14.8519
445,11.1753
446,7.79985
447,7.81944
448,14.0127
449,21.2629
450,26.6211
451,31.6004
452,31.6136
453,27.7015
454,27.7124
455,30.4466
456,33.7654
457,33.7729
458,25.6771
459,23.5418
460,23.546
461,23.5491
462,22.2812
463,18.0847
464,16.6242
465,16.6233
466,17.2264
467,18.3904
468,19.8151
469,23.7136
470,27.6618
471,27.6554
472,26.6364
473,25.0395
474,24.7984
475,24.756
476,23.3207
477,21.2432
478,20.2137
479,20.092
480,20.0784
481,17.6454
482,15.1198
483,11.6605
484,8.04399
485,8.02685
486,15.5664
487,15.5479
488,15.361
489,10.3915
490,10.3711
491,15.6801
492,15.6585
493,14.1946
494,11.4313
495,11.4081
496,12.648
497,12.6237
498,11.8872
499,11.2428
500,11.217
501,11.2641
502,12.8118
503,14.236
504,15.9241
505,17.5223
506,17.4937
507,13.6133
508,10.2973
509,10.2674
510,11.8493
511,12.7268
512,12.756
513,12.7246
514,10.0525
515,10.0204
516,10.9889
517,15.4846
518,19.4922
519,22.7915
520,22.7577
521,22.7113
522,20.094
523,18.7156
524,18.6807
525,19.8515
526,24.1231
527,24.0874
528,16.2102
529,6.55489
530,4.43906
531,4.40246
532,7.43561
533,15.6825
534,23.486
535,27.7198
536,27.6822
537,17.5083
538,0.0423747
539,0.00417945
540,10.7303
541,13.461
542,13.4223
543,7.09304
544,3.10371
545,1.22229
546,1.18298
547,7.39848
548,12.0962
549,12.3305
550,12.2906
551,10.5507
552,7.98469
553,7.40633
554,7.366
555,8.31769
556,12.1918
557,12.1512
558,10.3591
559,4.32897
560,3.94108
561,3.90006
562,6.86702
563,14.7208
564,14.6795
565,13.5221
566,4.64006
567,4.59858
568,12.4834
569,13.1681
570,13.1264
571,13.0847
572,14.2931
573,19.1785
574,19.1366
575,17.2557
576,14.5424
577,10.4252
578,7.47726
579,7.43512
580,7.39293
581,7.15245
582,6.81807
583,6.77576
584,15.4612
585,19.2563
586,19.2138
587,19.1713
588,20.6534
589,24.4617
590,24.4191
591,12.7545
592,11.7859
593,11.7432
594,15.6988
595,15.656
596,12.5761
597,12.5332
598,15.275
599,17.5564
600,18.8375
601,18.7944
602,15.2298
603,10.3878
604,10.1119
605,10.0686
606,11.553
607,14.6301
608,15.7724
609,15.7287
610,15.685
611,19.0805
612,24.09
613,24.046
614,14.812
615,14.7679
616,17.0194
617,21.9237
618,21.8792
619,20.3515
