heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0083,0.024744196579506023,0.012372098289753011,0.182051777236768,0.7284977848436394,0.009139581801635878,12,4,4,3,2.5,1.0067406829010142,0.045996950939297676
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0084,0.026159167279886084,0.013079583639943042,0.19145525591998905,0.7213983482489816,0.008883382986698832,12,2,5,2,0.5,0.9918244847545687,0.056024583987891674
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0085,0.02755396488611711,0.013776982443058555,0.2006483371118221,0.7114535900729516,0.009034010778580393,14,7,4,3,2.0,0.8969691240013381,0.06421387381851673
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0086,0.026121658313270176,0.013060829156635088,0.1893163943117458,0.7267857263182546,0.009076139038162572,13,4,5,2,3.0,1.435253625008799,0.08971934113651514
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0087,0.027615353972725326,0.013807676986362663,0.19694946096020774,0.738820266950312,0.00945729347211974,15,3,5,2,1.0,0.9375839859429181,0.11765243485569954
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0088,0.027180285272028416,0.013590142636014208,0.19547775916418933,0.7350532826644786,0.009122300309993859,13,6,5,3,1.5,0.9716777334703162,0.08317783568054438
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0089,0.03149677861388535,0.015748389306942674,0.23319674913540453,0.6723287216359756,0.007643872007195439,7,2,4,2,0.0,1.312582373559212,0.11917398672085255
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0090,0.027960758338582564,0.013980379169291282,0.2037302030604718,0.6952382381994423,0.009024883657361248,10,3,4,3,2.0,0.5782245958515198,0.08865143917500973
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0091,0.029392947627148894,0.014696473813574447,0.20882639558061677,0.7136511924025014,0.008573945149879105,11,4,4,3,2.0,1.0438420631478438,0.07198579702526331
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0092,0.03046436562886903,0.015232182814434515,0.2234001420919025,0.6823985354689727,0.007761360757285729,10,2,4,2,1.5,1.2374703311225002,0.12618319381726906
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0093,0.03056042243758018,0.01528021121879009,0.22641934020501733,0.6746163688204962,0.007529974762084228,8,2,4,2,0.0,1.3254306116996382,0.11266330862417817
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0094,0.03086209920712176,0.01543104960356088,0.22660448570184913,0.6829592496743536,0.007629033747694588,8,2,4,2,1.0,1.1999370384887182,0.11912480788305402
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0095,0.029995007152643197,0.014997503576321599,0.22496996072622882,0.6721725206073315,0.007931277709015246,9,2,4,2,1.5,1.166655989720644,0.05523125268518925
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0096,0.029822220980097236,0.014911110490048618,0.221535259296242,0.6868721199228022,0.007507292706120227,8,2,4,2,1.0,1.2042955528831631,0.12372983782552183
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0097,0.030653426543967598,0.015326713271983799,0.22326339963042194,0.684727520481261,0.00762165051203088,10,3,4,2,2.0,0.5811043237392811,0.12122592446394265
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0098,0.03011375221672962,0.01505687610836481,0.22050734807565922,0.6907767517705958,0.007991537685905183,9,3,4,2,0.0,1.7505279659775344,0.110301592387259
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0099,0.02926397056548078,0.01463198528274039,0.2143576699086094,0.6937813779948674,0.008079445147554256,9,2,4,2,2.5,1.0832138049257976,0.08836634689942002
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0100,0.034906042701758754,0.017453021350879377,0.12215929202512849,0.30270260161428697,0.046630164641620855,130,17,81,13,2.0,2.2032703360218178,0.31266869604587555
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0101,0.016304796282699065,0.008152398141349533,0.1405117260248573,0.4948530801452939,0.029018559477824186,108,15,41,7,2.0,1.6031019457945133,0.08806795068085194
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0102,0.01636649591438564,0.00818324795719282,0.13339121676786347,0.5928116472801435,0.0293838568494123,107,17,51,9,2.0,3.2314478888978293,0.08310793340206146
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0103,0.017701386702487932,0.008850693351243966,0.1264671900471824,0.6100512475289321,0.0301706340270383,105,13,49,7,3.0,2.1416912976342726,0.03443683683872223
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0104,0.018357366358474275,0.009178683179237137,0.13255641167092125,0.3152813863065315,0.04138041382655502,122,14,73,12,3.0,4.593346220785522,0.16606275737285614
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0105,0.015298486975713938,0.007649243487856969,0.12579464124646653,0.6058664003724215,0.02888485476108534,101,15,46,9,2.0,2.1646743324741697,0.13099245727062225
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0106,0.011904187513057187,0.0059520937565285936,0.11563322360289607,0.6952985805373489,0.022810740183506692,94,14,32,6,2.0,2.373312252715422,0.07894426584243774
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0107,0.023629389191632346,0.011814694595816173,0.1280853288223892,0.27956879839644455,0.0489953742322645,130,19,83,11,3.0,3.509138582243924,0.1914352923631668
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0108,0.043293392694055924,0.021646696347027962,0.11889764131781548,0.284348093363929,0.048079620062240536,123,18,84,11,2.0,3.065793465624645,0.19986642152071
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0109,0.02143429519706766,0.01071714759853383,0.12152445478892263,0.313487291164136,0.041432583536952734,128,15,70,11,3.0,2.418430383537358,0.12143635749816895
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0110,0.01994985043710135,0.009974925218550675,0.1422490522175944,0.3186365607591344,0.04500937677687034,122,18,79,13,2.0,2.8637289103756944,0.15062491595745087
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0111,0.041385161041626047,0.020692580520813023,0.11365403030348549,0.25981836571190464,0.0464273147950215,129,19,75,13,2.0,3.252855093523633,0.19983425736427307
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0112,0.037933192153822536,0.018966596076911268,0.12329179758573454,0.19633319864546053,0.05702254042628088,132,20,93,13,2.0,3.1413397945688963,0.1328975409269333
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0113,0.04004501032953615,0.020022505164768074,0.12343276045334539,0.3168778954262468,0.05072458317769425,131,15,88,11,2.0,3.1574805652607667,0.11509910225868225
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0114,0.0342836420650872,0.0171418210325436,0.12131623394353874,0.23823236891883198,0.05640851618389466,136,16,99,13,2.0,2.347706851296362,0.15108780562877655
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0115,0.05011457136731977,0.025057285683659884,0.120795762673129,0.33646453692711287,0.05061682220548391,132,18,85,13,2.5,2.498385424864707,0.1791941523551941
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0116,0.05793302950984629,0.028966514754923144,0.11346872474231288,0.16325500960983463,0.05670658784253257,134,20,100,15,2.5,2.9144518335200873,0.13970258831977844
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0117,0.048425827375866114,0.024212913687933057,0.11635999985085295,0.2525440212177118,0.04441655893410955,132,17,75,9,4.0,3.4636212393293553,0.110182985663414
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0118,0.04492145172416174,0.02246072586208087,0.11680089444447155,0.19574269322852667,0.04741505974105426,131,19,82,12,4.0,4.255327441704414,0.15642189979553223
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0119,0.02530438044160892,0.01265219022080446,0.1336584631714528,0.27267918562752697,0.03636725811952991,112,19,62,14,2.0,2.4922783126909653,0.10123647749423981
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0120,0.048703161396922504,0.024351580698461252,0.11571707179826013,0.20661769996599197,0.05423092359676957,131,20,94,16,2.0,2.4377817459435396,0.1613626405596733
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0121,0.035203036470509645,0.017601518235254823,0.12563728090488763,0.3627956101361508,0.04842351527086326,124,14,87,12,2.0,1.4918841296242207,0.11754784733057022
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0122,0.013544577385813567,0.006772288692906784,0.11162888855471109,0.5625336594573503,0.02468917732792241,103,15,32,7,1.0,2.5347067889514454,0.06280161440372467
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0123,0.017879129916856883,0.008939564958428441,0.14347305917532466,0.555729830384045,0.030811767136037817,107,11,49,10,3.0,2.167582863092736,0.1309080272912979
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0124,0.01492915861950193,0.007464579309750965,0.11492336078421514,0.5943659284703803,0.030222670659422874,114,15,55,12,1.0,2.0574634789168837,0.15058369934558868
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0125,0.007680666922822074,0.003840333461411037,0.1872609149520522,0.75069851133723,0.008399199084046164,13,4,4,3,4.5,0.6053287235685189,0.05248826742172241
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0126,0.007278922505709245,0.0036394612528546223,0.14873054244874392,0.7661830893443946,0.011039254470961168,34,7,6,2,4.0,1.1812476313120595,0.034907110035419464
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0127,0.00736025740403042,0.00368012870201521,0.1788671708631889,0.756081366369928,0.007815084112475492,11,4,3,3,2.0,1.0469231356531126,0.07332074060104787
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0128,0.007342901314723845,0.0036714506573619224,0.17208106624612166,0.7527817190722141,0.009625287611686092,24,3,6,2,3.0,1.1655344982399571,0.09968161582946777
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0129,0.007317613828275423,0.0036588069141377114,0.1546202213607994,0.7486560446162792,0.009984561731107533,27,6,5,3,2.0,1.316209867260887,0.046479545533657074
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0130,0.007405481599297947,0.0037027407996489737,0.17931917908150827,0.753735091901367,0.007638255709649197,11,4,3,3,3.5,0.7962428697800712,0.048617105232551694
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0131,0.006594841386401137,0.0032974206932005687,0.1534302948161568,0.7771889440718701,0.012449548557799842,51,6,6,2,3.5,0.7901376731018259,0.05664181476458907
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0132,0.007142885903759425,0.0035714429518797124,0.17019551282991763,0.7587837872692269,0.009860043134872935,25,4,5,2,2.5,0.32078614428276975,0.07605397514998913
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0133,0.007257532769083284,0.003628766384541642,0.16193718834944662,0.7641081387643595,0.009989839951407963,24,3,5,3,3.0,1.1588420506007044,0.0901150070130825
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0134,0.007673569101047886,0.003836784550523943,0.17938296613488333,0.733128139053337,0.008805074664498013,15,4,4,3,2.0,0.5670530963647794,0.065550840459764
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0135,0.007313394827879535,0.0036566974139397674,0.16740319534748174,0.7571554389542661,0.008398450877783554,15,4,5,3,3.0,0.5856297873549787,0.05302405310794711
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0136,0.007214803046211307,0.0036074015231056535,0.1698457564797945,0.7616225023705876,0.008578082958369383,18,5,5,3,4.0,1.012947869880708,0.061355188488960266
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0137,0.006142423934762961,0.0030712119673814804,0.1580068459138969,0.797829300898087,0.00905910708542381,19,3,4,2,2.0,0.4170700708083489,0.08952584862709045
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0138,0.006876378306097353,0.0034381891530486765,0.16034791861434863,0.7775001920992303,0.009426347288702215,21,4,5,3,3.5,1.0445370097634525,0.0880410224199295
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0139,0.0076262055161723874,0.0038131027580861937,0.18469533284788314,0.7535517607374604,0.008235424610653094,12,3,4,3,3.0,0.5406356456824077,0.10232160985469818
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0140,0.00705752506233207,0.003528762531166035,0.16794518506418774,0.7546951805219801,0.010953914693756296,34,4,5,2,4.0,0.7273339183885358,0.10230010596569628
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0141,0.00799130734019982,0.00399565367009991,0.18515743762079678,0.7183848950294698,0.008068473488757654,11,4,4,3,3.0,0.6742395041458167,0.047726948745548725
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0142,0.0068786346568208,0.0034393173284104,0.1537405272133402,0.7712538422133111,0.0114212975656015,42,6,6,2,3.0,1.5434183036995242,0.04598841816186905
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0143,0.007085065105497525,0.0035425325527487627,0.13455910152521527,0.7913958339331151,0.01229301093279251,45,4,4,2,2.5,1.2773932031200321,0.07239235565066338
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0144,0.008311876018018981,0.004155938009009491,0.19781720878442352,0.723123407377532,0.008102825857557555,11,3,4,3,5.0,0.8228715601279561,0.093465656042099
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0145,0.007266670074292116,0.003633335037146058,0.16754271211680244,0.7527005339934284,0.009499611832933234,23,6,5,3,4.5,1.4748838045271195,0.07791339512914419
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0146,0.0069947762985634755,0.0034973881492817377,0.14722841266391756,0.7739427937129636,0.011360380772966892,41,6,6,1,2.0,1.1144340270931719,0.04200066812336445
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0147,0.0071956380964547295,0.0035978190482273647,0.16377697829040033,0.760487967212304,0.008750344863094922,17,3,5,2,3.0,0.24629084469369453,0.03073103353381157
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0148,0.007284942009000741,0.0036424710045003706,0.13910451365378398,0.7695770202883884,0.0118127021798864,45,9,5,1,3.0,1.7204642856704921,0.02934464067220688
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,3141,poster_row_0149,0.007598619010881963,0.0037993095054409814,0.1836927286766457,0.7362898267875051,0.007961756163941963,11,4,4,3,4.5,0.8538662662955117,0.059798180125653744
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0075,0.02078930630902611,0.010394653154513055,0.18424983855547591,0.6889209517241226,0.004947863170112084,8,1,3,1,2.0,0.48014056851273057,0.20195092260837555
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0076,0.017875868102213133,0.008937934051106567,0.1537227576098446,0.7871115467103323,0.0052015781316107935,8,1,3,1,2.0,0.5006444496540642,0.17765282094478607
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0077,0.019260931012728327,0.009630465506364164,0.16561987970906894,0.759930422889406,0.005317345447422538,8,1,3,1,1.0,0.5145129262322856,0.1824638843536377
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0078,0.015201847509151675,0.0076009237545758375,0.13374952363352524,0.8181138847031264,0.005315143077501229,8,2,3,1,3.5,0.4463876814654083,0.11231258511543274
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0079,0.01340518069673878,0.00670259034836939,0.11213132663537018,0.8624576026780522,0.005325395133612411,7,2,4,2,0.0,1.6068687466445783,0.07192933559417725
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0080,0.01795481012127822,0.00897740506063911,0.15736688858641393,0.7723971217933213,0.00511383201976839,7,1,4,1,1.0,0.5121799360936867,0.16684604436159134
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0081,0.016579912096038683,0.008289956048019341,0.14360126533789958,0.7999939821011297,0.005163853750979927,7,1,3,1,3.0,0.5113222944376301,0.1454809457063675
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0082,0.013398562067038742,0.006699281033519371,0.11042220644834312,0.8532488849333674,0.00580550805432722,10,5,4,2,2.0,0.5018497297622388,0.03346368670463562
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0083,0.013129814918112456,0.006564907459056228,0.10819732599868617,0.8652196800443963,0.005536741159324135,10,3,4,2,2.0,2.7942989790965544,0.10776111483573914
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0084,0.013039477368084194,0.006519738684042097,0.10968767670509395,0.8662006335422174,0.005379607959184796,8,2,4,2,1.0,1.5513059095637447,0.06806156784296036
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0085,0.012736867425825985,0.006368433712912992,0.10797588455736343,0.8615065842435069,0.005381629508046899,7,4,4,2,4.0,0.41295884543483796,0.02306540310382843
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0086,0.013185452619049097,0.0065927263095245485,0.10811336256419567,0.8641454471281924,0.005429579861354016,7,3,4,2,2.0,2.6532702561035926,0.07755926251411438
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0087,0.013321903688649592,0.006660951844324796,0.10951696909057088,0.872195538936336,0.005848202013668404,8,3,4,2,0.0,2.4432587287547562,0.10205231606960297
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0088,0.013119750718734518,0.006559875359367259,0.11107580299470915,0.8715542378428409,0.00542715467051104,8,2,4,2,1.0,1.7959930560448503,0.05888015031814575
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0089,0.01933280631756399,0.009666403158781995,0.16900679623989498,0.7403213010580684,0.005044129877683839,7,1,3,1,0.0,0.5065511502601051,0.1707732155919075
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0090,0.013262710674879693,0.006631355337439846,0.11498480605996644,0.8491083849629112,0.005521984562011702,7,2,4,2,1.0,1.862588725196619,0.07926978915929794
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0091,0.013963501900348415,0.006981750950174208,0.12016892864138665,0.8538337506410338,0.005268810818171395,7,2,4,2,1.5,1.7366533199199377,0.07141589373350143
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0092,0.017622804396166373,0.008811402198083186,0.15425773087549174,0.7756196526681018,0.005044970870949328,7,1,4,1,3.0,0.512158778476898,0.16642016172409058
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0093,0.020187014951296125,0.010093507475648062,0.17508655409361973,0.719490922988378,0.004928749303466508,8,2,3,1,2.5,0.33801938011769234,0.20566166937351227
PICO,400-1800_common,poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0094,0.0178427617041136,0.0089213808520568,0.15665394046887432,0.7699932110548864,0.004995320191207741,7,1,3,1,2.0,0.4812216257125009,0.1582123190164566
