stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_broadening,1.0,0.773809523809524,0.7670094929201383,0.9830508474576272,0.00017323231440968812,0.006463969594055817,0.0032319847970279083,0.07270873380525646,0.9534054309177866,0.01614443857582167,0.6188340807174888,2.0,0.34329404910193684,0.08240864053368568,8.022291544280554,0.0057261181615136,0.12534830537938368,0.0090464506721156,1.6986759578854094,43,29,0.17670999969355392,-0.25088717738192007,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_broadening,1.5,0.7642857142857143,0.758115035221163,0.9745762711864406,0.000353949551936239,0.006452326186833424,0.003226163093416712,0.07271239861301589,0.9534260927508351,0.01614183574581731,0.6210762331838565,2.0,0.3417384162606065,0.0842675231397152,7.978788260418796,0.005695066567036971,0.12466856656904367,0.009000361669632315,1.6936131973988895,43,29,0.17589774222070037,-0.24985477202220713,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,composite,0.5,0.7590476190476191,0.7431084686394568,0.8728813559322034,0.05081325024366379,0.010580159277055861,0.005290079638527931,0.08745612909057325,0.9373192412633162,0.016218096154564123,0.6053811659192825,2.0,0.3519395158377771,0.08558214083313942,8.260237157965303,0.005895957999975234,0.12906620559320783,0.009596106262034733,1.7215577085643008,42,31,0.18103172198684045,-0.25447925873382843,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,composite,1.0,0.7057142857142857,0.6893102760124037,0.8135593220338984,0.16281171143054962,0.020059815686776547,0.010029907843388274,0.11126524496688706,0.880261500010141,0.016374957927344582,0.5874439461883408,2.0,0.49330803065989437,0.0821066852658987,8.681925506125177,0.006196948969396985,0.13565508603320586,0.010400904407235526,1.7977214293643142,42,33,0.18794639018928508,-0.25520558630982243,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,composite,1.5,0.6214285714285713,0.5904668959320878,0.6779661016949152,0.29330337047576904,0.03444832209951396,0.01722416104975698,0.13596551524368283,0.7703069063605017,0.016528455516531395,0.547085201793722,2.0,0.5640898878241175,0.08219888061285019,8.84373564649117,0.006312445143819536,0.13818336947642454,0.010329063963100502,1.7930132843048507,41,32,0.1914354676419723,-0.2503976370395558,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,scale_offset,0.5,0.7233333333333334,0.710367200469672,0.9576271186440678,0.014230353757739067,0.008273716488328203,0.0041368582441641015,0.07820633712437224,0.954445278840958,0.01618448561677208,0.600896860986547,2.0,0.38455027330496794,0.08942913636565208,7.512561765304148,0.0053622853428295135,0.11738377758287728,0.012771447197695273,1.6738501067571985,50,36,0.18392045703488377,-0.23628754734060606,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,scale_offset,1.0,0.758095238095238,0.7362986478652678,0.8983050847457628,0.04565605893731117,0.011624169108435053,0.005812084554217526,0.08597595730113894,0.9401753834016868,0.016220997739807827,0.6210762331838565,2.0,0.3717546227853425,0.0835984256118536,7.644045468523813,0.005456135238061251,0.11943821044568459,0.013551172548111494,1.7526602685564787,50,37,0.18593263383094752,-0.235768087010849,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,scale_offset,1.5,0.7538095238095238,0.7491401260626649,0.864406779661017,0.09998563677072525,0.015306106677095201,0.0076530533385476005,0.09597116961987169,0.9263183084056332,0.016289217672462927,0.5852017937219731,2.0,0.4616785477519252,0.0743543952703476,7.962281563655447,0.005683284485121661,0.12441064943211641,0.013626143584447439,1.8574259872431764,50,38,0.19208542103762807,-0.23405469526231834,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,smooth_baseline,0.5,0.7804761904761905,0.763790970933828,0.864406779661017,0.03520650789141655,0.010480568212067247,0.005240284106033623,0.08652034726947466,0.9444403794536782,0.016200793076461863,0.6210762331838565,2.0,0.3429973984497209,0.09214979410171509,7.538278460447567,0.005380641299391554,0.11778560094449327,0.012933092321761566,1.654527117135545,50,37,0.18313946169964515,-0.2414163635022547,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,smooth_baseline,1.0,0.78,0.757141524849466,0.8728813559322034,0.11407623440027237,0.016863823226769457,0.008431911613384729,0.10584163594517922,0.8905140990832148,0.016305534045854723,0.6210762331838565,2.0,0.42563827267981813,0.09148426353931427,7.879403909851801,0.005624128415311778,0.1231156860914344,0.013693113251775265,1.7885627561195103,50,37,0.18843770208103364,-0.24425646413255717,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,smooth_baseline,1.5,0.748095238095238,0.7376975681323508,0.7966101694915254,0.21462437510490417,0.026518688558206226,0.013259344279103113,0.12745795917333558,0.8115656993871421,0.016454978742035314,0.5627802690582959,2.0,0.45782877787150983,0.0890895240008831,8.301602924555711,0.005925483886192513,0.129712545696183,0.014365725689268154,1.8006333035035884,50,37,0.19574056880579158,-0.25070392939657654,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_noise,0.5,0.7590476190476191,0.7382312446380642,0.9576271186440678,0.00013462062634062022,0.007301386021871538,0.003650693010935769,0.07551133001302711,0.9532296773323954,0.01616218805890038,0.6188340807174888,2.0,0.38092886550064875,0.08296346897259355,7.639643710108536,0.005452993369099597,0.11936943297044586,0.012641376360016835,1.6823583017802672,50,37,0.18540963988842168,-0.23718873950158603,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_noise,1.0,0.7533333333333333,0.7298978804401904,0.9322033898305084,0.0005802244413644075,0.007194328178021427,0.0035971640890107136,0.07538426918341941,0.9524742563305173,0.016161500658261798,0.6165919282511211,2.0,0.3637132327841105,0.08394537586718798,7.681219935478632,0.005482669475716368,0.12001906149185365,0.01264970442645308,1.6977679746835692,50,37,0.18574687219190658,-0.2373178697384511,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_noise,1.5,0.7461904761904762,0.7227250699610946,0.9067796610169492,0.0014501401456072927,0.007095371105058301,0.0035476855525291505,0.07525958003909741,0.9517517095102596,0.016161523288031273,0.6121076233183856,2.0,0.3669561833588367,0.08445935300551355,7.723513188467291,0.00551285737934853,0.12067989356980145,0.012846241265682304,1.7106764909292103,50,37,0.1863373634832068,-0.23745041477451231,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,isolated_spikes,0.5,0.7514285714285714,0.7342788081339598,0.9915254237288136,3.4245393180754036e-05,0.007401496624422163,0.0037007483122110814,0.07583054862286613,0.953188870985582,0.01616376209397152,0.6121076233183856,2.0,0.38097772069172164,0.08208025991916656,7.6002946343049365,0.005424906948112018,0.11875460366101465,0.012592108177986675,1.6710233160799797,50,37,0.1849236892007346,-0.23751698382542025,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,isolated_spikes,1.0,0.7766666666666666,0.7529945311457916,0.9830508474576272,0.00014819431817159057,0.007405921804131863,0.0037029609020659314,0.07590729700095482,0.95346959605991,0.016164164781601147,0.6121076233183856,2.0,0.3595962624417778,0.08232851512730122,7.603677477997641,0.005427321540326653,0.11880746059371312,0.012584341291043178,1.672592839348249,50,37,0.1850033575897195,-0.23761552059004537,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,isolated_spikes,1.5,0.7561904761904762,0.7367346938775511,0.9576271186440678,0.00030055289971642196,0.007398339511979971,0.0036991697559899854,0.0758439218213352,0.9538771444397488,0.01616306765256546,0.6165919282511211,2.0,0.35908457810215433,0.08279911242425442,7.598866137676505,0.005423887321682017,0.11873228340119535,0.012614565719822057,1.6719566307009048,50,37,0.18473779405324892,-0.23769032950499028,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,edge_filled_shift,0.5,0.7514285714285712,0.7377976953636487,0.9745762711864406,0.0003463984467089176,0.0073853025892895935,0.0036926512946447968,0.0758235118681488,0.9534265057398258,0.01616321610361445,0.6121076233183856,2.0,0.38164966824620594,0.0835363706573844,7.5904621681190845,0.005417888770962944,0.11860097137686068,0.012599343469596628,1.6703225227066345,50,37,0.18471178191859924,-0.23736738507432406,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,edge_filled_shift,1.0,0.7704761904761904,0.757240775097918,0.9745762711864406,0.0006784902652725577,0.007415353635924542,0.003707676817962271,0.07589363351128944,0.9534054858250267,0.016162151782059007,0.6165919282511211,2.0,0.356714491253875,0.08085400983691216,7.571069895608933,0.005404047034695884,0.11829796711888958,0.012462691361348692,1.6663917553421028,50,37,0.1844404167934374,-0.23712600696433705,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,edge_filled_shift,1.5,0.7457142857142856,0.7281873355402767,0.9830508474576272,0.0006682857638224959,0.007436175215717796,0.003718087607858898,0.07619666382492064,0.9534574711269381,0.016162406249461643,0.6143497757847534,2.0,0.3660697166058001,0.08053315617144108,7.53902483250554,0.005381174041759843,0.11779726300789901,0.01248732984402363,1.6665399821390459,50,37,0.18372918131102148,-0.23664876496686307,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_broadening,0.5,0.7585714285714286,0.7431429598552545,1.0,3.058425500057638e-05,0.007446208085294031,0.0037231040426470153,0.07585892903827661,0.9532983018108964,0.016162997072711537,0.6143497757847534,2.0,0.3610169200120873,0.08190384786576033,7.5832337917780235,0.005412729330319789,0.11848802799653162,0.012612549095789318,1.6669681192652865,50,37,0.18480081980970425,-0.23729941544090766,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_broadening,1.0,0.7585714285714286,0.7431429598552545,1.0,0.00029564660508185625,0.007547706752751903,0.0037738533763759514,0.07594719795961978,0.9532571141372113,0.01616201192000781,0.6165919282511211,2.0,0.35889879539884556,0.08194326888769865,7.5512099950307,0.005389871516795645,0.11798765617235465,0.012625346500441587,1.6602880651191438,50,37,0.1844850982858388,-0.2368628553012149,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_broadening,1.5,0.7585714285714286,0.745689121176926,0.9915254237288136,0.000719760952051729,0.0076396721290713475,0.0038198360645356737,0.0760388906381646,0.953191159522672,0.016161440593070397,0.6188340807174888,2.0,0.35891801467961504,0.08168410649523139,7.519028642136422,0.005366901243494948,0.1174848225333816,0.012623023906452788,1.6545323672336534,50,37,0.18415413622687415,-0.23624549641778486,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,composite,0.5,0.7828571428571429,0.7533383557851235,0.8559322033898306,0.04808191582560539,0.011734722149893373,0.005867361074946687,0.08787073883640703,0.9358842078375367,0.01621569318696417,0.625560538116592,2.0,0.4450076568660165,0.08057257533073425,7.704165253668415,0.005499047290270103,0.120377582088569,0.013190295589368042,1.7075670014268267,50,39,0.18519594638214432,-0.24244296161445042,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,composite,1.0,0.7604761904761904,0.7538816300214476,0.847457627118644,0.16434456408023834,0.02267293524722935,0.011336467623614675,0.11272373334159566,0.88907500251868,0.016378473005367624,0.57847533632287,2.0,0.4049777167081218,0.08496926724910736,8.062719764870465,0.005754974850014608,0.12597999632610102,0.013545460806578914,1.8654764330382196,51,39,0.19325456854406925,-0.2461597814544728,
outer,nato_outer_o0__train_strict_core__test_strict_core,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,composite,1.5,0.680952380952381,0.6596464295071789,0.7033898305084746,0.2984517514705658,0.03731575379565234,0.01865787689782617,0.13599867308655184,0.7872469244091487,0.016574926919545326,0.5493273542600897,2.0,0.5801045853172194,0.07993242889642715,8.381669574574174,0.005982633529317754,0.13096358710272143,0.01368056360793593,1.9476507637136642,49,38,0.19736918882541196,-0.24819288328181,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,0.5,0.7924319727891156,0.7587413463602672,0.9805825242718447,0.016361499205231667,0.006447191168502287,0.0032235955842511437,0.08161817523917479,0.9244216833777953,0.013634401749714364,0.5169082125603864,2.0,0.31023822176046284,0.07386519014835358,7.44903173357723,0.005316939138884532,0.11639112083714419,0.018194387511084723,1.3622417343716606,59,52,0.2138552774202262,-0.2527392880632831,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,1.0,0.7589285714285714,0.7260421442792263,0.8737864077669902,0.05423786863684654,0.009718629302670022,0.004859314651335011,0.09046247154093161,0.9171735675020437,0.013657614698244265,0.5152979066022544,2.0,0.27547740055725334,0.07644928991794586,7.783751474817417,0.00555585401485897,0.12162111679402214,0.01841736932784164,1.411977729416944,57,51,0.21796609321149094,-0.2529386818785594,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,1.5,0.744501133786848,0.6892351500258073,0.8155339805825242,0.12000445276498795,0.012460797938872234,0.006230398969436117,0.10395280298080647,0.9010502458461408,0.013717547673353961,0.5040257648953301,2.0,0.40157390680167154,0.07722520362585783,8.055113272563935,0.005749545519317584,0.12586114488381148,0.020175254820150257,1.4869087730397073,57,52,0.22326220325347987,-0.24886225391908084,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,0.5,0.791609977324263,0.7857739587062895,0.9029126213592233,0.037868399173021317,0.008388748176099227,0.0041943740880496135,0.0879503957720148,0.9202520107349439,0.013679616353271374,0.5314009661835749,2.0,0.290233170502542,0.06649897620081902,7.236665073975533,0.005165356940739138,0.11307289178086771,0.016934252236924165,1.3037198732859194,56,50,0.20964283277819437,-0.2562312700570985,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,1.0,0.6978174603174604,0.7018927229011263,0.7378640776699029,0.11456184089183807,0.011670537693658441,0.005835268846829221,0.10073494909872642,0.8916206062601763,0.013772986111226517,0.5249597423510467,2.0,0.36841490167498797,0.07294146157801151,7.520535052985315,0.005367976483215785,0.11750836020289558,0.018726323185939468,1.3117448167705916,56,53,0.21595659369993053,-0.2586415927305839,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,1.5,0.662641723356009,0.6444322715086834,0.7087378640776699,0.20681701600551605,0.01707842134279232,0.00853921067139616,0.11653671884481291,0.8525877219118925,0.013903206299595326,0.5201288244766505,2.0,0.35948566141056104,0.0758892507001292,7.991836587295678,0.005704380147962654,0.12487244667649498,0.021309307838985297,1.3982518518083948,58,54,0.2267677888238727,-0.26551367651708224,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,0.5,0.7854875283446712,0.7498353848496446,0.9902912621359223,0.00016598968068137765,0.005750245543980069,0.0028751227719900343,0.07776298804449554,0.9260958252546854,0.013621117319758777,0.5249597423510467,2.0,0.31003624462048296,0.06919819675385952,7.5702577613336,0.005403467352843398,0.1182852775208375,0.0185798305856017,1.3858304771429422,59,52,0.21338923655688083,-0.2568035733339121,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,1.0,0.778344671201814,0.7421201036151996,0.9805825242718447,0.0009163704817183316,0.00594375721416224,0.00297187860708112,0.07868346434033753,0.9262720985370942,0.013627685907185407,0.5217391304347826,2.0,0.2830054316665843,0.06973861157894135,7.5727820458923585,0.005405269126261498,0.11832471946706812,0.018316710535487744,1.3931594243737149,57,51,0.21163476414048293,-0.2611267275235605,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,1.5,0.770408163265306,0.7377629212604582,0.9514563106796117,0.002510509919375181,0.006183102491656177,0.0030915512458280885,0.07990479762655106,0.9264560301330503,0.013637943323469974,0.5217391304347826,2.0,0.290386884927002,0.07425999641418457,7.601591913802234,0.00542583291491951,0.1187748736531599,0.017894634454200118,1.3999225461143268,56,50,0.21048164351486776,-0.2656364672379337,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,0.5,0.7854875283446712,0.7498353848496446,0.9902912621359223,7.262508006533608e-05,0.005705864240868585,0.0028529321204342926,0.07751002732053622,0.9252939192449274,0.013619122376669568,0.5217391304347826,2.0,0.31490972854871657,0.06869679258670658,7.555131663591978,0.005392670709201983,0.11804893224362464,0.018664232520579464,1.3793953254011744,59,52,0.21431370241494396,-0.2544500117930149,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.0,0.7775510204081633,0.7420887202923488,0.9805825242718447,0.0003213905729353428,0.005735614085817491,0.0028678070429087456,0.07759488394424097,0.9260843168496856,0.013620466387068026,0.5233494363929146,2.0,0.30673496530603195,0.07185472873970866,7.562162014303157,0.005397688803928021,0.11815878147348684,0.018670303487640323,1.3769415258522055,59,52,0.21418811110990388,-0.25519008818195754,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.5,0.7732993197278911,0.7400430793409327,0.9611650485436893,0.0007133460603654385,0.0057524571446613436,0.0028762285723306718,0.07768792980743529,0.9239618532536178,0.013620323946694306,0.5281803542673108,2.0,0.31984416399131343,0.07146734744310379,7.5523218999081685,0.005390665167671784,0.11800502968606513,0.0185765401240414,1.3788343788602886,59,52,0.21382422240815208,-0.25571641542872064,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,0.5,0.7842120181405896,0.7488202810759201,0.9902912621359223,0.0006165215163491666,0.005698503362225326,0.002849251681112663,0.07755913628539401,0.9250127914202837,0.013618186642952692,0.5249597423510467,2.0,0.2855108143240675,0.07027830556035042,7.5216482281623,0.0053687710408010705,0.11752575356503592,0.018744844999493936,1.3723050099584484,59,52,0.21375034019319641,-0.25341178716240453,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,1.0,0.7480158730158729,0.698246239270223,0.9320388349514563,0.0012543137418106198,0.005687768818491713,0.0028438844092458565,0.07768128098839591,0.9249931108412051,0.013617148685574669,0.5169082125603864,2.0,0.2941482335475404,0.06976083852350712,7.502774959553703,0.005355299756997647,0.11723085874302656,0.01865066366280564,1.3671555301488811,59,52,0.21345852273422228,-0.2528358321742792,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,1.5,0.7889739229024944,0.7485566400473234,0.9320388349514563,0.0014512052293866873,0.005749261852927804,0.002874630926463902,0.07772437194094471,0.9248575732657027,0.013615174265984641,0.5297906602254429,2.0,0.28783214903347254,0.07065146882086992,7.4610350740096045,0.0053255068336970765,0.11657867303140008,0.018382083354467785,1.3693669090315446,59,50,0.21204526130986337,-0.25241227872519745,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,0.5,0.7864795918367348,0.7513346467796547,0.9902912621359223,7.3921332841564436e-06,0.005651009585548414,0.002825504792774207,0.07739789112445157,0.9250672703676277,0.01361779454100663,0.5265700483091788,2.0,0.31493685850988584,0.0692176636075601,7.536127001875481,0.00537910564016808,0.11775198440430441,0.01868281182056302,1.3748855056788893,59,52,0.2142431251077583,-0.25339436375438884,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,1.0,0.7881802721088434,0.7558458162703404,0.9611650485436893,7.252959039760754e-05,0.005596800298870757,0.0027984001494353785,0.07738410719900088,0.9250530650663117,0.013617059933778047,0.5281803542673108,2.0,0.31630188679912546,0.0693659404059872,7.493869894292056,0.005348943536254144,0.11709171709831337,0.018642289055372508,1.3676394025521492,59,52,0.21375847904975884,-0.25207147127889806,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_broadening,1.5,0.7881802721088434,0.7558458162703404,0.9611650485436893,0.00016584327386226505,0.005556235166834795,0.0027781175834173974,0.07739104485719908,0.9250369103794598,0.013616071469882115,0.5249597423510467,2.0,0.3193351244119255,0.0696028278907761,7.45156926292727,0.005318750366115111,0.11643076973323864,0.018582192813796056,1.3607195592135035,59,52,0.21318063519218908,-0.2508130945760729,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,0.5,0.7821145124716553,0.782227750034183,0.8640776699029126,0.05248952656984329,0.009981569062917738,0.004990784531458869,0.09094541024687773,0.9158832988018255,0.013710216027137736,0.5265700483091788,2.0,0.326147998923812,0.0737699568271637,7.431346302606752,0.005304315704929873,0.1161147859782305,0.0180529644189661,1.3388851384826128,56,50,0.21173062092376552,-0.25850071444755096,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,1.0,0.6598072562358277,0.6446679467542985,0.6504854368932039,0.17522810399532318,0.018142222797601464,0.009071111398800732,0.1130276438853453,0.880829254429733,0.013846185064348001,0.5040257648953301,2.0,0.3391446044792107,0.07011572271585464,7.262331740032647,0.005183677187746358,0.11347393343801015,0.018790361823201353,1.2777485305545757,58,51,0.21103193316878002,-0.2587154627609839,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,composite,1.5,0.7035714285714286,0.6630293269272353,0.6699029126213593,0.314220130443573,0.028518132819557222,0.014259066409778611,0.12972708408917769,0.8107152257544251,0.014069061960067936,0.4895330112721417,2.0,0.4084750923170523,0.07975349575281143,8.03169805127007,0.0057328322992648605,0.1254952820510949,0.020112913551620246,1.345878271288137,57,52,0.22882896747079623,-0.25972680650465035,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,0.5,0.8003684807256236,0.7738789817712363,0.9611650485436893,0.017580579966306686,0.0056515556874066385,0.0028257778437033193,0.08166808512782095,0.9284446048911916,0.01349869451775653,0.5314009661835749,2.0,0.3239530075652033,0.07578324619680643,7.331928191120721,0.005233353455475175,0.11456137798626126,0.018293364291869417,1.7520669180258968,59,49,0.21348743443911533,-0.24048557538669926,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,1.0,0.7512755102040816,0.7106439751248994,0.8543689320388349,0.05663534253835678,0.00876574420852492,0.00438287210426246,0.09132955694840525,0.9172294895895945,0.01354586641113311,0.5249597423510467,2.0,0.31044413804053456,0.06913058319665141,7.624428900075401,0.00544213340476474,0.11913170156367812,0.019296488496147162,1.9459539390373273,60,50,0.2186039752143786,-0.2404090832354978,
outer,nato_outer_o0__train_quality_pass__test_quality_pass,0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,scale_offset,1.5,0.7284297052154196,0.7145511364609128,0.8640776699029126,0.12830060720443726,0.011010773625998992,0.005505386812999496,0.10385524464984336,0.8988703748959879,0.013598019126622986,0.5056360708534622,2.0,0.3207033220514719,0.07609060767572373,7.8517563870917595,0.005604394280579414,0.12268369354830873,0.02111554108656067,2.0363611526839493,59,53,0.2231393534091968,-0.23759263416535123,
