stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,true_label,predicted_label,prediction_confidence,test_class_supported,correct,instrument,sensor_family,substrate_family,source_substrate,target_analyte,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,failure_type
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0111,benzenethiol,pyridine,0.6901254221329328,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0112,benzenethiol,pyridine,0.9679053135551634,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0114,benzenethiol,pyridine,0.9801115021216336,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0116,benzenethiol,pyridine,0.9016517547651434,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0117,benzenethiol,pyridine,0.851888392684731,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0118,benzenethiol,pyridine,0.7538745630415028,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0119,benzenethiol,pyridine,0.6675299021458088,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0120,benzenethiol,pyridine,0.9920284710938077,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0122,benzenethiol,pyridine,0.5777338040302564,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0124,benzenethiol,pyridine,0.7835896739886629,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0100,benzenethiol,4np,0.957634784340318,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0101,benzenethiol,4np,0.9827793235342364,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0102,benzenethiol,4np,0.9804169048019136,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0103,benzenethiol,4np,0.9809185276790332,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0104,benzenethiol,4np,0.9621180227834114,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0105,benzenethiol,4np,0.933611801847344,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0106,benzenethiol,4np,0.9780703483881024,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0107,benzenethiol,4np,0.9734337387167692,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0108,benzenethiol,4np,0.9541311132198984,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0109,benzenethiol,4np,0.9670261677745056,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0110,benzenethiol,4np,0.9719438610795657,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0111,benzenethiol,4np,0.9785637015891168,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0112,benzenethiol,4np,0.9519547657806072,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0113,benzenethiol,4np,0.966932052187787,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0114,benzenethiol,4np,0.9631362937122964,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0115,benzenethiol,4np,0.9724710495209592,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0116,benzenethiol,4np,0.9690308477182982,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0117,benzenethiol,4np,0.973971111227706,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0118,benzenethiol,4np,0.9709823791989192,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0119,benzenethiol,4np,0.982140087538848,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0120,benzenethiol,4np,0.9207279481390016,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0121,benzenethiol,4np,0.9767465063430064,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0122,benzenethiol,4np,0.982181329718874,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0123,benzenethiol,4np,0.9846684135749316,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0124,benzenethiol,4np,0.9779494850454772,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0100,benzenethiol,4np,0.7198495641435013,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0101,benzenethiol,4np,0.8659054257320564,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0102,benzenethiol,4np,0.9309331049919212,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0103,benzenethiol,4np,0.7689511203106462,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0104,benzenethiol,4np,0.8778701488956576,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0105,benzenethiol,4np,0.6282633906768548,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0106,benzenethiol,4np,0.7584548563322772,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0107,benzenethiol,4np,0.8127686238972942,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0108,benzenethiol,4np,0.8015468773183114,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0109,benzenethiol,4np,0.8461375248016496,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0110,benzenethiol,4np,0.6181532422938517,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0111,benzenethiol,4np,0.8204037127796615,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0112,benzenethiol,4np,0.8678607835876421,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0113,benzenethiol,4np,0.716157562837728,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0114,benzenethiol,4np,0.8851050027612877,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0115,benzenethiol,4np,0.7237752338579344,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0116,benzenethiol,4np,0.8138476820749917,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0117,benzenethiol,4np,0.8764113407050438,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0118,benzenethiol,4np,0.6642611244457817,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0119,benzenethiol,4np,0.8479300513046849,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0120,benzenethiol,4np,0.8538468403579969,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0121,benzenethiol,4np,0.7081265785662134,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0122,benzenethiol,4np,0.839989078145878,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0123,benzenethiol,4np,0.8152061133097344,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,poster_row_0124,benzenethiol,4np,0.9364621903255717,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0100,benzenethiol,4np,0.9233727385838824,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0101,benzenethiol,4np,0.9845309998905112,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0102,benzenethiol,4np,0.9872854329747156,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0103,benzenethiol,4np,0.983620843113754,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0104,benzenethiol,4np,0.9613674502857832,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0105,benzenethiol,4np,0.9535163023876184,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0106,benzenethiol,4np,0.9822141271902524,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0107,benzenethiol,4np,0.9663376395418172,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0108,benzenethiol,4np,0.9515057029679064,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0109,benzenethiol,4np,0.9621577222149204,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0110,benzenethiol,4np,0.9559741590170668,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0111,benzenethiol,4np,0.9710586281796488,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0112,benzenethiol,4np,0.9418834278811808,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0113,benzenethiol,4np,0.956587863119428,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0114,benzenethiol,4np,0.957357567295032,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0115,benzenethiol,4np,0.9526815767526904,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0116,benzenethiol,4np,0.9564999731458697,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0117,benzenethiol,4np,0.969325769977613,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0118,benzenethiol,4np,0.9397491060244928,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0119,benzenethiol,4np,0.9867054689317506,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0120,benzenethiol,4np,0.9256572620733948,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0121,benzenethiol,4np,0.9554196752078858,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0122,benzenethiol,4np,0.9828781385450572,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0123,benzenethiol,4np,0.985172098827272,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_PICO,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,poster_row_0124,benzenethiol,4np,0.9882405029202296,True,False,,,PICO,PICO,benzenethiol,PICO,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,2718,poster_row_0013,4np,pyridine,0.5266430898963359,True,False,,,pSERS,pSERS,4np,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0050,pyridine,benzenethiol,0.9888760050145814,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0051,pyridine,benzenethiol,0.986696990897986,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0052,pyridine,benzenethiol,0.9626727551901836,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0053,pyridine,benzenethiol,0.8878930787401955,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0054,pyridine,benzenethiol,0.9836827376200064,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0055,pyridine,benzenethiol,0.9878443676646652,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0056,pyridine,benzenethiol,0.972252023722144,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0057,pyridine,benzenethiol,0.982134052010105,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0058,pyridine,benzenethiol,0.9301330716477516,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0059,pyridine,benzenethiol,0.9700595602384452,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0060,pyridine,benzenethiol,0.9774760655436172,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0061,pyridine,benzenethiol,0.9776897998267768,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0062,pyridine,benzenethiol,0.9574964093262642,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0064,pyridine,benzenethiol,0.9359859034917276,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0065,pyridine,benzenethiol,0.9961625722021088,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
poster,poster_holdout_pSERS,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,1729,poster_row_0066,pyridine,benzenethiol,0.9814747808332338,True,False,,,pSERS,pSERS,pyridine,pSERS,400-1800_common,,,,,,,misclassification
