beta,configuration,epoch,inner_fold,kl_schedule,outer_fold,representation,run_identifier,run_seed,stage,subset,train_kl_normalized,train_kl_unnormalized,train_loss,train_reconstruction_loss,validation_kl_normalized,validation_kl_unnormalized,validation_loss,validation_reconstruction_loss
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,76,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005171025481,7.244606699262,0.021755014382,0.016583988918,0.00488898545,6.849468615747,0.022717373265,0.01782838814
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,77,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004744869623,6.647562342198,0.021457869137,0.016712999681,0.004611199089,6.460289924375,0.022812968601,0.0182017693
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,78,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005104789167,7.151809622928,0.021611602914,0.016506813654,0.005324916522,7.460208046821,0.022771121574,0.01744620514
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,79,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005130975884,7.188497213422,0.021460415957,0.01632944064,0.004576602798,6.411820519355,0.02262893199,0.018052328618
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,80,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004787617858,6.707452619109,0.021369753066,0.016582135508,0.004965642477,6.956865110705,0.02254179096,0.017576148253
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,81,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004988646886,6.98909428674,0.021059810427,0.016071163567,0.004530241723,6.346868653451,0.022506467878,0.017976226766
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,82,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004791493273,6.712882075323,0.021383116335,0.016591622945,0.005088681813,7.129243220052,0.022469323068,0.017380641713
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,83,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005230054008,7.327305665537,0.021218340854,0.015988287091,0.004917666254,6.889650421758,0.022278282972,0.017360616355
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,84,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.00485552906,6.802596212435,0.021100986457,0.016245457299,0.004915905247,6.887183250919,0.022262486539,0.017346580963
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,85,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.00527953353,7.396626475145,0.021098223084,0.015818689937,0.005286459343,7.406329539514,0.022317170075,0.017030710234
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,86,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005057539313,7.085612577551,0.021287355739,0.016229816553,0.004766859561,6.678370245041,0.022111742006,0.017344883132
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,87,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004924828242,6.899684366392,0.021004470864,0.016079642541,0.004800437709,6.725413230158,0.022203807509,0.017403369709
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,88,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004805749081,6.732854462471,0.021000666205,0.016194917731,0.004954726188,6.941571389475,0.022066571239,0.017111844353
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,89,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005127786546,7.184028951394,0.020827689769,0.015699902959,0.00491473649,6.885545822882,0.022019584994,0.017104848739
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,90,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004889719046,6.85049638294,0.02095443819,0.016064719315,0.00488716868,6.846923320524,0.02206986049,0.017182692164
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,91,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004935871613,6.915156129362,0.020709362617,0.01577349137,0.004763846663,6.674149174844,0.022035049635,0.017271203139
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,92,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004953041912,6.939211718509,0.020783833335,0.0158307916,0.004868504421,6.820774693643,0.021922116558,0.017053612117
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,93,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004813306444,6.74344232837,0.020975627569,0.016162321211,0.004830629963,6.767712577697,0.021800572714,0.016969942037
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,94,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005005227336,7.012323498392,0.020666054703,0.015660827202,0.004965369666,6.95648290265,0.021815755915,0.016850386055
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,95,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004995987669,6.999378723925,0.020748044492,0.015752056859,0.005032089506,7.049957398445,0.021792695647,0.016760605718
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,96,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005080270118,7.117458435668,0.020558355032,0.015478085069,0.0047250941,6.619856834412,0.021810979192,0.017085885809
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,97,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004820825938,6.753977139791,0.020610482962,0.015789657025,0.004903631315,6.869987472411,0.021889902411,0.016986270706
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,98,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.00489093517,6.852200172862,0.020346499385,0.015455563952,0.004564044296,6.394226058837,0.021760896689,0.017196852594
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,99,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.004604486102,6.450885028732,0.020508798778,0.015904313011,0.004675060992,6.549760449317,0.021742843933,0.017067783122
1.0,c8x16_z64_spectral_composite_beta1_linear_warmup_20,100,4,linear_warmup_20,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_linear_warmup_20,2111928714,vae_search_core,strict_core,0.005045345583,7.06852916242,0.020551780604,0.015506435311,0.005059954534,7.088996302697,0.021637564886,0.016577610806
0.0,c8x16_z64_spectral_composite_beta1_cyclical_4,1,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.016576700493,23.223957390344,0.086643733564,0.086643733564,0.08084354979,113.261813256048,0.149817385981,0.068973838562
0.08,c8x16_z64_spectral_composite_beta1_cyclical_4,2,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.122957273069,172.263139569793,0.069034740183,0.059198158117,0.130097313531,182.266336256458,0.175240189318,0.045142884577
0.16,c8x16_z64_spectral_composite_beta1_cyclical_4,3,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.075256084136,105.433773874235,0.056297428843,0.044256454986,0.019025628614,26.654905688378,0.061997845529,0.042972216563
0.24,c8x16_z64_spectral_composite_beta1_cyclical_4,4,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.018888767043,26.463162627875,0.043968510091,0.039435206926,0.022255468521,31.179911398119,0.055404695532,0.033149228942
0.32,c8x16_z64_spectral_composite_beta1_cyclical_4,5,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.017052314732,23.890292939686,0.040460170369,0.035003430307,0.011896455289,16.666933859548,0.045196228931,0.033299774773
0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,6,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.008361646318,11.714666492131,0.037884440315,0.034539782001,0.003574047759,5.007240910684,0.039211236541,0.035637189184
0.48,c8x16_z64_spectral_composite_beta1_cyclical_4,7,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004701690548,6.587068457563,0.037554075602,0.035297263257,0.004480777841,6.277569755431,0.038444257792,0.033963479703
0.56,c8x16_z64_spectral_composite_beta1_cyclical_4,8,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004969053556,6.961644032422,0.036923437309,0.034140767848,0.004598675436,6.44274428583,0.037673205017,0.033074529541
0.64,c8x16_z64_spectral_composite_beta1_cyclical_4,9,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004061894123,5.690713666066,0.036340667024,0.033741055302,0.00337963669,4.734871002936,0.036699973167,0.033320336573
0.72,c8x16_z64_spectral_composite_beta1_cyclical_4,10,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.00315352886,4.418093932443,0.036108472319,0.033837931601,0.003515065129,4.924606246333,0.036500866134,0.032985801658
0.8,c8x16_z64_spectral_composite_beta1_cyclical_4,11,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.00315035431,4.413646388121,0.035866429085,0.033346145729,0.003621298785,5.073439598083,0.035909086346,0.032287787045
0.88,c8x16_z64_spectral_composite_beta1_cyclical_4,12,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.003345699352,4.687324792397,0.035220999928,0.032276784495,0.003204157081,4.489024070001,0.03488236149,0.031678204575
0.96,c8x16_z64_spectral_composite_beta1_cyclical_4,13,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.003497704477,4.900283972422,0.034726297238,0.031368500253,0.003383020959,4.739612364,0.033946418233,0.030563397333
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,14,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.003759339245,5.26683428174,0.033473800419,0.02971446092,0.003795430622,5.317398302017,0.033349175487,0.029553744581
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,15,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004431123057,6.208003403426,0.03229734167,0.027866218996,0.003928026892,5.503165675748,0.032623851011,0.028695823565
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,16,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004746489946,6.649832414312,0.031608875017,0.026862385471,0.004284481404,6.0025584467,0.031917819273,0.027633337364
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,17,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004511111678,6.320067460463,0.030472402573,0.025961290941,0.003819879465,5.351651130184,0.031186400102,0.027366520356
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,18,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004422815662,6.196364742033,0.029963583109,0.025540767431,0.00450401367,6.310123151348,0.030902210082,0.026398196997
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,19,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004537070909,6.35643634342,0.029645359373,0.025108288645,0.003787236096,5.305917770632,0.030486331832,0.026699095303
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,20,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004062354489,5.691358639746,0.029045154755,0.024982800112,0.004353836436,6.099724846502,0.029753011141,0.025399174842
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,21,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004807668396,6.73554342334,0.028530918187,0.023723249874,0.004302898126,6.02836027453,0.02938531952,0.02508242218
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,22,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004359672714,6.10790147167,0.028276221519,0.023916548937,0.004179092948,5.854909220049,0.029048518548,0.024869425102
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,23,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004657921339,6.525747796067,0.027700253353,0.023042331484,0.004575538124,6.410328911197,0.028620660666,0.024045122727
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,24,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004758662672,6.666886403113,0.027419540113,0.022660877269,0.004393321783,6.155043817336,0.02847209002,0.024078768828
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,25,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.004731085373,6.628250608257,0.027075456111,0.022344370453,0.004950664207,6.935880553338,0.027958623704,0.023007959188
0.0,c8x16_z64_spectral_composite_beta1_cyclical_4,26,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.007048012436,9.87426542234,0.020686920805,0.020686920805,0.011686319364,16.372533429054,0.031677875427,0.019991555702
0.08,c8x16_z64_spectral_composite_beta1_cyclical_4,27,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.014876862948,20.842484989754,0.019467961017,0.018277811664,0.018660465706,26.143312454224,0.037060023075,0.018399556678
0.16,c8x16_z64_spectral_composite_beta1_cyclical_4,28,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.019806678286,27.749156278722,0.020166005647,0.016996936878,0.019461512607,27.265579162105,0.036886815943,0.017425303377
0.24,c8x16_z64_spectral_composite_beta1_cyclical_4,29,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.017341450262,24.29537181694,0.020798180644,0.01663623278,0.012255036612,17.169306293611,0.030534405982,0.018279368539
0.32,c8x16_z64_spectral_composite_beta1_cyclical_4,30,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.010690129284,14.976871127174,0.021180210082,0.017759369039,0.009561589508,13.395786900674,0.028410289316,0.018848699908
0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,31,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.009899165094,13.868730296608,0.021446400888,0.017486735036,0.009203921477,12.894693989908,0.028085664516,0.018881742632
0.48,c8x16_z64_spectral_composite_beta1_cyclical_4,32,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.009030943575,12.652351948393,0.021753231178,0.017418378374,0.008260882438,11.57349629556,0.027230762666,0.018969880417
0.56,c8x16_z64_spectral_composite_beta1_cyclical_4,33,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.008368738934,11.724603246908,0.022365904614,0.017679410822,0.008046572357,11.273247872629,0.02725589035,0.019209318344
0.64,c8x16_z64_spectral_composite_beta1_cyclical_4,34,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.007871579521,11.028082909036,0.023029447838,0.017991636835,0.006961186288,9.752621989096,0.026635564203,0.019674378057
0.72,c8x16_z64_spectral_composite_beta1_cyclical_4,35,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.006922292602,9.698131935269,0.02327650212,0.018292451429,0.006645407904,9.310216472995,0.026229090027,0.019583682259
0.8,c8x16_z64_spectral_composite_beta1_cyclical_4,36,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.00682495303,9.561759195408,0.023505295755,0.018045332966,0.006211243647,8.701952349755,0.026137250446,0.019926007236
0.88,c8x16_z64_spectral_composite_beta1_cyclical_4,37,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005964078846,8.35567446316,0.024232306312,0.018983916998,0.005574603866,7.810020016086,0.025833863224,0.020259259569
0.96,c8x16_z64_spectral_composite_beta1_cyclical_4,38,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005949813998,8.33568941111,0.024384665159,0.018672843847,0.005622416104,7.877004961814,0.02598938394,0.020366968347
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,39,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005483490183,7.682369746414,0.024169331182,0.018685841009,0.005133166654,7.191566482667,0.025916587922,0.020783421493
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,40,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005423686607,7.598584936447,0.024675004852,0.019251318017,0.005495466212,7.699148162719,0.025817214902,0.02032174891
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,41,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005624122528,7.879395661234,0.024543482956,0.018919360534,0.005412811122,7.583348381904,0.025795156256,0.020382345264
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,42,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005639700569,7.901220496629,0.024407885071,0.018768184936,0.005547270362,7.771725777657,0.025643639387,0.020096369749
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,43,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005645293256,7.909055851421,0.024476534126,0.018831241182,0.005162081952,7.232076814098,0.025928983885,0.020766901633
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,44,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005268706228,7.381457424965,0.024766322752,0.019497616305,0.005773118451,8.088138949487,0.025603444045,0.019830325438
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,45,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.006084353261,8.524178919004,0.024169847943,0.018085494549,0.005435711119,7.615431277983,0.025590132682,0.020154421608
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,46,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005303747827,7.430550706153,0.024496198154,0.019192450489,0.005383565472,7.542375226175,0.025451896292,0.02006833075
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,47,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005350296795,7.495765810253,0.023731578695,0.018381281842,0.005052206389,7.078141150936,0.025378221766,0.020326014909
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,48,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005255158721,7.362477368,0.023919068277,0.018663909093,0.005281370906,7.399200639417,0.025330125625,0.020048754109
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,49,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005440129282,7.621621123883,0.023937155109,0.018497025886,0.005240595186,7.342073855862,0.025450737786,0.020210142398
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,50,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.005199410347,7.284373896463,0.023425600771,0.018226190661,0.004788794092,6.709100523303,0.025728679713,0.020939885128
0.0,c8x16_z64_spectral_composite_beta1_cyclical_4,51,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.006751266445,9.458524289919,0.018196539265,0.018196539265,0.011567091344,16.205494972967,0.029321925174,0.017754833424
0.08,c8x16_z64_spectral_composite_beta1_cyclical_4,52,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.014200867187,19.89541492943,0.016852569811,0.015716500677,0.018510010677,25.932524957964,0.034804651694,0.016294641601
0.16,c8x16_z64_spectral_composite_beta1_cyclical_4,53,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.019160294245,26.843572237245,0.017711374804,0.014645727915,0.018594155269,26.050411532002,0.03442802821,0.015833873632
0.24,c8x16_z64_spectral_composite_beta1_cyclical_4,54,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.016216874176,22.719840720254,0.018605544725,0.014713494978,0.01254795145,17.579679981355,0.029080462372,0.016532511661
0.32,c8x16_z64_spectral_composite_beta1_cyclical_4,55,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.011191729018,15.679612354738,0.018974629781,0.015393276597,0.009380488905,13.142064955927,0.026430481144,0.017049991676
0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,56,4,cyclical_4,2,arpls_minmax,strict_core__o2__i4__arpls_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,539537805,vae_search_core,strict_core,0.008955921184,12.547245578606,0.019595034827,0.016012666538,0.008089019812,11.332716757251,0.025627235251,0.017538215364
