heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,corruption,severity,balanced_accuracy_supported,macro_f1_supported,prediction_agreement,latent_cosine_drift,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,corrupted_vae_kl_unnormalized_per_observation,corrupted_vae_kl_normalized,corrupted_vae_mean_kl_per_latent_dimension,corrupted_vae_median_kl_per_latent_dimension,corrupted_vae_max_kl_per_latent_dimension,corrupted_vae_active_units_var_mu_gt_0_01,corrupted_vae_dimensions_mean_kl_gt_0_01,corrupted_vae_posterior_mean_absolute_mu,corrupted_vae_posterior_mean_log_variance,corrupted_vae_posterior_sample_reconstruction_variability
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,smooth_baseline,1.0,0.48,0.3992177314211213,0.8533333333333334,0.06155885010957718,0.0165695986702212,0.0082847993351106,0.05727035846335728,0.8887785907041319,0.008673444341699551,0.34710743801652894,2.0,0.5523112947940615,0.08274567127227783,7.923905842142556,0.005655892820944009,0.12381102878347747,0.04124685073483299,2.3014300396374994,54,58,0.29739643053911397,-0.25668943593071164,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,smooth_baseline,1.5,0.5066666666666667,0.4089895350832047,0.7466666666666667,0.12498056143522263,0.021319030167720823,0.010659515083860411,0.0643096499273693,0.8652912256511854,0.008765115974193709,0.3415977961432507,2.0,0.6557673157129023,0.07451540231704712,8.673594142652636,0.006191002243149633,0.13552490847894738,0.044713787209510886,2.2685249263534852,57,59,0.31764707211494775,-0.2591725234854615,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_noise,0.5,0.5333333333333333,0.4861111111111111,0.9866666666666667,0.00011106093734269962,0.011052331985586425,0.005526165992793213,0.049439033814295194,0.9098732611739591,0.008570941830430803,0.3415977961432507,1.5,0.7256453305902796,0.10416192188858986,7.137912562798179,0.005094869780726752,0.11152988379372152,0.04176308342401419,2.221052382406171,52,56,0.27592560440243685,-0.259391875654949,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_noise,1.0,0.5599999999999999,0.5271825396825397,0.96,0.0005621647578664124,0.011137517704436696,0.005568758852218348,0.04926254001836054,0.9107234600974403,0.00857571879333941,0.3443526170798898,1.5,0.729253793375188,0.09633200615644455,7.408020914503495,0.005287666605641324,0.1157503267891171,0.04242563962995115,2.319448718574909,53,56,0.2813021716191535,-0.26096687163422755,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_noise,1.5,0.5599999999999999,0.5208689927583937,0.96,0.0013723524753004313,0.011340832998062529,0.005670416499031264,0.04923281451939187,0.9102541319224672,0.00857681381767607,0.34710743801652894,1.5,0.7253281202858879,0.09351278841495514,7.6969106589870355,0.005493869135608162,0.12026422904667243,0.043042300741943096,2.426906975871351,53,56,0.28697213593291354,-0.26278072802035846,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,isolated_spikes,0.5,0.52,0.46390988295806435,1.0,3.8383801438612863e-05,0.011112356578322689,0.005556178289161344,0.049666119232457145,0.9097877108579928,0.00856824725084885,0.3443526170798898,2.0,0.7609401884457991,0.10975026339292526,7.004102031648113,0.0049993590518544705,0.10943909424450175,0.04118774886430689,2.1772452130146434,52,56,0.2731129704880853,-0.2587460329784866,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,isolated_spikes,1.0,0.5333333333333333,0.47744155133317695,0.9866666666666667,0.0001194087672047317,0.011182696897505739,0.005591348448752869,0.04973588250657007,0.9094924932112669,0.008568461637331885,0.3443526170798898,2.0,0.7461325068249018,0.11305148527026176,7.0232465678376865,0.0050130239599126955,0.10973822762246388,0.041338297913075646,2.1849261795918307,51,57,0.27350298577979326,-0.25906169138389185,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,isolated_spikes,1.5,0.5333333333333333,0.48631756209721816,0.9866666666666667,0.0001867572427727282,0.011182140869540039,0.0055910704347700195,0.04972406356270867,0.9099118774772392,0.008568527304336698,0.33884297520661155,1.5,0.7643634015232317,0.11001739650964737,7.025210834977176,0.005014426006407692,0.10976891929651834,0.04141522770998039,2.1852777945825803,52,57,0.2733424418352964,-0.25905497973982466,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,edge_filled_shift,0.5,0.5333333333333333,0.47744155133317695,0.9866666666666667,0.00019649504974950105,0.011110213175719983,0.005555106587859991,0.049688665571272383,0.9093595936362069,0.008566628215182488,0.3305785123966942,2.0,0.7739032347465833,0.11002600938081741,6.976221172519748,0.004979458367251783,0.10900345582062106,0.04114006567230072,2.171359163119818,52,55,0.27230516147050365,-0.2583765017300038,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,edge_filled_shift,1.0,0.49333333333333335,0.42660587639311043,0.9466666666666667,0.000619154772721231,0.011139405896399354,0.005569702948199677,0.04977012214946551,0.9108619207455095,0.008570558747156835,0.33884297520661155,2.0,0.76074874877743,0.10708898305892944,6.968683595642604,0.004974078226725628,0.10888568118191569,0.0410721937239837,2.173909646427039,51,55,0.2717935052697188,-0.2581910537475915,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,edge_filled_shift,1.5,0.5066666666666667,0.4500142108359277,0.96,0.0014270639512687922,0.01123123078233396,0.00561561539116698,0.049923465059819726,0.9093126040186696,0.008578249846851101,0.33608815426997246,2.0,0.740316238150869,0.11980575323104858,6.956190371454183,0.004965160864706769,0.10869047455397163,0.04111667422580445,2.163137367620089,51,55,0.2716547561004457,-0.2581128069028061,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_broadening,0.5,0.52,0.46390988295806435,1.0,5.729993404202105e-07,0.01107619894128977,0.005538099470644885,0.0496584274523001,0.9099580170851315,0.008568188617103427,0.3443526170798898,2.0,0.7656530050916285,0.11360089108347893,6.963874413157932,0.0049706455482926,0.10881053770559271,0.04106154596033869,2.1616482758824223,51,56,0.2723385363735542,-0.2582789850606499,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_broadening,1.0,0.5066666666666667,0.4500142108359277,0.9866666666666667,7.490316875191638e-06,0.011061226342450497,0.005530613171225249,0.04967167118367882,0.9101863381495499,0.008568416151448642,0.3443526170798898,2.0,0.7655770813088054,0.11380134150385857,6.9323961084414885,0.004948177093819763,0.10831868919439823,0.040946732180132416,2.15039817550455,51,55,0.2716689194116043,-0.25805459091122523,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,gaussian_broadening,1.5,0.49333333333333335,0.42660587639311043,0.9733333333333334,2.5450388420722447e-05,0.011056155781839903,0.005528077890919952,0.04968984550328624,0.9097174695775858,0.008568870377194584,0.33608815426997246,2.0,0.7653310986709233,0.11064299941062927,6.90779496004201,0.004930617387610286,0.1079342962506564,0.04086179706707687,2.1421526202035412,51,55,0.27108646422315663,-0.2579030799779351,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,composite,0.5,0.52,0.4414761571994276,0.9333333333333333,0.022966165095567703,0.013329526080156284,0.006664763040078142,0.05172431628113366,0.9084386957617941,0.008603510647573021,0.36363636363636365,2.0,0.6657291310093933,0.08278214931488037,7.225238410163092,0.005157200863785219,0.1128943501587983,0.041426674840180235,2.1501095212841466,51,56,0.2786733566984003,-0.25373946398799946,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,composite,1.0,0.5333333333333333,0.4430021367521368,0.84,0.10629052668809891,0.019055065480120884,0.009527532740060442,0.05913124340693463,0.8716387246166422,0.008711913498819142,0.3333333333333333,2.0,0.8158396236239038,0.06862121820449829,7.890645195539193,0.0056321521738324,0.12329133118029989,0.04008465432107554,2.045891075435743,55,59,0.2930776967654659,-0.2552923849825008,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,2718,composite,1.5,0.44,0.3741697915610959,0.72,0.20969049632549286,0.0238914542031593,0.01194572710157965,0.06985667553277387,0.8421682709587841,0.008813569556342882,0.349862258953168,2.0,0.8011731316347841,0.0598391592502594,8.909250315925604,0.006359207934279518,0.13920703618633756,0.04439215752228738,2.0765929877103364,59,58,0.30787648000550993,-0.2512887867656461,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,scale_offset,0.5,0.5466666666666667,0.49063946899789546,1.0,0.012192342430353165,0.014085017223520709,0.0070425086117603545,0.05293292765323965,0.9028735587651063,0.008634860964321688,0.3333333333333333,2.0,0.7559501297066635,0.10816684365272522,8.148760116153857,0.005816388376983481,0.12732437681490405,0.05883853025496687,1.1924472386432865,56,62,0.3100808430852339,-0.3190893214999475,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,scale_offset,1.0,0.5466666666666667,0.48693119193827744,0.9466666666666667,0.04912911728024483,0.013116197211706619,0.006558098605853309,0.05222060213150914,0.905672778059016,0.008642172238065973,0.3305785123966942,2.0,0.7068682406861437,0.10786101222038269,8.020779398385375,0.005725038828255086,0.12532467809977146,0.05965937062726759,1.131775902824978,57,62,0.3026426227113696,-0.30831200555485944,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,scale_offset,1.5,0.5066666666666667,0.4285809825715929,0.9066666666666666,0.09762024134397507,0.019651662921138284,0.009825831460569142,0.05544580415879128,0.9007315175609261,0.008706334553804117,0.3526170798898072,2.25,0.662812746742826,0.09588714689016342,10.369620449062841,0.007401584902971336,0.16202531951660687,0.07709982109208795,1.3736610746606386,60,63,0.34257556019392116,-0.3259434201111435,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,smooth_baseline,0.5,0.5066666666666667,0.43195234767561813,0.96,0.013676948845386505,0.016389084259611972,0.008194542129805986,0.05404105371171476,0.901207077514461,0.008662136140999496,0.32231404958677684,2.0,0.7566679982369899,0.09337939321994781,8.655341657837422,0.006177974059841129,0.13523971340370974,0.06622651608215177,1.2465476443255255,57,62,0.32202463148296373,-0.3266159026703584,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,smooth_baseline,1.0,0.5066666666666667,0.4207735767057801,0.88,0.05511902645230293,0.01992037146670998,0.00996018573335499,0.05765738335916581,0.8867266360861601,0.008730609112642231,0.3168044077134986,2.0,0.8327977390805972,0.08014523983001709,9.667709452583344,0.006900577767725441,0.15105796019661472,0.06752168314181421,1.3187088011656343,58,62,0.3447344643291338,-0.3323001297098138,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,smooth_baseline,1.5,0.5066666666666667,0.4057006315070831,0.8266666666666667,0.112236388027668,0.02507606853269669,0.012538034266348344,0.06301482872616618,0.8698178960699081,0.008814501306373427,0.3168044077134986,2.0,0.6881601843168632,0.060611724853515625,10.902751951256649,0.007782121307106816,0.17035549923838514,0.07585329476708462,1.584649692986235,61,63,0.37444171759845934,-0.3388896814095642,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_noise,0.5,0.5466666666666667,0.49063946899789546,1.0,0.00017350514826830477,0.014300165884078462,0.007150082942039231,0.052615464477323896,0.9033522691588445,0.008630342046454062,0.33608815426997246,2.0,0.7578534911658001,0.0961148738861084,8.142587957693003,0.005811982839181301,0.1272279368389532,0.0598366263526879,1.226892979031989,56,62,0.3114365515905149,-0.3234520942700571,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_noise,1.0,0.5466666666666667,0.49063946899789546,1.0,0.000946877000387758,0.014983374647216262,0.007491687323608131,0.05295795908525707,0.9026411169145566,0.00863923829996484,0.3305785123966942,2.0,0.7710774666421832,0.10270081460475922,8.445342609663683,0.006028081805612907,0.13195847827599505,0.06239027012414779,1.2684656725909875,56,62,0.3171447899256145,-0.32856467242272025,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_noise,1.5,0.5466666666666667,0.49063946899789546,1.0,0.0024906110484153032,0.015738722074790847,0.007869361037395424,0.05330911175581099,0.9005594394177471,0.008647113478988035,0.3278236914600551,2.0,0.7569541997454574,0.09615838527679443,8.759750089178162,0.006252498279213535,0.1368710951434088,0.06478498811377446,1.3132604996277593,56,62,0.32306340737695943,-0.33345084809536124,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,isolated_spikes,0.5,0.5466666666666667,0.49063946899789546,1.0,6.231625593500212e-05,0.013967731433290265,0.006983865716645133,0.052462316922667715,0.9036928096392154,0.008625607829681688,0.33884297520661155,2.0,0.7247724566595941,0.10163801908493042,7.999893580896658,0.005710131035615031,0.12499833720151027,0.05878245153942496,1.2076059790759577,57,62,0.3089217028458006,-0.3207966465758606,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,isolated_spikes,1.0,0.5466666666666667,0.49063946899789546,1.0,0.0002450116444379091,0.014095524479997176,0.007047762239998588,0.052532203733252465,0.904039088575322,0.008627483241613646,0.3415977961432507,2.0,0.759737152709977,0.09602272510528564,8.017246818038183,0.005722517357628967,0.12526948153184658,0.05896039119473683,1.2108854062618077,57,62,0.3093280707301407,-0.32105390514994875,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,isolated_spikes,1.5,0.5599999999999999,0.5133339720864872,0.9866666666666667,0.000388902029953897,0.014050109488190576,0.007025054744095288,0.05248227208690468,0.9034223739550882,0.008626560694572894,0.33608815426997246,2.0,0.715168874864144,0.11536924540996552,8.01474349126911,0.0057207305433755245,0.12523036705107982,0.05895409470804606,1.2113571157244827,57,62,0.3088375242492157,-0.321036776661737,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,edge_filled_shift,0.5,0.5466666666666667,0.49063946899789546,1.0,0.00021909236966166645,0.013906301116566447,0.006953150558283223,0.052457211689059306,0.9040232516240063,0.008624175409457029,0.3443526170798898,2.0,0.757025282776774,0.10121306777000427,7.96208216096977,0.005683142156295339,0.12440753376515265,0.058211729822301,1.2048047711953074,57,62,0.3079398713042125,-0.320090320399601,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,edge_filled_shift,1.0,0.52,0.46390988295806435,0.9466666666666667,0.0007039665943011642,0.013954037735331151,0.0069770188676655754,0.05245766466055495,0.9033722160361594,0.008626621368313344,0.33884297520661155,2.0,0.741845995512143,0.09652073681354523,7.952703109088235,0.005676447615337784,0.1242609860795037,0.058110195219005026,1.2060772323644522,56,62,0.3073978989816775,-0.3199869849497433,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,edge_filled_shift,1.5,0.52,0.46390988295806435,0.9466666666666667,0.001694474252872169,0.014056301491084779,0.0070281507455423895,0.052470307420839774,0.9031758481990654,0.008632433774551689,0.3305785123966942,2.0,0.7493753510534454,0.09709559381008148,7.940561534419222,0.005667781252262114,0.12407127397530038,0.05814228764255522,1.2007309450849568,54,62,0.30697491032540103,-0.31993873930131184,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_broadening,0.5,0.5466666666666667,0.49063946899789546,1.0,8.710225642971636e-07,0.013861670881212396,0.006930835440606198,0.05240604302309047,0.904067726766191,0.008624596419432558,0.3333333333333333,2.0,0.7547744904178298,0.1014246940612793,7.948819543630197,0.005673675620007279,0.12420030536922186,0.058233388984628556,1.1996462820157172,57,62,0.30793671620912694,-0.31986010860895475,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_broadening,1.0,0.5466666666666667,0.49063946899789546,1.0,1.2753010196320247e-05,0.013815026605839664,0.006907513302919832,0.05239062353569204,0.904028990086843,0.008624469444331893,0.3333333333333333,2.0,0.7553323656874077,0.10154971480369568,7.904368919849413,0.005641947837151616,0.12350576437264707,0.05792592962530674,1.1918579202729758,56,62,0.3070163450242156,-0.31923956762473,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,gaussian_broadening,1.5,0.5466666666666667,0.49063946899789546,1.0,4.826784061151557e-05,0.013791225168656484,0.006895612584328242,0.052386044949609516,0.9036408612152628,0.008624855372077876,0.33608815426997246,2.0,0.7245860758202674,0.1017627865076065,7.863356355825034,0.005612674058404735,0.12286494305976618,0.05770066452854202,1.1849068972625532,56,61,0.3060444836092938,-0.3187566259224453,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,composite,0.5,0.5333333333333333,0.4541062801932367,0.9466666666666667,0.021883536130189896,0.016652342008988463,0.008326171004494232,0.05388917979828778,0.8984908075728746,0.008671541272116175,0.325068870523416,2.5,0.8009253857753027,0.10387571528553963,8.567255013797928,0.00611509993847104,0.13386335959059265,0.06289554427839589,1.2039288360606553,57,62,0.31778940109373555,-0.3252765157883308,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,composite,1.0,0.5066666666666667,0.421474358974359,0.8666666666666667,0.09442862123250961,0.023029809321474803,0.011514904660737402,0.059595738329657144,0.8812802004194058,0.008760938985716572,0.325068870523416,2.0,0.7687749091952006,0.07011871039867401,9.81585032878579,0.007006317151167588,0.15337266138727795,0.06586067824687453,1.4322532391651024,61,63,0.34046359300842594,-0.33065929503706987,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,composite,1.5,0.43999999999999995,0.3549049820236261,0.76,0.18429666757583618,0.028039915190792193,0.014019957595396097,0.0675221500812166,0.8472790581438212,0.008849304771205324,0.34710743801652894,2.0,0.6689370656954196,0.06786862015724182,11.914161665856705,0.008504041160497291,0.186158776029011,0.08279552043509864,1.921130746085877,61,63,0.37049066132780356,-0.32698380648493186,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,0.5,0.98,0.9897959183673469,1.0,0.02323766052722931,0.014416583378141858,0.007208291689070929,0.11169951236401335,0.8667239725549651,0.010226716148211355,0.5467289719626168,2.0,0.493070919119757,0.05594969168305397,6.445133196011361,0.004600380582449223,0.10070520618767752,0.041580531133400905,0.8044915142097192,54,57,0.27471385587119584,-0.23605800553365497,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,1.0,0.98,0.9897959183673469,1.0,0.0744304358959198,0.01682685699484702,0.00841342849742351,0.11505890940675706,0.8582322704900183,0.010212617460309827,0.5373831775700935,2.0,0.3701236570612903,0.05484754592180252,7.260417949516052,0.005182311170247003,0.11344403046118831,0.043298272395671536,0.8205908358544154,57,59,0.2895342338001865,-0.24110156627666585,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,scale_offset,1.5,0.98,0.9897959183673469,1.0,0.1424151510000229,0.021857794211928266,0.010928897105964133,0.1300047100748721,0.8666534453672254,0.010427010110035606,0.5093457943925234,2.0,0.49523824524014526,0.0668179823551327,6.632656519982255,0.004734230206982338,0.10363525812472271,0.043591552975311226,0.7976075448690321,59,59,0.27773242327545633,-0.2383761218841755,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,0.5,0.98,0.9897959183673469,1.0,0.03197804465889931,0.017593799398052706,0.008796899699026353,0.12009229287016998,0.8431221209683606,0.010390252111281735,0.5420560747663551,2.0,0.46215436716287595,0.057621303014457226,6.554968613203446,0.004678778453392895,0.10242138458130383,0.04407819818545869,0.889415869162223,53,58,0.2810446420448443,-0.24405110226713306,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,1.0,0.98,0.9897959183673469,1.0,0.09043826162815094,0.024053411945600983,0.012026705972800492,0.13373201544851526,0.825847557576916,0.010608302911691967,0.5023364485981309,2.0,0.4602891609247156,0.052660781890153885,6.933370992520966,0.004948872942556007,0.1083339217581401,0.05092853358408449,1.0487540945903142,54,57,0.2873860873831245,-0.26470381035998797,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,smooth_baseline,1.5,0.94,0.9680851063829787,0.92,0.15243995189666748,0.028226792722109432,0.014113396361054716,0.14358804377204828,0.7987364587074838,0.01079331600100434,0.5186915887850467,2.0,0.4409668122133852,0.06219896487891674,8.02093668808181,0.0057251510978456885,0.12532713575127827,0.061769484021931,1.3348297513556429,52,59,0.3082045279081467,-0.2945892863372137,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,0.5,0.98,0.9897959183673469,1.0,0.0004106855485588312,0.011355939467192964,0.005677969733596482,0.10606030113616154,0.8735480284403057,0.010157649354649141,0.544392523364486,2.0,0.44200049665668834,0.048199876211583614,6.342094300016729,0.004526833904365974,0.09909522343776139,0.04135423822901134,0.7960304460906477,52,56,0.2743678062057734,-0.22956211300652285,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,1.0,0.98,0.9897959183673469,1.0,0.002284276532009244,0.012562138585197722,0.006281069292598861,0.10891025398049946,0.8674751681204517,0.010195597340365308,0.5490654205607477,2.0,0.4459828641087301,0.051394302397966385,6.238900990942326,0.004453177009951696,0.09748282798347385,0.04042922263108046,0.8014587579079471,53,56,0.2716092826037129,-0.23075869721135858,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,gaussian_noise,1.5,0.98,0.9897959183673469,1.0,0.005884889513254166,0.013865430198757335,0.0069327150993786675,0.11221916104621195,0.8584588226017493,0.010247432738217425,0.544392523364486,2.0,0.44413380376590417,0.04839402064681053,6.208171908837643,0.004431243332503671,0.09700268607558815,0.039899805951500084,0.8091862661148049,53,56,0.27059174780406464,-0.23389465483014646,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,0.5,0.98,0.9897959183673469,1.0,9.617209434509277e-05,0.01074640847396964,0.00537320423698482,0.1043836603514333,0.8766838106418398,0.01013536261740789,0.5514018691588785,2.0,0.4757461401002281,0.0494990274310112,6.407906676267717,0.004573809190769248,0.10012354181668309,0.0421599202720782,0.7926035838552329,52,56,0.2755555563985399,-0.23012990278094547,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.0,0.98,0.9897959183673469,1.0,0.0004411792615428567,0.010879177787370914,0.005439588893685457,0.10461165886325745,0.8764603876826916,0.010139739620029493,0.544392523364486,2.0,0.4754120263358488,0.04733655974268913,6.413734765108208,0.004577969139977308,0.10021460570481575,0.04194041036967161,0.7947167352258417,52,56,0.27558579886925144,-0.2309260512664423,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,isolated_spikes,1.5,0.98,0.9897959183673469,1.0,0.0006726395804435015,0.010938041483098243,0.005469020741549121,0.10482308303857596,0.8752797098367486,0.010142776810925817,0.5537383177570093,2.0,0.4572185643360812,0.04874551668763161,6.397731417379349,0.004566546336459207,0.09996455339655234,0.0420533185453395,0.7910441665402608,52,56,0.27488531863762544,-0.23182732811912501,
Au,400-1800_common,poster,poster_holdout_Au,,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,edge_filled_shift,0.5,0.98,0.9897959183673469,1.0,0.0019670247565954924,0.010617349006514903,0.0053086745032574515,0.10418050324530333,0.8768645672763722,0.01013071254316102,0.5514018691588785,2.0,0.4751469257189135,0.048775337636470795,6.407246316062511,0.004573337841586375,0.10011322368847672,0.042285530304838184,0.7919712514417736,53,56,0.2753216125547624,-0.22971556921961336,
