stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row146,0.0138695046967646,0.0069347523483823,0.0721679356682466,0.922700159447081,0.0051655338320415,5,1,0,0,1.0,0.196062407518154,0.1367180943489074,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row147,0.0054512785650771,0.0027256392825385,0.0449272201520308,0.9806112699598596,0.0048201553483626,11,10,8,8,2.5,0.2040457051710068,0.0490132421255111,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row148,0.0014936125985199,0.0007468062992599,0.038954177338525,0.9845967125142816,0.0024682435782493,3,2,1,0,1.5,0.4792380096722767,0.0483893007040023,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row150,0.0013615098619327,0.0006807549309663,0.0297353275090079,0.9894143018645702,0.002882109654269,9,7,3,3,3.0,0.1507963898727648,0.0130394101142883,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row156,0.0041099157344518,0.0020549578672259,0.0421849264450594,0.9535543259121776,0.0076468755680668,15,11,9,9,1.0,0.4106741589273482,0.1853672266006469,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row157,0.0048469009072524,0.0024234504536262,0.0391456285513653,0.946415411947198,0.0065456325204909,10,6,2,2,0.5,0.2659889041694939,0.1316982209682464,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row159,0.0016789913757236,0.0008394956878618,0.0408765963920665,0.9835254522380504,0.0044034452410414,11,10,8,8,1.5,0.197790879244282,0.0968414954841137,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row162,0.0019176745947447,0.0009588372973723,0.0311060142160997,0.9856115368633328,0.0029684640111268,10,7,5,4,1.0,0.1247432796537267,0.025644838809967,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row212,0.0319346374125774,0.0159673187062887,0.1448119701694758,0.3287467699014853,0.0570846944049532,151,11,0,0,2.0,5.817706287275724,0.160433828830719,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row214,0.0047388837132749,0.0023694418566374,0.1136296154359057,0.7912685784632196,0.018204699948983,74,9,2,2,2.0,0.9595604817613712,0.0579043552279472,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row219,0.0019954344067325,0.0009977172033662,0.0293687439741625,0.9924495020445202,0.0028545295473096,1,0,0,0,,,,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row220,0.0210038880725706,0.0105019440362853,0.1034183124654859,0.5810645222875689,0.0542770962529383,148,12,0,0,3.0,4.431185505271692,0.1154068410396575,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row222,0.0010042416105354,0.0005021208052677,0.0232484062430534,0.995727757438304,0.0027845824832495,2,2,1,1,0.5,0.1882258484171998,0.0277902102097868,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row228,0.0035922620567896,0.0017961310283948,0.0397223579791964,0.982580632034327,0.003544464368107,1,0,0,0,,,,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row242,0.0086429217292724,0.0043214608646362,0.1044842381113566,0.9103617711575576,0.0094183646541517,28,10,0,0,2.5,0.1779580583648497,0.1059346906840801,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row245,0.0016174149147484,0.0008087074573742,0.0830089264479457,0.9588175009209434,0.0033990109223356,11,6,3,2,2.0,0.11399164941094,0.0465863961726427,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row251,0.0045206509770386,0.0022603254885193,0.1175347106119177,0.8079717478511912,0.0199725131077035,96,11,3,3,3.0,0.8017882377250469,0.0626869122497737,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row262,0.0063755574090913,0.0031877787045456,0.0951486563877701,0.9385137809267258,0.0078497035224011,21,10,1,1,2.0,0.2311060075425706,0.095895916223526,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row275,0.0022567446603374,0.0011283723301687,0.1009149051537544,0.93042353638632,0.0050417397340372,15,7,2,2,2.0,0.1432882136846318,0.0416481588035821,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row304,0.0018713710649703,0.0009356855324851,0.0454070258304852,0.987840583302731,0.0027554937951,5,0,0,0,,,,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row307,0.0020703772022809,0.0010351886011404,0.0471208716708115,0.9835170347267022,0.0034768589180228,4,1,0,0,1.0,0.2846585879156315,0.2841338366270065,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row321,0.0039793728418505,0.0019896864209252,0.0439230051194941,0.9769052268537262,0.0030070187494025,4,2,0,0,3.5,1.2999581675462923,0.1390946432948112,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row327,0.0035001971416342,0.0017500985708171,0.0969163437955097,0.890201956329176,0.0153377698748538,63,10,3,3,1.5,0.2835054157826601,0.065761393707362,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row332,0.0140290297862247,0.0070145148931123,0.1308205793774761,0.6269373875623064,0.0277717504227933,119,14,0,0,1.0,1.881699080430129,0.0720120407640934,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row338,0.0082805275201788,0.0041402637600894,0.0915951367005668,0.9316376351094456,0.0048496834544805,12,7,0,0,5.0,0.1662126142025491,0.0642044432461261,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row341,0.0044605274333282,0.0022302637166641,0.0678638473684194,0.966518340720459,0.0049354559588079,13,5,2,2,1.0,0.1296871613653674,0.1128976141335442,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row344,0.004367047221568,0.002183523610784,0.1034270320364627,0.8139325252577853,0.0179205839575401,77,12,4,4,1.5,1.534703977256836,0.0862054014578461,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row387,0.0024837008706341,0.001241850435317,0.0568559975002088,0.9384179263271824,0.0129798206287835,56,9,3,3,4.0,0.741980851758623,0.1408182382583618,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row388,0.001776324334722,0.000888162167361,0.0714712929835828,0.9408976889423034,0.0141289173771032,64,8,6,5,2.0,0.3659981337675848,0.0694408773561008,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row392,0.0045698367867134,0.0022849183933567,0.0383440106057994,0.9724186808675028,0.0275689887714439,113,6,7,2,2.0,3.4091166237868054,0.1576663963496685,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row393,0.0264942474790327,0.0132471237395163,0.1303946047185195,0.3430656625288571,0.0557565650726402,143,11,21,3,2.0,4.126916347501566,0.1511357724666595,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row394,0.0051438059109607,0.0025719029554803,0.0390993145173379,0.9802927069064552,0.0195032600912132,95,3,10,1,2.0,0.5853008412845407,0.09864541888237,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row397,0.0023706876147078,0.0011853438073539,0.0812422034582612,0.914603106727014,0.0147383252119574,59,7,4,3,1.0,0.287580882172907,0.101802967605181,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row398,0.0026955079959895,0.0013477539979947,0.0525976827372525,0.9414325212583836,0.016808802390338,73,9,4,4,2.0,0.6489003167092087,0.0762996156699955,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row401,0.0046754529607314,0.0023377264803657,0.031447072608958,0.8731164690401421,0.0053209394642284,8,0,3,0,,,,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row403,0.0038269182128646,0.0019134591064323,0.0842153025074903,0.9529052614645166,0.002616102682623,9,4,3,2,1.5,0.1596625502482741,0.0592117439955472,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row404,0.0033796810113205,0.0016898405056602,0.0331911261312912,0.9888177924075996,0.0039966381061822,10,6,4,4,1.0,0.1940763162556483,0.0276314690709114,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row406,0.0014865582613244,0.0007432791306622,0.0501627523293498,0.987850726179054,0.0023020216096847,8,4,2,2,2.0,0.0589887654579664,0.0232979338616132,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row407,0.003399063659339,0.0016995318296695,0.0318643828296535,0.9905219424036522,0.0051145370889987,8,0,0,0,,,,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row408,0.0015514247004809,0.0007757123502404,0.0513161798553726,0.9881044676131138,0.0022644713187193,4,3,1,1,2.0,0.145756349992776,0.0547995576635003,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row411,0.002137472041234,0.001068736020617,0.0272870325277303,0.9905238862539972,0.0041185029522914,9,5,4,3,2.0,0.275257987977041,0.0356638133525848,,,,,,,,
outer,nato_outer_o2__train_strict_core__test_strict_core,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,minimal_minmax,clean,cyclical_4,3141,session3_row412,0.002446376318761,0.0012231881593805,0.067339875907898,0.9720743471243898,0.0032831270758898,9,6,1,1,2.5,0.1230336531979965,0.0559939425438642,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row14,0.0115632816037165,0.0057816408018582,0.0560322881210432,0.8633564555808917,0.0080182984012312,24,8,2,1,0.0,0.5728144233879291,0.0163696408271789,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row16,0.0012305239521466,0.0006152619760733,0.0485500793266367,0.9898660309342944,0.0032584432070975,3,2,0,0,2.0,0.1649636644151943,0.1567281952011399,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row17,0.0006862882449192,0.0003431441224596,0.0333768909075619,0.9935282584685612,0.003759335880833,4,2,0,0,2.5,1.4368249943988771,0.0540307280607521,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row20,0.0277376478733182,0.0138688239366591,0.1590015433018927,0.5139304330328754,0.0322959104027333,108,15,1,1,3.0,2.7873334285695543,0.1212227940559387,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row21,0.0147491402450654,0.0073745701225327,0.1917038702452612,0.686698931007672,0.0170413533248808,70,14,3,3,1.0,0.7863122976808181,0.1315079381456598,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row48,0.0017128115682974,0.0008564057841487,0.0495665763247833,0.9834940534667383,0.0079920600707243,28,4,0,0,4.5,1.7494242980146877,0.0402706009335815,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row63,0.0256565845705246,0.0128282922852623,0.1028520999037197,0.4167045636958718,0.0597316493433234,137,10,12,2,2.0,8.402153211703045,0.1767561733722686,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row74,0.0042590392605259,0.0021295196302629,0.0834651757782797,0.9611616093161444,0.0032552955560718,5,0,3,0,,,,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row75,0.0262467874136534,0.0131233937068267,0.1199067741759848,0.4265671291718295,0.0490232280003173,140,11,45,5,3.0,5.569080683181495,0.1105170398950576,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row76,0.0176134420358171,0.0088067210179085,0.0809086068328973,0.4573704188645626,0.0645558140786098,164,15,58,6,2.0,4.862772105934136,0.1787833571434021,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row77,0.0192219401946394,0.0096109700973197,0.0732054170239714,0.2814740783654995,0.0765338872319885,161,15,58,7,3.0,8.124024154858942,0.3346495032310486,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row78,0.0201217778877928,0.0100608889438964,0.09304527679754,0.3962243909775146,0.0679043022649628,156,15,55,7,2.0,5.690040082237701,0.1313612461090088,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row79,0.0147216834214093,0.0073608417107046,0.0926781820095221,0.6627544065058569,0.0464138969140393,139,14,43,8,2.0,4.732073458282995,0.107773907482624,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row80,0.0157742462164993,0.0078871231082496,0.1384882178984093,0.488163614956722,0.0290035238529422,113,11,14,4,2.0,1.3829092393305016,0.0939913839101791,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row85,0.0159439455814963,0.0079719727907481,0.1479098812019336,0.7564226731034617,0.0124178277594702,20,5,9,3,1.0,0.7232399627746031,0.0340190902352333,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row87,0.0075255261176137,0.0037627630588068,0.0838271988407231,0.9423786272949348,0.0060777696754251,16,3,4,2,2.0,0.0783905095461617,0.0466101691126823,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row96,0.004693200885005,0.0023466004425025,0.0757801962758728,0.8555870771966457,0.0246796448848077,116,14,11,6,2.0,2.6881884772788736,0.0825247578322887,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row97,0.0103803960355204,0.0051901980177602,0.0928205134184628,0.9004962590336835,0.023379002961197,101,10,9,4,2.0,1.891627883071158,0.1197236105799675,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row98,0.0154803711846262,0.0077401855923131,0.1110762502554798,0.5641234419070958,0.0456781767308712,130,17,18,5,3.0,2.106169904221173,0.1018115580081939,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row99,0.0034483450637122,0.0017241725318561,0.071192527278012,0.906752946855832,0.0151476745679974,64,14,5,5,1.0,1.2453227866950425,0.0527564547955989,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row108,0.0053481854672601,0.00267409273363,0.0814364333659732,0.94856981951134,0.0052126538821695,6,2,2,1,2.5,0.2182808377064946,0.0225101485848426,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row112,0.0058901017695499,0.0029450508847749,0.0568616571625958,0.885341798533662,0.007742977887392,15,6,4,3,2.0,0.4511994103936111,0.0796601846814155,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row128,0.0038183913816018,0.0019091956908009,0.0823893257895808,0.8801617949600081,0.0188945948711729,84,11,6,3,3.0,1.1949092752685535,0.0812294408679008,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row130,0.0030297965638457,0.0015148982819228,0.084798708837059,0.9195683860298568,0.0101962348459554,28,12,6,6,1.0,0.4401071136700325,0.0714769270271062,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row131,0.0043527448903722,0.0021763724451861,0.0717517936027834,0.9659510928932196,0.0062868118423336,14,7,4,3,2.0,0.3148453517046901,0.0520611181855201,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row211,0.0054307695779136,0.0027153847889568,0.0844204980730754,0.8894783360241993,0.0265788851566113,104,13,1,1,2.0,0.6294776368828617,0.1519181728363037,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row215,0.0013319655527038,0.0006659827763519,0.0357242427464392,0.990207673130847,0.0069635826049904,14,10,2,2,1.0,0.0893091731950584,0.021164396777749,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row235,0.0017964218839026,0.0008982109419513,0.0529430803343774,0.9811379438615432,0.0025812992713014,10,9,2,2,1.0,0.0389844382530113,0.0782525092363357,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session1_row255,0.0067401011400232,0.0033700505700116,0.090649585068967,0.9220638261465848,0.0049901072042328,13,11,0,0,1.0,0.1681748574334043,0.0651505012065172,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row17,0.024382412983675,0.0121912064918375,0.0949709703754422,0.373231155114749,0.0530409509815633,142,15,2,2,2.0,3.9078644203071264,0.1841280162334442,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row30,0.0049248831929005,0.0024624415964502,0.0587285454756547,0.8960747868807776,0.0068792734460605,22,10,4,4,1.0,0.4174027677780972,0.0684357434511184,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row34,0.0042538271144434,0.0021269135572217,0.0824627360484781,0.8420937926382159,0.0181274045064596,80,12,3,3,4.0,1.051849285360592,0.0885188030079007,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row44,0.0008113602682357,0.0004056801341178,0.0358273115198173,0.989431728784492,0.0047218004986643,13,2,0,0,1.0,0.2620976622010527,0.0547482930123806,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row107,0.0052708563564202,0.0026354281782101,0.0880357648811658,0.9359158367219642,0.0046738245669257,15,8,3,3,1.5,0.1147145810282046,0.0270444480702281,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row108,0.0029591017370102,0.0014795508685051,0.1088894694026743,0.9139079262932428,0.0032067757151006,15,8,3,3,1.0,0.1992155762411869,0.0674299131787847,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row113,0.0019937355111542,0.0009968677555771,0.0608258206259625,0.9801644369780672,0.0041137428202637,16,11,3,3,1.0,0.2081336729544874,0.0327729536220431,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row117,0.0024090475402006,0.0012045237701003,0.1054529205647532,0.9260890529155208,0.0029788836887434,14,9,3,2,2.0,0.1149652426413488,0.0570751428604126,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row137,0.0027710336833764,0.0013855168416882,0.0793146146717524,0.9147642651319364,0.0165300935343839,79,9,4,4,2.0,0.5796281915840786,0.0795004218816757,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row142,0.0073302285494482,0.0036651142747241,0.1082290934517151,0.7104254145051846,0.0281253217482922,107,10,4,2,2.0,1.5507080437850842,0.1532752215862274,,,,,,,,
outer,nato_outer_o2__train_quality_pass__test_quality_pass,2.0,vae,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,clean,cyclical_4,1729,session2_row143,0.0065372959019783,0.0032686479509891,0.0974784137248977,0.7635482777063719,0.0179816378759486,77,14,5,4,2.0,3.2276975443284286,0.0636462643742561,,,,,,,,
