stage,scenario,model,representation,seed,class_label,support,predicted_count,true_positive,recall,precision
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,11,12,11,1.0,0.9166666666666666
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,2,3,2,1.0,0.6666666666666666
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,4,3,3,0.75,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,10,10,10,1.0,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,15,15,14,0.9333333333333333,0.9333333333333333
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,11,12,11,1.0,0.9166666666666666
domain,domain__quality_pass__domain_only__instrument__Pendar-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,2,2,2,1.0,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_ANPP,13,14,12,0.9230769230769231,0.8571428571428571
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,2,2,1,0.5,0.5
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,7,5,4,0.5714285714285714,0.8
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,15,14,13,0.8666666666666667,0.9285714285714286
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,1,6,1,1.0,0.16666666666666666
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,2,0,0,0.0,
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,2,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_ANPP,13,13,11,0.8461538461538461,0.8461538461538461
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_nitrophenol,2,2,1,0.5,0.5
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,7,7,4,0.5714285714285714,0.5714285714285714
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,15,14,13,0.8666666666666667,0.9285714285714286
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,1,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethanol,2,1,1,0.5,1.0
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,2,3,1,0.5,0.3333333333333333
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,13,14,12,0.9230769230769231,0.8571428571428571
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,2,2,1,0.5,0.5
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,7,6,4,0.5714285714285714,0.6666666666666666
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,15,14,13,0.8666666666666667,0.9285714285714286
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,1,4,0,0.0,0.0
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,2,0,0,0.0,
domain,domain__quality_pass__domain_only__instrument__Pendar-3,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,2,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,25,20,17,0.68,0.85
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,0,2,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,0,7,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,9,7,6,0.6666666666666666,0.8571428571428571
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,11,9,5,0.45454545454545453,0.5555555555555556
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_nitrophenol,25,21,17,0.68,0.8095238095238095
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,0,2,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,0,2,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,0,5,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethanol,9,7,6,0.6666666666666666,0.8571428571428571
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,11,8,4,0.36363636363636365,0.5
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,25,20,17,0.68,0.85
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,0,2,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,0,2,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,0,4,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,9,7,6,0.6666666666666666,0.8571428571428571
domain,domain__quality_pass__domain_only__instrument__RMX-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,11,10,6,0.5454545454545454,0.6
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_ANPP,12,12,10,0.8333333333333334,0.8333333333333334
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,28,19,16,0.5714285714285714,0.8421052631578947
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,24,21,21,0.875,1.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,0,9,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,0,2,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_ANPP,12,9,6,0.5,0.6666666666666666
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,28,22,16,0.5714285714285714,0.7272727272727273
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,24,21,21,0.875,1.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,0,9,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,0,3,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,12,11,9,0.75,0.8181818181818182
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,28,18,14,0.5,0.7777777777777778
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,24,21,21,0.875,1.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,0,12,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__instrument__RMX-2,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,13,9,9,0.6923076923076923,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,5,2,2,0.4,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,0,3,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_nitrophenol,13,9,9,0.6923076923076923,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,0,3,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,5,2,2,0.4,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,13,9,9,0.6923076923076923,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,5,4,4,0.8,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,49,53,43,0.8775510204081632,0.8113207547169812
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,0,36,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,0,4,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,0,10,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,30,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,25,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_nitrophenol,49,58,46,0.9387755102040817,0.7931034482758621
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,0,38,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,0,8,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethanol,30,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,25,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,49,53,43,0.8775510204081632,0.8113207547169812
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,0,35,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,0,15,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,30,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,25,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_ANPP,14,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,12,24,5,0.4166666666666667,0.20833333333333334
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,4,34,2,0.5,0.058823529411764705
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,13,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,18,23,6,0.3333333333333333,0.2608695652173913
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,9,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,12,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_ANPP,14,1,1,0.07142857142857142,1.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_nitrophenol,12,35,10,0.8333333333333334,0.2857142857142857
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,4,32,2,0.5,0.0625
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,13,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,18,10,2,0.1111111111111111,0.2
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethanol,9,3,1,0.1111111111111111,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,12,1,1,0.08333333333333333,1.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,14,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,12,35,8,0.6666666666666666,0.22857142857142856
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,4,31,1,0.25,0.03225806451612903
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,13,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,18,11,2,0.1111111111111111,0.18181818181818182
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,9,3,1,0.1111111111111111,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,12,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_ANPP,84,31,9,0.10714285714285714,0.2903225806451613
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_nitrophenol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,62,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,97,203,88,0.9072164948453608,0.43349753694581283
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,53,12,8,0.1509433962264151,0.6666666666666666
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,0,42,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethyl_paraoxon,0,7,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_ANPP,84,47,15,0.17857142857142858,0.3191489361702128
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_nitrophenol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,62,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,97,193,84,0.865979381443299,0.43523316062176165
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,53,11,8,0.1509433962264151,0.7272727272727273
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethanol,0,38,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethyl_paraoxon,0,6,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,84,30,7,0.08333333333333333,0.23333333333333334
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_nitrophenol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,62,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,97,205,87,0.8969072164948454,0.424390243902439
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,53,12,8,0.1509433962264151,0.6666666666666666
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,0,42,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethyl_paraoxon,0,6,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,4_ANPP,11,9,9,0.8181818181818182,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,acetaminophen,0,3,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,benzyl_fentanyl,8,11,8,1.0,0.7272727272727273
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,blank,10,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,1729,ethanol,0,6,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,4_ANPP,11,9,9,0.8181818181818182,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,acetaminophen,0,3,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,benzyl_fentanyl,8,11,8,1.0,0.7272727272727273
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,blank,10,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,2718,ethanol,0,6,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,4_ANPP,11,9,9,0.8181818181818182,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,acetaminophen,0,3,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,benzyl_fentanyl,8,12,8,1.0,0.6666666666666666
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,blank,10,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,c8x16_z64_spectral_composite_beta1_cyclical_4,arpls_minmax,3141,ethanol,0,5,0,,0.0
