stage,scope,outer_fold,inner_validation_fold,candidate_id,name,representation,architecture,embedding_dimension,classification_weight,supervised_contrastive_weight,pair_margin_weight,contrastive_temperature,pair_margin,domain_aware_positives,hard_negative_mining,domain_balanced_batches,seed,best_epoch,epochs_run,state_sha256,encoder_parameters,classifier_parameters,total_parameters,n_train,n_validation,n_train_groups,n_validation_groups,balanced_accuracy,macro_f1,predicted_class_count,same_analyte_distance,different_analyte_distance,different_minus_same_margin,same_master_cross_instrument_distance,embedding_effective_rank,gate_positive_margin,gate_effective_rank,gate_predicted_classes,eligible
stage2,outer_3,3,1,domain_aware_stage2_compact_32__minimal_minmax__compact32__3dd57f1ab3f2,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.25,0.25,0.1,0.2,True,True,True,708342685,165,190,add05eb8d7bea9442cd363713d1e1641d75258e6b5b1506e3735e895e4f61fee,59936,231,60167,295,104,45,12,0.49793443271704135,0.4891003837432409,7,0.762041449546814,1.0772619247436523,0.3152204751968384,0.8178738951683044,5.838100910186768,True,True,True,True
stage2,outer_3,3,1,domain_aware_stage2_compact_64__minimal_minmax__compact64__9d618496c3cb,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.25,0.25,0.1,0.2,True,True,True,747367399,160,185,da825b0962a5b6bd946bccd051fb3450544bac7906a5daa9ebc9f95990a3df4f,64064,455,64519,295,104,45,12,0.5498921368486586,0.5396849611952587,7,0.8538658618927002,1.1564778089523315,0.30261194705963135,0.9101717472076416,7.988450050354004,True,True,True,True
stage2,outer_3,3,2,domain_aware_stage2_legacy_32__minimal_minmax__legacy32__3ba7188d044c,domain_aware_stage2_legacy_32,minimal_minmax,legacy,32,1.0,0.25,0.25,0.1,0.2,True,True,True,789074478,55,80,ac9143a1ab5858f2c53f7d82f65473ea153c40ddc1c46e62e8fb031aa5b78fa8,361152,231,361383,304,95,42,15,0.8158129655024065,0.7567142263637884,7,0.6351627707481384,1.1891361474990845,0.553973376750946,0.7168848514556885,5.918359756469727,True,True,True,True
stage2,outer_3,3,2,domain_aware_stage2_legacy_64__minimal_minmax__legacy64__fdee860905a3,domain_aware_stage2_legacy_64,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,308184311,90,115,313e1d820017b8b9cf5cbc459702fd61119daab48cf417a81e1e02b76d1b7ca5,719584,455,720039,304,95,42,15,0.8362211287677127,0.784780578898226,7,0.6811439394950867,1.241210699081421,0.5600667595863342,0.732613742351532,8.688780784606934,True,True,True,True
stage2,outer_3,3,2,domain_aware_stage2_compact_32__minimal_minmax__compact32__3dd57f1ab3f2,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.25,0.25,0.1,0.2,True,True,True,1915566173,175,200,aa755332eb7925ea34fc6d9bd5329fdea82de53b34895d3546eaf47d8903dbe4,59936,231,60167,304,95,42,15,0.7002899446998826,0.6473554312610795,7,0.8302471041679382,1.1405396461486816,0.3102925419807434,0.8587720394134521,6.307712078094482,True,True,True,True
stage2,outer_3,3,2,domain_aware_stage2_compact_64__minimal_minmax__compact64__9d618496c3cb,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.25,0.25,0.1,0.2,True,True,True,268446386,70,95,f23da5c6f236cb459a6eb9c13cb398dda039903e22e466e330524f4f93522763,64064,455,64519,304,95,42,15,0.6506009518431879,0.5930036280266695,7,0.7737985849380493,1.0066094398498535,0.2328108549118042,0.8211722373962402,6.101246356964111,True,True,True,True
stage2,outer_3,3,4,domain_aware_stage2_legacy_32__minimal_minmax__legacy32__3ba7188d044c,domain_aware_stage2_legacy_32,minimal_minmax,legacy,32,1.0,0.25,0.25,0.1,0.2,True,True,True,1781464345,95,120,8de47080f4d5fc193326e3b4b9c6ae0c06d99ba7a434c886da1a66284e37645b,361152,231,361383,302,97,41,16,0.7394091415830547,0.7356511535393523,7,0.5885142683982849,1.2519406080245972,0.6634263396263123,0.5820146203041077,7.247523307800293,True,True,True,True
stage2,outer_3,3,4,domain_aware_stage2_legacy_64__minimal_minmax__legacy64__fdee860905a3,domain_aware_stage2_legacy_64,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,183521876,85,110,9f062c013335eb753712114b8348d83af3e8206e56d55901b41bda4293c4868c,719584,455,720039,302,97,41,16,0.6825017632471049,0.6781838796124511,7,0.6353437900543213,1.222069263458252,0.5867254734039307,0.6523904204368591,8.574891090393066,True,True,True,True
stage2,outer_3,3,4,domain_aware_stage2_compact_32__minimal_minmax__compact32__3dd57f1ab3f2,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.25,0.25,0.1,0.2,True,True,True,115564196,125,150,deb48c464a8c757f8789e7cc85f8b69d96ddf2aeb0197042b77f080f9cdabf17,59936,231,60167,302,97,41,16,0.6249573407958502,0.5994486215538847,7,0.623753547668457,1.0114288330078125,0.38767528533935547,0.6544126272201538,5.5400519371032715,True,True,True,True
stage2,outer_3,3,4,domain_aware_stage2_compact_64__minimal_minmax__compact64__9d618496c3cb,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.25,0.25,0.1,0.2,True,True,True,680547128,110,135,56c1f58ea670a2b1186e6c759b9bd21bcdf8757bdacbe8a51c38a23cbe7eda11,64064,455,64519,302,97,41,16,0.5154767592655791,0.47902706477773177,7,0.7112506628036499,1.0027527809143066,0.29150211811065674,0.7455801367759705,7.455781936645508,True,True,True,True
stage2,outer_4,4,0,domain_aware_stage2_legacy_32__minimal_minmax__legacy32__fe09b44bbbad,domain_aware_stage2_legacy_32,minimal_minmax,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,191042833,50,75,8222eb04963f329485811d6c18e7e01097f7ba307a4941d29794041ca799865f,361152,231,361383,300,103,39,14,0.8568877551020407,0.8635404506630239,7,0.6207404136657715,1.2328383922576904,0.612097978591919,0.6402417421340942,7.1637678146362305,True,True,True,True
stage2,outer_4,4,0,domain_aware_stage2_legacy_64__minimal_minmax__legacy64__d4af836e233a,domain_aware_stage2_legacy_64,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,305682971,70,95,a5e09eb08f4e9131e7057f1a957c4521184bcfb28e69402cfb764543ebbf8def,719584,455,720039,300,103,39,14,0.8505385487528344,0.8553295275330599,7,0.5972498655319214,1.2267169952392578,0.6294671297073364,0.6245167851448059,8.086263656616211,True,True,True,True
stage2,outer_4,4,0,domain_aware_stage2_compact_32__minimal_minmax__compact32__0c850f86c6b8,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1614197195,130,155,112c46f1de999317403fe8b313386ac92b97854a40ef26f6c5ad2d5525035af0,59936,231,60167,300,103,39,14,0.6387471655328799,0.5878231196784933,7,0.6796454191207886,0.9013804197311401,0.22173500061035156,0.6935856938362122,5.81894588470459,True,True,True,True
stage2,outer_4,4,0,domain_aware_stage2_compact_64__minimal_minmax__compact64__ba06ef178b3d,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1731998142,90,115,4f10ec4959be29a6ee2b2a15bbfacec36040fb1f5548614d3b0652699ac5295e,64064,455,64519,300,103,39,14,0.6542233560090703,0.5882203249912185,7,0.6306706666946411,0.8453188538551331,0.21464818716049194,0.6446126103401184,5.927461624145508,True,True,True,True
stage2,outer_4,4,1,domain_aware_stage2_legacy_32__minimal_minmax__legacy32__fe09b44bbbad,domain_aware_stage2_legacy_32,minimal_minmax,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1588498985,115,140,544ab75cc24f73102ab675e8af4a979008055250c9d699e4e343b43ec5867d21,361152,231,361383,299,104,41,12,0.7579232361841057,0.7421736629811164,7,0.5725042819976807,1.2055535316467285,0.6330492496490479,0.592756450176239,6.263101100921631,True,True,True,True
stage2,outer_4,4,1,domain_aware_stage2_legacy_64__minimal_minmax__legacy64__d4af836e233a,domain_aware_stage2_legacy_64,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1380474776,60,85,fd236633accab59f6192178c1ed0c7d7825a33abd66e8e991500eae0749acba6,719584,455,720039,299,104,41,12,0.7270652053260749,0.714790924795938,7,0.6135028600692749,1.227171778678894,0.6136689186096191,0.6320335865020752,7.271881580352783,True,True,True,True
stage2,outer_4,4,1,domain_aware_stage2_compact_32__minimal_minmax__compact32__0c850f86c6b8,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1541327221,85,110,8ec19ab6172dcfca0681c2298c0e223736e1b71781b8e8681276c62cd782422c,59936,231,60167,299,104,41,12,0.44382187860448724,0.4333893325221772,7,0.5832580924034119,0.8487148880958557,0.26545679569244385,0.625504195690155,4.122804641723633,True,True,True,True
stage2,outer_4,4,1,domain_aware_stage2_compact_64__minimal_minmax__compact64__ba06ef178b3d,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,432283669,180,200,1015ed9952add1efdf0d21f5b070c8d9c8b661217cab1e9071f8361d75c9fe7c,64064,455,64519,299,104,41,12,0.6000086869652088,0.5765627303553,7,0.7557371258735657,1.056378722190857,0.30064159631729126,0.8089474439620972,7.268041610717773,True,True,True,True
stage2,outer_4,4,2,domain_aware_stage2_legacy_32__minimal_minmax__legacy32__fe09b44bbbad,domain_aware_stage2_legacy_32,minimal_minmax,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1087468563,60,85,f5479650eb5e3b3c8386fe07e8cad7166d7776fcf12eede5ff13bd70d0e32258,361152,231,361383,308,95,38,15,0.7742132953313077,0.7105244567046753,7,0.6912401914596558,1.2507730722427368,0.559532880783081,0.7854121327400208,5.964109897613525,True,True,True,True
stage2,outer_4,4,2,domain_aware_stage2_legacy_64__minimal_minmax__legacy64__d4af836e233a,domain_aware_stage2_legacy_64,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1651079306,80,105,7f8136c57b35cf625bad5630b37d37aed9b8df878a504f198eb9888b2442cb34,719584,455,720039,308,95,38,15,0.7791916503096628,0.7170854355728304,7,0.6809965372085571,1.2487927675247192,0.5677962303161621,0.7379305958747864,7.390377521514893,True,True,True,True
stage2,outer_4,4,2,domain_aware_stage2_compact_32__minimal_minmax__compact32__0c850f86c6b8,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,677774814,110,135,c8af3eaeec8f4fcaecb6a262364d28278be666bbad32540acb2f450d84c7309a,59936,231,60167,308,95,38,15,0.592683265664632,0.5363240727175775,7,0.7152147889137268,0.9697517156600952,0.2545369267463684,0.7765526175498962,5.836827754974365,True,True,True,True
stage2,outer_4,4,2,domain_aware_stage2_compact_64__minimal_minmax__compact64__ba06ef178b3d,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,783491758,105,130,972ed4e16fb5fea58614678dd9f70eb13ba3a28fcc09da20ee80f5345aad4dcb,64064,455,64519,308,95,38,15,0.5769541017988223,0.5170621430786787,7,0.8237912058830261,1.0271885395050049,0.20339733362197876,0.8787530064582825,6.264637470245361,True,True,True,True
stage2,outer_4,4,3,domain_aware_stage2_legacy_32__minimal_minmax__legacy32__fe09b44bbbad,domain_aware_stage2_legacy_32,minimal_minmax,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1922371837,65,90,f3db79743d8aef596f43d94534764ecacb1e8ce0799f8d061f05d54da2f012d8,361152,231,361383,302,101,41,12,0.6688037109089741,0.6650541101261253,7,0.6750567555427551,1.2517015933990479,0.5766448378562927,0.731091320514679,7.169308185577393,True,True,True,True
stage2,outer_4,4,3,domain_aware_stage2_legacy_64__minimal_minmax__legacy64__d4af836e233a,domain_aware_stage2_legacy_64,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,991765113,65,90,687e3ab501a65f36acd57373de3782d8a03ee91450e70d7f0a8f6af150c12c41,719584,455,720039,302,101,41,12,0.7009826430879063,0.6989059561239613,7,0.6909103393554688,1.248769760131836,0.5578594207763672,0.7283839583396912,7.738222122192383,True,True,True,True
stage2,outer_4,4,3,domain_aware_stage2_compact_32__minimal_minmax__compact32__0c850f86c6b8,domain_aware_stage2_compact_32,minimal_minmax,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,102500334,170,195,82b22601213cf623d789087ddec1d07b3e8e8d5927fb7388b5af1c39fc5b0877,59936,231,60167,302,101,41,12,0.5461415777205251,0.5461053733234184,7,0.6488324999809265,1.0596846342086792,0.4108521342277527,0.7016266584396362,4.424989700317383,True,True,True,True
stage2,outer_4,4,3,domain_aware_stage2_compact_64__minimal_minmax__compact64__ba06ef178b3d,domain_aware_stage2_compact_64,minimal_minmax,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,243736257,180,200,64dd3f26530a8e16cee1bd06a9f2e8f74fc402ed6b816ce9599fa1069d82c1ad,64064,455,64519,302,101,41,12,0.6004066109329267,0.5997792940264561,7,0.7534469366073608,1.0990595817565918,0.34561264514923096,0.7984322905540466,6.641568183898926,True,True,True,True
stage2,global_-1,0,1,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1480911848,80,105,5f33b082e2c8f29a97fea193155797db9d913b27a51dcc443d2396441d9312c9,361152,231,361383,293,104,43,12,0.6974740235609802,0.6876469518264557,7,0.5850745439529419,1.2007505893707275,0.6156760454177856,0.6008284687995911,6.13371467590332,True,True,True,True
stage2,global_-1,0,1,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,91948618,55,80,78f25b9f6ff67732f491ad3ab6215c20cd677d7ab8ea7da27b5c1fdfb14f3f1f,719584,455,720039,293,104,43,12,0.6895375156244723,0.6807468723923679,7,0.5790976285934448,1.2496486902236938,0.670551061630249,0.5948616862297058,5.697810173034668,True,True,True,True
stage2,global_-1,0,1,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1763913692,165,190,3e35d46e094da63782b7b4a13d5f4b491aa23efb12ace6d526edd68e80ea5915,59936,231,60167,293,104,43,12,0.5322612170438258,0.5241140363301994,7,0.7400180697441101,1.0518062114715576,0.3117881417274475,0.7233964800834656,4.973643779754639,True,True,True,True
stage2,global_-1,0,1,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,309604677,100,125,9139fddf16f62a69b0bb1361ebf0c9dd84f039d6a49da230d4cf165bfbc3925c,64064,455,64519,293,104,43,12,0.5052652661348314,0.49892805607091323,7,0.6345974802970886,0.9383280277252197,0.3037305474281311,0.6430522203445435,4.6613240242004395,True,True,True,True
stage2,global_-1,0,2,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,2002700574,50,75,5724041aff6c235ac5ee47459db4afcf25915efe072295a1426b18bb593e99ba,361152,231,361383,302,95,40,15,0.8046503186254739,0.7609334766131747,7,0.6374462842941284,1.2221587896347046,0.5847125053405762,0.6875519752502441,5.548408508300781,True,True,True,True
stage2,global_-1,0,2,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1723910089,55,80,05a6e884bc4c619ff05f610d7a9fc932d53fd530f2ea6c071784dc7693b95460,719584,455,720039,302,95,40,15,0.8001151712331837,0.7570345667770079,7,0.6624590158462524,1.2437926530838013,0.5813336372375488,0.712922990322113,7.065446853637695,True,True,True,True
stage2,global_-1,0,2,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1630416869,140,165,09a398d82947528b6095f27e1549411e3388125376466c0df09451444ac3340a,59936,231,60167,302,95,40,15,0.6264808690274529,0.606235827664399,7,0.578186571598053,1.0108147859573364,0.43262821435928345,0.6295610070228577,4.431110858917236,True,True,True,True
stage2,global_-1,0,2,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,2034265729,90,115,12626fa483f05eaf2def983cf3ef22dfc26be59534f6e94fa98795dcba31e6a8,64064,455,64519,302,95,40,15,0.5158972152760972,0.47231216380152546,7,0.6018752455711365,0.8942446708679199,0.29236942529678345,0.647767961025238,5.1800761222839355,True,True,True,True
stage2,global_-1,0,3,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1446275734,50,75,cbe05753b4b7492b6941a2f4e335e90676d88f5991ed9a761f42ad7b69576c2b,361152,231,361383,296,101,43,12,0.6816172131961605,0.6884498715074603,7,0.5994134545326233,1.1975643634796143,0.598150908946991,0.6296041011810303,5.6770501136779785,True,True,True,True
stage2,global_-1,0,3,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1245459329,65,90,a3a638f9013a161a61b8a1382708896db7eddaaee08b75aea31ad56e7eb8368a,719584,455,720039,296,101,43,12,0.7183859999649472,0.7294532638266421,7,0.6177724003791809,1.2684651613235474,0.6506927609443665,0.6546036601066589,6.88537073135376,True,True,True,True
stage2,global_-1,0,3,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,2052940960,120,145,379fa150b799ee900b248fae15b4efdd1482b8929637a01606dbc4dde7560396,59936,231,60167,296,101,43,12,0.5398493319545951,0.5245054945054944,7,0.5882878303527832,1.0680445432662964,0.4797567129135132,0.642599880695343,4.156778335571289,True,True,True,True
stage2,global_-1,0,3,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,453290947,155,180,74d6a386e39021d5624c21dd972dd53c5c73969e406d3463a3227cbfcc43c491,64064,455,64519,296,101,43,12,0.5750933277249066,0.5761826408885232,7,0.598619818687439,0.9905582070350647,0.39193838834762573,0.6297642588615417,4.493561744689941,True,True,True,True
stage2,global_-1,0,4,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,506491237,70,95,63c7ae6c4b1091d78b3a4e2a0bc5820b16bbfe209fdeda6387d1e6c4fdaa9d71,361152,231,361383,300,97,39,16,0.7511205150956702,0.7572907423839101,7,0.5224385261535645,1.1778481006622314,0.655409574508667,0.5345660448074341,5.088640213012695,True,True,True,True
stage2,global_-1,0,4,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1450752014,60,85,04cc9d52621d8055dd36389642df9ca26b92956cc11acc007ab2b2d87e9dfeb0,719584,455,720039,300,97,39,16,0.7426171137351261,0.7462627432232295,7,0.5903620719909668,1.2642935514450073,0.6739314794540405,0.5737711787223816,7.023792743682861,True,True,True,True
stage2,global_-1,0,4,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,991263420,190,200,e552e3f7b66f84e748fa0f0e3957eb0a1e649ab14baee50257580dbb7e05651a,59936,231,60167,300,97,39,16,0.5182581393761517,0.5035400544156304,7,0.6479848623275757,1.1065442562103271,0.45855939388275146,0.6588006615638733,4.297155857086182,True,True,True,True
stage2,global_-1,0,4,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1167744908,85,110,9d30b73a291e01911acfb0ddfc1c697318c6bbdba6febdbe82ca4137be2ee0eb,64064,455,64519,300,97,39,16,0.517160375856028,0.4866851908594195,6,0.49813681840896606,0.809525191783905,0.31138837337493896,0.4997366666793823,4.038095474243164,True,True,True,True
stage2,global_-1,1,0,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,226500381,55,80,1a5c7a366f65ebd0de570b0c2009d8997df17e607d96529c5a5ba627b61aa485,361152,231,361383,293,103,43,14,0.8115646258503401,0.8174012642035571,7,0.5788554549217224,1.1893677711486816,0.6105123162269592,0.5830831527709961,5.676793098449707,True,True,True,True
stage2,global_-1,1,0,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,908651393,65,90,97609d61a7c1e0a72d628aca3885b9556d31ef352e865d5338886af00aa0cc3e,719584,455,720039,293,103,43,14,0.810657596371882,0.7966393380862734,7,0.6339063048362732,1.212060570716858,0.5781542658805847,0.6562223434448242,6.888614177703857,True,True,True,True
stage2,global_-1,1,0,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1831924285,135,160,4052a386b23623fb630b94b1f40484ede8b6f7e30add3d65dbc99d4d40be8d14,59936,231,60167,293,103,43,14,0.6705215419501134,0.6630051824178255,7,0.676082968711853,1.021457314491272,0.34537434577941895,0.7097637057304382,5.596338272094727,True,True,True,True
stage2,global_-1,1,0,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1936517284,120,145,c24d7ec6e4137dbbcf6d74d5c4777438cd774c1629152607df00c6aa60040330,64064,455,64519,293,103,43,14,0.6522959183673469,0.6179359995327012,7,0.7097033262252808,1.062525987625122,0.3528226613998413,0.7312197685241699,5.601912021636963,True,True,True,True
stage2,global_-1,1,2,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,210751989,55,80,06ee3909dd4c08051de7675c25d868e8ee127423f562482d7aaa0060fe1afe80,361152,231,361383,301,95,42,15,0.7949243992722254,0.7417349076651404,7,0.6390833854675293,1.150625228881836,0.5115418434143066,0.6786870360374451,5.563508987426758,True,True,True,True
stage2,global_-1,1,2,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,999008421,50,75,086cfc65a4b96aa77dbec6938762c4ba84c1880661a0b76e4b896d781de88b49,719584,455,720039,301,95,42,15,0.8023186613248725,0.7442686922928224,7,0.706301212310791,1.2114108800888062,0.5051096677780151,0.7586005926132202,7.475746154785156,True,True,True,True
stage2,global_-1,1,2,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,399283043,160,185,85fd02ec9c868dcf5fd4e0f87765412aff844586286955ef27ce170163c183b6,59936,231,60167,301,95,42,15,0.7042089035877857,0.6641929104724024,7,0.6252591609954834,1.0501190423965454,0.424859881401062,0.7036874890327454,4.917226791381836,True,True,True,True
stage2,global_-1,1,2,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,546389636,165,190,c0a9c6a32265b84e784379330c73d76ecf633d7f6e90a3a07c9f2b61307264cc,64064,455,64519,301,95,42,15,0.720735303343999,0.6696693280312518,7,0.7439695000648499,1.0609002113342285,0.31693071126937866,0.7913771867752075,7.451328277587891,True,True,True,True
stage2,global_-1,1,3,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,1925274049,70,95,345341ff786a303171b5d623fea026dcaec7e2e911bb11edb508b559d0725dda,361152,231,361383,295,101,45,12,0.6820141846457636,0.6926677931997081,7,0.5592103004455566,1.2114338874816895,0.6522235870361328,0.612561821937561,4.835733890533447,True,True,True,True
stage2,global_-1,1,3,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1542281866,75,100,91017bf1550fcc823f0806f655e749e271d44d7040b73127721f84ecdbc883b5,719584,455,720039,295,101,45,12,0.6785439706492339,0.6875228140036503,7,0.582539975643158,1.2238130569458008,0.6412730813026428,0.633246123790741,7.081085681915283,True,True,True,True
stage2,global_-1,1,3,domain_aware_stage2_compact_32__derivative_1__compact32__8c2d05d728c7,domain_aware_stage2_compact_32,derivative_1,compact,32,1.0,0.5,0.25,0.1,0.2,True,True,True,47357492,200,200,a415b718757036b9bf353aaa82671b030321a2fed77cae4040310756e93784d5,59936,231,60167,295,101,45,12,0.6162466188781979,0.6139281549940551,7,0.6525533199310303,1.1382200717926025,0.48566675186157227,0.7158032655715942,6.162500381469727,True,True,True,True
stage2,global_-1,1,3,domain_aware_stage2_compact_64__derivative_1__compact64__0ab028be8f59,domain_aware_stage2_compact_64,derivative_1,compact,64,1.0,0.5,0.25,0.1,0.2,True,True,True,752406698,115,140,5808da8684965d4e37c78e4b0e082a98ecb63e9e8532887897f75f50ebe53b5c,64064,455,64519,295,101,45,12,0.6509034824824298,0.6531569182697002,7,0.5628311038017273,1.0590389966964722,0.4962078928947449,0.6135678887367249,5.427803993225098,True,True,True,True
stage2,global_-1,1,4,domain_aware_stage2_legacy_32__derivative_1__legacy32__f61a164758b6,domain_aware_stage2_legacy_32,derivative_1,legacy,32,1.0,0.5,0.25,0.1,0.2,True,True,True,637470051,65,90,45ea5d388aa2310b665567d247d17cbb91f4b05df732435b5218e8475cb2cbb6,361152,231,361383,299,97,41,16,0.7925283825904944,0.7915750915750916,7,0.45889055728912354,1.1919336318969727,0.7330430746078491,0.4436090886592865,4.246201515197754,True,True,True,True
stage2,global_-1,1,4,domain_aware_stage2_legacy_64__derivative_1__legacy64__b14c7881122e,domain_aware_stage2_legacy_64,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,1204492358,50,75,4b92804af9ef1f64dffcf5fcebc3968d6f6cbef30a5d89fb2a42096a33767dcd,719584,455,720039,299,97,41,16,0.7970388824426092,0.7992880029768562,7,0.51175856590271,1.2693482637405396,0.7575896978378296,0.51393723487854,5.415252208709717,True,True,True,True
