epoch,train_loss,train_cross_entropy,train_supervised_contrastive,train_pair_margin,scenario,variant,candidate_id,run_seed,representation,architecture
11,2.94355112009081,1.5885348214224335,2.7066485257278936,0.0169204994146124,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
12,2.8562610011051945,1.5580862487949203,2.591955483163176,0.0219697137156647,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
13,2.8122696290650877,1.5279431452930177,2.5667912510474795,0.0093081833813784,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
14,2.7884323198233854,1.5043117548418534,2.565294972662226,0.0147304536501397,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
15,2.6894979871580627,1.4638446862380252,2.450786442479989,0.0026012006384215,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
16,2.6788340282114698,1.4415127637036425,2.473382056980003,0.006302378969998,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
17,2.617216373873245,1.4024177895471095,2.427987123512164,0.008050223272103,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
18,2.576020979637172,1.3837116452207336,2.382073006532298,0.0127282017975435,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
19,2.557363592723937,1.3516138027145594,2.4103080459422217,0.005957963593533,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
20,2.560054202128596,1.3412673298409368,2.436766798382326,0.004034769438436,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
21,2.5014954760619803,1.311148720389747,2.379739745485091,0.0047687943198371,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
22,2.4842959565107328,1.2936345867736347,2.3802580463194603,0.0053238234524027,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
23,2.445591801262553,1.2660635042516035,2.358837088423784,0.001097882427148,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
24,2.4494992034834,1.2391555708016144,2.419333601160668,0.0067676443403186,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
25,2.405072095044237,1.2128704171945617,2.381770819730726,0.0131629423108015,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
26,2.396312337279727,1.198165782482551,2.3956180849579822,0.003375461941693,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
27,2.3607311981123056,1.1675266177987889,2.3851382394699514,0.0063546275395785,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
28,2.3409334274689084,1.1374921420328443,2.4051988627316603,0.0084186183485765,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
29,2.281652533153625,1.1159820007382806,2.33064268331072,0.0034918313267491,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
30,2.250817559278052,1.0864520101417048,2.328586115772,0.0007252481769223,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
31,2.2401371319546226,1.0719142354795956,2.3358377944487354,0.0030399523166869,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
32,2.250670894421001,1.064569105467292,2.37169123021409,0.0025615097665618,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
33,2.206593717731306,1.0365472311859651,2.339448433483827,0.0032229706543297,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
34,2.170191909672864,1.001400753499705,2.337133285942338,0.0022449387625215,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
35,2.162119839785449,0.9883612764573342,2.3475171477111125,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
36,2.161992975469335,0.982990112117533,2.3575255034726634,0.0024013656347278,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
37,2.112366311786118,0.9570207595825196,2.3102496650845525,0.0022071982660798,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
38,2.089346052843556,0.9329374117249108,2.312756945859044,0.0003017459776722,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
39,2.0657756137359677,0.9117285393610748,2.308001687909149,0.0004621335327523,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
40,2.056214324850272,0.8982864453524046,2.315674520088137,0.0009058311505325,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
41,2.026336971810246,0.8824179860105287,2.2878379012130634,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
42,2.00965383272529,0.8556781962463067,2.307900231446016,0.0002549795160521,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
43,1.985920642016284,0.8401430660140392,2.2915551612605007,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
44,1.9942261896035776,0.8306135087696765,2.3265173620331407,0.0035398229956626,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
45,1.9576798421124144,0.7991222171653253,2.3169223310190663,0.000964861890816,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
46,1.93471519735486,0.7878063974120104,2.293754375733613,0.0003162059025463,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
47,1.928466249244612,0.7721092153734721,2.31260335791233,0.0005532277322059,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
48,1.895804449966743,0.7535352621469075,2.284495262969476,0.0002156357779946,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
49,1.8949591482865529,0.7401090467749195,2.309674248251899,0.00012992043366,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
50,1.886722559814974,0.7315649353603454,2.310021715766334,0.0014675152027159,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
51,1.865085540777994,0.7165741973362685,2.2970184763136983,2.107746365127303e-05,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
52,1.8568554315143884,0.7147446608380653,2.2841025100633146,0.0005953220504339,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
53,1.8388103541660636,0.689988019726789,2.297616927188411,0.000138888183231,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
54,1.830904770222947,0.6882914019932926,2.2852267061484146,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
55,1.810120111642844,0.6632214577124794,2.2937972980961456,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
56,1.7930655971728902,0.6483297929828891,2.289471628926313,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
57,1.79212931846189,0.6465720160015614,2.2910996933845937,7.447773438112321e-05,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
58,1.7753611811191965,0.6336692512645656,2.283375529502439,4.14905303599688e-05,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
59,1.7551469924913738,0.6188504529080701,2.272593080183752,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
60,1.753477320329321,0.6087121119271366,2.289530397275202,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
61,1.740996078419604,0.5950312653092394,2.291400786145962,0.0026441436171938,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
62,1.7298356866266946,0.5893884262534131,2.2807501616534926,0.0007219744000723,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
63,1.7243023386587462,0.5814098658822096,2.285732656208729,0.0002613734873488,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
64,1.6935847485024775,0.5545227293675263,2.278002440929413,0.000608069733192,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
65,1.7218646344064443,0.564123063974413,2.315483141372635,0.0,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
66,1.7019869066749416,0.5491954979229299,2.305053850489672,0.0026448721752689,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
67,1.734815008404312,0.5638660361335546,2.341894573725938,1.6707202273424167e-05,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
68,1.7074384288576276,0.5532044615761819,2.308434813095848,0.0001656037879274,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
69,1.7009650122997295,0.5351433261669537,2.331636157255531,3.615662665344749e-05,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
70,1.6782451945360204,0.5222163904242141,2.3119198690095453,0.0006886557914291,calibration_quality_pass_o0_i1,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,221905568,arpls_minmax,legacy
1,4.042989757676788,1.9415448667197828,4.167393807543824,0.1774792421535151,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
2,3.858485048180385,1.8974695055690032,3.8943293884100494,0.138508939683832,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
3,3.703642418842442,1.8520360821919728,3.6791212385063927,0.1204570930525167,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
4,3.5557536399917096,1.8149263882479127,3.463324889441989,0.0916480718316226,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
5,3.3118685191830264,1.747029933708393,3.117936911172425,0.0587013102821166,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
6,3.2254238823391743,1.7264797884896892,2.987005445341401,0.0544136097741048,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
7,3.0830615798369148,1.679862549762852,2.80019968077047,0.0309922693494633,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
8,3.0433046423046792,1.6520069782307605,2.7762105701774957,0.0319237360632084,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
9,2.9515670356371544,1.6156259633057954,2.6669155225059056,0.0248334428591542,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
10,2.894210095437157,1.595463751167651,2.5929132478916093,0.0228974443262085,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
11,2.813406230598096,1.543946444593518,2.535558768455556,0.0168039154705424,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
12,2.7362357385900635,1.5042155167914384,2.46255666688578,0.0074187921520495,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
13,2.73452443002865,1.483159392874762,2.5010466070364643,0.0084178246224656,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
14,2.714437088429533,1.453583942343857,2.517247015277281,0.02229598111362,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
15,2.663133613321165,1.4371328495985625,2.451014171372976,0.0049369226499701,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
16,2.590715806215804,1.3864924647160712,2.406823630364525,0.0081155421829085,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
17,2.569576337637491,1.3523293070445788,2.432437724625038,0.0102818863380034,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
18,2.5316390138588205,1.3227973268521542,2.416726303416372,0.004784968034025,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
19,2.4912112880226798,1.297605958205975,2.385763899380008,0.0072337046314943,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
20,2.4629899144962133,1.2647622539507632,2.3951904078982524,0.0063240896194975,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
21,2.4227844500383795,1.2373161679072096,2.370370877499612,0.0028284522612264,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
22,2.4006505296719785,1.2082539623146815,2.3839456900855565,0.0042375612954627,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
23,2.376526995210458,1.1842497926674145,2.3835633645783987,0.0049551552075226,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
24,2.326909665240357,1.1547211621770797,2.344301282175329,0.0003780833204949,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
25,2.3141870688128945,1.127909848232143,2.370942565779022,0.0080594471008177,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
26,2.3230535644569144,1.111657975525256,2.421300641748289,0.0074526524411773,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
27,2.25444466072992,1.0785235229706922,2.350976292660694,0.00432975697547,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
28,2.231722386467536,1.0505951485097014,2.361486016519812,0.0038423328660428,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
29,2.2039746890794363,1.0279199034962434,2.351788066080864,0.0016073316388874,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
30,2.195733663262121,1.0055026360694936,2.3798110106133468,0.0032555508791216,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
31,2.171038712886785,0.9834885340652718,2.3748326056840403,0.0013384383406169,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
32,2.14637082775697,0.9544382213756738,2.383536119334745,0.0016449103810337,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
33,2.1070782380388278,0.9362573307871028,2.341007169508776,0.0031732580569011,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
34,2.0852630454183414,0.9161689739353608,2.337760552665256,0.0021381870109513,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
35,2.0483075996108404,0.8883528208101032,2.3197791347440506,0.0006516619233895,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
36,2.004763413738731,0.8567304970412855,2.295824702212353,0.001206015168831,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
37,2.003201454680487,0.8463432567798539,2.3133817074314647,0.0016730827162202,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
38,2.02507297724288,0.8452913066409281,2.358932709062336,0.0031533549965316,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
39,1.9774124496030487,0.8140584333053488,2.326386305670075,0.0016086195342686,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
40,1.9693732419550811,0.7935963371731588,2.35134870090232,0.0010254292853719,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
41,1.9389105474712045,0.7746058165632337,2.328609461815941,0.0,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
42,1.9277293421574773,0.7645562760877294,2.326297598958805,0.0002423355121486,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
43,1.8869417629494567,0.7303681665698424,2.311922250993994,0.0061247813706563,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
44,1.9000129383920836,0.7322254792743961,2.334871604742593,0.0035164616878656,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
45,1.8626268746837085,0.7026099554750304,2.319963273623132,0.0003529360752232,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
46,1.855238038183048,0.6945685345605509,2.32067382493556,0.0033257536802884,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
47,1.8366594377732437,0.6797822674378654,2.3134029180008846,0.001757144610342,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
48,1.7886917938459788,0.6436160573896194,2.290039343549716,0.0005606010383525,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
49,1.790445833016705,0.6347042823469402,2.311215368327716,0.0013385460471475,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
50,1.774570024566145,0.619606210301254,2.309911381329922,8.123836769962942e-05,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
51,1.7653356956330355,0.6099388204663005,2.310793769280642,0.0,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
52,1.7392930384503296,0.5924806468534154,2.293624768193984,0.0,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
53,1.746049797298103,0.5833729533170233,2.325353702962004,0.0,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
54,1.7172408040785632,0.5749518808150134,2.2845645985066496,6.623102339687726e-05,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
55,1.7107293763697542,0.5607447158421902,2.299634708474014,0.0016730263927914,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
56,1.701606136284127,0.5484651721865925,2.3062742032752133,3.867512584250692e-05,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
57,1.6872444642300637,0.5299754415126826,2.314538039908504,0.0,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
58,1.6622053321623644,0.5150169822948658,2.294376734866212,0.0,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
59,1.643269998348312,0.5010611981350854,2.2843429702796683,0.0003730806935307,calibration_quality_pass_o0_i2,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,1738115318,arpls_minmax,legacy
