stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,observation_uid,target_analyte,rank,wavenumber_cm1,absolute_attribution
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,2,522.0,0.2264503687620163
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,3,518.0,0.19754549860954285
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,4,1761.0,0.17850933969020844
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,5,885.0,0.16478031873703003
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,6,523.0,0.1573292315006256
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,7,519.0,0.1470210999250412
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,8,578.0,0.14684730768203735
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,9,1762.0,0.13490286469459534
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,10,517.0,0.12566693127155304
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,11,678.0,0.12405569851398468
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,12,1475.0,0.12159624695777893
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,13,1771.0,0.11718762665987015
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,14,526.0,0.10979825258255005
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,15,577.0,0.10799842327833176
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,16,1545.0,0.10763567686080933
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,17,689.0,0.10681108385324478
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,18,694.0,0.10538362711668015
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,19,545.0,0.10534383356571198
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,20,1105.0,0.10268636792898178
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,21,581.0,0.09332738071680069
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,22,1769.0,0.09256156533956528
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,23,1584.0,0.0901903286576271
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,24,1014.0,0.0880478024482727
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,25,1758.0,0.08611242473125458
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,26,882.0,0.08508947491645813
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,27,1169.0,0.08470626920461655
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,28,931.0,0.08414468169212341
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,29,671.0,0.08340693265199661
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row15,ethanol,30,734.0,0.08046198636293411
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,1,1165.0,0.4125267267227173
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,2,1108.0,0.2732570469379425
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,3,815.0,0.26738885045051575
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,4,1000.0,0.21460680663585663
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,5,634.0,0.2129075676202774
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,6,1167.0,0.21242733299732208
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,7,814.0,0.20927473902702332
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,8,1609.0,0.20518925786018372
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,9,1098.0,0.20362654328346252
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,10,1686.0,0.2013147622346878
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,11,1158.0,0.20103766024112701
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,12,521.0,0.1969771534204483
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,13,1100.0,0.1955135464668274
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,14,518.0,0.19462527334690094
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,15,924.0,0.19401171803474426
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,16,506.0,0.19126147031784058
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,17,1610.0,0.18604722619056702
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,18,946.0,0.18424761295318604
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,19,1093.0,0.18182942271232605
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,20,1778.0,0.18078143894672394
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,21,1166.0,0.17944280803203583
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,22,1107.0,0.1789538562297821
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,23,662.0,0.17719236016273499
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,24,635.0,0.17590315639972687
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,25,1153.0,0.17154556512832642
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,26,523.0,0.16239409148693085
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,27,682.0,0.1621454805135727
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,28,519.0,0.16160450875759125
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,29,1779.0,0.15650193393230438
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row74,ethyl_paraoxon,30,1322.0,0.1561121642589569
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,1,678.0,0.5027575492858887
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,2,677.0,0.3816494047641754
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,3,679.0,0.307170033454895
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,4,1364.0,0.3030824363231659
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,5,1776.0,0.2937858998775482
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,6,991.0,0.292325884103775
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,7,1780.0,0.2676926851272583
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,8,872.0,0.25865066051483154
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,9,681.0,0.25792187452316284
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,10,1229.0,0.2561698853969574
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,11,680.0,0.23686619102954865
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,12,1386.0,0.23116537928581238
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,13,1590.0,0.23007144033908844
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,14,1018.0,0.22628410160541534
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,15,521.0,0.22378557920455933
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,16,1695.0,0.22357028722763062
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,17,850.0,0.223382368683815
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,18,1709.0,0.22157081961631775
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,19,848.0,0.2197953164577484
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,20,1492.0,0.21943217515945435
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,21,1178.0,0.2183752954006195
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,22,1125.0,0.21763435006141663
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,23,1381.0,0.21564677357673645
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,24,1365.0,0.21531516313552856
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,25,456.0,0.215107262134552
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,26,519.0,0.21019582450389862
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,27,1697.0,0.20995774865150452
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,28,1399.0,0.20810706913471222
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,29,1782.0,0.20735156536102295
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row84,ethyl_paraoxon,30,836.0,0.2064446359872818
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,1,523.0,0.7588100433349609
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,2,521.0,0.7380106449127197
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,3,520.0,0.7377238273620605
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,4,524.0,0.6498593688011169
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,5,519.0,0.421997994184494
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,6,526.0,0.4157290756702423
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,7,1531.0,0.37596413493156433
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,8,1107.0,0.31781190633773804
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,9,1450.0,0.3015967905521393
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,10,1106.0,0.2967684268951416
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,11,1656.0,0.2835027277469635
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,12,739.0,0.2772649824619293
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,13,737.0,0.2719399034976959
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,14,1165.0,0.2695430815219879
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,15,1441.0,0.26861992478370667
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,16,662.0,0.2674582898616791
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,17,1481.0,0.26549768447875977
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,18,842.0,0.264175683259964
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,19,841.0,0.25655508041381836
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,20,952.0,0.2533509135246277
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,21,1137.0,0.24463370442390442
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,22,927.0,0.24232140183448792
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,23,1446.0,0.2318526655435562
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,24,1655.0,0.2315821349620819
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,25,1206.0,0.23082876205444336
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,1729,1718384154,70,0.7458733687003581,session3_row93,ethanol,26,1136.0,0.2279684841632843
