stage,subset,protocol,domain_type,heldout_domain,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,name,classification_weight,supervised_contrastive_weight,pair_margin_weight,contrastive_temperature,pair_margin,domain_aware_positives,hard_negative_mining,domain_balanced_batches,encoder_parameters,classifier_parameters,total_parameters,state_sha256
domain,strict_core,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,354997105,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,95c81e83c2e45d1f1efff40d17c6e2b5caa0664e8c70f17bbfb10933386f09fd
domain,strict_core,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2024906161,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,03041691ba1c2e65c1d6fd17879808b6f3a61fec15a87dc5167c2070dfd9bd14
domain,strict_core,domain_only,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,597237661,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,86b018f6ee590f3cf0ec750968036a5f28367ec820574096c7b5013dc1200957
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,666852706,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,74a6fdd668e780121344661d6c6526293646ad9f378c254edf4f93c002e7b12f
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1917502732,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,82f98e815e473132b8f65ce1a28a20390723d9224c0e4ed68f3e56719324c419
domain,strict_core,domain_only,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,577604423,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,b0b41a33a75ced5fd3b795dc5e203fa416a251402f24df8740f90865d05556d9
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,523780750,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,ed5d9051539f427513aeccae92e61cd29e707637afe90859cebc5f80e602a93a
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1446205847,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,1fb8931eafdbc10fa84495507b4302bc377cea5a2a81c667c64964f9ca63872f
domain,strict_core,domain_only,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1045185716,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,625056bd128d3f9615b824e84fc3565ac716fddb355292c71b83fb81b1f9b396
domain,strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2064601086,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,c01db9fe6524d97bd0ef0a7952c3aead6dae77e2449b98c23ca525d9a0575f6e
domain,strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1413764229,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,3390addaa807458904622243735033eb01c7fb9758230682bd28c21eda5ca1cd
domain,strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1396733646,61,0.7849390324234737,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,d92227128264c7ae85630948651909ba86de707a3ab1ab9a497d603397c3ab33
domain,quality_pass,domain_and_sample,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1409609965,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,a517bfb923eaadcd7e0236b05193f4cfac8ed01399b600469bdbeda7b86d8f43
domain,quality_pass,domain_and_sample,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,820204830,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,2067249f601ad50c38733e88e5b847daffc465b0ce632ba081dcf7fa3425d841
domain,quality_pass,domain_and_sample,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,861367107,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,a3e654d2e48f148669846db77f79faa6a023aaba23cd6ea2734bde12cfea2532
domain,quality_pass,domain_and_sample,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1236931961,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,3d0f13959f29addc76dac7ba50744489fd8e8c130f6f64665901d82001d97ae8
domain,quality_pass,domain_and_sample,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1860349296,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,0ef0fe21e5f3b2cd61d515be0214ca855eddf36efe556df5a596f9725ce950a1
domain,quality_pass,domain_and_sample,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,679052209,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,e35d8856de612f4d96276d3b132e2c3037d2ed0dcf2eeb09f91c2bb70e8a71e1
domain,quality_pass,domain_and_sample,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1744765603,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,d804ba970bbcd10b704db5afcd68d83850d27244ee7acca336acb2deb687bf9a
domain,quality_pass,domain_and_sample,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1346669680,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,18cde1d03720baab5c0a5bbcccdc386ea2f2b8e3cc263d4abe33a4ed3ad7ffbc
domain,quality_pass,domain_and_sample,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1597010589,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,c7d5ae42695344a4b8786888b763d3a6aa09d16bf29e8f3e6834ef947c907113
domain,quality_pass,domain_and_sample,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,26552087,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,260,719844,b58a3f608e3afc65e775f38e23f5c3c3bdd131c35d58f49c0d9a5114833613af
domain,quality_pass,domain_and_sample,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1267483336,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,260,719844,b859fa8ce930093f980ffe9fc8982d999f9fdb679dc9c573496d103d7db43946
domain,quality_pass,domain_and_sample,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,18352334,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,260,719844,a5f5fa9f9a720167718938e39d35b02bc600fa983812909523bc6057e353cb98
domain,quality_pass,domain_and_sample,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,656776355,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,c574e0c4c180b3164e3eebc7a0d8cbbea24a78f74ed14e0298af14897a0c40fb
domain,quality_pass,domain_and_sample,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1368204069,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,f1947cfa16eaed337880af1a9fe9f8d69a45317985672dd3175faffa14cbd67d
domain,quality_pass,domain_and_sample,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,608336629,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,91ced943f59d319d2b18f98393cb825a38314ddbeb03c67aa83ef72583c32ef7
domain,quality_pass,domain_and_sample,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1927914168,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,7c9174dcd43a56ce8e50cdedd60f3baeb2a89c3130100704d51ee76c8b1ae409
domain,quality_pass,domain_and_sample,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2018238850,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,6b906c9405d9382fd093720bbdd7b2cecd10ee26589c4eee73cfb58b9238b4c4
domain,quality_pass,domain_and_sample,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1561261188,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,bf213bae6efd4a562af6d9a42ef726860135acb72612f1796b5612d023761dd6
domain,quality_pass,domain_and_sample,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1459411121,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,195,719779,38375f5c126c6689ceb1e89fe195cb57045e2c6c09118ecf1f4715cb1395d417
domain,quality_pass,domain_and_sample,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1666274559,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,195,719779,a6d0b1b80e0bc8bc10c95d3bb5b22737611d2bbaa64e95f605dcc65dc7609886
domain,quality_pass,domain_and_sample,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,694318519,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,195,719779,2c3809003a282198b0f40d61647e038f407d50c09cc74e562cff29ab3fe128bf
domain,quality_pass,domain_and_sample,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,499123934,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,9e183615150ed2f5afea90c7aba773649866a8536ab9119eced39df17b32c9d5
domain,quality_pass,domain_and_sample,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1882053467,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,b5ddbd6199a8734315a1e5ef5eb415c2243163367324f702e941450d5d415fbe
domain,quality_pass,domain_and_sample,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1799949325,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,8fcc675ef9250354b24744d2c3794b70b0e0045bf547951c2faa19842cf76e41
domain,quality_pass,domain_and_sample,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1577056345,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,388f0fb10c9ee2dd6b6a4499b8f727759a5e1ae37fa1d79f9cc2bc75556e532f
domain,quality_pass,domain_and_sample,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1829793767,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,a3dd41a694c43c8cdb63c2bd881244839b1f9379295ecdba9713205220ff7a18
domain,quality_pass,domain_and_sample,instrument,RMX-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,2006306887,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,b5b0a97fbf5a6aa9c7de0e98b573c735fa79c0e6751ebb151a092faa2ccbb290
domain,quality_pass,domain_and_sample,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1058652266,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,5afb43a77d5c42b45f6d59596fec6017735d27aee506e629f187b4248470fa69
domain,quality_pass,domain_and_sample,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1373925408,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,048e87bd47e81f11d343af01957640a2dd3141ba62a2c5ef5f8e39997029a45d
domain,quality_pass,domain_and_sample,instrument,RMX-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,491821809,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,db361a23ddee110ac30f0b7dcdf145acf751ef14c47fa1f597a45d979e6d77ef
domain,quality_pass,domain_and_sample,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1779394542,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,ba86cb071fbcd67ccd660b6d1611239113456f06f728663bebcc5fd332d4a4cb
domain,quality_pass,domain_and_sample,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,500282237,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,b61f68842c6faec224a0005418a14a8203f4949845eb9f9837b926cbdaaae07c
domain,quality_pass,domain_and_sample,sensor_family,GaN_polymer,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,726397034,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,aa70d2a065ce7431fc90d978fd6dac89f3c7b0451678a61d198c7110a4e04524
domain,quality_pass,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1220598208,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,260,719844,176715f2706453608aa480b14a71e94dbabeeb1dd84996b378348286cb22ffcc
domain,quality_pass,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1863326196,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,260,719844,2454396f5707e9019269e8262bdf38141b10ea604c6d09ca1beade4e84476d30
domain,quality_pass,domain_and_sample,sensor_family,H_SERS_H_Kit,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,630076378,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,260,719844,b5be9714bd12a5b1cab23c6405e3da00bdd62319e7f6d0cd43a62bfee2d38ac5
domain,quality_pass,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,275960647,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,1ab0e600776d44f644df6518f6a95f471f20c12a9947521f0fc2dbd548f8b25d
domain,quality_pass,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1423188390,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,67b297e584da6e3990e536a6cb51af34f432e80cb8c673818a8a3b4585552dbc
domain,quality_pass,domain_and_sample,sensor_family,NRC_Canadian_SERS,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1201642589,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,390,719974,ac02f971caacfbef9392ae567d93b28d6379851f694104ee4f53d142a8fd9953
domain,quality_pass,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,999206416,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,195,719779,de9c606f527078ba9a00dd970a9de7f0eedea77c30a8cb9774948ec5b7d82594
domain,quality_pass,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,659325932,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,195,719779,ca2532b4e5102950bae0266de178b420aae4c27eff55c6ed3524c2743f250b43
domain,quality_pass,domain_and_sample,sensor_family,pSERS_Metrohm_silver,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1562003071,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,195,719779,8888f048139d933d6334d280d4505db2328e9f3590362b11c7b45cdab7381108
domain,quality_pass,domain_only,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2033276910,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a44830784e87f9c55fcea9fb0dd18f1074ba2bdba8b89217000929f9777efeee
domain,quality_pass,domain_only,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,734986881,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a1fab39cdab89526df2e1fbef87d75edfcf518b8a0fe37d19677043637cab2c3
domain,quality_pass,domain_only,instrument,Agilent-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,879326032,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,35a7017cc4b646f965b75005935bd2722f8ae89860d22ae4af95e4263f4bdb93
domain,quality_pass,domain_only,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1697942173,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,3d419da316425efa9ac2c6230b9ac69a7fbc09235c32326666d0cdfb93b6ce72
domain,quality_pass,domain_only,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1876590317,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,4289bfa7f5a894f6c75f8c8de20a9a89614154035c23f5beb31e8105190c183e
domain,quality_pass,domain_only,instrument,Agilent-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1130590727,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,24a4e9189d1faa3d01ee6b37a28e8a8a0bf0b0f771513bbde765b18f6637995d
domain,quality_pass,domain_only,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,498517524,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,42b314a03304716b9645afd53978e59613e985a543b91ceafe73629660b123c4
domain,quality_pass,domain_only,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1825072323,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,d9f299d8431f896d384982e33d09590b14a60173406f9bdeffbee51ea8e643ee
domain,quality_pass,domain_only,instrument,Mira-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,1337692547,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,515159723a609b04c13af58c44c66dba9eb07af4c2d3c22f1d74021e3c4331d7
domain,quality_pass,domain_only,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1409126131,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,aa9c952921e6e1dd6996f131f5554c1e4f606ae8064115009e0049d4e04623d3
domain,quality_pass,domain_only,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,417401106,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,ace3961af79c1e5a8f053e610e1032e2ac36a9db6e8d2984b5bc59893aa8c89d
domain,quality_pass,domain_only,instrument,Mira-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,45381993,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,dc3a7a311d71bf2b95409f369157d6fb8f0cd8b67072b3d7e77c16eeaec01dc0
domain,quality_pass,domain_only,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,2026654509,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,55016637b6f9e4775f778b7360e8796158a0e298cf6bb7c55edec73ec1d54187
domain,quality_pass,domain_only,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,2076863610,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,5721f1829a0f2a7d1b051c75189dd363f19b76f29b3d9f83dc39dfa69a740cfa
domain,quality_pass,domain_only,instrument,Mira-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,617526035,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,12457a87128e209b1c73c3d6143315bc03d5211b4fbad6d9f347afe1cc56e9af
domain,quality_pass,domain_only,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1935148182,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,0dbe542ff97a80184b69dfa3976bb289832c0ef439f195c3ab8fc547259b94c0
domain,quality_pass,domain_only,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,734691960,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,8246569d3c9c5a11fb412a7a8a7def773dcd36a73ce91f430b05fe13ba7b66e4
domain,quality_pass,domain_only,instrument,Pendar-1,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,961361277,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,4f5c895c33938182d7165ea6b3e9fc02e701376a480436f8eed56cc9655cfa79
domain,quality_pass,domain_only,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1140585678,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,9ab8d30e2979be29865668553559fdc3821d3b5211c20fe108dadb7272ed94ba
domain,quality_pass,domain_only,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,2718,1865849141,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,4edb39dfd5086d62eb7274af380542f0a953ac47e304cff6ad49dd98141b8804
domain,quality_pass,domain_only,instrument,Pendar-2,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,3141,696961254,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,1eb8f3adf978e811e44541bac5c51b1e38f9b9d4501c9c3e5862dfb45e27c9ee
domain,quality_pass,domain_only,instrument,Pendar-3,full_domain_aware,full_domain_aware__derivative_1__legacy64__ea0223d19cfe,derivative_1,legacy,64,1729,1393955811,61,0.7117630673716475,full_domain_aware,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,90520a06d3d03bfd28d6fb9860748017a18b10ef2b14ad452087fb6de46aa7cf
