scenario,outer_fold,declared_seed,evaluation_subset,representation,confidence_kind,observation_uid,true_label,predicted_label,raw_prototype_confidence,calibrated_correctness_probability,instrument,sensor_family
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row58,blank,ethanol,-0.1985330581665039,0.3283337726171093,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row182,4_nitrophenol,acetaminophen,-0.3610377013683319,0.3186734371301771,Pendar-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row213,ethyl_paraoxon,acetaminophen,-0.2512352764606476,0.3251843526545699,Pendar-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row49,blank,acetaminophen,-0.1033766344189643,0.3340593641940199,Pendar-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row166,acetaminophen,ethanol,-0.081610232591629,0.33537603411615124,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row60,ethyl_paraoxon,ethanol,-0.2017734199762344,0.32813968270169913,Pendar-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row229,blank,benzyl_fentanyl,-0.5287656188011169,0.30886353262563704,Pendar-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_field_quality_stress,1,3141,field_quality_stress,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row232,4_ANPP,acetaminophen,-0.5684307813644409,0.30656818731318186,Pendar-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row26,benzyl_fentanyl,acetaminophen,-0.6128680109977722,0.42424675038756404,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row67,blank,acetaminophen,-0.2223268002271652,0.705893535161343,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row165,acetaminophen,blank,-0.181636556982994,0.730775053386011,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row259,acetaminophen,blank,-0.2489587366580963,0.6889028742820772,RMX-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row266,acetaminophen,blank,-0.2368540167808532,0.6966923724570958,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row343,ethanol,4_nitrophenol,-0.3911161422729492,0.5902868213922363,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row345,ethanol,acetaminophen,-0.3927637934684753,0.5890813855574942,Mira-2,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row346,4_nitrophenol,ethyl_paraoxon,-0.2740749418735504,0.6723979636601686,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row353,ethanol,blank,-0.2223653644323349,0.7058693259919182,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row357,4_nitrophenol,blank,-0.2761178016662597,0.6710358473486434,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row377,ethyl_paraoxon,4_nitrophenol,-0.0892969593405723,0.7820694886340402,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row378,ethyl_paraoxon,4_nitrophenol,-0.1288531869649887,0.7609982997243215,Pendar-3,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row382,ethyl_paraoxon,4_nitrophenol,-0.0798749029636383,0.786886139583705,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row387,ethyl_paraoxon,acetaminophen,-0.3849300146102905,0.5948028609003779,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row393,ethyl_paraoxon,acetaminophen,-0.4502018392086029,0.546488518996197,Mira-2,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row395,ethyl_paraoxon,4_nitrophenol,-0.1887465864419937,0.7265244071294791,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row128,ethyl_paraoxon,4_nitrophenol,-0.1375242322683334,0.7561970476793582,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row129,ethyl_paraoxon,4_nitrophenol,-0.0717850178480148,0.7909594607322723,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row142,ethyl_paraoxon,4_nitrophenol,-0.0738818943500518,0.789909194597524,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row143,ethyl_paraoxon,4_nitrophenol,-0.0714611336588859,0.7911213402959967,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row238,4_ANPP,blank,-0.1729595959186554,0.7359055756595366,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row255,4_ANPP,benzyl_fentanyl,-0.3187535405158996,0.6419770159332991,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row258,4_ANPP,benzyl_fentanyl,-0.5252153873443604,0.48991958819081133,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row305,blank,acetaminophen,-0.3825840353965759,0.5965113456277993,Pendar-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row335,blank,benzyl_fentanyl,-0.4385223686695099,0.5552258000101624,Pendar-1,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row399,acetaminophen,blank,-0.3901287019252777,0.5910087226724535,Pendar-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row413,acetaminophen,4_ANPP,-0.4280391931533813,0.5630393338109213,Mira-1,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,1729,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row414,acetaminophen,4_ANPP,-0.2655639052391052,0.6780414870429401,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row29,4_ANPP,acetaminophen,-0.4009567201137543,0.5633480450285846,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row51,blank,acetaminophen,-0.0337890684604644,0.8099197783246664,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row67,blank,acetaminophen,-0.1212029606103897,0.7622496048456638,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row136,acetaminophen,blank,-0.086644098162651,0.7820245818274114,RMX-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row165,acetaminophen,blank,-0.1705476939678192,0.7319403996467257,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row259,acetaminophen,blank,-0.1924981772899627,0.7176966952121852,RMX-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row272,acetaminophen,blank,-0.0954351648688316,0.7771091459239555,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row273,acetaminophen,4_ANPP,-0.4050528705120086,0.5600666912023049,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row343,ethanol,4_nitrophenol,-0.3020373284816742,0.6402928153236621,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row345,ethanol,ethyl_paraoxon,-0.3041500747203827,0.6387079331173865,Mira-2,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row346,4_nitrophenol,ethyl_paraoxon,-0.2043620944023132,0.7098099028940565,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row353,ethanol,acetaminophen,-0.1426146030426025,0.749393701062912,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row357,4_nitrophenol,blank,-0.2284998744726181,0.6933693687615811,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row377,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row378,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,Pendar-3,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row382,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row387,ethyl_paraoxon,blank,-0.1367378681898117,0.7529677729532949,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row395,ethyl_paraoxon,4_nitrophenol,-0.0944631546735763,0.7776565005788351,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row128,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row129,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row142,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row143,ethyl_paraoxon,4_nitrophenol,-0.0417279154062271,0.805911041942841,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row238,4_ANPP,acetaminophen,-0.2082464396953582,0.7071995787249565,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row243,blank,4_ANPP,-0.3387877941131592,0.6123147937097506,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row250,blank,acetaminophen,-0.0891423374414444,0.7806357139979235,Pendar-1,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row252,blank,acetaminophen,-0.2618070244789123,0.6698575311891215,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row255,4_ANPP,benzyl_fentanyl,-0.2640942931175232,0.6682095473954514,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row258,4_ANPP,ethyl_paraoxon,-0.0976641997694969,0.775850314572923,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row271,blank,acetaminophen,-0.2049890309572219,0.7093895262631863,Agilent-1,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row305,blank,acetaminophen,-0.3053170442581177,0.6378312288990354,Pendar-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row310,benzyl_fentanyl,blank,-0.1677007526159286,0.7337540557104218,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row313,blank,acetaminophen,-0.416372686624527,0.5509720987368916,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row328,benzyl_fentanyl,ethyl_paraoxon,-0.3311309516429901,0.6182123523753199,Pendar-1,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row399,acetaminophen,blank,-0.1586738228797912,0.7394527511980729,Pendar-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,2718,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row414,acetaminophen,4_ANPP,-0.0708366632461547,0.7906652002069564,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row10,benzyl_fentanyl,blank,-0.2743189632892608,0.6855755846076593,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row12,benzyl_fentanyl,blank,-0.1188561245799064,0.7680378304169935,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row15,benzyl_fentanyl,blank,-0.4214368462562561,0.5948831390305309,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row26,benzyl_fentanyl,blank,-0.2056180089712143,0.7239466959131758,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row30,benzyl_fentanyl,blank,-0.2408379018306732,0.7046381463783449,Agilent-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row67,blank,acetaminophen,-0.1681217551231384,0.7436222601851672,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session1_row138,acetaminophen,ethanol,-0.3258745670318603,0.6549745430727364,RMX-2,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row165,acetaminophen,ethanol,-0.0730895027518272,0.7892225968170952,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row177,acetaminophen,ethanol,-0.276990681886673,0.6840259512712155,RMX-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row259,acetaminophen,ethanol,-0.2130956947803497,0.7199130268359077,RMX-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row266,acetaminophen,blank,-0.2629199624061584,0.6921405503460406,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row272,acetaminophen,ethanol,-0.1664390861988067,0.7444833372103165,Pendar-2,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row343,ethanol,4_nitrophenol,-0.0179494172334671,0.8128163012283515,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row346,4_nitrophenol,ethyl_paraoxon,-0.3289205133914947,0.653122563817484,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row357,4_nitrophenol,ethanol,-0.2908532917499542,0.6759201618026504,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row377,ethyl_paraoxon,4_nitrophenol,-0.119962178170681,0.7675079092790298,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row378,ethyl_paraoxon,4_nitrophenol,-0.1076278463006019,0.7733696035441168,Pendar-3,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row382,ethyl_paraoxon,4_nitrophenol,-0.1285004317760467,0.7633887920871776,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row387,ethyl_paraoxon,ethanol,-0.1546915918588638,0.7504418011513636,Pendar-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row393,ethyl_paraoxon,4_nitrophenol,-0.2735354900360107,0.6860292289324195,Mira-2,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session2_row395,ethyl_paraoxon,4_nitrophenol,-0.2588372230529785,0.6944733051290842,RMX-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row12,4_nitrophenol,ethanol,-0.2971305251121521,0.6722143317461062,Pendar-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row49,ethanol,blank,-0.1478272229433059,0.7538802701357622,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row128,ethyl_paraoxon,4_nitrophenol,-0.2653047740459442,0.6907733758221765,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row129,ethyl_paraoxon,4_nitrophenol,-0.1915763914585113,0.7314232377870106,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row142,ethyl_paraoxon,4_nitrophenol,-0.2110578417778015,0.7210158643656105,RMX-1,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row143,ethyl_paraoxon,4_nitrophenol,-0.1597986966371536,0.7478628595651624,Mira-2,H_SERS_H_Kit
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row238,4_ANPP,blank,-0.4059497117996216,0.6048716010404763,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row243,blank,acetaminophen,-0.5763697624206543,0.4919666238260073,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row255,4_ANPP,benzyl_fentanyl,-0.489662617444992,0.5500462446596367,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row258,4_ANPP,ethanol,-0.3333665430545807,0.6504109824792977,Mira-3,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row300,benzyl_fentanyl,blank,-0.4778433442115783,0.5578935611312098,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row305,blank,acetaminophen,-0.227300614118576,0.7121521822170335,Pendar-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row310,benzyl_fentanyl,blank,-0.2509337663650512,0.6989608110509664,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row313,blank,acetaminophen,-0.213375061750412,0.7197616326533177,Mira-3,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row335,blank,acetaminophen,-0.309292197227478,0.6649734282748648,Pendar-1,pSERS_Metrohm_silver
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row336,benzyl_fentanyl,blank,-0.4795868694782257,0.5567376805770752,Agilent-1,NRC_Canadian_SERS
nato_outer_o1__train_quality_pass__test_quality_pass,1,3141,quality_pass,derivative_1,cross_fitted_correctness_platt_from_negative_prototype_distance,session3_row399,acetaminophen,ethanol,-0.133145660161972,0.7611267420950218,Pendar-3,pSERS_Metrohm_silver
