scope,outer_fold,candidate_id,name,representation,architecture,embedding_dimension,classification_weight,supervised_contrastive_weight,pair_margin_weight,contrastive_temperature,pair_margin,domain_aware_positives,hard_negative_mining,domain_balanced_batches,total_parameters,mean_balanced_accuracy,mean_macro_f1,mean_distance_margin,mean_effective_rank,mean_best_epoch,folds_evaluated
outer,0,domain_aware_stage1__arpls_minmax__legacy64__82bbd1ef5047,domain_aware_stage1,arpls_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,720039,0.7487178117367721,0.7331286116919823,0.5943465679883957,7.45289933681488,61.25,4
outer,1,domain_aware_stage1__minimal_minmax__legacy64__2499ae1e3749,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,720039,0.793492630172305,0.7742746113611595,0.5892061740159988,8.060937762260437,72.5,4
outer,2,domain_aware_stage1__minimal_minmax__legacy64__ca2cc946f2fd,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.1,0.1,0.2,True,True,True,720039,0.7733728549201334,0.7586675734164586,0.6059312075376511,7.957890510559082,75.0,4
outer,3,domain_aware_stage1__minimal_minmax__legacy64__323ba3e90ba9,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.25,0.25,0.1,0.2,True,True,True,720039,0.784109000471578,0.7649571435689699,0.6016919910907745,7.85853123664856,81.25,4
outer,4,domain_aware_stage1__minimal_minmax__legacy64__2499ae1e3749,domain_aware_stage1,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,720039,0.776050118564012,0.7506519619394786,0.5699514448642731,8.011093735694885,78.75,4
global,-1,domain_aware_stage1__derivative_1__legacy64__3e5787696911,domain_aware_stage1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,720039,0.7591825997320031,0.743809818150102,0.6544103696942329,6.634323525428772,74.75,20
