stage,training_subset,outer_fold,variant,candidate_id,declared_seed,run_seed,epochs,temperature,name,representation,architecture,embedding_dimension,classification_weight,supervised_contrastive_weight,pair_margin_weight,contrastive_temperature,pair_margin,domain_aware_positives,hard_negative_mining,domain_balanced_batches,encoder_parameters,classifier_parameters,total_parameters,state_sha256
outer,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,1729,1660047061,66,1.0,ordinary_negative_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,False,True,719584,455,720039,c1d1a7d4e1072f1ae1522c045223254d884a5c4ff746b68adf9622920671eda2
outer,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,2718,711875209,66,1.0,ordinary_negative_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,False,True,719584,455,720039,6b18c5d2031cbcecc3cc2585d2775fd80a9215d0a0d66351d2dbca9ddda323df
outer,strict_core,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,3141,1541119608,66,1.0,ordinary_negative_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,False,True,719584,455,720039,e236400c4336d6a63a0c832166a7be1a5b2619c9aebf13440a23c42df793153d
outer,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,1729,1129674639,66,1.0,no_domain_balanced_batches,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,False,719584,455,720039,13b89e9c981f0409bebe76a6910ff48fb4e924556c2d14b550e0e1fd12aed2e2
outer,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,2718,942740837,66,1.0,no_domain_balanced_batches,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,False,719584,455,720039,f1ac011a45ef1ac451af6b2ece83b78353b59e26c0cdb82e0c5e8becb2acf25d
outer,strict_core,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,3141,1666878186,66,1.0,no_domain_balanced_batches,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,False,719584,455,720039,a23368eb0bb54c8dcb38e65200cbf40fe9935aac1f7974e20e093fea95ebfe4e
outer,strict_core,1,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy64__879ee9b5a4c0,1729,1806381979,66,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,35aff239bbb78cdd1e96200ac26576d966137169236ec982f8910be524962e65
outer,strict_core,1,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy64__879ee9b5a4c0,2718,1547152425,66,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,ad5d8f5e7a5a5d82984b91caf43015106bd1b19246bac597cb459bc3f58960cd
outer,strict_core,1,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy64__879ee9b5a4c0,3141,1056872286,66,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,23fcc2148f177943ee08c5ca1bf1128e435b80185ac6f9ae2ff2b30282d846ab
outer,strict_core,1,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy64__40bcef6fdafb,1729,1525551195,66,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,303afc7b0c35b1a43528a20323debb582dae2381cbc0af75f054d0c2ec29968e
outer,strict_core,1,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy64__40bcef6fdafb,2718,1295298423,66,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,1ea6bf3022f7826e4c00395dec711225da8b369df46882cee5b16737f54489f3
outer,strict_core,1,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy64__40bcef6fdafb,3141,180480529,66,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,1cafab91be6fe00b5507da5a6060769ef3ffb8022481a75331698df580bb7404
outer,quality_pass,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,1729,711593015,66,0.7313059047531547,full_domain_aware,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,92ef81456693c78fdaa44678e15a0d733f6a7dfb89fd91e8f3bc0280770e8184
outer,quality_pass,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,2718,1816969521,66,0.7313059047531547,full_domain_aware,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,0363193c42bc4511a58cd5592c3d7594c1706657cc942f5cc3dc58d5ec59efef
outer,quality_pass,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,3141,64471475,66,0.7313059047531547,full_domain_aware,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a899b35adcae0d419b5420c36a5f2e20b43dbeac22e665066cfe0cd38f1cd07e
outer,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,1729,322941739,66,1.0,cross_entropy_only,minimal_minmax,legacy,64,1.0,0.0,0.0,0.1,0.2,False,False,False,719584,455,720039,5a0c970dfda6be87a5e7f5ca480f4b0f98fa53b2ce24a272f8b8e429f756efea
outer,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,2718,847019727,66,1.0,cross_entropy_only,minimal_minmax,legacy,64,1.0,0.0,0.0,0.1,0.2,False,False,False,719584,455,720039,98b0d3a9db1c781fb5d8cad64e2b285b7a30bbaa216e2b39bff9eec111fc2535
outer,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,3141,1875194248,66,1.0,cross_entropy_only,minimal_minmax,legacy,64,1.0,0.0,0.0,0.1,0.2,False,False,False,719584,455,720039,e453e47c7a611e59a35b14aae1a299577927f849582c19cf29d5e55a4e855148
outer,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,1729,1113196977,66,1.0,supervised_contrastive_only,minimal_minmax,legacy,64,0.0,1.0,0.0,0.1,0.2,False,False,False,719584,455,720039,38fa67c550db7a7e993321d098cb13c2805aef13bb31b4c797b554ac648c0359
outer,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,2718,1070572586,66,1.0,supervised_contrastive_only,minimal_minmax,legacy,64,0.0,1.0,0.0,0.1,0.2,False,False,False,719584,455,720039,60ae602da8ef7bac3b827f4cd2bc755559f07fd734138be8ba211fbf675dd8c3
outer,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,3141,1158317343,66,1.0,supervised_contrastive_only,minimal_minmax,legacy,64,0.0,1.0,0.0,0.1,0.2,False,False,False,719584,455,720039,b36669649b5f80b94eea0af634c5280599313b3d3172b49dff1622537aa6e47f
outer,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,1729,1083088188,66,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,64,1.0,0.5,0.0,0.1,0.2,False,False,False,719584,455,720039,05d445f3642ba3051c67d376ee985466ca59956d3f498fb5c4898668c9161450
outer,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,2718,1184753809,66,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,64,1.0,0.5,0.0,0.1,0.2,False,False,False,719584,455,720039,6bddc9d24a64be8e756a993a39c77576a6993413ff77d2e44b8cd74aa3067926
outer,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,3141,1954026570,66,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,64,1.0,0.5,0.0,0.1,0.2,False,False,False,719584,455,720039,d86e161e461fb6844a729b739131e8a0da772eac728ef774d33300f1f13eb1a9
outer,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,1729,496254553,66,1.0,random_positive_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,False,True,True,719584,455,720039,a40fef3a4efc10380cfbafcbf923a9e9a3c064e6a4572d5b99567ccde9eea93f
outer,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,2718,886776912,66,1.0,random_positive_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,False,True,True,719584,455,720039,c573295ae6131935b375942d4186923271a2c81705fe8d129e0e1983eeff0b00
outer,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,3141,569677839,66,1.0,random_positive_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,False,True,True,719584,455,720039,804e3587eaeec6fc8c7fb224783441fe3ce10b2af4f9451a40ac55c70e3c16ab
outer,quality_pass,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,1729,1322961027,66,1.0,ordinary_negative_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,False,True,719584,455,720039,b532df2ccf64d2957cdfdb2af7d84c3e99d65e86d28d68bc395e505088b42458
outer,quality_pass,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,2718,1289741792,66,1.0,ordinary_negative_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,False,True,719584,455,720039,3c12c7a08927a3b072c01274ad7573cd92b9e71e1604fb98af8cb8aedc90f985
outer,quality_pass,1,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy64__72903acfb850,3141,321947584,66,1.0,ordinary_negative_ablation,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,False,True,719584,455,720039,aa8ec64520813c78eb554e5b0855441757ad5e55e271be9cdba54600872e7f4f
outer,quality_pass,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,1729,643370298,66,1.0,no_domain_balanced_batches,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,False,719584,455,720039,19d67a2e743d392f850eb31ec76a8aa1512a1526d420378f8eddfd4dbafa4e59
outer,quality_pass,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,2718,972218509,66,1.0,no_domain_balanced_batches,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,False,719584,455,720039,3e9d36de3ffc0088b1bf3e614d3b8ce90e830009009a8db666b69394d773d055
outer,quality_pass,1,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy64__0bd2a76999b3,3141,2030512344,66,1.0,no_domain_balanced_batches,minimal_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,False,719584,455,720039,3590232149706424194c2240d0dd0bd5d99926d5dd598624d82a1c693c8dd711
outer,quality_pass,1,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy64__879ee9b5a4c0,1729,1706410501,66,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,a92556ae60b6a8c6e6580e21420737eb941ab3163265d885a365aabcf7486ac5
outer,quality_pass,1,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy64__879ee9b5a4c0,2718,1410594748,66,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,911cf8bea0fdc0cba9db7f8e199c3b0bed0a5ea5f952321f4abc8ebab42c8ebe
outer,quality_pass,1,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy64__879ee9b5a4c0,3141,1951195687,66,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,7020c2035a6e18559192d08995d96fc3bbb13e19ff351f41d979592e5c65bba3
outer,quality_pass,1,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy64__40bcef6fdafb,1729,2015768528,66,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,fe0885b0f4c3f45d51871aebc3bb380446b2717db121aadd8db024e47de6349b
outer,quality_pass,1,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy64__40bcef6fdafb,2718,730251445,66,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,040b0400283ecdeb2cdcdd58e3c37c87922be3e444ece2fae901277cf8f4f810
outer,quality_pass,1,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy64__40bcef6fdafb,3141,154037244,66,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,64,1.0,0.5,0.25,0.1,0.2,True,True,True,719584,455,720039,17073bd4fc0ed9f9a4768d1c8d238ae6abae8b0f74f3d9cddd2e8d2019bf6212
outer,strict_core,2,full_domain_aware,full_domain_aware__minimal_minmax__legacy32__b3af07d3bce0,1729,1034939813,72,0.7849390324234737,full_domain_aware,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,d1ea621f378b97e799e8593709394e16f59ddd12c262642f0232963966ede268
outer,strict_core,2,full_domain_aware,full_domain_aware__minimal_minmax__legacy32__b3af07d3bce0,2718,2093667933,72,0.7849390324234737,full_domain_aware,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,07340c6b2f791dd620611d776ae75a101a7b1f281200054a7a878518aece579c
outer,strict_core,2,full_domain_aware,full_domain_aware__minimal_minmax__legacy32__b3af07d3bce0,3141,850259259,72,0.7849390324234737,full_domain_aware,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,5abd1bc38ad1f12efc7e5c2211048de71cefa678edb47e8a9b7626b793c9467c
outer,strict_core,2,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy32__17bbdb074a21,1729,1049320934,72,1.0,cross_entropy_only,minimal_minmax,legacy,32,1.0,0.0,0.0,0.1,0.2,False,False,False,361152,231,361383,535aeb0c7dbcc051aed67baf28717de86287c8a3a4794cd5f655f054f366e822
outer,strict_core,2,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy32__17bbdb074a21,2718,1332686018,72,1.0,cross_entropy_only,minimal_minmax,legacy,32,1.0,0.0,0.0,0.1,0.2,False,False,False,361152,231,361383,c144d9111dd60ef4e1f42f1f9e38b92247d57b1b179cd08df12aa2aa03a142a7
outer,strict_core,2,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy32__17bbdb074a21,3141,1076413636,72,1.0,cross_entropy_only,minimal_minmax,legacy,32,1.0,0.0,0.0,0.1,0.2,False,False,False,361152,231,361383,67057ee94e646013e405948deeee8a7c83c9d9ef3c65023442c3626a8f5f863d
outer,strict_core,2,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy32__4f2b81c5778b,1729,215359613,72,1.0,supervised_contrastive_only,minimal_minmax,legacy,32,0.0,1.0,0.0,0.1,0.2,False,False,False,361152,231,361383,73c3543f85265a67f1dc34e01ee6b909a36551102ec408596873e79dc4072f19
outer,strict_core,2,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy32__4f2b81c5778b,2718,2031378349,72,1.0,supervised_contrastive_only,minimal_minmax,legacy,32,0.0,1.0,0.0,0.1,0.2,False,False,False,361152,231,361383,3184c62ad374f64c4aaf36c62c5460b2e9597fcaf1d180f9259f44ca9526ba79
outer,strict_core,2,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy32__4f2b81c5778b,3141,243654157,72,1.0,supervised_contrastive_only,minimal_minmax,legacy,32,0.0,1.0,0.0,0.1,0.2,False,False,False,361152,231,361383,48606801146bf2e2853984f7c58af901b800f37d690638b7cadf45338abc87a9
outer,strict_core,2,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy32__a4d74ad3e9a2,1729,1567976743,72,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,32,1.0,0.5,0.0,0.1,0.2,False,False,False,361152,231,361383,88f75a6acdaadc4143a96743811dae70cfaea748e45bf9d64ff834e6af143f5d
outer,strict_core,2,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy32__a4d74ad3e9a2,2718,1047000222,72,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,32,1.0,0.5,0.0,0.1,0.2,False,False,False,361152,231,361383,69e6d5a5340e07834f664a35493651194aaf9e935e05aa65add58b6275d86661
outer,strict_core,2,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy32__a4d74ad3e9a2,3141,1944417184,72,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,32,1.0,0.5,0.0,0.1,0.2,False,False,False,361152,231,361383,18263edcc90148e9fb766b573fc9800547b337a4af2072a31ac502b3fdf4f208
outer,strict_core,2,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy32__472ca1cc50ed,1729,1866603064,72,1.0,random_positive_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,False,True,True,361152,231,361383,1bef56f74d5f812e7f3e4225c65bf7346ca1e7d48780044c24295b3170cc148e
outer,strict_core,2,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy32__472ca1cc50ed,2718,2081755458,72,1.0,random_positive_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,False,True,True,361152,231,361383,c78a8d229bb864e1e5ca0d40f00247b91705a6f220f938aee79937ebf8227c6d
outer,strict_core,2,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy32__472ca1cc50ed,3141,120836794,72,1.0,random_positive_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,False,True,True,361152,231,361383,31d1c8edd02375b1bb3cb9022fa31401fce32023f09b05c83f969be8fffa0e80
outer,strict_core,2,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy32__758de700adf4,1729,1702133512,72,1.0,ordinary_negative_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,False,True,361152,231,361383,bae30533e1378329d7f578b57df491bab0de7d5c17b469b3f9c09bd85d05cff2
outer,strict_core,2,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy32__758de700adf4,2718,1876271129,72,1.0,ordinary_negative_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,False,True,361152,231,361383,99987f346f8662882b2aa3fd0456ff34f62f04ba43f2d6c8998d8b9606f40974
outer,strict_core,2,ordinary_negative_ablation,ordinary_negative_ablation__minimal_minmax__legacy32__758de700adf4,3141,632232751,72,1.0,ordinary_negative_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,False,True,361152,231,361383,15940b79e5598532de010117a800668fe6f61249be82e37246735dad63bd6596
outer,strict_core,2,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy32__21e1b5068da3,1729,95260606,72,1.0,no_domain_balanced_batches,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,False,361152,231,361383,8bf7b623d891041b650626ed58a41c963edf41fbd197c5a8a0025f28356e7236
outer,strict_core,2,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy32__21e1b5068da3,2718,2069557896,72,1.0,no_domain_balanced_batches,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,False,361152,231,361383,55149a8d44b7da3326197a339fd2768bebccaa8bad954654a9ea061d26b30154
outer,strict_core,2,no_domain_balanced_batches,no_domain_balanced_batches__minimal_minmax__legacy32__21e1b5068da3,3141,1779833411,72,1.0,no_domain_balanced_batches,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,False,361152,231,361383,73023be082737536729f980122c8b03332d808985dcddd48b514b73e4afad9db
outer,strict_core,2,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy32__28e893d6900a,1729,1480613695,72,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,b51a4d944656ef14c02cb2c598ab3b54442e07f6d2a21928c233d7a12ae85bc0
outer,strict_core,2,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy32__28e893d6900a,2718,138777595,72,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,b99cb63099d429346040392534984542dba3ad1611f635b86e25dfadd1350dba
outer,strict_core,2,preprocessing_sensitivity_arpls_minmax,preprocessing_sensitivity_arpls_minmax__arpls_minmax__legacy32__28e893d6900a,3141,460246305,72,1.0,preprocessing_sensitivity_arpls_minmax,arpls_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,a746abb70a46da75e99530f01e74ed6c61da531ecb966765f8727f690004b98c
outer,strict_core,2,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy32__07c9da85aebb,1729,629703850,72,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,b25b874b176e18ba09651388f3df4c0eef29d09b0f4e3976988852eaa7488e9d
outer,strict_core,2,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy32__07c9da85aebb,2718,1175637351,72,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,aa47c6439006e7a8ba476a1b759841f6eee1a1ce7f3c24634b6f8db2f8a9a584
outer,strict_core,2,preprocessing_sensitivity_derivative_1,preprocessing_sensitivity_derivative_1__derivative_1__legacy32__07c9da85aebb,3141,1934032276,72,1.0,preprocessing_sensitivity_derivative_1,derivative_1,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,9aa3ff78fc9863b5b84b00f892bcc01659f0262330aff08ce0c83cd3a25808a4
outer,quality_pass,2,full_domain_aware,full_domain_aware__minimal_minmax__legacy32__b3af07d3bce0,1729,1198384017,72,0.6738053605431427,full_domain_aware,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,4fde7a89885988e2a8b1de219b32b70923990695093bd719a74133d924251539
outer,quality_pass,2,full_domain_aware,full_domain_aware__minimal_minmax__legacy32__b3af07d3bce0,2718,1281085741,72,0.6738053605431427,full_domain_aware,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,8961003e96e5d8075cf0022c9713bc9aae1d5b79cf16bb8b2d018691ce24ac0f
outer,quality_pass,2,full_domain_aware,full_domain_aware__minimal_minmax__legacy32__b3af07d3bce0,3141,908386544,72,0.6738053605431427,full_domain_aware,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,True,True,True,361152,231,361383,3bb3dc95cd9d667b89b66ba4c5ffecadc0111a37bb13a1f3c667fd66d36b971a
outer,quality_pass,2,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy32__17bbdb074a21,1729,824933277,72,1.0,cross_entropy_only,minimal_minmax,legacy,32,1.0,0.0,0.0,0.1,0.2,False,False,False,361152,231,361383,337859002f9e6a5aa46762381ffde0b6c58f883512563b58c2c823bddd0f7bbd
outer,quality_pass,2,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy32__17bbdb074a21,2718,1292635840,72,1.0,cross_entropy_only,minimal_minmax,legacy,32,1.0,0.0,0.0,0.1,0.2,False,False,False,361152,231,361383,dec93e6072fd3f67cfc4d50ba29526d1f71554084e4a986260f3408f5837b971
outer,quality_pass,2,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy32__17bbdb074a21,3141,1722283298,72,1.0,cross_entropy_only,minimal_minmax,legacy,32,1.0,0.0,0.0,0.1,0.2,False,False,False,361152,231,361383,62a3ca98dc206906f2f73a6aa2b734a72b91bcc298fce1ec684945f07850ee7c
outer,quality_pass,2,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy32__4f2b81c5778b,1729,130961797,72,1.0,supervised_contrastive_only,minimal_minmax,legacy,32,0.0,1.0,0.0,0.1,0.2,False,False,False,361152,231,361383,29d4c6a2ac40bc41d2a8adad170b96f09ca5dda2b70eb87b83ddd1383d9847ac
outer,quality_pass,2,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy32__4f2b81c5778b,2718,1278659316,72,1.0,supervised_contrastive_only,minimal_minmax,legacy,32,0.0,1.0,0.0,0.1,0.2,False,False,False,361152,231,361383,e961ed7159c41ebb36d4642aab40445e0ba1f9dcbe416d21927d1c000c969a00
outer,quality_pass,2,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy32__4f2b81c5778b,3141,310515338,72,1.0,supervised_contrastive_only,minimal_minmax,legacy,32,0.0,1.0,0.0,0.1,0.2,False,False,False,361152,231,361383,c92218896e6ca525e8638578a91b3f4d9deb7ec7d4cae9e521d2d1d81cec6927
outer,quality_pass,2,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy32__a4d74ad3e9a2,1729,442623390,72,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,32,1.0,0.5,0.0,0.1,0.2,False,False,False,361152,231,361383,a874712d7ba69d3e1c78bf3d780fb5df1f8605f604ba8bd5bb260255f916e38c
outer,quality_pass,2,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy32__a4d74ad3e9a2,2718,657405628,72,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,32,1.0,0.5,0.0,0.1,0.2,False,False,False,361152,231,361383,6281b956c6b13d4bd72ecef91df430b665e2bc969db100cfee6f8db822c7d669
outer,quality_pass,2,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy32__a4d74ad3e9a2,3141,769256470,72,1.0,ce_plus_supervised_contrastive,minimal_minmax,legacy,32,1.0,0.5,0.0,0.1,0.2,False,False,False,361152,231,361383,75908b624fc0110a946bf8e89a24ea18c9d54c2e88e2122f169bcf81dac39fde
outer,quality_pass,2,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy32__472ca1cc50ed,1729,1487119342,72,1.0,random_positive_ablation,minimal_minmax,legacy,32,1.0,0.5,0.1,0.1,0.2,False,True,True,361152,231,361383,159cd0690f6e9ea1ec8576c86d2ea0361a53b9134c79a2f41cfc4366ac4ba032
